arxiv_id	source_family_key	submitted_v1_utc	submitted_v1_asia_shanghai	title	abstract	categories	screening_route	prior_weekly_trace	semantic_screen_status	semantic_decision_kind	stable_node_id	family_specific_reason
2505.03825	arxiv:2505.03825	2025-05-03T11:28:13Z	2025-05-03T19:28:13+08:00	Intelligently Augmented Contrastive Tensor Factorization: Empowering Multi-dimensional Time Series Classification in Low-Data Environments	"Classification of multi-dimensional time series from real-world systems require fine-grained learning of complex features such as cross-dimensional dependencies and intra-class variations-all under the practical challenge of low training data availability. However, standard deep learning (DL) struggles to learn generalizable features in low-data environments due to model overfitting. We propose a versatile yet data-efficient framework, Intelligently Augmented Contrastive Tensor Factorization (ITA-CTF), to learn effective representations from multi-dimensional time series. The CTF module learns core explanatory components of the time series (e.g., sensor factors, temporal factors), and importantly, their joint dependencies. Notably, unlike standard tensor factorization (TF), the CTF module incorporates a new contrastive loss optimization to induce similarity learning and class-awareness into the learnt representations for better classification performance. To strengthen this contrastive learning, the preceding ITA module generates targeted but informative augmentations that highlight realistic intra-class patterns in the original data, while preserving class-wise properties. This is achieved by dynamically sampling a ""soft"" class prototype to guide the warping of each query data sample, which results in an augmentation that is intelligently pattern-mixed between the ""soft"" class prototype and the query sample. These augmentations enable the CTF module to recognize complex intra-class variations despite the limited original training data, and seek out invariant class-wise properties for accurate classification performance. The proposed method is comprehensively evaluated on five different classification tasks. Compared to standard TF and several DL benchmarks, notable performance improvements up to 18.7% were achieved."	cs.AI;cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Intelligently Augmented Contrastive Tensor Factorization: Empowering Multi-dimensional Time Series Classification in Low-Data Environments 的公开摘要主要回答“Classification of multi-dimensional time series from real-world systems require fine-grained learning of complex features such as cross-dimensional dependencies and intra-class...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01788	arxiv:2505.01788	2025-05-03T11:31:38Z	2025-05-03T19:31:38+08:00	Privacy Preserving Machine Learning Model Personalization through Federated Personalized Learning	The widespread adoption of Artificial Intelligence (AI) has been driven by significant advances in intelligent system research. However, this progress has raised concerns about data privacy, leading to a growing awareness of the need for privacy-preserving AI. In response, there has been a seismic shift in interest towards the leading paradigm for training Machine Learning (ML) models on decentralized data silos while maintaining data privacy, Federated Learning (FL). This research paper presents a comprehensive performance analysis of a cutting-edge approach to personalize ML model while preserving privacy achieved through Privacy Preserving Machine Learning with the innovative framework of Federated Personalized Learning (PPMLFPL). Regarding the increasing concerns about data privacy, this study evaluates the effectiveness of PPMLFPL addressing the critical balance between personalized model refinement and maintaining the confidentiality of individual user data. According to our analysis, Adaptive Personalized Cross-Silo Federated Learning with Differential Privacy (APPLE+DP) offering efficient execution whereas overall, the use of the Adaptive Personalized Cross-Silo Federated Learning with Homomorphic Encryption (APPLE+HE) algorithm for privacy-preserving machine learning tasks in federated personalized learning settings is strongly suggested. The results offer valuable insights creating it a promising scope for future advancements in the field of privacy-conscious data-driven technologies.	cs.CR;cs.DC;cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Privacy Preserving Machine Learning Model Personalization through Federated Personalized Learning 的公开摘要主要回答“The widespread adoption of Artificial Intelligence (AI) has been driven by significant advances in intelligent system research.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01790	arxiv:2505.01790	2025-05-03T11:37:31Z	2025-05-03T19:37:31+08:00	Enhancing the Learning Experience: Using Vision-Language Models to Generate Questions for Educational Videos	Web-based educational videos offer flexible learning opportunities and are becoming increasingly popular. However, improving user engagement and knowledge retention remains a challenge. Automatically generated questions can activate learners and support their knowledge acquisition. Further, they can help teachers and learners assess their understanding. While large language and vision-language models have been employed in various tasks, their application to question generation for educational videos remains underexplored. In this paper, we investigate the capabilities of current vision-language models for generating learning-oriented questions for educational video content. We assess (1) out-of-the-box models' performance; (2) fine-tuning effects on content-specific question generation; (3) the impact of different video modalities on question quality; and (4) in a qualitative study, question relevance, answerability, and difficulty levels of generated questions. Our findings delineate the capabilities of current vision-language models, highlighting the need for fine-tuning and addressing challenges in question diversity and relevance. We identify requirements for future multimodal datasets and outline promising research directions.	cs.CL;cs.CV;cs.MM	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Enhancing the Learning Experience: Using Vision-Language Models to Generate Questions for Educational Videos 的公开摘要主要回答“Web-based educational videos offer flexible learning opportunities and are becoming increasingly popular.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01793	arxiv:2505.01793	2025-05-03T11:41:55Z	2025-05-03T19:41:55+08:00	Byzantine Agreement with Predictions	In this paper, we study the problem of \emph{Byzantine Agreement with predictions}. Along with a proposal, each process is also given a prediction, i.e., extra information which is not guaranteed to be true. For example, one might imagine that the prediction is produced by a network security monitoring service that looks for patterns of malicious behavior. Our goal is to design an algorithm that is more efficient when the predictions are accurate, degrades in performance as predictions decrease in accuracy, and still in the worst case performs as well as any algorithm without predictions even when the predictions are completely inaccurate. On the negative side, we show that Byzantine Agreement with predictions still requires $Ω(n^2)$ messages, even in executions where the predictions are completely accurate. On the positive side, we show that \emph{classification predictions} can help improve the time complexity. For (synchronous) Byzantine Agreement with classification predictions, we present new algorithms that leverage predictions to yield better time complexity, and we show that the time complexity achieved is optimal as a function of the prediction quality.	cs.DC	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Byzantine Agreement with Predictions 的公开摘要主要回答“In this paper, we study the problem of \emph{Byzantine Agreement with predictions}.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01794	arxiv:2505.01794	2025-05-03T11:54:35Z	2025-05-03T19:54:35+08:00	A Multimodal Framework for Explainable Evaluation of Soft Skills in Educational Environments	In the rapidly evolving educational landscape, the unbiased assessment of soft skills is a significant challenge, particularly in higher education. This paper presents a fuzzy logic approach that employs a Granular Linguistic Model of Phenomena integrated with multimodal analysis to evaluate soft skills in undergraduate students. By leveraging computational perceptions, this approach enables a structured breakdown of complex soft skill expressions, capturing nuanced behaviours with high granularity and addressing their inherent uncertainties, thereby enhancing interpretability and reliability. Experiments were conducted with undergraduate students using a developed tool that assesses soft skills such as decision-making, communication, and creativity. This tool identifies and quantifies subtle aspects of human interaction, such as facial expressions and gesture recognition. The findings reveal that the framework effectively consolidates multiple data inputs to produce meaningful and consistent assessments of soft skills, showing that integrating multiple modalities into the evaluation process significantly improves the quality of soft skills scores, making the assessment work transparent and understandable to educational stakeholders.	cs.AI;cs.CL;cs.MM	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：A Multimodal Framework for Explainable Evaluation of Soft Skills in Educational Environments 的公开摘要主要回答“In the rapidly evolving educational landscape, the unbiased assessment of soft skills is a significant challenge, particularly in higher education.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01796	arxiv:2505.01796	2025-05-03T11:57:38Z	2025-05-03T19:57:38+08:00	Semantics-Aware Unified Terrestrial Non-Terrestrial 6G Networks	The integration of Terrestrial and Non-Terrestrial Networks (TN-NTNs), introduced in 5G, is advancing toward a unified and seamless network of networks in Sixth-Generation (6G). This evolution markedly increases the volume of generated and exchanged data, imposing stringent technical and operational requirements along with higher cost and energy consumption. Consequently, efficient management of data generation and transmission within this unified architecture has become essential. In this article, we investigate semantics-aware information handling in unified TN-NTNs, where data communication between distant TN nodes is enabled via an NTN. We consider an Internet of Things (IoT) monitoring system in which status updates from a remote Energy Harvesting (EH) device are delivered to a destination monitor through a network of Low Earth Orbit (LEO) satellites. We leverage semantic metrics, such as Query Version Age of Information, which collectively capture the timeliness, relevance, and utility of information. This approach minimizes the transmission of stale, uninformative, or unusable information, thereby reducing the volume of data that must be transmitted and processed. The result is a substantial reduction in energy consumption and data exchange within the network-achieving up to 73% lower energy-charging requirements and fewer transmission demands than the state of the art-without compromising the conveyed information.	cs.IT;cs.NI	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Semantics-Aware Unified Terrestrial Non-Terrestrial 6G Networks 的公开摘要主要回答“The integration of Terrestrial and Non-Terrestrial Networks (TN-NTNs), introduced in 5G, is advancing toward a unified and seamless network of networks in Sixth-Generation (6G).”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.06258	arxiv:2505.06258	2025-05-03T12:00:59Z	2025-05-03T20:00:59+08:00	ABE: A Unified Framework for Robust and Faithful Attribution-Based Explainability	Attribution algorithms are essential for enhancing the interpretability and trustworthiness of deep learning models by identifying key features driving model decisions. Existing frameworks, such as InterpretDL and OmniXAI, integrate multiple attribution methods but suffer from scalability limitations, high coupling, theoretical constraints, and lack of user-friendly implementations, hindering neural network transparency and interoperability. To address these challenges, we propose Attribution-Based Explainability (ABE), a unified framework that formalizes Fundamental Attribution Methods and integrates state-of-the-art attribution algorithms while ensuring compliance with attribution axioms. ABE enables researchers to develop novel attribution techniques and enhances interpretability through four customizable modules: Robustness, Interpretability, Validation, and Data & Model. This framework provides a scalable, extensible foundation for advancing attribution-based explainability and fostering transparent AI systems. Our code is available at: https://github.com/LMBTough/ABE-XAI.	cs.AI;cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：ABE: A Unified Framework for Robust and Faithful Attribution-Based Explainability 的公开摘要主要回答“Attribution algorithms are essential for enhancing the interpretability and trustworthiness of deep learning models by identifying key features driving model decisions.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01799	arxiv:2505.01799	2025-05-03T12:05:57Z	2025-05-03T20:05:57+08:00	AquaGS: Fast Underwater Scene Reconstruction with SfM-Free Gaussian Splatting	Underwater scene reconstruction is a critical tech-nology for underwater operations, enabling the generation of 3D models from images captured by underwater platforms. However, the quality of underwater images is often degraded due to medium interference, which limits the effectiveness of Structure-from-Motion (SfM) pose estimation, leading to subsequent reconstruction failures. Additionally, SfM methods typically operate at slower speeds, further hindering their applicability in real-time scenarios. In this paper, we introduce AquaGS, an SfM-free underwater scene reconstruction model based on the SeaThru algorithm, which facilitates rapid and accurate separation of scene details and medium features. Our approach initializes Gaussians by integrating state-of-the-art multi-view stereo (MVS) technology, employs implicit Neural Radiance Fields (NeRF) for rendering translucent media and utilizes the latest explicit 3D Gaussian Splatting (3DGS) technique to render object surfaces, which effectively addresses the limitations of traditional methods and accurately simulates underwater optical phenomena. Experimental results on the data set and the robot platform show that our model can complete high-precision reconstruction in 30 seconds with only 3 image inputs, significantly enhancing the practical application of the algorithm in robotic platforms.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：AquaGS: Fast Underwater Scene Reconstruction with SfM-Free Gaussian Splatting 的公开摘要主要回答“Underwater scene reconstruction is a critical tech-nology for underwater operations, enabling the generation of 3D models from images captured by underwater platforms.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01800	arxiv:2505.01800	2025-05-03T12:06:53Z	2025-05-03T20:06:53+08:00	Distinguishing AI-Generated and Human-Written Text Through Psycholinguistic Analysis	The increasing sophistication of AI-generated texts highlights the urgent need for accurate and transparent detection tools, especially in educational settings, where verifying authorship is essential. Existing literature has demonstrated that the application of stylometric features with machine learning classifiers can yield excellent results. Building on this foundation, this study proposes a comprehensive framework that integrates stylometric analysis with psycholinguistic theories, offering a clear and interpretable approach to distinguishing between AI-generated and human-written texts. This research specifically maps 31 distinct stylometric features to cognitive processes such as lexical retrieval, discourse planning, cognitive load management, and metacognitive self-monitoring. In doing so, it highlights the unique psycholinguistic patterns found in human writing. Through the intersection of computational linguistics and cognitive science, this framework contributes to the development of reliable tools aimed at preserving academic integrity in the era of generative AI.	cs.AI;cs.CL;cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Distinguishing AI-Generated and Human-Written Text Through Psycholinguistic Analysis 的公开摘要主要回答“The increasing sophistication of AI-generated texts highlights the urgent need for accurate and transparent detection tools, especially in educational settings, where verifying...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.02865	arxiv:2505.02865	2025-05-03T12:14:08Z	2025-05-03T20:14:08+08:00	Accelerating Large Language Model Reasoning via Speculative Search	Tree-search-based reasoning methods have significantly enhanced the reasoning capability of large language models (LLMs) by facilitating the exploration of multiple intermediate reasoning steps, i.e., thoughts. However, these methods suffer from substantial inference latency, as they have to generate numerous reasoning thoughts, severely limiting LLM applicability. To address this challenge, we propose a novel Speculative Search (SpecSearch) framework that significantly accelerates LLM reasoning by optimizing thought generation. Specifically, SpecSearch utilizes a small model to strategically collaborate with a large model at both thought and token levels, efficiently generating high-quality reasoning thoughts. The major pillar of SpecSearch is a novel quality-preserving rejection mechanism, which effectively filters out thoughts whose quality falls below that of the large model's outputs. Moreover, we show that SpecSearch preserves comparable reasoning quality to the large model. Experiments on both the Qwen and Llama models demonstrate that SpecSearch significantly outperforms state-of-the-art approaches, achieving up to 2.12$\times$ speedup with comparable reasoning quality.	cs.AI;cs.CL	core_daily_full_semantic_screen	False	complete	retained_candidate	AGENT-PLANNING	Retained：把 speculative execution 从 token prefix 扩展到 reasoning-tree proposal：小模型生成 thought proposal，大模型既验证 token 又执行 thought-quality admission，拒绝后回退到 target-owned search state。 Evidence boundary：Qwen/Llama、GSM8K/MATH 与双 A800 实验中的最高 2.12× 是作者条件化结果；理论 rejection 条件不等于开放域 reasoning 的 universal exactness，也未给出生产并发 SLO。
2505.01802	arxiv:2505.01802	2025-05-03T12:17:47Z	2025-05-03T20:17:47+08:00	Efficient 3D Full-Body Motion Generation from Sparse Tracking Inputs with Temporal Windows	To have a seamless user experience on immersive AR/VR applications, the importance of efficient and effective Neural Network (NN) models is undeniable, since missing body parts that cannot be captured by limited sensors should be generated using these models for a complete 3D full-body reconstruction in virtual environment. However, the state-of-the-art NN-models are typically computational expensive and they leverage longer sequences of sparse tracking inputs to generate full-body movements by capturing temporal context. Inevitably, longer sequences increase the computation overhead and introduce noise in longer temporal dependencies that adversely affect the generation performance. In this paper, we propose a novel Multi-Layer Perceptron (MLP)-based method that enhances the overall performance while balancing the computational cost and memory overhead for efficient 3D full-body generation. Precisely, we introduce a NN-mechanism that divides the longer sequence of inputs into smaller temporal windows. Later, the current motion is merged with the information from these windows through latent representations to utilize the past context for the generation. Our experiments demonstrate that generation accuracy of our method with this NN-mechanism is significantly improved compared to the state-of-the-art methods while greatly reducing computational costs and memory overhead, making our method suitable for resource-constrained devices.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Efficient 3D Full-Body Motion Generation from Sparse Tracking Inputs with Temporal Windows 的公开摘要主要回答“To have a seamless user experience on immersive AR/VR applications, the importance of efficient and effective Neural Network (NN) models is undeniable, since missing body parts...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01804	arxiv:2505.01804	2025-05-03T12:20:24Z	2025-05-03T20:20:24+08:00	Pathfinders in the Sky: Formal Decision-Making Models for Collaborative Air Traffic Control in Convective Weather	Air traffic can be significantly disrupted by weather. Pathfinder operations involve assigning a designated aircraft to assess whether airspace that was previously impacted by weather can be safely traversed through. Despite relatively routine use in air traffic control, there is little research on the underlying multi-agent decision-making problem. We seek to address this gap herein by formulating decision models to capture the operational dynamics and implications of pathfinders. Specifically, we construct a Markov chain to represent the stochastic transitions between key operational states (e.g., pathfinder selection). We then analyze its steady-state behavior to understand long-term system dynamics. We also propose models to characterize flight-specific acceptance behaviors (based on utility trade-offs) and pathfinder selection strategies (based on sequential offer allocations). We then conduct a worst-case scenario analysis that highlights risks from collective rejection and explores how selfless behavior and uncertainty affect system resilience. Empirical analysis of data from the US Federal Aviation Administration demonstrates the real-world significance of pathfinder operations and informs future model calibration.	cs.MA;math.OC	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Pathfinders in the Sky: Formal Decision-Making Models for Collaborative Air Traffic Control in Convective Weather 的公开摘要主要回答“Air traffic can be significantly disrupted by weather.”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01805	arxiv:2505.01805	2025-05-03T12:20:50Z	2025-05-03T20:20:50+08:00	Not Every Tree Is a Forest: Benchmarking Forest Types from Satellite Remote Sensing	Developing accurate and reliable models for forest types mapping is critical to support efforts for halting deforestation and for biodiversity conservation (such as European Union Deforestation Regulation (EUDR)). This work introduces ForTy, a benchmark for global-scale FORest TYpes mapping using multi-temporal satellite data1. The benchmark comprises 200,000 time series of image patches, each consisting of Sentinel-2, Sentinel-1, climate, and elevation data. Each time series captures variations at monthly or seasonal cadence. Per-pixel annotations, including forest types and other land use classes, support image segmentation tasks. Unlike most existing land use products that often categorize all forest areas into a single class, our benchmark differentiates between three forest types classes: natural forest, planted forest, and tree crops. By leveraging multiple public data sources, we achieve global coverage with this benchmark. We evaluate the forest types dataset using several baseline models, including convolution neural networks and transformer-based models. Additionally, we propose a novel transformer-based model specifically designed to handle multi-modal, multi-temporal satellite data for forest types mapping. Our experimental results demonstrate that the proposed model surpasses the baseline models in performance.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Not Every Tree Is a Forest: Benchmarking Forest Types from Satellite Remote Sensing 的公开摘要主要回答“Developing accurate and reliable models for forest types mapping is critical to support efforts for halting deforestation and for biodiversity conservation (such as European Uni...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01807	arxiv:2505.01807	2025-05-03T12:37:27Z	2025-05-03T20:37:27+08:00	Surrogate to Poincaré inequalities on manifolds for dimension reduction in nonlinear feature spaces	We aim to approximate a continuously differentiable function $u:\mathbb{R}^d \rightarrow \mathbb{R}$ by a composition of functions $f\circ g$ where $g:\mathbb{R}^d \rightarrow \mathbb{R}^m$, $m\leq d$, and $f : \mathbb{R}^m \rightarrow \mathbb{R}$ are built in a two stage procedure. For a fixed $g$, we build $f$ using classical regression methods, involving evaluations of $u$. Recent works proposed to build a nonlinear $g$ by minimizing a loss function $\mathcal{J}(g)$ derived from Poincaré inequalities on manifolds, involving evaluations of the gradient of $u$. A problem is that minimizing $\mathcal{J}$ may be a challenging task. Hence in this work, we introduce new convex surrogates to $\mathcal{J}$. Leveraging concentration inequalities, we provide suboptimality results for a class of functions $g$, including polynomials, and a wide class of input probability measures. We investigate performances on different benchmarks for various training sample sizes. We show that our approach outperforms standard iterative methods for minimizing the training Poincaré inequality based loss, often resulting in better approximation errors, especially for small training sets and $m=1$.	cs.LG;math.NA	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Surrogate to Poincaré inequalities on manifolds for dimension reduction in nonlinear feature spaces 的公开摘要主要回答“We aim to approximate a continuously differentiable function $u:\mathbb{R}^d \rightarrow \mathbb{R}$ by a composition of functions $f\circ g$ where $g:\mathbb{R}^d \rightarrow \...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01809	arxiv:2505.01809	2025-05-03T12:45:00Z	2025-05-03T20:45:00+08:00	3DWG: 3D Weakly Supervised Visual Grounding via Category and Instance-Level Alignment	The 3D weakly-supervised visual grounding task aims to localize oriented 3D boxes in point clouds based on natural language descriptions without requiring annotations to guide model learning. This setting presents two primary challenges: category-level ambiguity and instance-level complexity. Category-level ambiguity arises from representing objects of fine-grained categories in a highly sparse point cloud format, making category distinction challenging. Instance-level complexity stems from multiple instances of the same category coexisting in a scene, leading to distractions during grounding. To address these challenges, we propose a novel weakly-supervised grounding approach that explicitly differentiates between categories and instances. In the category-level branch, we utilize extensive category knowledge from a pre-trained external detector to align object proposal features with sentence-level category features, thereby enhancing category awareness. In the instance-level branch, we utilize spatial relationship descriptions from language queries to refine object proposal features, ensuring clear differentiation among objects. These designs enable our model to accurately identify target-category objects while distinguishing instances within the same category. Compared to previous methods, our approach achieves state-of-the-art performance on three widely used benchmarks: Nr3D, Sr3D, and ScanRef.	cs.CV	keyword_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：3DWG: 3D Weakly Supervised Visual Grounding via Category and Instance-Level Alignment 的公开摘要主要回答“The 3D weakly-supervised visual grounding task aims to localize oriented 3D boxes in point clouds based on natural language descriptions without requiring annotations to guide m...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01810	arxiv:2505.01810	2025-05-03T12:45:08Z	2025-05-03T20:45:08+08:00	Conformal Prediction for Indoor Positioning with Correctness Coverage Guarantees	With the advancement of Internet of Things (IoT) technologies, high-precision indoor positioning has become essential for Location-Based Services (LBS) in complex indoor environments. Fingerprint-based localization is popular, but traditional algorithms and deep learning-based methods face challenges such as poor generalization, overfitting, and lack of interpretability. This paper applies conformal prediction (CP) to deep learning-based indoor positioning. CP transforms the uncertainty of the model into a non-conformity score, constructs prediction sets to ensure correctness coverage, and provides statistical guarantees. We also introduce conformal risk control for path navigation tasks to manage the false discovery rate (FDR) and the false negative rate (FNR).The model achieved an accuracy of approximately 100% on the training dataset and 85% on the testing dataset, effectively demonstrating its performance and generalization capability. Furthermore, we also develop a conformal p-value framework to control the proportion of position-error points. Experiments on the UJIIndoLoc dataset using lightweight models such as MobileNetV1, VGG19, MobileNetV2, ResNet50, and EfficientNet show that the conformal prediction technique can effectively approximate the target coverage, and different models have different performance in terms of prediction set size and uncertainty quantification.	cs.LG	core_daily_full_semantic_screen	False	complete	pre_denominator_closed	—	Pre-denominator closure：Conformal Prediction for Indoor Positioning with Correctness Coverage Guarantees 的公开摘要主要回答“With the advancement of Internet of Things (IoT) technologies, high-precision indoor positioning has become essential for Location-Based Services (LBS) in complex indoor environ...”；它没有改变 AI-System 的长期 state/data/control ownership、training/inference/platform contract，也未修正 Books 已有设计结论，故完成 identity/date/topic closure 后不进入评分分母。
2505.01811	arxiv:2505.01811	2025-05-03T12:48:04Z	2025-05-03T20:48:04+08:00	BadPatches: Routing-aware Backdoor Attacks on Vision Mixture of Experts	Mixture of Experts (MoE) architectures have gained popularity for reducing computational costs in deep neural networks by activating only a subset of parameters during inference. While this efficiency makes MoE attractive for vision tasks, the patch-based processing in vision models introduces new methods for adversaries to perform backdoor attacks. In this work, we investigate the vulnerability of vision MoE models for image classification, specifically the patch-based MoE (pMoE) models and MoE-based vision transformers, against backdoor attacks. We propose a novel routing-aware trigger application method BadPatches, which is designed for patch-based processing in vision MoE models. BadPatches applies triggers on image patches rather than on the entire image. We show that BadPatches achieves high attack success rates (ASRs) with lower poisoning rates than routing-agnostic triggers and is successful at poisoning rates as low as 0.01% with an ASR above 80% on pMoE. Moreover, BadPatches is still effective when an adversary does not have complete knowledge of the patch routing configuration of the considered models. Next, we explore how trigger design affects pMoE patch routing. Finally, we investigate fine-pruning as a defense. Results show that only the fine-tuning stage of fine-pruning removes the backdoor from the model.	cs.CR	keyword_daily_full_semantic_screen	False	complete	retained_candidate	PLATFORM-SECURITY	Retained：揭示 sparse routing 本身会成为 backdoor 的控制面：攻击者不必污染整幅输入，而可利用 patch-to-expert route 集中触发，使 router state、expert specialization 与模型供应链共同进入威胁模型。 Evidence boundary：CIFAR-10/GTSRB、pMoE/vision transformer 与作者 poisoning 设置不支持外推到 LLM token routing；fine-pruning 结果也不是通用防御保证。
2505.01812	arxiv:2505.01812	2025-05-03T12:49:35Z	2025-05-03T20:49:35+08:00	$\textit{New News}$: System-2 Fine-tuning for Robust Integration of New Knowledge	Humans and intelligent animals can internalize new information and accurately internalize their implications to perform downstream tasks. While large language models (LLMs) can achieve this through in-context learning (ICL) when the information (news) is explicitly given as context, adequately integrating the information into model weights via fine-tuning remains challenging. In this paper, we introduce New News, a dataset composed of hypothetical yet plausible news spanning multiple domains (mathematics, coding, discoveries, leaderboards, events), accompanied by downstream evaluation questions whose correct answers critically depend on understanding and internalizing the news. First, we demonstrate a substantial gap between naive fine-tuning and in-context learning (FT-ICL gap) on our dataset. To address this gap, we explore a suite of self-play data generation protocols -- paraphrases, implications, and Self-QA -- designed to distill the knowledge processed by the model with context into the weights of the model, which we term System-2 Fine-tuning (Sys2-FT). We systematically evaluate ICL and Sys2-FT performance across data domains and model scales with the Qwen 2.5 family of models. Our results demonstrate that the Self-QA protocol of Sys2-FT significantly improves models' in-weight learning of the news while preserving general capabilities. Furthermore, we discover the contextual shadowing effect, where training with the news in context followed by its rephrases or QAs catastrophically degrades learning of the news. Finally, we show preliminary evidence of an emerging scaling law of Sys2-FT.	cs.AI;cs.CL;cs.LG	core_daily_full_semantic_screen	False	complete	retained_candidate	TRAIN-SFT	Retained：把新知识写入权重从重复答案监督改成 paraphrase、implication 与 self-QA 的派生监督；训练目标不只记住事实表面，还覆盖事实对下游问题的可用后果。 Evidence boundary：证据来自 hypothetical news、Qwen2.5 0.5B–32B 与作者的 fine-tuning recipe；初步 scaling 和 contextual shadowing 不能视为跨模型、真实持续学习或长期抗遗忘定律。
