arxiv_id	source_family_id	title	route	status	reason	review_status	access_status	owner	disposition
2605.09945	SF-2026-ARXIV-2605-09945	Selection of the Best Policy under Fairness Constraints for Subpopulations	core_daily_semantic_review_required	pre_denominator_closure	`Selection of the Best Policy under Fairness Constraints for Subpopulations`（cs.LG）研究的问题/方法是：We then develop a Track-and-Stop with Constraints on Subpopulation (T-a-S-CS) algorithm that achieves the lower bound asymptotically.；摘要给出的结果边界是：Numerical experiments and a case study using the International Stroke Trial demonstrate substantial efficiency gains over policy-level allocation baselines.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09948	SF-2026-ARXIV-2605-09948	LoopVLA: Learning Sufficiency in Recurrent Refinement for Vision-Language-Action Models	core_daily_semantic_review_required	pre_denominator_closure	`LoopVLA: Learning Sufficiency in Recurrent Refinement for Vision-Language-Action Models`（cs.AI,cs.CV,cs.RO）研究的问题/方法是：In this paper, we present LoopVLA, a recurrent VLA architecture that jointly learns representation refinement, action prediction, and sufficiency estimation.；摘要给出的结果边界是：Experiments on LIBERO, LIBERO-Plus, and VLA-Arena show that LoopVLA pushes the efficiency-performance frontier of VLA policies, reducing parameters by 45% and improving inference throughput by up to 1.7 times while matching or outperforming strong…。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09949	SF-2026-ARXIV-2605-09949	From Syntax to Semantics: Unveiling the Emergence of Chirality in SMILES Translation Models	core_daily_semantic_review_required	pre_denominator_closure	`From Syntax to Semantics: Unveiling the Emergence of Chirality in SMILES Translation Models`（cs.LG）研究的问题/方法是：Here we present Pan-CORE (Pan-Chemical Omniscale Representation Engine), a family of autoregressive Transformer-based encoder-decoder models for SMILES translation, and use high-temporal-resolution checkpoint analysis to investigate how chiral information is learned during training.；摘要给出的结果边界是：Encoder-decoder cross-evaluation further supports the encoder-centered nature of the transition, and targeted attention-head ablation identifies a small set of chiral-sensitive heads whose removal selectively reduces chiral-token accuracy even in the fully trained model.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09950	SF-2026-ARXIV-2605-09950	Novel GPU Boruta algorithms for feature selection from high-dimensional data	core_daily_semantic_review_required	pre_denominator_closure	`Novel GPU Boruta algorithms for feature selection from high-dimensional data`（cs.AI,cs.LG）研究的问题/方法是：To address this challenge, the present study proposed two GPU accelerated versions of the Boruta feature selection procedure, in which Boruta-Permut relies on permutation based feature importance and Boruta-TreeImp employs importance based on impurity reduction.；摘要给出的结果边界是：The experimental results show that the proposed GPU accelerated algorithms greatly improve computational efficiency while preserving feature selection accuracy comparable to the original Boruta algorithm.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09951	SF-2026-ARXIV-2605-09951	Generating synthetic electronic health record data using agent-based models to evaluate machine learning robustness under mass casualty incidents	core_daily_semantic_review_required	pre_denominator_closure	`Generating synthetic electronic health record data using agent-based models to evaluate machine learning robustness under mass casualty incidents`（cs.LG）研究的问题/方法是：Here, we propose an agent-based modelling approach for generating synthetic EHR data to evaluate the robustness of ML models under MCI scenarios.；摘要给出的结果边界是：Our work establishes ABM-based synthetic EHR data generation as a proactive and systematic approach for evaluating the robustness of ML models under MCI or other system conditions not captured in real-world EHR data, supporting…。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09954	SF-2026-ARXIV-2605-09954	JODA: Composable Joint Dynamics for Articulated Objects	not_routed_by_keyword_contract	pre_denominator_closure	`JODA: Composable Joint Dynamics for Articulated Objects`（cs.CV,cs.RO）研究的问题/方法是：We introduce JODA, a framework for generating joint-level dynamics as a structured three-channel field over the joint degree of freedom, capturing conservative forces, dry friction, and damping.；摘要给出的结果边界是：We demonstrate that JODA enables plausible and controllable modeling of diverse joint behaviors, providing a unified interface for inference, editing, and optimization.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09955	SF-2026-ARXIV-2605-09955	Beyond Majority Voting: Agreement-Based Clustering to Model Annotator Perspectives in Subjective NLP Tasks	core_daily_semantic_review_required	pre_denominator_closure	`Beyond Majority Voting: Agreement-Based Clustering to Model Annotator Perspectives in Subjective NLP Tasks`（cs.CL）研究的问题/方法是：We propose an agreement-based clustering technique to model the disagreement between the annotators.；摘要给出的结果边界是：The results demonstrate that agreement-based clustering can leverage the full spectrum of annotator perspectives and significantly enhance classification performance in subjective NLP tasks compared to majority voting and individual annotator modeling.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09956	SF-2026-ARXIV-2605-09956	SDTalk: Structured Facial Priors and Dual-Branch Motion Fields for Generalizable Gaussian Talking Head Synthesis	core_daily_semantic_review_required	pre_denominator_closure	`SDTalk: Structured Facial Priors and Dual-Branch Motion Fields for Generalizable Gaussian Talking Head Synthesis`（cs.AI,cs.CV）研究的问题/方法是：To address this issue, we propose SDTalk, a one-shot 3D Gaussian Splatting (3DGS)-based framework that generalizes to unseen identities without personalized training or fine-tuning.；摘要给出的结果边界是：Experiments demonstrate that SDTalk surpasses existing methods in both visual quality and inference efficiency.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09957	SF-2026-ARXIV-2605-09957	On Scalable Pseudorandom Unitaries and the Unitary Synthesis Problem	not_routed_by_keyword_contract	pre_denominator_closure	`On Scalable Pseudorandom Unitaries and the Unitary Synthesis Problem`（cs.CR,quant-ph）研究的问题/方法是：In this work we show that if scalable PRUs can be constructed via the prevailing paradigm for analyzing PRUs, then there would be a positive solution to the Aaronson-Kuperberg unitary synthesis problem, a longstanding question in quantum complexity theory about whether implementing arbitrary unitaries…；摘要给出的结果边界是：In this work we show that if scalable PRUs can be constructed via the prevailing paradigm for analyzing PRUs, then there would be a positive solution to the Aaronson-Kuperberg unitary synthesis problem, a longstanding…。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09959	SF-2026-ARXIV-2605-09959	G-Zero: Self-Play for Open-Ended Generation from Zero Data	core_daily_semantic_review_required	pre_denominator_closure	`G-Zero: Self-Play for Open-Ended Generation from Zero Data`（cs.AI,cs.CL,cs.ET,cs.LG）研究的问题/方法是：To overcome this, we introduce G-Zero, a verifier-free, co-evolutionary framework for autonomous self-improvement.；摘要给出的结果边界是：By deriving supervision entirely from internal distributional dynamics, G-Zero bypasses the capability ceilings of external judges, providing a scalable, robust pathway for continuous LLM self-evolution across unverifiable domains.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09960	SF-2026-ARXIV-2605-09960	Total Generalized Variation regularization closes the gap between neural-eld and classical methods in seismic travel-time tomography	core_daily_semantic_review_required	pre_denominator_closure	`Total Generalized Variation regularization closes the gap between neural-eld and classical methods in seismic travel-time tomography`（cs.LG,math.NA,physics.geo-ph）研究的问题/方法是：We introduce MIMIR, a differentiable framework that represents the 2D velocity field as a Fourier-feature neural network, replacing the grid-based slowness vector with a continuous, infinitely differentiable function.；摘要给出的结果边界是：The full pipeline reproduces in under one hour on consumer hardware.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09961	SF-2026-ARXIV-2605-09961	Towards LLM-Based Analysis of Virtualization-Obfuscated Code through Automated Data Generation	keyword_daily_semantic_review_required	pre_denominator_closure	`Towards LLM-Based Analysis of Virtualization-Obfuscated Code through Automated Data Generation`（cs.CR）研究的问题/方法是：Virtualization-based obfuscation produces extremely large and structurally complex binaries, posing challenges for LLM-based analysis due to input size limits and the need for large-scale labeled data.；摘要给出的结果边界是：Our prototype shows strong performance on real-world virtualization obfuscators.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09963	SF-2026-ARXIV-2605-09963	"Learning to Perceive ""Where"": Spatial Pretext Tasks for Robust Self-Supervised Learning"	not_routed_by_keyword_contract	pre_denominator_closure	"`Learning to Perceive ""Where"": Spatial Pretext Tasks for Robust Self-Supervised Learning`（cs.CV）研究的问题/方法是：To address this limitation, we introduce Spatial Prediction (SP), a spatially aware pretext regression task that predicts the relative position and scale between a pair of disentangled local views from the same image.；摘要给出的结果边界是：Extensive experiments show consistent improvements across image recognition, fine-grained classification, semantic segmentation, and depth estimation, as well as substantial gains in out-of-distribution robustness for object recognition.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。"	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09964	SF-2026-ARXIV-2605-09964	Learning the Interaction Prior for Protein-Protein Interaction Prediction: A Model-Agnostic Approach	core_daily_semantic_review_required	pre_denominator_closure	"`Learning the Interaction Prior for Protein-Protein Interaction Prediction: A Model-Agnostic Approach`（cs.AI,q-bio.QM）研究的问题/方法是：Motivated by the biological ""L3 rule"", where multiple length-3 paths between a pair of proteins indicate their interaction likelihood, our study addresses this gap by designing a biologically informed PPI classifier.；摘要给出的结果边界是：Extensive experiments show that L3-PPI achieves superior performance enhancements over advanced competitors.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。"	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09965	SF-2026-ARXIV-2605-09965	Towards Generalist Game Players: An Investigation of Foundation Models in the Game Multiverse	keyword_daily_semantic_review_required	pre_denominator_closure	`Towards Generalist Game Players: An Investigation of Foundation Models in the Game Multiverse`（cs.CV）研究的问题/方法是：The real world unfolds along a single set of physics laws, yet human intelligence demonstrates a remarkable capacity to generalize experiences from this singular physical existence into a multiverse of games, each governed by entirely different rules, aesthetics, physics, and objectives.；摘要给出的结果边界是：Taken together, our work offers a unified lens onto a rapidly shifting field,and a principled path toward the omnipotent generalist agent capable of seamlessly mastering any challenge within the multiverse of games, thereby paving…。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09967	SF-2026-ARXIV-2605-09967	Tensor Product Representation Probes Reveal Shared Structure Across Linear Directions	core_daily_semantic_review_required	pre_denominator_closure	`Tensor Product Representation Probes Reveal Shared Structure Across Linear Directions`（cs.LG）研究的问题/方法是：To better understand this dichotomy, we study a model with known linear representations, but trained in a highly structured domain -- the board game Othello.；摘要给出的结果边界是：While the model's internal board-state representation is linearly decodable, we find additional structure in the form of tensor product representations (TPRs).。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09968	SF-2026-ARXIV-2605-09968	Consolidation-Expansion Operator Mechanics:A Unified Framework for Adaptive Learning	core_daily_semantic_review_required	pre_denominator_closure	`Consolidation-Expansion Operator Mechanics:A Unified Framework for Adaptive Learning`（cs.LG,math.OC,stat.ML）研究的问题/方法是：We propose \emph{Consolidation-Expansion Operator Mechanics} (OpMech), a framework that makes this structure precise.；摘要给出的结果边界是：We develop the recursive language model application in detail, showing how OpMech replaces heuristic stopping rules and fixed recursion budgets with principled, evidence-driven alternatives.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09969	SF-2026-ARXIV-2605-09969	The Truth Lies Somewhere in the Middle (of the Generated Tokens)	core_daily_semantic_review_required	pre_denominator_closure	`The Truth Lies Somewhere in the Middle (of the Generated Tokens)`（cs.CL,cs.LG）研究的问题/方法是：How should hidden states generated autoregressively be collapsed into a representation that reflects a language model's internal state?；摘要给出的结果边界是：Despite tokens being generated under causal masking, we find that mean pooling across their hidden states yields more semantic representations than any individual token alone.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09971	SF-2026-ARXIV-2605-09971	HapticLDM: A Diffusion Model for Text-to-Vibrotactile Generation	core_daily_semantic_review_required	pre_denominator_closure	`HapticLDM: A Diffusion Model for Text-to-Vibrotactile Generation`（cs.AI,cs.HC）研究的问题/方法是：Furthermore, we conduct extensive evaluations, including A/B testing against the state-of-the-art baseline and a user study involving 30 participants.；摘要给出的结果边界是：The results demonstrate that our model enhances realism and semantic alignment.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09972	SF-2026-ARXIV-2605-09972	HiDrive: A Closed-Loop Benchmark for High-Level Autonomous Driving	not_routed_by_keyword_contract	pre_denominator_closure	`HiDrive: A Closed-Loop Benchmark for High-Level Autonomous Driving`（cs.CV,cs.RO）研究的问题/方法是：To address these gaps, we propose HiDrive, a new closed-loop benchmark for end-to-end autonomous driving that emphasizes long-tail scenarios and a richer evaluation of driving capabilities.；摘要给出的结果边界是：To address these gaps, we propose HiDrive, a new closed-loop benchmark for end-to-end autonomous driving that emphasizes long-tail scenarios and a richer evaluation of driving capabilities.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09973	SF-2026-ARXIV-2605-09973	GLiNER2-PII: A Multilingual Model for Personally Identifiable Information Extraction	core_daily_semantic_review_required	pre_denominator_closure	`GLiNER2-PII: A Multilingual Model for Personally Identifiable Information Extraction`（cs.AI,cs.CL）研究的问题/方法是：We present GLiNER2-PII, a small 0.3B-parameter model adapted from GLiNER2 and designed to recognize a broad taxonomy of 42 PII entity types at character-span resolution.；摘要给出的结果边界是：We publicly release the model on Hugging Face to support further research and practical deployment of open PII detection systems.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09975	SF-2026-ARXIV-2605-09975	Chebyshev Center-Based Direction Selection for Multi-Objective Optimization and Training PINNs	core_daily_semantic_review_required	pre_denominator_closure	`Chebyshev Center-Based Direction Selection for Multi-Objective Optimization and Training PINNs`（cs.LG,math.OC）研究的问题/方法是：In this work, we formulate update-direction selection for PINN training as a Chebyshev-center problem in the dual cone.；摘要给出的结果边界是：Experiments on several PINN benchmarks further demonstrate strong empirical performance of the proposed method.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09976	SF-2026-ARXIV-2605-09976	OZ-TAL: Online Zero-Shot Temporal Action Localization	not_routed_by_keyword_contract	pre_denominator_closure	`OZ-TAL: Online Zero-Shot Temporal Action Localization`（cs.CV）研究的问题/方法是：In this paper, we introduce a new task called Online Zero-shot Temporal Action Localization (OZ-TAL), which aims to detect previously unseen actions in an online fashion.；摘要给出的结果边界是：We establish new benchmarks and representative baselines for OZ-TAL on THUMOS14 and ActivityNet-1.3, and extensive experiments demonstrate that our method substantially outperforms existing state-of-the-art approaches under both offline and online zero-shot settings.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09977	SF-2026-ARXIV-2605-09977	INFANiTE: Implicit Neural representation for high-resolution Fetal brain spatio-temporal Atlas learNing from clinical Thick-slicE MRI	not_routed_by_keyword_contract	pre_denominator_closure	`INFANiTE: Implicit Neural representation for high-resolution Fetal brain spatio-temporal Atlas learNing from clinical Thick-slicE MRI`（cs.CV）研究的问题/方法是：Spatio-temporal fetal brain atlases are important for characterizing normative neurodevelopment and identifying congenital anomalies.；摘要给出的结果边界是：Extensive experiments demonstrate that INFANiTE outperforms existing baselines in subject consistency, reference fidelity, intrinsic quality and biological plausibility, even under challenging sparse-data settings.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09981	SF-2026-ARXIV-2605-09981	Yeti: A compact protein structure tokenizer for reconstruction and multi-modal generation	core_daily_semantic_review_required	pre_denominator_closure	`Yeti: A compact protein structure tokenizer for reconstruction and multi-modal generation`（cs.AI,q-bio.BM）研究的问题/方法是：To address these gaps, we introduce Yeti, a simple and compact protein structure tokenizer based on lookup free quantization and trained end to end with a flow matching objective for multimodal learning.；摘要给出的结果边界是：Together, these results demonstrate that Yeti is a compact and expressive protein structure tokenizer suitable for training multimodal models that cogenerates highly plausible sequences and structures.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09982	SF-2026-ARXIV-2605-09982	ERASE: Eliminating Redundant Visual Tokens via Adaptive Two-Stage Token Pruning	keyword_daily_semantic_review_required	pre_denominator_closure	`ERASE: Eliminating Redundant Visual Tokens via Adaptive Two-Stage Token Pruning`（cs.CV）研究的问题/方法是：In this paper, we propose ERASE, a two-stage vision token pruning framework that identifies and retains salient tokens through pruning strategies adaptive to image complexity.；摘要给出的结果边界是：Experiment results demonstrate that ERASE significantly reduces vision tokens while preserving accuracy.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09984	SF-2026-ARXIV-2605-09984	Geometric 4D Stitching for Grounded 4D Generation	core_daily_semantic_review_required	pre_denominator_closure	`Geometric 4D Stitching for Grounded 4D Generation`（cs.AI,cs.CV,cs.LG）研究的问题/方法是：However, these pipelines often present geometric inconsistencies in the generated content, and the radiance-based reconstruction requires expensive optimization.；摘要给出的结果边界是：As a result, our method constructs 4D scene representations in under 10 minutes on a single NVIDIA RTX 5090 GPU per one-step scene expansion, while improving geometric consistency.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09985	SF-2026-ARXIV-2605-09985	Prospective Compression in Human Abstraction Learning	core_daily_semantic_review_required	pre_denominator_closure	`Prospective Compression in Human Abstraction Learning`（cs.AI,cs.LG,cs.NE）研究的问题/方法是：We propose and test the hypothesis that in non-stationary domains human library learning selects abstractions prospectively: targeting compression of future tasks.；摘要给出的结果边界是：Using six computational models spanning online library learning strategies, we show that human abstraction behavior reflects sensitivity to latent, non-stationary structure in the task-generating process.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09986	SF-2026-ARXIV-2605-09986	Federated Language Models Under Bandwidth Budgets: Distillation Rates and Conformal Coverage	core_daily_semantic_review_required	pre_denominator_closure	`Federated Language Models Under Bandwidth Budgets: Distillation Rates and Conformal Coverage`（cs.CL,cs.LG,stat.ML）研究的问题/方法是：We study the regime in which data must remain distributed across nodes, and ask what statistical guarantees are in principle achievable under explicit bandwidth budgets; we aim to characterize what is provably possible, not to demonstrate a deployment-ready system.；摘要给出的结果边界是：We study the regime in which data must remain distributed across nodes, and ask what statistical guarantees are in principle achievable under explicit bandwidth budgets; we aim to characterize what is provably possible, not…。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09989	SF-2026-ARXIV-2605-09989	StereoPolicy: Improving Robotic Manipulation Policies via Stereo Perception	not_routed_by_keyword_contract	pre_denominator_closure	`StereoPolicy: Improving Robotic Manipulation Policies via Stereo Perception`（cs.CV,cs.RO）研究的问题/方法是：We introduce StereoPolicy, a visuomotor policy learning framework that directly leverages synchronized stereo image pairs to improve geometric reasoning without constructing explicit 3D representations.；摘要给出的结果边界是：Our results show that stereo vision bridges 2D pretrained representations and 3D geometric understanding for robotic manipulation.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.09990	SF-2026-ARXIV-2605-09990	Merlin: Deterministic Byte-Exact Deduplication for Lossless Context Optimization in Large Language Model Inference	core_daily_semantic_review_required	pre_denominator_closure	`Merlin: Deterministic Byte-Exact Deduplication for Lossless Context Optimization in Large Language Model Inference`（cs.CL）研究的问题/方法是：We present Merlin, a local-first, agnostic, high-throughput deduplication and context optimization engine designed to mitigate these inefficiencies.；摘要给出的结果边界是：Our empirical evaluations demonstrate an input reduction ranging from 13.9% in low-redundancy datasets to over 71% in high-redundancy pipelines, maintaining absolute data fidelity.。逐项 title+abstract 复核后，其变化仍绑定该论文的单领域任务、局部模型/优化器或专用 evaluator，没有重新分配本书长期 state/data/control owner，也没有改变跨层 SLO、release/evidence contract、恢复责任或旧方案共存边界，因此以这一 family 的具体问题与证据边界在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
