source_family_id	arxiv_id	route	title	abstract_basis	decision	decision_kind	stable_node_id	family_specific_reason	title_abstract_sha256
SF-2026-ARXIV-2606-29856	2606.29856	not_routed_by_keyword_contract	LEOSTP: A Spatio-Temporal Traffic Prediction Framework for LEO Satellite Networks	With the evolution of next-generation mobile communication networks and the commercial boom of Low Earth Orbit (LEO) satellites, globally covered satellite networks are gradually becoming a crucial infrastructure for massive user access and seamless connectivity. 	closed_pre_denominator	survey_or_position_without_mechanism_delta	—	《LEOSTP: A Spatio-Temporal Traffic Prediction Framework for LEO Satellite Networks》：摘要明确“With the evolution of next-generation mobile communication networks and the commercial boom of Low Earth Orbit (LEO) satellites, globally covered satellite networks are gradually becoming a crucial infrastructure for massive user access and seamless connectivity. ”；据此关闭，因为综述、立场或概念框架没有提供可独立验收的机制增量。	104c262a7f6afce3df4ffb707979092a71b39026015e58a19bd0254fdfb79393
SF-2026-ARXIV-2606-29857	2606.29857	core_daily_semantic_review_required	Comparing Chatbot Performance Enhanced with Persistent Homology	Chatbots have become increasingly prevalent across various domains, offering automated assistance in many areas, especially mental health support. 	closed_pre_denominator	domain_local_evidence	—	《Comparing Chatbot Performance Enhanced with Persistent Homology》：摘要明确“Chatbots have become increasingly prevalent across various domains, offering automated assistance in many areas, especially mental health support. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	7458cfbc24fadc01792062be61cc93dbf1521c53a0792880b595e34cb9cc7ee9
SF-2026-ARXIV-2606-29858	2606.29858	core_daily_semantic_review_required	Smooth Scaling Laws Hide Stepwise Token Learning	Language model loss follows remarkably regular scaling laws over model and data size, yet it remains unclear why the aggregate loss should exhibit a power-law form. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Smooth Scaling Laws Hide Stepwise Token Learning》：摘要明确“Language model loss follows remarkably regular scaling laws over model and data size, yet it remains unclear why the aggregate loss should exhibit a power-law form. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	21e736dbfacbe8a646a08859a36a87a8b44d51c7d2b1edef4faa032bfd5374e7
SF-2026-ARXIV-2606-29859	2606.29859	core_daily_semantic_review_required	Exploring Motivations for Algorithm Mention in the Domain of Natural Language Processing: A Deep Learning Approach	With the rise of data-intensive science, algorithms have become central to scientific research. 	closed_pre_denominator	model_or_task_local_delta	—	《Exploring Motivations for Algorithm Mention in the Domain of Natural Language Processing: A Deep Learning Approach》：摘要明确“With the rise of data-intensive science, algorithms have become central to scientific research. ”；据此关闭，因为局部模型结构或任务指标提升不足以改变长期训练、推理或平台判断。	1bbf44c4cc83d9a45fe4b91d28a598e825c02c8cee9c52e021724d2ba167bf9b
SF-2026-ARXIV-2606-29860	2606.29860	core_daily_semantic_review_required	Beyond Triplet Plausibility: Relation Set Completion in Knowledge Graphs	Knowledge graphs (KGs) organize real-world knowledge as triplets and underpin many downstream applications. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《Beyond Triplet Plausibility: Relation Set Completion in Knowledge Graphs》：摘要明确“Knowledge graphs (KGs) organize real-world knowledge as triplets and underpin many downstream applications. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	09e0bdaf87975eddc9c8d9a9b735d3a6755ec7717d11351dbfd102a085d0c640
SF-2026-ARXIV-2606-29861	2606.29861	core_daily_semantic_review_required	SUMO: Segment and Track Any Motion with Nonlinear State Space Models	Visual Object Tracking (VOT) and Moving Object Segmentation (MOS) are two fundamental tasks in computer vision that involve both spatial and temporal object dynamics. 	closed_pre_denominator	embodied_task_local_method	—	《SUMO: Segment and Track Any Motion with Nonlinear State Space Models》：摘要明确“Visual Object Tracking (VOT) and Moving Object Segmentation (MOS) are two fundamental tasks in computer vision that involve both spatial and temporal object dynamics. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	d7cb1ffb23e9e33886b7dfdcd95eb599b3a3a2f061ac79a0bcea822c5a6aca1b
SF-2026-ARXIV-2606-29863	2606.29863	core_daily_semantic_review_required	KbSD: Knowledge Boundary aware Self-Distillation for Behavioral Calibration in Agentic Search	Agentic search equips large language models with dynamic retrieval abilities, but existing reinforcement learning methods remain limited by reward sparsity in knowledge boundary calibration -- deciding when to trust parametric memory, when to rely on retrieved evidence, and when to abstain. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《KbSD: Knowledge Boundary aware Self-Distillation for Behavioral Calibration in Agentic Search》：摘要明确“Agentic search equips large language models with dynamic retrieval abilities, but existing reinforcement learning methods remain limited by reward sparsity in knowledge boundary calibration -- deciding when to trust parametric memory, when to rely on retrieved evidence, and when to abstain. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	4aadf38c588912fdea3ee2563416ee4cea93d9d179f5fb4e1b8c82c076976f57
SF-2026-ARXIV-2606-29867	2606.29867	core_daily_semantic_review_required	RoAd-RL: A Unified Library and Benchmark for Robust Adversarial Reinforcement Learning	Deep Reinforcement Learning (DRL) has achieved significant success in robotics and autonomous systems, yet remains vulnerable to adversarial perturbations that can severely degrade performance. 	closed_pre_denominator	embodied_task_local_method	—	《RoAd-RL: A Unified Library and Benchmark for Robust Adversarial Reinforcement Learning》：摘要明确“Deep Reinforcement Learning (DRL) has achieved significant success in robotics and autonomous systems, yet remains vulnerable to adversarial perturbations that can severely degrade performance. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	3c4fdfb46af23b6bb10d2c08bfc9b844bb5fb52190d90b8b163e29cbd5c5a2cd
SF-2026-ARXIV-2606-29868	2606.29868	not_routed_by_keyword_contract	Normalizing Flow-Enhanced Message Passing for Multirobot Collaborative Localization	Accurate, robust, and adaptive localization is essential for various robotic operations. 	closed_pre_denominator	embodied_task_local_method	—	《Normalizing Flow-Enhanced Message Passing for Multirobot Collaborative Localization》：摘要明确“Accurate, robust, and adaptive localization is essential for various robotic operations. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	065a3add0489b76336ab8ac1069f095e3b5ab104dfc852e895dfa27b463c6e0c
SF-2026-ARXIV-2606-29869	2606.29869	core_daily_semantic_review_required	ARKD: Adaptive Reinforcement Learning-Guided Bidirectional KL Divergence Distillation for Text Generation	Knowledge distillation (KD) is a key technique for compressing Large Language Models (LLMs), yet methods relying on a single KL objective often fail to balance primary distribution fitting with long-tail probability modeling, limiting both generation quality and generalization. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《ARKD: Adaptive Reinforcement Learning-Guided Bidirectional KL Divergence Distillation for Text Generation》：摘要明确“Knowledge distillation (KD) is a key technique for compressing Large Language Models (LLMs), yet methods relying on a single KL objective often fail to balance primary distribution fitting with long-tail probability modeling, limiting both generation quality and generalization. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	8ed9c4af3c9f0b970be14092e9ec2ddbdbf4fb6a2c23f23aed4f42ac7a9ca485
SF-2026-ARXIV-2606-29871	2606.29871	core_daily_semantic_review_required	AI Training Manager: Bounded Closed-Loop Control of Adaptive Training Recipes	We present the AI Training Manager, a bounded LLM-based supervisory controller for adaptive machine learning training. 	retained	durable_system_candidate	PLATFORM-TRAINING-OPERATOR	把训练 recipe 的观测、建议、边界检查和执行组织成受限闭环控制面。	ecf42eb08ff72fc8f4d5a8f3e7fe4195c74ce90a3ca3023f8b68abeab9ec9861
SF-2026-ARXIV-2606-29872	2606.29872	core_daily_semantic_review_required	Unveiling Novelty Evolution in the field of Library and Information Science in China	This study analyzes the novelty distribution of scholarly papers in the field of Library and Information Science (LIS) in China, with a focus on differences across journals, research topics, and time periods. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Unveiling Novelty Evolution in the field of Library and Information Science in China》：摘要明确“This study analyzes the novelty distribution of scholarly papers in the field of Library and Information Science (LIS) in China, with a focus on differences across journals, research topics, and time periods. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	0abfd585164ee8de17c13d5ae9782ca36570de4573535dbf73e7eddf0954f915
SF-2026-ARXIV-2606-29874	2606.29874	core_daily_semantic_review_required	Implementation of Hyperelastic Physics-Augmented Neural Networks in the Explicit Finite Element Codes Simcenter Radioss and OpenRadioss with Applications to Impact Events	Data-driven material modeling techniques have gained significant attention due to their ability to capture complex constitutive behaviors beyond the limitations of classical material models. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Implementation of Hyperelastic Physics-Augmented Neural Networks in the Explicit Finite Element Codes Simcenter Radioss and OpenRadioss with Applications to Impact Events》：摘要明确“Data-driven material modeling techniques have gained significant attention due to their ability to capture complex constitutive behaviors beyond the limitations of classical material models. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	4a004d5f9a20e7055765900040b323a1bd690a786b4c127978283c5f712aab11
SF-2026-ARXIV-2606-29875	2606.29875	not_routed_by_keyword_contract	AUSLUN: A Fixed-Hover UAV--USV System for GNSS-Denied Maritime Search and Navigation	Global navigation satellite system (GNSS) denial can prevent an unmanned surface vehicle (USV) from both finding a distant vessel and maintaining a globally referenced approach. 	closed_pre_denominator	embodied_task_local_method	—	《AUSLUN: A Fixed-Hover UAV--USV System for GNSS-Denied Maritime Search and Navigation》：摘要明确“Global navigation satellite system (GNSS) denial can prevent an unmanned surface vehicle (USV) from both finding a distant vessel and maintaining a globally referenced approach. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	3b2e7547518037d9ce4f2a17022ad9ee637f3ed108791a6f213498a6f1066560
SF-2026-ARXIV-2606-29876	2606.29876	core_daily_semantic_review_required	Clinical Reasoning Graphs: Structured Evaluation of LLM Diagnostic Reasoning Reveals Competence Without Consistency	Modern large language models (LLMs) reach 60-70% diagnostic accuracy on complex clinical case benchmarks, but accuracy alone cannot distinguish stable clinically-grounded reasoning from pattern matching. 	closed_pre_denominator	domain_local_evidence	—	《Clinical Reasoning Graphs: Structured Evaluation of LLM Diagnostic Reasoning Reveals Competence Without Consistency》：摘要明确“Modern large language models (LLMs) reach 60-70% diagnostic accuracy on complex clinical case benchmarks, but accuracy alone cannot distinguish stable clinically-grounded reasoning from pattern matching. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	eb549f812d4f4d9f8711d249b8eefd912a53d6cca53733f243dc8292464dea88
SF-2026-ARXIV-2606-29878	2606.29878	core_daily_semantic_review_required	Decision-Value Attribution in Predict-then-Optimize Systems	Predictive models are increasingly embedded in operational decision-making, yet standard explanation methods typically explain forecasts rather than the decisions those forecasts induce. 	closed_pre_denominator	domain_local_evidence	—	《Decision-Value Attribution in Predict-then-Optimize Systems》：摘要明确“Predictive models are increasingly embedded in operational decision-making, yet standard explanation methods typically explain forecasts rather than the decisions those forecasts induce. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	03816e7d2809feeb170fb7f91561e54f3d749e99e1b759327f821830de50114f
SF-2026-ARXIV-2606-29879	2606.29879	core_daily_semantic_review_required	LWDrive: Layer-Wise World-Model-Guided Vision-Language Model Planning for Autonomous Driving	Vision-Language Models (VLMs) provide powerful semantic understanding and commonsense reasoning for End-to-End Autonomous Driving (E2E-AD) planning. 	closed_pre_denominator	embodied_task_local_method	—	《LWDrive: Layer-Wise World-Model-Guided Vision-Language Model Planning for Autonomous Driving》：摘要明确“Vision-Language Models (VLMs) provide powerful semantic understanding and commonsense reasoning for End-to-End Autonomous Driving (E2E-AD) planning. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	5aa3c77cba9c19f13445b9d49b7cef838465b5d3af64b70ad9c7e8c6639c705c
SF-2026-ARXIV-2606-29880	2606.29880	not_routed_by_keyword_contract	IREU: Identity-Related Encoder-Only Unlearning for Customized Portrait Generation	Customized Portrait Generation (CPG) technologies have been widely used to generate high-fidelity person images given an input image indicating the identity and a text prompt indicating the required edits. 	closed_pre_denominator	route_negative_no_durable_ai_system_delta	—	《IREU: Identity-Related Encoder-Only Unlearning for Customized Portrait Generation》：摘要明确“Customized Portrait Generation (CPG) technologies have been widely used to generate high-fidelity person images given an input image indicating the identity and a text prompt indicating the required edits. ”；据此关闭，因为route-negative 复核确认没有改变长期 AI-System state/data/control 或 evaluation owner。	63f799e3ffa49e867b09ec7dd87c9536e2d3d3b1a3da80deed337537e02a054f
SF-2026-ARXIV-2606-29883	2606.29883	not_routed_by_keyword_contract	Building artificial intelligence virtual tissue (AIVT) for tissue state representation, feature prediction, and dynamic simulation	Modeling tissue states and their transitions is essential for understanding tissue homeostasis in health and pathological remodeling in disease. 	closed_pre_denominator	domain_local_evidence	—	《Building artificial intelligence virtual tissue (AIVT) for tissue state representation, feature prediction, and dynamic simulation》：摘要明确“Modeling tissue states and their transitions is essential for understanding tissue homeostasis in health and pathological remodeling in disease. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	8dc199218243d5202e57fec350b05b4ce67448568a015e095048879b241220e8
SF-2026-ARXIV-2606-29887	2606.29887	core_daily_semantic_review_required	SafePyramid: A Hierarchical Benchmark for In-context Policy Guardrailing	In real-world applications, guardrails are often expected to identify unsafe user-model interactions according to application-specific safety policies, rather than relying on predefined risk taxonomies. 	retained	durable_system_candidate	PLATFORM-SECURITY	把应用自定义政策的层级冲突与多轮上下文纳入 guardrail 验收。	0a13b718f3e6659b06ea5dc36c7b976dff90dc1adc47a635c83d261a53b98256
SF-2026-ARXIV-2606-29888	2606.29888	core_daily_semantic_review_required	Same Concept, Different Directions: Cross-Modal Feature Heterogeneity in Sparse Autoencoders	Vision-language models map images and text into a joint embedding space. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Same Concept, Different Directions: Cross-Modal Feature Heterogeneity in Sparse Autoencoders》：摘要明确“Vision-language models map images and text into a joint embedding space. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	4eddcb0cf5b96440f7ce13eb544b717f1b0bab9eb6f2fab797242d226eef47eb
SF-2026-ARXIV-2606-29889	2606.29889	core_daily_semantic_review_required	Golden Hour Divide: Trauma Care Accessibility and Resource Vulnerability in Sri Lanka	Timely intensive care dictates survival, yet emergency infrastructure remains unevenly distributed across Sri Lanka. 	closed_pre_denominator	domain_local_evidence	—	《Golden Hour Divide: Trauma Care Accessibility and Resource Vulnerability in Sri Lanka》：摘要明确“Timely intensive care dictates survival, yet emergency infrastructure remains unevenly distributed across Sri Lanka. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	f47ef409ee78fe756fa804136f31a94d129dae1a1f7b244a8a873f43b4af1def
SF-2026-ARXIV-2606-29892	2606.29892	core_daily_semantic_review_required	Trust Your Instincts: Confidence-Driven Test-Time RL for Vision-Language-Action Models	Reinforcement learning (RL) has become indispensable for pushing Vision-Language-Action Models (VLAs) beyond static imitation learning. 	closed_pre_denominator	embodied_task_local_method	—	《Trust Your Instincts: Confidence-Driven Test-Time RL for Vision-Language-Action Models》：摘要明确“Reinforcement learning (RL) has become indispensable for pushing Vision-Language-Action Models (VLAs) beyond static imitation learning. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	bcff0dfe88585952297658df2f36f5de246b76736bbbc3b416101e10adb438e5
SF-2026-ARXIV-2606-29893	2606.29893	core_daily_semantic_review_required	AdaGrad does not adapt to Hölder-smoothness for composite objectives	We exhibit a simple deterministic one-dimensional convex composite optimization problem for which AdaGrad scheme does not achieve the classical convergence rate $\mathcal{O}(n^{-(1+ν)/2})$ associated with Hölder-smooth objectives. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《AdaGrad does not adapt to Hölder-smoothness for composite objectives》：摘要明确“We exhibit a simple deterministic one-dimensional convex composite optimization problem for which AdaGrad scheme does not achieve the classical convergence rate $\mathcal{O}(n^{-(1+ν)/2})$ associated with Hölder-smooth objectives. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	7216f6040cbf4e637f269a7a0781e9ab95d27c9571bb93aeccb2b4060f994882
SF-2026-ARXIV-2606-29894	2606.29894	core_daily_semantic_review_required	SABER-Math: Automated Benchmark for Information Retrieval Evaluation in Mathematics	As agentic AI systems tackle more complex mathematical tasks, they increasingly rely on information retrieval (IR) to search problem databases, theorem libraries, and educational resources. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《SABER-Math: Automated Benchmark for Information Retrieval Evaluation in Mathematics》：摘要明确“As agentic AI systems tackle more complex mathematical tasks, they increasingly rely on information retrieval (IR) to search problem databases, theorem libraries, and educational resources. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	e68b30b448043bb9637f5cc2635257dcf58eee4e72be8457189c2ecae70e96e7
SF-2026-ARXIV-2606-29897	2606.29897	core_daily_semantic_review_required	Child-Centric Voice Anonymization in Single and Multi-Speaker Speech via Domain-Adapted SSL Models	Voice anonymization aims to protect speaker identity while preserving linguistic content and speech usability. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Child-Centric Voice Anonymization in Single and Multi-Speaker Speech via Domain-Adapted SSL Models》：摘要明确“Voice anonymization aims to protect speaker identity while preserving linguistic content and speech usability. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	c0f4c012cf049731239a1edc615a67593a3d4542a0cec12cb2c371ef3c346be4
SF-2026-ARXIV-2606-29898	2606.29898	core_daily_semantic_review_required	Critical Interval MSE: Toward Reliable Offline Validation for Robot Manipulation Policies	Real-world evaluation is the gold standard for robot policies because it tests them against the physical conditions and deployment challenges they are ultimately designed to handle. 	closed_pre_denominator	embodied_task_local_method	—	《Critical Interval MSE: Toward Reliable Offline Validation for Robot Manipulation Policies》：摘要明确“Real-world evaluation is the gold standard for robot policies because it tests them against the physical conditions and deployment challenges they are ultimately designed to handle. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	46b2f102340b0b7ec87135608d5abbb61ecc7e7d14d219c4fe9b09299fe7a835
SF-2026-ARXIV-2606-29900	2606.29900	core_daily_semantic_review_required	LLM-based Multimodal Personality Recognition via Facial Action Unit-Text Semantic Fusion	Personality recognition in asynchronous video interviews (AVIs) has become increasingly important due to their widespread adoption in modern recruitment. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《LLM-based Multimodal Personality Recognition via Facial Action Unit-Text Semantic Fusion》：摘要明确“Personality recognition in asynchronous video interviews (AVIs) has become increasingly important due to their widespread adoption in modern recruitment. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	da1215f4364f54f250780d957f021da9f9775c6914a113107aa12044da17221c
SF-2026-ARXIV-2606-29901	2606.29901	core_daily_semantic_review_required	Semi-Supervised Sound Event Detection with Conditional Mixup and Embedding-Level Contrastive Loss	Sound event detection (SED) is a core module for acoustic environmental analysis, yet its performance is often limited by scarce labeled data. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《Semi-Supervised Sound Event Detection with Conditional Mixup and Embedding-Level Contrastive Loss》：摘要明确“Sound event detection (SED) is a core module for acoustic environmental analysis, yet its performance is often limited by scarce labeled data. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	01059419ea61269c1880cd68fc26b047d49f1981278882fc36e2eaebf1f08e6f
SF-2026-ARXIV-2606-29904	2606.29904	core_daily_semantic_review_required	Timesteps of Mamba Align with Human Reading Times	This study demonstrates an alignment of per-word processing time in a popular state-space language model Mamba and human readers. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《Timesteps of Mamba Align with Human Reading Times》：摘要明确“This study demonstrates an alignment of per-word processing time in a popular state-space language model Mamba and human readers. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	1399fa97ee1826c87e8aee2c0317d7f40012be211bef41a84548ca2cab4f7dee
SF-2026-ARXIV-2606-29905	2606.29905	not_routed_by_keyword_contract	StrucTab: A Structured Optimization Framework for Table Parsing	Table parsing aims to convert table images into structured, machine-readable representations, a task requiring the joint perception of complex spatial layouts and textual content. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《StrucTab: A Structured Optimization Framework for Table Parsing》：摘要明确“Table parsing aims to convert table images into structured, machine-readable representations, a task requiring the joint perception of complex spatial layouts and textual content. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	d3920c18fd8486959b312121f843c9e6fd1b20bd5cd683a8a16699f22bb17187
SF-2026-ARXIV-2606-29907	2606.29907	core_daily_semantic_review_required	CW-B: Class Weighted Boosting Framework for Imbalance Resilient Multi Class Cardiac Phenotyping	Cardiac discharge phenotyping informs post-discharge treatment and follow-up, but real-world records are often incomplete and class-imbalanced, increasing the risk of missed high-risk phenotypes. 	closed_pre_denominator	domain_local_evidence	—	《CW-B: Class Weighted Boosting Framework for Imbalance Resilient Multi Class Cardiac Phenotyping》：摘要明确“Cardiac discharge phenotyping informs post-discharge treatment and follow-up, but real-world records are often incomplete and class-imbalanced, increasing the risk of missed high-risk phenotypes. ”；据此关闭，因为证据绑定医疗或分子任务，未建立可迁移的 AI-System owner 或发布合同。	5d0f3dca824d2c8b7cf19a3ee95ca6f397502a87c04814551d22345ba4337eab
SF-2026-ARXIV-2606-29908	2606.29908	core_daily_semantic_review_required	Pondering the Way: Spatial-perceiving World Action Model for Embodied Navigation	Existing world model-based planners for visual navigation typically follow a verification-centric paradigm, decoupling goal intent from trajectory synthesis. 	closed_pre_denominator	embodied_task_local_method	—	《Pondering the Way: Spatial-perceiving World Action Model for Embodied Navigation》：摘要明确“Existing world model-based planners for visual navigation typically follow a verification-centric paradigm, decoupling goal intent from trajectory synthesis. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	56ee8df225c8837b68820bebf6536eacf8fd17a2cac2401147ce990d9852724d
SF-2026-ARXIV-2606-29909	2606.29909	keyword_daily_semantic_review_required	Traffic-CBM: A Structurally Interpretable Multimodal Framework for Encrypted Traffic Classification	Encrypted traffic classification has achieved strong performance, but its decision process remains difficult to interpret. 	closed_pre_denominator	model_or_task_local_delta	—	《Traffic-CBM: A Structurally Interpretable Multimodal Framework for Encrypted Traffic Classification》：摘要明确“Encrypted traffic classification has achieved strong performance, but its decision process remains difficult to interpret. ”；据此关闭，因为局部模型结构或任务指标提升不足以改变长期训练、推理或平台判断。	501d7f869eaab0002a2cbcd0a8830aa562b3fdad6ecd8c3e77e3c2c0d317ee94
SF-2026-ARXIV-2606-29910	2606.29910	not_routed_by_keyword_contract	Sphere-VIO: Fast and Robust Visual-Inertial Odometry via Unified Spherical Representation for Heterogeneous Multi-Camera Systems	Multi-camera visual-inertial odometry (VIO) overcomes the inherent limitations of pure visual systems by expanding the field of view. 	closed_pre_denominator	local_benchmark_without_release_delta	—	《Sphere-VIO: Fast and Robust Visual-Inertial Odometry via Unified Spherical Representation for Heterogeneous Multi-Camera Systems》：摘要明确“Multi-camera visual-inertial odometry (VIO) overcomes the inherent limitations of pure visual systems by expanding the field of view. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。	26c05ee4887c9dbcb958c8f33a2257fd4bd75983746a21bf2aab8085eaa4fa51
SF-2026-ARXIV-2606-29911	2606.29911	core_daily_semantic_review_required	A causal modeling perspective on decision theory	Decision theory provides a formal framework for how agents should make choices under uncertainty, drawing on ideas from philosophy, probability, and causality. 	closed_pre_denominator	survey_or_position_without_mechanism_delta	—	《A causal modeling perspective on decision theory》：摘要明确“Decision theory provides a formal framework for how agents should make choices under uncertainty, drawing on ideas from philosophy, probability, and causality. ”；据此关闭，因为综述、立场或概念框架没有提供可独立验收的机制增量。	6f8d0b00c8e4fffaaa87e735daf5b1724f02537bd3cb26109d24a1c7366954ec
SF-2026-ARXIV-2606-29914	2606.29914	core_daily_semantic_review_required	MemDelta: Controlled Baselines and Hidden Confounds in Agent Memory Evaluation	Agent memory systems are increasingly evaluated against RAG and full-context baselines, but reported gains often mix changes in the memory method with changes in the language model, embedding model, or retrieval pipeline, making it unclear what is actually being measured. 	retained	durable_system_candidate	PLATFORM-EVALUATION-SYSTEM	揭示 Agent memory 对比中模型、embedding 与 retrieval pipeline 的混杂变量。	b3f4b93d70d17a9ac7b3f1778a267aab77eac452bb0879ce7936a8651396f417
SF-2026-ARXIV-2606-29915	2606.29915	keyword_daily_semantic_review_required	H-GRPO: Permutation-Invariant Reinforcement Learning for Grounded Visual Reasoning	"Vision-Language Models (VLMs) often achieve high performance on benchmarks while remaining ""black boxes"", yet they remain prone to hallucination or rely on superficial shortcuts. "	closed_pre_denominator	local_benchmark_without_release_delta	—	"《H-GRPO: Permutation-Invariant Reinforcement Learning for Grounded Visual Reasoning》：摘要明确“Vision-Language Models (VLMs) often achieve high performance on benchmarks while remaining ""black boxes"", yet they remain prone to hallucination or rely on superficial shortcuts. ”；据此关闭，因为数据集或局部 benchmark 没有新增跨系统 evaluation/release contract。"	2fc34e7d303e94ff1837e0e812ab1e0a0559ac0fff492ca3f6c9cc3b8c54aff1
SF-2026-ARXIV-2606-29916	2606.29916	core_daily_semantic_review_required	EVAF: A Test-Retest Protocol for Selective Parametric Consolidation	Long-running language agents need mechanisms for deciding which experiences should persist after the working context is gone. 	closed_pre_denominator	local_method_without_durable_system_delta	—	《EVAF: A Test-Retest Protocol for Selective Parametric Consolidation》：摘要明确“Long-running language agents need mechanisms for deciding which experiences should persist after the working context is gone. ”；据此关闭，因为贡献仍是局部任务、模型或领域方法，不能外推为长期 AI-System 设计结论。	9a8ff94834777b842a880f73113baf657b20a36d3a61f2d573abdfe2ae13166d
SF-2026-ARXIV-2606-29917	2606.29917	keyword_daily_semantic_review_required	Flying to Image-Specified Objects: 3D Quadrotor Navigation via Cross-Graph Memory and Viewpoint Planning	Instance-Specific Image-Goal Navigation (InstanceImageNav) requires a robot to navigate toward the exact object instance depicted in a query image. 	closed_pre_denominator	embodied_task_local_method	—	《Flying to Image-Specified Objects: 3D Quadrotor Navigation via Cross-Graph Memory and Viewpoint Planning》：摘要明确“Instance-Specific Image-Goal Navigation (InstanceImageNav) requires a robot to navigate toward the exact object instance depicted in a query image. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	aaeb639041153bbf3401e760cd5c59753090eb3a78560b32b1994b7187770e36
SF-2026-ARXIV-2606-29920	2606.29920	core_daily_semantic_review_required	Can LLM-as-a-Judge Reliably Verify Rubrics in Agentic Scenarios?	Rubric-based scoring has become a widely used paradigm in model evaluation, typically with LLM-as-a-Judge (LaaJ) for rubric scoring. 	retained	durable_system_candidate	PLATFORM-EVALUATION-SYSTEM	把 LLM judge 对 rubric 条件的逐条可验证性与总体打分分开。	27961b459d142e1768448b663d1ae7b6d5829fcf0d47dc9ae39f9e5d8aba1178
SF-2026-ARXIV-2606-29924	2606.29924	not_routed_by_keyword_contract	DCGrasp: Distance-aware Controllable Grasp Generation	Generating 3D hand-object interactions is essential for applications in robotics, XR, and synthetic data generation, where flexible controllability and strong generalization to diverse object geometries are required. 	closed_pre_denominator	embodied_task_local_method	—	《DCGrasp: Distance-aware Controllable Grasp Generation》：摘要明确“Generating 3D hand-object interactions is essential for applications in robotics, XR, and synthetic data generation, where flexible controllability and strong generalization to diverse object geometries are required. ”；据此关闭，因为贡献停留在特定机器人、传感器或动作任务，未改变通用 VLA 状态/控制所有权。	85707129a349e4c0da5d371011ccf91f1435ffbee7834b980601380ee24980f1
