arxiv_id	source_family_key	screening_route	title	decision	family_specific_reason
2606.21917	arxiv:2606.21917	core_daily_semantic_review_required	Pre-Generation Hallucination Detection in Large Language Models via Soft-Target Attention Probing	retained	Durable delta: 在生成前从 attention probe 预测 hallucination risk，以 soft target 表达不确定度，再把风险交给 abstain、retrieval 或 stronger-model route；sensor 不拥有 truth commit。
2606.21919	arxiv:2606.21919	not_routed_by_keyword_contract	Bringing Managed Language Support to WebAssembly with External Library Linking	pre-denominator closure	Family-specific closure for ‘Bringing Managed Language Support to WebAssembly with External Library Linking’: exact abstract scope is ‘WebAssembly (Wasm) has emerged as a powerful bytecode format for running applications with near-native performance in portable and secure environments.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21920	arxiv:2606.21920	not_routed_by_keyword_contract	The functional and temporal roles of gaze evolve across the phases and constraints of multi-stage robot-mediated manipulation	pre-denominator closure	Family-specific closure for ‘The functional and temporal roles of gaze evolve across the phases and constraints of multi-stage robot-mediated manipulation’: exact abstract scope is ‘Goal-directed eye movements are a fundamental component of visuomotor control, enabling humans to anticipate and guide their actions.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21924	arxiv:2606.21924	keyword_daily_semantic_review_required	Cache-Aware I/O Cost Modeling for Disk-Based Learned Indexes	pre-denominator closure	Family-specific closure for ‘Cache-Aware I/O Cost Modeling for Disk-Based Learned Indexes’: exact abstract scope is ‘Learned indexes have shown attractive space-time trade-offs in main-memory settings, yet a principled I/O cost model for their disk-resident deployments is still missing, which is a prerequisite for index tuning and query optimization.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21926	arxiv:2606.21926	not_routed_by_keyword_contract	A11YRepair: Bridging Web Accessibility Barriers via Knowledge-Enhanced Divide-and-Conquer Repair	pre-denominator closure	Family-specific closure for ‘A11YRepair: Bridging Web Accessibility Barriers via Knowledge-Enhanced Divide-and-Conquer Repair’: exact abstract scope is ‘Web accessibility (A11Y), which ensures web content is perceivable and usable for users with disabilities, is a critical requirement for modern web applications.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21929	arxiv:2606.21929	core_daily_semantic_review_required	Selective Ensemble Based on Preference-Directed Multi-Objective Bandits	pre-denominator closure	Family-specific closure for ‘Selective Ensemble Based on Preference-Directed Multi-Objective Bandits’: exact abstract scope is ‘Selective ensemble for modern machine learning systems requires choosing promising model candidates under limited evaluation budgets, while downstream tasks often specify only partial preferences over capabilities such as accuracy, robustness, and reasoning.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21930	arxiv:2606.21930	core_daily_semantic_review_required	MindTailor: Personalized Emotional Support via Post History-Grounded Case Formulation and Collaborative Refinement	pre-denominator closure	Family-specific closure for ‘MindTailor: Personalized Emotional Support via Post History-Grounded Case Formulation and Collaborative Refinement’: exact abstract scope is ‘As mental health concerns continue to rise globally, social media has emerged as a vital space where individuals seek emotional support.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21932	arxiv:2606.21932	keyword_daily_semantic_review_required	CoSA: Correlation-Guided Change Attention with Learnable Residual Gating for Remote Sensing Change Detection	pre-denominator closure	Family-specific closure for ‘CoSA: Correlation-Guided Change Attention with Learnable Residual Gating for Remote Sensing Change Detection’: exact abstract scope is ‘Remote sensing change detection (CD) from bi-temporal imagery is critical for applications such as urban monitoring, disaster assessment, and environmental management, yet robust localization remains challenging under sparse changes, noisy labels, and appearance variations.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21933	arxiv:2606.21933	not_routed_by_keyword_contract	ISCSLP 2026 CoT-TTS Challenge: Chain-of-Thought Reasoning for Context-Aware Text-to-Speech	pre-denominator closure	Family-specific closure for ‘ISCSLP 2026 CoT-TTS Challenge: Chain-of-Thought Reasoning for Context-Aware Text-to-Speech’: exact abstract scope is ‘Recent advances in text-to-speech (TTS) have greatly improved speech naturalness, speaker similarity, and controllability.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21935	arxiv:2606.21935	not_routed_by_keyword_contract	CoRDE: Concept-Prior Routed Diffusion Experts for Structural Generalization in Robot Manipulation	pre-denominator closure	Family-specific closure for ‘CoRDE: Concept-Prior Routed Diffusion Experts for Structural Generalization in Robot Manipulation’: exact abstract scope is ‘Diffusion models excel at capturing multi-modal action distributions in robot imitation learning.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21937	arxiv:2606.21937	core_daily_semantic_review_required	Latent Confidence Alignment for LLM Self-Assessment	pre-denominator closure	Family-specific closure for ‘Latent Confidence Alignment for LLM Self-Assessment’: exact abstract scope is ‘Confidence calibration in large language models (LLMs) is commonly evaluated by comparing predicted confidence with observed accuracy.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21938	arxiv:2606.21938	not_routed_by_keyword_contract	Artic-O: End-to-End Articulated Object Reconstruction via Latent Geometry Learning	pre-denominator closure	Family-specific closure for ‘Artic-O: End-to-End Articulated Object Reconstruction via Latent Geometry Learning’: exact abstract scope is ‘Reconstructing articulated objects from sparse images requires recovering complete geometry, movable parts, and motion parameters.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21939	arxiv:2606.21939	core_daily_semantic_review_required	Beyond Value Benchmarks: Measuring Value-Structure Alignment in Large Language Models via Symmetric Q-Sorts	pre-denominator closure	Family-specific closure for ‘Beyond Value Benchmarks: Measuring Value-Structure Alignment in Large Language Models via Symmetric Q-Sorts’: exact abstract scope is ‘Large Language Models (LLMs) are increasingly deployed in contexts requiring complex moral reasoning and value trade-offs.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21940	arxiv:2606.21940	core_daily_semantic_review_required	DevoTG: Temporal Graph Neural Networks for Modeling C. elegans Developmental Connectomics	pre-denominator closure	Family-specific closure for ‘DevoTG: Temporal Graph Neural Networks for Modeling C. elegans Developmental Connectomics’: exact abstract scope is ‘Understanding how a nervous system wires itself from birth to adulthood is a fundamental challenge in developmental neuroscience.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21943	arxiv:2606.21943	core_daily_semantic_review_required	Modularized Reinforcement Learning on LLMs: From MDP Creation to Exploration and Learning	pre-denominator closure	Family-specific closure for ‘Modularized Reinforcement Learning on LLMs: From MDP Creation to Exploration and Learning’: exact abstract scope is ‘Reinforcement learning (RL) has become central to LLM post-training, yet the methods that dominate current pipelines, PPO and GRPO, represent only a narrow slice of what RL offers.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21947	arxiv:2606.21947	core_daily_semantic_review_required	ScalePredictor: Instance-aware Scale Learning for Accurate Quantization of Vision Transformers	pre-denominator closure	Family-specific closure for ‘ScalePredictor: Instance-aware Scale Learning for Accurate Quantization of Vision Transformers’: exact abstract scope is ‘Vision Transformers have achieved remarkable success in many fields, yet their deployment on edge devices remains challenging due to their substantial computational demands.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21949	arxiv:2606.21949	core_daily_semantic_review_required	CapRiCorn-1K: A Comprehensive Benchmark for Video Captioning and Subject Referential Consistency Across Temporal Scales	pre-denominator closure	Family-specific closure for ‘CapRiCorn-1K: A Comprehensive Benchmark for Video Captioning and Subject Referential Consistency Across Temporal Scales’: exact abstract scope is ‘Accurate and comprehensive video captions with consistent subject references are critical for downstream understanding and generation tasks.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21951	arxiv:2606.21951	core_daily_semantic_review_required	On the Curse of Dimensionality in Private Sparse Covariance Estimation and PCA	pre-denominator closure	Family-specific closure for ‘On the Curse of Dimensionality in Private Sparse Covariance Estimation and PCA’: exact abstract scope is ‘We study high-dimensional differentially private (DP) covariance estimation in the operator norm, and principal component analysis (PCA), under $k$-row-column sparsity ($k$-RCS) of the covariance matrix.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21954	arxiv:2606.21954	core_daily_semantic_review_required	Are Multilingual Models Actually Improving? Isolating True Cross-Lingual Transfer	retained	Durable delta: Hardness Adjusted Transfer 以 target performance 相对 source-language ability 校正，避免把 source accuracy 提升误报成 cross-lingual transfer 进步。
2606.21955	arxiv:2606.21955	core_daily_semantic_review_required	From RAN Control to Agentic Intelligence: Architecture and Vision for Energy Efficient AI-RAN	pre-denominator closure	Family-specific closure for ‘From RAN Control to Agentic Intelligence: Architecture and Vision for Energy Efficient AI-RAN’: exact abstract scope is ‘Future 6G networks will rely on highly distributed, AI-native Radio Access Networks (RANs), where communication and AI workloads share a common infrastructure.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21956	arxiv:2606.21956	keyword_daily_semantic_review_required	Denoising-Enhanced Coarse-to-Fine Infrared Small Target Detection with Attention Prior-Guided Knowledge Distillation	pre-denominator closure	Family-specific closure for ‘Denoising-Enhanced Coarse-to-Fine Infrared Small Target Detection with Attention Prior-Guided Knowledge Distillation’: exact abstract scope is ‘Infrared small target detection (IRSTD) in high-resolution images is crucial for many practical applications, such as surveillance of unmanned aerial vehicles (UAVs) and UAV-based ground monitoring.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21957	arxiv:2606.21957	core_daily_semantic_review_required	Learning by Shifting: Temporal View Construction for Time Series Contrastive Learning	pre-denominator closure	Family-specific closure for ‘Learning by Shifting: Temporal View Construction for Time Series Contrastive Learning’: exact abstract scope is ‘Supervised learning demands large quantities of labeled data, a bottleneck that is expensive and reliant on domain-specific expertise.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21959	arxiv:2606.21959	core_daily_semantic_review_required	OpenBioRQ: Unsolved Biomedical Research Questions for Agents	retained	Durable delta: OpenBioRQ 以未解决研究问题评估 agent：把 citation resolution、actual support、open-status verification 与 answer usefulness分层，并提供冻结 checklist 改善 judge agreement。
2606.21960	arxiv:2606.21960	core_daily_semantic_review_required	A Standard Processing Pipeline for High-accuracy Measurement of Few-shot Regression on Laser Induced Breakdown Spectroscopy	pre-denominator closure	Family-specific closure for ‘A Standard Processing Pipeline for High-accuracy Measurement of Few-shot Regression on Laser Induced Breakdown Spectroscopy’: exact abstract scope is ‘Laser-induced breakdown spectroscopy (LIBS) faces challenges in high-accuracy quantitative measurement under few-shot scenarios due to spectral noise and data scarcity.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21961	arxiv:2606.21961	core_daily_semantic_review_required	VegSim: A Geospatial World Model for Scenario-Conditioned Vegetation Simulation	pre-denominator closure	Family-specific closure for ‘VegSim: A Geospatial World Model for Scenario-Conditioned Vegetation Simulation’: exact abstract scope is ‘Vegetation monitoring under climate stress requires answering not only how it will evolve given the expected weather, but how it would respond to alternative meteorological conditions.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21963	arxiv:2606.21963	core_daily_semantic_review_required	Holmes: Multimodal Agentic Diagnosis for Mixed-Language Mobile Crashes at Industrial Scale	retained	Durable delta: Holmes 将 mixed-language mobile crash diagnosis 绑定 log、stack trace、source/change history 与工具执行，输出 diagnosis 与 evidence-linked repair，而非只生成解释文本。
2606.21968	arxiv:2606.21968	core_daily_semantic_review_required	Look Before You Zoom: Adaptive Routing for the Resolution-Context Trade-off in Visual RAG	retained	Durable delta: ViRGo 根据目标尺度与置信度，在 global view、patch zoom 与 attention-guided visual retrieval间路由，避免固定高分辨率同时丢 context 或浪费 token。
2606.21970	arxiv:2606.21970	core_daily_semantic_review_required	Integrating Facial Generation into Full-Duplex Spoken Dialogue Systems	pre-denominator closure	Family-specific closure for ‘Integrating Facial Generation into Full-Duplex Spoken Dialogue Systems’: exact abstract scope is ‘Full-duplex spoken dialogue models, such as Moshi, enable natural, low-latency voice conversations.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21971	arxiv:2606.21971	core_daily_semantic_review_required	REBA: A Revealed Belief Automaton Framework for Online Planning in Continuous POMDPs	pre-denominator closure	Family-specific closure for ‘REBA: A Revealed Belief Automaton Framework for Online Planning in Continuous POMDPs’: exact abstract scope is ‘Online planning in continuous partially observable Markov decision processes (POMDPs) using $ω$-regular specifications requires handling continuous belief dynamics within the finite symbolic memory in order to track temporal progress.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21972	arxiv:2606.21972	core_daily_semantic_review_required	Human vs Machine Mathematical Difficulty on Project Euler: An Experimental Analysis	pre-denominator closure	Family-specific closure for ‘Human vs Machine Mathematical Difficulty on Project Euler: An Experimental Analysis’: exact abstract scope is ‘We study how the effort and success probability of frontier AI systems scale with human difficulty on problems from Project Euler, an online platform of computational mathematics problems.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21973	arxiv:2606.21973	core_daily_semantic_review_required	SPOTR: Spatio-temporal Pooling One-Token Reconstruction for Universal Physiological Signal Self-supervised Learning	pre-denominator closure	Family-specific closure for ‘SPOTR: Spatio-temporal Pooling One-Token Reconstruction for Universal Physiological Signal Self-supervised Learning’: exact abstract scope is ‘Physiological signals such as EEG, ECG, and PPG are widely used in clinical monitoring.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21974	arxiv:2606.21974	core_daily_semantic_review_required	Fine-Tuning Large Language Models for Quantum Reasoning	pre-denominator closure	Family-specific closure for ‘Fine-Tuning Large Language Models for Quantum Reasoning’: exact abstract scope is ‘Large language models (LLMs) exhibit abilities beyond natural language modelling and text generation.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21975	arxiv:2606.21975	core_daily_semantic_review_required	IRumAI: Reinforcement Learning for Indian Rummy	pre-denominator closure	Family-specific closure for ‘IRumAI: Reinforcement Learning for Indian Rummy’: exact abstract scope is ‘Despite its massive player base and complex hidden-information dynamics, Indian Rummy has received no reinforcement learning attention.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21977	arxiv:2606.21977	core_daily_semantic_review_required	Old Fictions, New Skins: Evaluating the Manipulative Capabilities of LLMs in Healthcare	pre-denominator closure	Family-specific closure for ‘Old Fictions, New Skins: Evaluating the Manipulative Capabilities of LLMs in Healthcare’: exact abstract scope is ‘Large language models (LLMs) are increasingly piloted in African healthcare contexts, raising concerns about their potential to manipulate users in high-stakes settings.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21979	arxiv:2606.21979	keyword_daily_semantic_review_required	Toward Open-Set Speaker Attribute Prediction with Keyword-Appended LLM Embeddings	pre-denominator closure	Family-specific closure for ‘Toward Open-Set Speaker Attribute Prediction with Keyword-Appended LLM Embeddings’: exact abstract scope is ‘Understanding speaker attributes is crucial for voice-related applications, yet conventional approaches rely on fixed categorical labels, lacking semantic richness and zero-shot generalizability.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21981	arxiv:2606.21981	core_daily_semantic_review_required	Can LLMs Control Readability? A Multi-Dimensional Evaluation Framework for CEFR-Controlled Arabic Generation	pre-denominator closure	Family-specific closure for ‘Can LLMs Control Readability? A Multi-Dimensional Evaluation Framework for CEFR-Controlled Arabic Generation’: exact abstract scope is ‘While Large Language Models (LLMs) can generate fluent Arabic text, their ability to reliably control readability levels remains unclear.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21982	arxiv:2606.21982	keyword_daily_semantic_review_required	CoDMD: Copula-aware Distribution Matching Distillation for Fast Video Generation	pre-denominator closure	Family-specific closure for ‘CoDMD: Copula-aware Distribution Matching Distillation for Fast Video Generation’: exact abstract scope is ‘Few-step distillation for video diffusion models has attracted significant attention, driven by the urgent demand for efficient deployment in real-world scenarios.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21983	arxiv:2606.21983	not_routed_by_keyword_contract	Shared-Context Batched Satisfiability	pre-denominator closure	Family-specific closure for ‘Shared-Context Batched Satisfiability’: exact abstract scope is ‘Program analyzers often issue batches of SMT queries that share a large symbolic context and differ only in a small predicate.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21988	arxiv:2606.21988	not_routed_by_keyword_contract	Cross-Platform Software Birthmarking for Real-World Binaries via Intermediate Representation	pre-denominator closure	Family-specific closure for ‘Cross-Platform Software Birthmarking for Real-World Binaries via Intermediate Representation’: exact abstract scope is ‘Software birthmarking detects plagiarism through characteristic program features, yet cross-platform resilience remains under-evaluated.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21990	arxiv:2606.21990	core_daily_semantic_review_required	Adding Robust Code-Switching Capabilities to High Performance Multilingual ASR	pre-denominator closure	Family-specific closure for ‘Adding Robust Code-Switching Capabilities to High Performance Multilingual ASR’: exact abstract scope is ‘Code-switching (CSW) remains challenging for large multi-lingual ASR systems in real-world deployment.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21992	arxiv:2606.21992	not_routed_by_keyword_contract	Analyzing the Analyzers: Model Counting Meets Abstract Interpretation	pre-denominator closure	Family-specific closure for ‘Analyzing the Analyzers: Model Counting Meets Abstract Interpretation’: exact abstract scope is ‘Abstract interpretation offers a principled foundation for static analysis by approximating concrete program semantics via abstract domains.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21993	arxiv:2606.21993	not_routed_by_keyword_contract	From Driving Videos to Simulatable Scenarios	pre-denominator closure	Family-specific closure for ‘From Driving Videos to Simulatable Scenarios’: exact abstract scope is ‘Autonomous vehicles (AVs) face driving scenarios ranging from routine traffic to rare events.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.21994	arxiv:2606.21994	core_daily_semantic_review_required	Prefix-Guided On-Policy Distillation: Mining Golden Trajectories from Rollouts	retained	Durable delta: Prefix-Guided OPD 用 teacher/student rollout 的早期 prefix overlap 估计后续 trajectory value，把 rollout budget 转向可能形成 golden trajectory 的前缀。
2606.22000	arxiv:2606.22000	core_daily_semantic_review_required	CFAgentBench: A Reproducible Environment and Benchmark for Autonomous Construction-Finance Agents	retained	Durable delta: CFAgentBench 以可执行 construction-finance environment 记录账户/文档 state diff、forbidden side effect 与 approval-required money movement；正确金额但未获批准同样失败。
2606.22002	arxiv:2606.22002	core_daily_semantic_review_required	One-Shot Data Selection for Medical Image Classification via Graph Coverage	pre-denominator closure	Family-specific closure for ‘One-Shot Data Selection for Medical Image Classification via Graph Coverage’: exact abstract scope is ‘Training medical image classifiers on entire datasets is wasteful when annotation budgets are limited: not all samples contribute equally, yet acquiring expert labels is expensive.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22005	arxiv:2606.22005	not_routed_by_keyword_contract	InstructFX2FX: A Multi-Turn Text-to-Effect System for Sequential Audio Effect Refinement	pre-denominator closure	Family-specific closure for ‘InstructFX2FX: A Multi-Turn Text-to-Effect System for Sequential Audio Effect Refinement’: exact abstract scope is ‘We present InstructFX2FX, a system for sequential audio effect refinement through multi-turn natural-language instructions.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22009	arxiv:2606.22009	core_daily_semantic_review_required	Benchmarking Large Language Models for Grapheme-to-Phoneme Conversion: A Japanese Case Study	pre-denominator closure	Family-specific closure for ‘Benchmarking Large Language Models for Grapheme-to-Phoneme Conversion: A Japanese Case Study’: exact abstract scope is ‘Grapheme-to-phoneme (G2P) conversion is essential for controllable and robust text-to-speech, and large language models (LLMs), with broad linguistic knowledge, offer a promising approach.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22013	arxiv:2606.22013	core_daily_semantic_review_required	Load Testing for Machine Learning Model Serving Systems at Scale	retained	Durable delta: ML serving load test 以 adaptive capacity search 而非固定 traffic sweep，联合寻找满足 latency/SLO 的最大 load 与资源点，并保留 warm-up、arrival 和 model artifact identity。
2606.22019	arxiv:2606.22019	core_daily_semantic_review_required	Channel Location Constrains the Auditability of Subliminal Learning	retained	Durable delta: subliminal-learning audit 不能只看 representation 是否线性可分；只有 signal 所在 channel 与审计 probe 的 initialization/alignment 匹配时，训练前 detector 才有权解释。
2606.22020	arxiv:2606.22020	core_daily_semantic_review_required	What Do Neural Networks Learn for TDOA Estimation? A Cross-Architecture Probing Study	pre-denominator closure	Family-specific closure for ‘What Do Neural Networks Learn for TDOA Estimation? A Cross-Architecture Probing Study’: exact abstract scope is ‘Neural networks outperform classical GCC-PHAT for Time-Difference-of-Arrival (TDOA) estimation in noise and reverberation, yet their internal strategy remains unexplored.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22022	arxiv:2606.22022	not_routed_by_keyword_contract	Using Phonological-Level Wav2Vec2 for Mandarin Automatic Mispronunciation Detection and Diagnosis	pre-denominator closure	Family-specific closure for ‘Using Phonological-Level Wav2Vec2 for Mandarin Automatic Mispronunciation Detection and Diagnosis’: exact abstract scope is ‘Automatic mispronunciation detection and diagnosis (MDD) plays a crucial role in L2 Mandarin pronunciation learning.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22026	arxiv:2606.22026	core_daily_semantic_review_required	Cluster-Specific Localized Drift Detection for Efficient Batch Model Adaptation under Controlled Distribution Shift	pre-denominator closure	Family-specific closure for ‘Cluster-Specific Localized Drift Detection for Efficient Batch Model Adaptation under Controlled Distribution Shift’: exact abstract scope is ‘Machine learning systems deployed in dynamic environments frequently operate under nonstationary data distributions, where controlled distribution shift can progressively degrade predictive performance.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22027	arxiv:2606.22027	core_daily_semantic_review_required	RARM: Confidence-Gated Progress Reward Modeling for RL in Manipulation	pre-denominator closure	Family-specific closure for ‘RARM: Confidence-Gated Progress Reward Modeling for RL in Manipulation’: exact abstract scope is ‘Reinforcement learning for robot manipulation is often bottlenecked by reward design, especially in long-horizon tasks: sparse success rewards provide weak supervision, while hand-crafted dense rewards are tedious to design and generalize poorly across tasks.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22029	arxiv:2606.22029	not_routed_by_keyword_contract	Topological summaries of fingerprint ridge patterns carry identity information	pre-denominator closure	Family-specific closure for ‘Topological summaries of fingerprint ridge patterns carry identity information’: exact abstract scope is ‘Fingerprints are the most widely deployed biometric.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22030	arxiv:2606.22030	core_daily_semantic_review_required	When Does Belief-Based Agent Memory Help? Reliability-Conditional Updating and Provenance-Capped Poisoning Defense	retained	Durable delta: belief memory 以 Bayesian state 表示候选命题，但只在 source reliability 可估时更新；provenance-capped influence 限制单源/重复证据对 posterior 的控制。
2606.22033	arxiv:2606.22033	core_daily_semantic_review_required	A Completion-Aware Framework for Impactful Counterfactual Explainability in Graph Neural Networks	pre-denominator closure	Family-specific closure for ‘A Completion-Aware Framework for Impactful Counterfactual Explainability in Graph Neural Networks’: exact abstract scope is ‘In this study, we propose a novel pipeline for generic, model-agnostic, local-level counterfactual explainability in graph neural networks (GNNs).’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22034	arxiv:2606.22034	not_routed_by_keyword_contract	Auditing Combinatorial Randomness from Finite Transcripts	pre-denominator closure	Family-specific closure for ‘Auditing Combinatorial Randomness from Finite Transcripts’: exact abstract scope is ‘Public randomness is a security primitive whose deployed behavior is often observable only through a finite transcript.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22039	arxiv:2606.22039	core_daily_semantic_review_required	Attractor Domain Theory: A Mathematical Framework for Cardiovascular Attractor Analysis with Wearable Photoplethysmography (PPG) Validation	pre-denominator closure	Family-specific closure for ‘Attractor Domain Theory: A Mathematical Framework for Cardiovascular Attractor Analysis with Wearable Photoplethysmography (PPG) Validation’: exact abstract scope is ‘The cardiovascular system evolves along a bounded trajectory in physiological state space that converges to a compact geometric object: the cardiac attractor.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
2606.22040	arxiv:2606.22040	not_routed_by_keyword_contract	Deep RL- Tuned Mo del-Free Adaptive Control for Lower-Limb Exoskeletons During Sit-to-Stand Transitions	pre-denominator closure	Family-specific closure for ‘Deep RL- Tuned Mo del-Free Adaptive Control for Lower-Limb Exoskeletons During Sit-to-Stand Transitions’: exact abstract scope is ‘Sit-to-stand (STS) transitions impose significant joint-loading demands on elderly individuals, making them a primary target for lower-limb exoskeleton assistance.’. The deliverable remains a domain/task/model method, survey, or generic non-AI system result; it does not change a durable AI-System state/data/control owner, evaluation-release contract, or Books proposition.
