arxiv_id	identity	published_v1_utc	primary_category	route	decision	title	closure_reason	false_negative_audit
2505.00398	2505.00398v1	2025-05-01T08:41:17Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Safety in the Face of Adversity: Achieving Zero Constraint Violation in Online Learning with Slowly Changing Constraints	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We present the first theoretical guarantees for zero constraint violation in Online Convex Optimization (OCO) across all rounds, addressing dynamic constraint changes.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00400	2505.00400v2	2025-05-01T08:43:58Z	cs.RO	keyword_filtered	pre_denominator_closure	Holistic Optimization of Modular Robots	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Modular robots have the potential to revolutionize automation, as one can optimize their composition for any given task.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00402	2505.00402v1	2025-05-01T08:48:45Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	DeepSTA: A Spatial-Temporal Attention Network for Logistics Delivery Timely Rate Prediction in Anomaly Conditions	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Prediction of couriers' delivery timely rates in advance is essential to the logistics industry, enabling companies to take preemptive measures to ensure the normal operation of delivery services.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00404	2505.00404v2	2025-05-01T08:52:56Z	cs.RO	keyword_filtered	pre_denominator_closure	iMacHSR: Intermediate Multi-Access Heterogeneous Supervision and Regularization Scheme Toward Architecture-Agnostic Training	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: While deep supervision is a powerful training strategy by supervising intermediate layers with auxiliary losses, it faces three underexplored problems: (I) Existing deep supervision techniques are generally bond with spe	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00409	2505.00409v3	2025-05-01T09:03:03Z	eess.AS	core_daily_semantic_review_required	pre_denominator_closure	Perceptual implications of automatic anonymization in pathological speech	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Automatic anonymization is increasingly used to enable ethical sharing of clinical speech, yet its perceptual and clinical consequences remain undercharacterized.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00410	2505.00410v2	2025-05-01T09:05:02Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Machine Learning Meets Transparency in Osteoporosis Risk Assessment: A Comparative Study of ML and Explainability Analysis	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: The present research tackles the difficulty of predicting osteoporosis risk via machine learning (ML) approaches, emphasizing the use of explainable artificial intelligence (XAI) to improve model transparency.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.01458	2505.01458v2	2025-05-01T09:22:23Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	A Survey of Robotic Navigation and Manipulation with Physics Simulators in the Era of Embodied AI	secondary synthesis：可用于发现或术语校准，但没有形成可核验的新机制或系统 contract；abstract evidence: Navigation and manipulation are core capabilities in Embodied AI, but training agents to perform them directly in the real world is costly, time-consuming, and unsafe.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00415	2505.00415v1	2025-05-01T09:26:40Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	CICADA: Cross-Domain Interpretable Coding for Anomaly Detection and Adaptation in Multivariate Time Series	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Unsupervised Time series anomaly detection plays a crucial role in applications across industries.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00416	2505.00416v1	2025-05-01T09:27:13Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	ScaleTrack: Scaling and back-tracking Automated GUI Agents	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Automated GUI agents aims to facilitate user interaction by automatically performing complex tasks in digital environments, such as web, mobile, desktop devices.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00755	2505.00755v1	2025-05-01T09:28:29Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	P2P-Insole: Human Pose Estimation Using Foot Pressure Distribution and Motion Sensors	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: This work presents P2P-Insole, a low-cost approach for estimating and visualizing 3D human skeletal data using insole-type sensors integrated with IMUs.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.03790	2505.03790v1	2025-05-01T09:40:45Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	A Time-Series Data Augmentation Model through Diffusion and Transformer Integration	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: With the development of Artificial Intelligence, numerous real-world tasks have been accomplished using technology integrated with deep learning.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00421	2505.00421v1	2025-05-01T09:41:28Z	cs.CV	keyword_filtered	pre_denominator_closure	Real-Time Animatable 2DGS-Avatars with Detail Enhancement from Monocular Videos	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: High-quality, animatable 3D human avatar reconstruction from monocular videos offers significant potential for reducing reliance on complex hardware, making it highly practical for applications in game development, augme	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00422	2505.00422v1	2025-05-01T09:41:41Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Toward Automated Regulatory Decision-Making: Trustworthy Medical Device Risk Classification with Multimodal Transformers and Self-Training	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Accurate classification of medical device risk levels is essential for regulatory oversight and clinical safety.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00426	2505.00426v1	2025-05-01T09:54:12Z	cs.CV	keyword_filtered	pre_denominator_closure	Leveraging Pretrained Diffusion Models for Zero-Shot Part Assembly	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: 3D part assembly aims to understand part relationships and predict their 6-DoF poses to construct realistic 3D shapes, addressing the growing demand for autonomous assembly, which is crucial for robots.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00430	2505.00430v1	2025-05-01T09:59:32Z	eess.SP	core_daily_semantic_review_required	pre_denominator_closure	Over-the-Air Inference over Multi-hop MIMO Networks	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: A novel over-the-air machine learning framework over multi-hop multiple-input and multiple-output (MIMO) networks is proposed.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00432	2505.00432v1	2025-05-01T10:01:43Z	cs.RO	keyword_filtered	pre_denominator_closure	A Neural Network Mode for PX4 on Embedded Flight Controllers	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: This paper contributes an open-sourced implementation of a neural-network based controller framework within the PX4 stack.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00439	2505.00439v1	2025-05-01T10:32:02Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Per-Domain Generalizing Policies: On Validation Instances and Scaling Behavior	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Recent work has shown that successful per-domain generalizing action policies can be learned.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00442	2505.00442v1	2025-05-01T10:35:08Z	cs.RO	keyword_filtered	pre_denominator_closure	Decentralised, Self-Organising Drone Swarms using Coupled Oscillators	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: The problem of robotic synchronisation and coordination is a long-standing one.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00443	2505.00443v1	2025-05-01T10:37:06Z	cs.DC	core_daily_semantic_review_required	retain	Distributed Retrieval-Augmented Generation	retained after title+abstract semantic screening: material AI-System design/evidence delta	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00447	2505.00447v2	2025-05-01T10:43:01Z	cs.NI	keyword_filtered	pre_denominator_closure	Deterministic Scheduling over Wi-Fi 6 using Target Wake Time: An Experimental Approach	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Wi-Fi networks traditionally use Distributed Coordination Function (DCF) that employs CSMA/CA along with the binary backoff mechanism for channel access.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00448	2505.00448v1	2025-05-01T10:45:37Z	cs.MS	core_daily_semantic_review_required	pre_denominator_closure	NApy: Efficient Statistics in Python for Large-Scale Heterogeneous Data with Enhanced Support for Missing Data	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Existing Python libraries and tools lack the ability to efficiently compute statistical test results for large datasets in the presence of missing values.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00449	2505.00449v4	2025-05-01T10:51:20Z	cs.PL	keyword_filtered	pre_denominator_closure	An approach for modularly verifying the core of Rust's atomic reference counting algorithm against the (Y)C20 memory consistency model	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We propose an approach for modular verification of programs that use relaxed-consistency atomic memory access primitives and fences.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00452	2505.00452v1	2025-05-01T10:55:36Z	cs.CV	keyword_filtered	pre_denominator_closure	ClearLines - Camera Calibration from Straight Lines	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: The problem of calibration from straight lines is fundamental in geometric computer vision, with well-established theoretical foundations.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.07832	2505.07832v1	2025-05-01T11:02:55Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	A General Approach of Automated Environment Design for Learning the Optimal Power Flow	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Reinforcement learning (RL) algorithms are increasingly used to solve the optimal power flow (OPF) problem.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00455	2505.00455v4	2025-05-01T11:10:17Z	cs.HC	core_daily_semantic_review_required	pre_denominator_closure	Data Therapist: Eliciting Domain Knowledge from Subject Matter Experts Using Large Language Models	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Effective data visualization requires not only technical proficiency but also a deep understanding of the domain-specific context in which data exists.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00458	2505.00458v2	2025-05-01T11:16:09Z	cs.AR	core_daily_semantic_review_required	pre_denominator_closure	Memory-Centric Computing: Solving Computing's Memory Problem	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Computing has a huge memory problem.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00460	2505.00460v2	2025-05-01T11:28:18Z	math.NA	core_daily_semantic_review_required	pre_denominator_closure	Subspace-Distance-Enabled Active Learning for Efficient Data-Driven Model Reduction of Parametric Dynamical Systems	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: In situations where the solution of a high-fidelity dynamical system needs to be evaluated repeatedly, over a vast pool of parametric configurations and in absence of access to the underlying governing equations, data-dr	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00462	2505.00462v2	2025-05-01T11:29:45Z	eess.IV	keyword_filtered	pre_denominator_closure	CorStitch: Accessible Video Stitching for Coral Monitoring	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We develop CorStitch, a video-stitching software that automates the process of stitching underwater videos for coral reef monitoring and assessment.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00465	2505.00465v1	2025-05-01T11:31:18Z	cs.CR	keyword_filtered	pre_denominator_closure	HoneyWin: High-Interaction Windows Honeypot in Enterprise Environment	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Windows operating systems (OS) are ubiquitous in enterprise Information Technology (IT) and operational technology (OT) environments.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00466	2505.00466v2	2025-05-01T11:33:38Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	A General Framework for Property-Driven Machine Learning	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Neural networks have been shown to frequently fail to learn critical safety and correctness properties purely from data, highlighting the need for training methods that directly integrate logical specifications.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00467	2505.00467v2	2025-05-01T11:43:27Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	Red Teaming Large Language Models for Healthcare	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We present the design process and findings of the pre-conference workshop at the Machine Learning for Healthcare Conference (2024) entitled Red Teaming Large Language Models for Healthcare, which took place on August 15,	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00472	2505.00472v2	2025-05-01T11:54:49Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	UserCentrix: An Agentic Memory-augmented AI Framework for Smart Spaces	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Agentic Artificial Intelligence (AI) constitutes a transformative paradigm in the evolution of intelligent agents and decision-support systems, redefining smart environments by enhancing operational efficiency, optimizin	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00473	2505.00473v2	2025-05-01T11:55:42Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Spatially-Enhanced Temporal Fusion Transformer: Interpretable Multi-Output Prediction for Parametric Dynamical Systems with Time-Varying Inputs	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We explore the promising performance of a transformer model in predicting outputs of parametric dynamical systems with external time-varying input signals.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00474	2505.00474v1	2025-05-01T11:59:16Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	Rule-based Classifier Models	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We extend the formal framework of classifier models used in the legal domain.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.01459	2505.01459v1	2025-05-01T12:06:39Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	MoxE: Mixture of xLSTM Experts with Entropy-Aware Routing for Efficient Language Modeling	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: This paper introduces MoxE, a novel architecture that synergistically combines the Extended Long Short-Term Memory (xLSTM) with the Mixture of Experts (MoE) framework to address critical scalability and efficiency challe	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00757	2505.00757v1	2025-05-01T12:10:04Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	Efficient On-Chip Implementation of 4D Radar-Based 3D Object Detection on Hailo-8L	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: 4D radar has attracted attention in autonomous driving due to its ability to enable robust 3D object detection even under adverse weather conditions.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00479	2505.00479v1	2025-05-01T12:11:32Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	Computational Identification of Regulatory Statements in EU Legislation	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Identifying regulatory statements in legislation is useful for developing metrics to measure the regulatory density and strictness of legislation.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00480	2505.00480v1	2025-05-01T12:12:08Z	cs.CR	keyword_filtered	pre_denominator_closure	Decentralized Vulnerability Disclosure via Permissioned Blockchain: A Secure, Transparent Alternative to Centralized CVE Management	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: This paper proposes a decentralized, blockchain-based system for the publication of Common Vulnerabilities and Exposures (CVEs), aiming to mitigate the limitations of the current centralized model primarily overseen by M	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00482	2505.00482v3	2025-05-01T12:21:23Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	JointDiT: Enhancing RGB-Depth Joint Modeling with Diffusion Transformers	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: We present JointDiT, a diffusion transformer that models the joint distribution of RGB and depth.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.01460	2505.01460v1	2025-05-01T12:31:20Z	cs.CR	core_daily_semantic_review_required	pre_denominator_closure	Development of an Adapter for Analyzing and Protecting Machine Learning Models from Competitive Activity in the Networks Services	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Due to the increasing number of tasks that are solved on remote servers, identifying and classifying traffic is an important task to reduce the load on the server.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00487	2505.00487v1	2025-05-01T12:36:05Z	cs.CR	core_daily_semantic_review_required	pre_denominator_closure	Analysis of the vulnerability of machine learning regression models to adversarial attacks using data from 5G wireless networks	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: This article describes the process of creating a script and conducting an analytical study of a dataset using the DeepMIMO emulator.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00488	2505.00488v1	2025-05-01T12:41:35Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	MULE: Multi-terrain and Unknown Load Adaptation for Effective Quadrupedal Locomotion	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Quadrupedal robots are increasingly deployed for load-carrying tasks across diverse terrains.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00490	2505.00490v1	2025-05-01T12:45:09Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	Optimal Interactive Learning on the Job via Facility Location Planning	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Collaborative robots must continually adapt to novel tasks and user preferences without overburdening the user.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00495	2505.00495v1	2025-05-01T12:48:34Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Enhancing Tropical Cyclone Path Forecasting with an Improved Transformer Network	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: A storm is a type of extreme weather.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.03791	2505.03791v1	2025-05-01T12:50:02Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Practical Boolean Backpropagation	局部算法增量：未形成跨模型/运行时/平台的长期设计判断变化；abstract evidence: Boolean neural networks offer hardware-efficient alternatives to real-valued models.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00497	2505.00497v1	2025-05-01T12:56:17Z	cs.CV	keyword_filtered	pre_denominator_closure	KeySync: A Robust Approach for Leakage-free Lip Synchronization in High Resolution	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Lip synchronization, known as the task of aligning lip movements in an existing video with new input audio, is typically framed as a simpler variant of audio-driven facial animation.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00500	2505.00500v1	2025-05-01T13:00:56Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	Implicit Neural-Representation Learning for Elastic Deformable-Object Manipulations	局部算法增量：未形成跨模型/运行时/平台的长期设计判断变化；abstract evidence: We aim to solve the problem of manipulating deformable objects, particularly elastic bands, in real-world scenarios.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00502	2505.00502v1	2025-05-01T13:06:05Z	cs.CV	keyword_filtered	pre_denominator_closure	Towards Scalable Human-aligned Benchmark for Text-guided Image Editing	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: A variety of text-guided image editing models have been proposed recently.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00503	2505.00503v3	2025-05-01T13:14:07Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Variational OOD State Correction for Offline Reinforcement Learning	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: The performance of Offline reinforcement learning is significantly impacted by the issue of state distributional shift, and out-of-distribution (OOD) state correction is a popular approach to address this problem.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00506	2505.00506v1	2025-05-01T13:22:45Z	cs.CL	core_daily_semantic_review_required	retain	HalluMix: A Task-Agnostic, Multi-Domain Benchmark for Real-World Hallucination Detection	retained after title+abstract semantic screening: material AI-System design/evidence delta	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00507	2505.00507v2	2025-05-01T13:24:55Z	cs.CV	keyword_filtered	pre_denominator_closure	HeAL3D: Heuristical-enhanced Active Learning for 3D Object Detection	AI 相关但未达分母门槛：title+abstract 未显示长期机制、系统 reach 或 Books 既有结论修正；abstract evidence: Active Learning has proved to be a relevant approach to perform sample selection for training models for Autonomous Driving.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00509	2505.00509v1	2025-05-01T13:25:37Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Self-Ablating Transformers: More Interpretability, Less Sparsity	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: A growing intuition in machine learning suggests a link between sparsity and interpretability.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00511	2505.00511v1	2025-05-01T13:29:56Z	cs.CV	keyword_filtered	pre_denominator_closure	Inconsistency-based Active Learning for LiDAR Object Detection	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Deep learning models for object detection in autonomous driving have recently achieved impressive performance gains and are already being deployed in vehicles worldwide.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00512	2505.00512v3	2025-05-01T13:30:28Z	cs.CV	keyword_filtered	pre_denominator_closure	InterLoc: LiDAR-based Intersection Localization using Road Segmentation with Automated Evaluation Method	局部 benchmark/dataset：未改变长期 evaluation contract，或证据只覆盖单任务/单领域；abstract evidence: Online localization of road intersections is beneficial for autonomous vehicle localization, mapping and motion planning.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00515	2505.00515v1	2025-05-01T13:33:34Z	cs.RO	core_daily_semantic_review_required	pre_denominator_closure	Safety-Critical Traffic Simulation with Guided Latent Diffusion Model	垂直领域应用：方法或数据集只服务具体领域，未改变通用 AI System 的 state/data/control ownership；abstract evidence: Safety-critical traffic simulation plays a crucial role in evaluating autonomous driving systems under rare and challenging scenarios.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
2505.00525	2505.00525v1	2025-05-01T13:47:45Z	eess.IV	core_daily_semantic_review_required	pre_denominator_closure	A Methodological and Structural Review of Parkinsons Disease Detection Across Diverse Data Modalities	secondary synthesis：可用于发现或术语校准，但没有形成可核验的新机制或系统 contract；abstract evidence: Parkinsons Disease (PD) is a progressive neurological disorder that primarily affects motor functions and can lead to mild cognitive impairment (MCI) and dementia in its advanced stages.	passed — fresh-context:may01-agent-cross-audit-20250502; full title+abstract screening reviewed; 2505.00779 promoted and no unresolved false positive/negative remains
