arxiv_id	title	screening_status	screening_reason	owner_node
2605.26654	Bilevel Optimization over Saddle Points of Zero-Sum Markov Games	pre_denominator_closed	Bilevel Optimization over Saddle Points of Zero-Sum Markov Games 的具体方法/主张是：Most existing bilevel RL methods assume a single-policy LL Markov decision process (MDP), and therefore fail to capture competitive structures arising in applications such as incentive design, where multiple policies interact.；摘要报告/目标为：Experiments demonstrate the superior performance of PANDA over closely related baselines.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26655	Why Prompt Optimization Works, and Why It Sometimes Doesn't: A Causal-Inspired Edit-Level Analysis	pre_denominator_closed	Why Prompt Optimization Works, and Why It Sometimes Doesn't: A Causal-Inspired Edit-Level Analysis 的具体方法/主张是：To achieve the goal, we build upon the propensity-adjusted associational analysis together with multiple complementary representations of prompt edits, where the consistent task-conditioned edits patterns are identified.；摘要报告/目标为：We find that complexity-increasing and meta-instructional edits are negatively associated with mathematical and multi-hop reasoning performance, whereas step-by-step and meta-cognitive edits improve logical and sequential reasoning tasks.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26656	DV-SFT: Direct Vision Supervision for Fine-Grained Visual Understanding	pre_denominator_closed	DV-SFT: Direct Vision Supervision for Fine-Grained Visual Understanding 的具体方法/主张是：In this work, we propose \textbf{D}irect \textbf{V}ision \textbf{S}upervised \textbf{F}ine-\textbf{T}uning (DV-SFT), which constructs explicit, token-level supervision for visual tokens and trains them through the same next-token prediction objective used for text.；摘要报告/目标为：Further analyses show that vision supervision effectively enhances fine-grained visual understanding and achieves higher multimodal alignment efficiency.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26657	Completion vs Optimality: Policy Gradient in Long-Horizon Cumulative-Damage Problems	pre_denominator_closed	Completion vs Optimality: Policy Gradient in Long-Horizon Cumulative-Damage Problems 的具体方法/主张是：We identify two orthogonal failure modes for policy-gradient methods on this class and propose a decomposition that separates them: \emph{completion} (reaching the terminal horizon rather than exiting via an implicit terminal constraint) and \emph{optimality} (matching the dynamic-programming reference given completion).；摘要报告/目标为：We derive four testable predictions and evaluate them in two separately calibrated environments that share the same abstract structure but differ in domain, horizon, activity set, and calibration data: a 49-step bricklayer career and a 20-season NBA power-forward career.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26660	WINDQuant: Weight-Informed Neural Decision-Making for Global Mixed-Precision LLM Quantization	pre_denominator_closed	WINDQuant: Weight-Informed Neural Decision-Making for Global Mixed-Precision LLM Quantization 的具体方法/主张是：We propose WINDQuant, a reinforcement-learning-based allocation controller for ultra-low-bit LLM quantization.；摘要报告/目标为：Experiments on LLaMA models demonstrate that WINDQuant achieves competitive performance in ultra-low-bit settings while reducing optimization overhead relative to retraining-based approaches, highlighting reinforcement learning as a practical controller for adaptive mixed-precision quantization.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26661	Respecting Modality Gap in Post-hoc Out-of-distribution Detection with Pre-trained Vision-Language Models	pre_denominator_closed	Respecting Modality Gap in Post-hoc Out-of-distribution Detection with Pre-trained Vision-Language Models 的具体方法/主张是：Out-of-distribution (OOD) detection has emerged as a popular technique to enhance the reliability of machine learning models by identifying unexpected inputs from unknown classes.；摘要报告/目标为：Extensive experiments empirically demonstrate that our method achieves a new state of the art across a variety of OOD detection setups.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26662	AI evaluation may bias perceptions: The importance of context in interpreting academic writing	pre_denominator_closed	AI evaluation may bias perceptions: The importance of context in interpreting academic writing 的具体方法/主张是：We show that a pooled benchmark may confound pre-existing stylistic variation with AI-generated text, producing substantial distortions across country-field groups even in pre-LLM publications.；摘要报告/目标为：We show that a pooled benchmark may confound pre-existing stylistic variation with AI-generated text, producing substantial distortions across country-field groups even in pre-LLM publications.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26663	Evidence Absence Is Not Evidence Insufficiency: Diagnosing NEI Construction Artifacts in Fact Verification	pre_denominator_closed	Evidence Absence Is Not Evidence Insufficiency: Diagnosing NEI Construction Artifacts in Fact Verification 的具体方法/主张是：We introduce NEI-CAP, a construction-aware diagnostic protocol for insufficient-evidence evaluation.；摘要报告/目标为：Fixed-claim diagnostics further show that the evidence condition shifts confidence in the reference Support/Refute label, not only NEI recall, so an aggregate NEI score can hide which problem a model has actually solved.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26665	Resolving the Correct Library: A Loader-Level Defense Solution Against Shared Object Hijacking	pre_denominator_closed	Resolving the Correct Library: A Loader-Level Defense Solution Against Shared Object Hijacking 的具体方法/主张是：In this paper, we argue that shared library hijacking is fundamentally a loader-resolution authenticity problem and present a loader-centric verification framework that enforces authenticity guarantees for the dynamic linker's resolution process.；摘要报告/目标为：Our results demonstrate that our proposed mechanism indeed prevents shared library hijacking attacks.。排除边界：它给出局部 attack/defense slice，未改变平台 threat model、enforcement owner 或 release evidence contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26667	MemFail: Stress-Testing Failure Modes of LLM Memory Systems	retained_exact_v1_author_complete	MemFail: Stress-Testing Failure Modes of LLM Memory Systems 的具体机制是：Large language model (LLM) agents increasingly rely on external memory systems to remain consistent across long-horizon interactions, but little empirical work has been done to understand the specific failure modes and design choices that these systems present.。长期变化：memory evaluation decomposes summary, storage and retrieval failures instead of treating memory as one black-box accuracy score. 因而保留 exact-v1 challenge；摘要结果“Using these datasets, we evaluate four state-of-the-art memory systems on MemFail and demonstrate how MemFail can be used to empirically understand the tradeoffs induced by differences in memory system architectures.”不作为最终证据。	AGENT-MEMORY
2605.26670	The Labyrinth and the Thread: Rethinking Regularizations in Sequential Knowledge Editing for Large Language Models	pre_denominator_closed	The Labyrinth and the Thread: Rethinking Regularizations in Sequential Knowledge Editing for Large Language Models 的具体方法/主张是：Sequential editing of structured knowledge in large language models allows targeted factual updates without retraining, yet existing methods often rely on complex regularization or constraint mechanisms whose necessity remains unclear.；摘要报告/目标为：Our code is available at https://github.com/Wangzzzzzzzz/OTE-SE-Alignment.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26671	RT-RkNN: Reverse k Nearest Neighbor Queries as a Graphics Ray Casting Problem	pre_denominator_closed	RT-RkNN: Reverse k Nearest Neighbor Queries as a Graphics Ray Casting Problem 的具体方法/主张是：Reverse k nearest neighbor (RkNN) queries are fundamental in spatial databases, location-based analytics, and recommendation systems.；摘要报告/目标为：Extensive experimental results demonstrate that the proposed method outperforms state-of-the-art algorithms across diverse settings, particularly in scenarios where traditional pruning strategies become inefficient.。排除边界：它优化特定领域 workload，没有重新分配通用系统状态、控制权或证据提交权；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26672	Can We Hear from Events? Generating Speech from Event Camera	pre_denominator_closed	Can We Hear from Events? Generating Speech from Event Camera 的具体方法/主张是：To break this ceiling, we propose EventSpeech as a novel text-conditioned framework pioneering the use of neuromorphic events for expressive speech generation, since these microsecond-precise events naturally align with acoustic waveform dynamics.；摘要报告/目标为：Extensive evaluations demonstrate that EventSpeech significantly outperforms current baselines by preserving fine-grained emotions and resisting motion blur to establish a new paradigm for multimodal speech generation.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26673	SLA-Aware Traffic Steering in Hybrid TN-NTN 5G Backhaul: A Potential Game Approach	pre_denominator_closed	SLA-Aware Traffic Steering in Hybrid TN-NTN 5G Backhaul: A Potential Game Approach 的具体方法/主张是：Experimental results show that the proposed controller significantly outperforms heuristic and conventional baselines, reducing SLA violations to 1.7% for V2X and 0.7% for the emergency slice while completely eliminating them for video, IoT, and best-effort traffic.；摘要报告/目标为：Experimental results show that the proposed controller significantly outperforms heuristic and conventional baselines, reducing SLA violations to 1.7% for V2X and 0.7% for the emergency slice while completely eliminating them for video, IoT, and best-effort traffic.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26675	CART Random Forests as Sequential Allocation over Random Opportunity Sets: A Stochastic-Control Theory of Ensemble Risk	pre_denominator_closed	CART Random Forests as Sequential Allocation over Random Opportunity Sets: A Stochastic-Control Theory of Ensemble Risk 的具体方法/主张是：In this paper, we develop a stochastic-control perspective on feature-subsampled CART random forests, named CART random opportunity-set allocation (CART-ROSA).；摘要报告/目标为：Our results show how an operations-research perspective makes tractable a theoretical gap difficult to access from the standard algorithmic description of CART forests.。排除边界：它是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26676	Memory-Distilled Selection for Noise-Robust Anomaly Detection	pre_denominator_closed	Memory-Distilled Selection for Noise-Robust Anomaly Detection 的具体方法/主张是：In this paper, we propose Memory-Distilled Selection (MeDS), a training algorithm based on data selection.；摘要报告/目标为：We thoroughly verify the efficacy of MeDS on industrial AD benchmarks under noisy data scenarios, accompanied by in-depth empirical analyses.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26678	NestedKV: Nested Memory Routing for Long-Context KV Cache Compression	pre_denominator_closed	NestedKV: Nested Memory Routing for Long-Context KV Cache Compression 的具体方法/主张是：We introduce NestedKV, a key-only KV cache compression method inspired by the Continuum Memory System in Nested Learning.；摘要报告/目标为：On Qwen3-4B, it improves over KeyDiff by up to 19.10 points on RULER and 19.29 on LongBench at $r=0.75$; at $r=0.95$, it retains 37.32 on LongBench versus 17.55 for KeyDiff.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26679	Certified Causal Attribution for Real-Time Attack Forensics in 6G Network Slicing	pre_denominator_closed	Certified Causal Attribution for Real-Time Attack Forensics in 6G Network Slicing 的具体方法/主张是：We propose DA-GC, a certified causal attribution framework that integrates resource-conditioned Granger causality with an axiomatically derived Resource Contention Model (RCM) to systematically block resource-mediated confounding.；摘要报告/目标为：Furthermore, we establish strict security bounds, including an adversarial utilization spoofing breakdown point of $δ^* \approx 0.95$, and define the minimum differential-privacy noise required for a provably private and robust deployment.。排除边界：它给出局部 attack/defense slice，未改变平台 threat model、enforcement owner 或 release evidence contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26680	DynFrame: Adaptive Reasoning-Driven Multimodal Framework with Dynamic Frame Augmentation for Complex Video Understanding	pre_denominator_closed	DynFrame: Adaptive Reasoning-Driven Multimodal Framework with Dynamic Frame Augmentation for Complex Video Understanding 的具体方法/主张是：To address these gaps, we present DynFrame, a framework that emits the temporal window and the sampling density as native tokens within a single autoregressive pass.；摘要报告/目标为：As a result, fine-grained evidence is often recovered through repeated retrieval calls, which increases inference context length and training difficulty.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26682	SteelDS: A High-Resolution Video Dataset of E40 Steel Scrap for Object Detection and Instance Segmentation	pre_denominator_closed	SteelDS: A High-Resolution Video Dataset of E40 Steel Scrap for Object Detection and Instance Segmentation 的具体方法/主张是：This dataset provides high-resolution, annotated video sequences of shredded E40-grade steel and copper scrap on a conveyor belt.；摘要报告/目标为：This dataset serves as a benchmark for evaluating automated sorting algorithms aiming to identify copper impurities within complex, heterogeneous steel scrap streams.。排除边界：这是特定感知任务的模型/数据改进，未形成可迁移的表示身份、serving lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26683	An In-Vitro Study on Cross-Lingual Generalization in Language Models	pre_denominator_closed	An In-Vitro Study on Cross-Lingual Generalization in Language Models 的具体方法/主张是：Cross-lingual transfer in language models is difficult to study in natural corpora because lexical overlap, morphology, data imbalance, and tokenization are entangled.；摘要报告/目标为：Finally, we attempt to explain this mechanism through tokenizer bridges and show that bridge strength correlates strongly with masked reachability.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26684	Beyond Trajectory-Level Attribution: Graph-Based Credit Assignment for Agentic Reinforcement Learning	pre_denominator_closed	Beyond Trajectory-Level Attribution: Graph-Based Credit Assignment for Agentic Reinforcement Learning 的具体方法/主张是：To uncover latent information and enable more faithful step-level credit assignment, we propose Graph-based Group Policy Optimization (GraphGPO), which first aggregates all rollout trajectories into a unified state-transition graph and then estimates the distance from each state to the task goal using the global information encoded in the graph.；摘要报告/目标为：In this way, GraphGPO significantly improves training efficiency and achieves state-of-the-art performance across a range of challenging benchmarks.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26689	PinPoint: Prompting with Informative Interior Points	pre_denominator_closed	PinPoint: Prompting with Informative Interior Points 的具体方法/主张是：We show that the gap is dominated by prompt ambiguity: a VLM-proposed bounding box (bbox) leaves SAM to guess which pixels inside the bbox belong to the object the expression denotes.；摘要报告/目标为：Supervised and RL-tuned methods close this gap by training a VLM to predict better points; we show that this training is unnecessary.。排除边界：这是特定感知任务的模型/数据改进，未形成可迁移的表示身份、serving lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26690	Self-Improvement Imitation with Biologically Guided Search for Protein Design Under Oracle Budgets	pre_denominator_closed	Self-Improvement Imitation with Biologically Guided Search for Protein Design Under Oracle Budgets 的具体方法/主张是：We introduce SILO, a trajectory-level self-improvement imitation framework for oracle-budgeted protein design.；摘要报告/目标为：Ablations show that SBS with AFS account for much of the gains, with iterative imitation providing additional improvement.。排除边界：其状态与验收属于医疗/科学领域任务，未改变通用 AI-System 的数据、runtime、deployment 或 evidence owner；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26691	Mind the Tool Failures: Achieving Synergistic Tool Gains for Medical Agents	pre_denominator_closed	Mind the Tool Failures: Achieving Synergistic Tool Gains for Medical Agents 的具体方法/主张是：To address this issue, we study medical tool use under imperfect-tool settings to correct failure instances missed by individual tools.；摘要报告/目标为：Experiments on two tasks and seven medical benchmarks show that our method consistently achieves robust and stable improvements over a broad range of baselines, highlighting the importance of synergy-aware tool use for reliable medical agentic systems.。排除边界：其状态与验收属于医疗/科学领域任务，未改变通用 AI-System 的数据、runtime、deployment 或 evidence owner；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26693	Model Merging on Loss Landscape: A Geometry Perspective	pre_denominator_closed	Model Merging on Loss Landscape: A Geometry Perspective 的具体方法/主张是：We propose EpiMer, a framework that casts model merging as solving the Fréchet mean on a Riemannian manifold and restricts the computation to a low-rank subspace spanned by the task vectors.；摘要报告/目标为：Merging fine-tuned CLIP-ViT models on eight image classification tasks, Epistemic Merging strictly outperforms the baselines on all three CLIP-ViT backbones at matched rank, improving the across-task average accuracy and worst-task accuracy on every backbone.。排除边界：这是特定感知任务的模型/数据改进，未形成可迁移的表示身份、serving lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26702	Rotation-Invariant Spherical Watermarking via Third-Order SO(3) Representation Coupling	pre_denominator_closed	Rotation-Invariant Spherical Watermarking via Third-Order SO(3) Representation Coupling 的具体方法/主张是：To address this, we formulate panoramas as spherical signals and leverage $SO(3)$ representation theory to derive provably rotation-invariant descriptors.；摘要报告/目标为：We provide a theoretical proof of $SO(3)$ invariance for it and demonstrate experimentally its near-perfect robustness to continuous rotations while maintaining high visual fidelity.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26703	Proper Calibeating	pre_denominator_closed	Proper Calibeating 的具体方法/主张是：Second, we show how to guarantee proper-calibeating and proper-multicalibeating.；摘要报告/目标为：Finally, we demonstrate the equivalence between proper-calibration and universal no regret when best replying to forecasts in decision-making under uncertainty.。排除边界：它优化特定领域 workload，没有重新分配通用系统状态、控制权或证据提交权；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26704	SL-BiLEM: Structured Learnable Behavior-in-the-Loop Epidemic Modeling for Forecasting and Policy Evaluation	pre_denominator_closed	SL-BiLEM: Structured Learnable Behavior-in-the-Loop Epidemic Modeling for Forecasting and Policy Evaluation 的具体方法/主张是：We propose \textbf{SL-BiLEM} (Structured Learnable Behavior-in-the-Loop Epidemic Model), leveraging physical constraints as regularization for robust extrapolation.；摘要报告/目标为：We validate forecasting on three real-world datasets (cruise ship, school influenza, and school-district COVID-19 surveillance) and evaluate counterfactual recovery on synthetic benchmarks with known ground truth.。排除边界：其状态与验收属于医疗/科学领域任务，未改变通用 AI-System 的数据、runtime、deployment 或 evidence owner；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26710	Look Further: Socially-Compliant Navigation System in Residential Buildings	pre_denominator_closed	Look Further: Socially-Compliant Navigation System in Residential Buildings 的具体方法/主张是：We introduce the Proactive Lane-Changing (PLC) motion pattern and a navigation system that leverages it to react to people at an increased distance.；摘要报告/目标为：In this work, however, we demonstrate that by extending the reaction distance to over eight meters, far beyond the typical interaction distance, we can improve the human's perception of the robot's motion.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26711	The Need for an External Observer Formalizing the Sufficiency Gap: A Mathematical Extension of Mixture Identifiability and Contextual Grounding in Sequence Models	pre_denominator_closed	The Need for an External Observer Formalizing the Sufficiency Gap: A Mathematical Extension of Mixture Identifiability and Contextual Grounding in Sequence Models 的具体方法/主张是：We construct a binary mixed-regime process with one deterministic textual regime and one random regime governed by an unobserved latent state.；摘要报告/目标为：The analysis clarifies why temperature scaling cannot restore missing context, why grounding mechanisms must be both informative and learnably usable by the model, and why autonomous sequence models require structurally decoupled observers or verifiers in high-stakes domains.。排除边界：它是 Agent 局部能力/应用方案，尚未建立新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26712	METATR: A Multilingual, Evolving Benchmark for Automatic Text Recognition	pre_denominator_closed	METATR: A Multilingual, Evolving Benchmark for Automatic Text Recognition 的具体方法/主张是：In this paper, we introduce METATR (v1.0), a multilingual, evolving benchmark designed to evaluate ATR models across a wide range of documents, facilitating meaningful model comparison and selection.；摘要报告/目标为：Our findings show that, although proprietary models achieve the most consistent performance, substantial variability persists across scripts and layouts.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26713	Transformers Can Learn Posterior Predictive Distributions In-Context	pre_denominator_closed	Transformers Can Learn Posterior Predictive Distributions In-Context 的具体方法/主张是：Focusing on Gaussian process regression problems, we show by construction that transformers can implement a gradient descent algorithm targeting the posterior predictive mean and variance, followed by nonlinear mappings that yield binned probabilities of PPD.；摘要报告/目标为：Based on these results, we further demonstrate the key role of normalization and the choice of attention depth in enabling the extrapolation abilities of transformers beyond the pretraining sample size range.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26715	Image Feature Fusion-based Federated Client Unlearning (FCU)	pre_denominator_closed	Image Feature Fusion-based Federated Client Unlearning (FCU) 的具体方法/主张是：To get a better balance between unlearning effectiveness and generalization ability, we propose something called Image Feature Fusion-based Federated Client Unlearning (IFF-FCU).；摘要报告/目标为：We ran extensive experiments on medical imaging benchmarks (RSNA-ICH and ISIC2018), and the results show that our approach achieves reasonably good unlearning.。排除边界：其状态与验收属于医疗/科学领域任务，未改变通用 AI-System 的数据、runtime、deployment 或 evidence owner；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26717	L2Rec: Towards Dual-View Understanding of LLMs for Personalized Recommendation	pre_denominator_closed	L2Rec: Towards Dual-View Understanding of LLMs for Personalized Recommendation 的具体方法/主张是：In this work, we introduce L2Rec, which unifies behavioral and semantic understanding at the parameter level of LLMs.；摘要报告/目标为：Experiments on four datasets show that L2Rec consistently outperforms state-of-the-art baselines, and online A/B testing on a large-scale industrial platform validates significant improvements in key engagement metrics.。排除边界：它优化特定领域 workload，没有重新分配通用系统状态、控制权或证据提交权；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26718	MTL-FNO: A Lightweight Multi-Task Fourier Neural Operator for Sparse Field Reconstruction	pre_denominator_closed	MTL-FNO: A Lightweight Multi-Task Fourier Neural Operator for Sparse Field Reconstruction 的具体方法/主张是：To address these challenges, we first propose a lightweight multi-task Fourier neural operator (MTL-FNO), an end-to-end joint training framework based on hard parameter sharing.；摘要报告/目标为：Results show that MTL-FNO achieves accuracy comparable to or even surpassing that of standard FNO, while reducing total model size by 76% and 60%, respectively.。排除边界：它是局部训练/压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26720	Towards Feedback-to-Plan Decisions for Self-Evolving LLM Agents in CUDA Kernel Generation	pre_denominator_closed	Towards Feedback-to-Plan Decisions for Self-Evolving LLM Agents in CUDA Kernel Generation 的具体方法/主张是：We introduce \texttt{CUDAnalyst}, a unified analysis layer for controlled, generation-level attribution of planning decisions to feedback components via trajectory freezing and selective feedback injection.；摘要报告/目标为：Our results show that explicit planning is beneficial only when feedback is aligned, that effective planning emerges from structured multi-feedback interactions, and that high-level plans from stronger reasoning models can partially transfer to weaker ones.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26725	Joint 2D-3D Segmentation and Association in Street-level Imaging	pre_denominator_closed	Joint 2D-3D Segmentation and Association in Street-level Imaging 的具体方法/主张是：Accurate interpretation of street-level imagery is essential for large-scale urban mapping and the creation of Spatial Digital Twin (SDT) environments.；摘要报告/目标为：Experiments demonstrate substantially improved coverage of ground-truth sequences and more robust identity retention compared to state-of-the-art 2D-only tracking methods, achieving a 22% performance gain in challenging urban scenarios.。排除边界：这是特定感知任务的模型/数据改进，未形成可迁移的表示身份、serving lifecycle 或 release contract；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26726	Measuring Prediction Uncertainty in Neural Cellular Automata	pre_denominator_closed	Measuring Prediction Uncertainty in Neural Cellular Automata 的具体方法/主张是：Here, we study uncertainty estimation for NCA-based medical image segmentation without modifying the underlying architecture or retraining the model.；摘要报告/目标为：We evaluate uncertainty by its ability to predict segmentation quality using selective prediction metrics ($Δ$Dice@90 and AURC) and ranking metrics (AUROC and AUPRC).。排除边界：其状态与验收属于医疗/科学领域任务，未改变通用 AI-System 的数据、runtime、deployment 或 evidence owner；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26729	Learning Reference-Guided Exposure Correction with Hybrid Illumination Characteristics	pre_denominator_closed	Learning Reference-Guided Exposure Correction with Hybrid Illumination Characteristics 的具体方法/主张是：We present HICNet, a reference-guided exposure correction framework.；摘要报告/目标为：Trained without ground truth or intrinsic decomposition, HICNet attains better accuracy on public benchmarks and generalizes well to entirely unseen scenes.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26730	PRISM: A Multi-Dimensional Benchmark for Evaluating LLM Peer Reviewers	pre_denominator_closed	PRISM: A Multi-Dimensional Benchmark for Evaluating LLM Peer Reviewers 的具体方法/主张是：In this work, we introduce PRISM (Peer Review Intelligence via Structured Multi-dimensional assessment), a benchmarking framework that evaluates review quality across four dimensions: Depth of Analysis, Novelty Assessment,Flaw Identification &amp; Major Issues Prioritization, and Multi-dimensional Constructiveness.；摘要报告/目标为：Our demo and key results can be found at https://khanhthanhdev.github.io/prism-page/.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
2605.26731	It's Not the Capability: Harness Sensitivity Is Non-Monotone Across LLM Agent Tiers	retained_exact_v1_author_complete	It's Not the Capability: Harness Sensitivity Is Non-Monotone Across LLM Agent Tiers 的具体机制是：Because each tier is represented by a single model in this study, these results should be interpreted as model-specific observations; harness sensitivity appears non-monotone across the models evaluated, and depends critically on model type (chat vs.。长期变化：agent harness configuration is an evaluation treatment variable whose optimum is model-specific, not monotone in capability tier. 因而保留 exact-v1 challenge；摘要结果“We introduce a six-label failure taxonomy showing that format_violation dominates capable-model failures while wrong_file dominates low-capability failures, and we derive practical tier-aware harness selection guidelines.”不作为最终证据。	PLATFORM-EVALUATION-SYSTEM
2605.26732	APEX: Amplitude Anchors and Phase Priors for Target-Scarce Higher-Frequency Wave Prediction	pre_denominator_closed	APEX: Amplitude Anchors and Phase Priors for Target-Scarce Higher-Frequency Wave Prediction 的具体方法/主张是：Motivated by this asymmetry, we propose APEX, Amplitude-anchored and Phase-prior-guided Enhancement from eXtrapolated coarse predictions, a framework for target-scarce higher-frequency wave-field prediction.；摘要报告/目标为：Experiments on SimpleWave, Helmholtz, and Maxwell benchmarks show that APEX consistently outperforms direct lower-to-higher extrapolation, target-adapted operator, and joint generative baselines under limited target-frequency supervision.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时证据对象或 release gate；因此在 Candidate Denominator 前闭合，并保留 identity 供独立 reviewer 重开。	
