arxiv_id	title	categories	screening_status	screening_reason	owner_node
2605.25566	Uncertainty Reasoning with Large Language Models for Explainable Disease Diagnosis	cs.AI	pre_denominator_closure	`Uncertainty Reasoning with Large Language Models for Explainable Disease Diagnosis` (cs.AI) reports: We propose a neuro-symbolic reasoning framework that aligns LLMs with formal logic to enable explainable and formally verifiable medical diagnosis.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25567	Rao-Blackwellized Score Matching on Manifolds	cs.LG,stat.ML	pre_denominator_closure	`Rao-Blackwellized Score Matching on Manifolds` (cs.LG,stat.ML) reports: We study denoising score matching (DSM) when data are drawn from an embedded manifold $M \subset \mathbb{R}^D$.; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25568	Rethinking Scribble-Guided Image Editing: Generalization, Instruction Adherence, and Multi-Tasking	cs.CV	pre_denominator_closure	`Rethinking Scribble-Guided Image Editing: Generalization, Instruction Adherence, and Multi-Tasking` (cs.CV) reports: Motivated by this insight, we propose three strategies: (a) a Coverage-then-Realism Curriculum, a two-stage pipeline that first builds large-scale synthetic, instruction-rich data for broad task supervision, then curates a small set of real-world data to refine generation realism; (b) Multi-Task Mosaicking, which constructs multi-task training samples by concatenating single-task examples at nearly zero cost while…; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25569	ControlLight: Towards Controllable, Consistent, and Generalizable Low-Light Enhancement	cs.CV	pre_denominator_closure	`ControlLight: Towards Controllable, Consistent, and Generalizable Low-Light Enhancement` (cs.CV) reports: To overcome these limitations, we propose ControlLight, a controllable, consistent, and generalizable framework for low-light enhancement.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25570	From Contrast to Consistency: Rethinking Event-based Continuous-Time Optical Flow Estimation	cs.CV	pre_denominator_closure	`From Contrast to Consistency: Rethinking Event-based Continuous-Time Optical Flow Estimation` (cs.CV) reports: To overcome these challenges, we propose a hybrid-supervised framework for continuous-time optical flow estimation, grounded in the principle of Spatio-temporal Structural Consistency (STSC).; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25571	AnE: Pushing the Reasoning Frontier of Multimodal LLMs via Anchor Evolution	cs.CV	pre_denominator_closure	`AnE: Pushing the Reasoning Frontier of Multimodal LLMs via Anchor Evolution` (cs.CV) reports: To address these challenges, we propose Anchor Evolution (AnE), a new paradigm that integrates truth-anchored data curation and model evolution, achieving faithful and steady performance gains at the reasoning frontier.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25572	PennySynth: RAG-Driven Data Synthesis for Automated Quantum Code Generation	cs.AI,cs.CL	pre_denominator_closure	`PennySynth: RAG-Driven Data Synthesis for Automated Quantum Code Generation` (cs.AI,cs.CL) reports: We present PennySynth, a retrieval-augmented generation framework that addresses this gap by conditioning LLM inference on a curated knowledge base of 13,389 PennyLane instruction-code pairs, built via a three-stage extraction, verification, and deduplication pipeline over official PennyLane repositories, community GitHub sources, and QHack competition archives.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25573	Leveraging Multi-Step Traffic Forecasts for Multi-Period Planning Optical Networks	cs.NI	pre_denominator_closure	`Leveraging Multi-Step Traffic Forecasts for Multi-Period Planning Optical Networks` (cs.NI) reports: Further, the results present the effect of the prediction horizon on disruptions and over- and under- provisioning, showcasing that the prediction horizon selection greatly depends on the network operator targets in both network performance and predefined service level agreements.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25574	Mosaic: Compositional Multi-Concept Erasure via Vector Field Blending	cs.AI,cs.CV	pre_denominator_closure	`Mosaic: Compositional Multi-Concept Erasure via Vector Field Blending` (cs.AI,cs.CV) reports: To address this gap, we introduce compositional multi-concept erasure, a new task that aims to simultaneously remove multiple target concepts within a single scene.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25577	Geometric Flow Matching for Molecular Conformation Generation via Manifold Decomposition	cs.AI,cs.LG	pre_denominator_closure	`Geometric Flow Matching for Molecular Conformation Generation via Manifold Decomposition` (cs.AI,cs.LG) reports: To address this, we propose GO-Flow that aligns generative modeling with molecular geometry via manifold decomposition.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25581	Learning Latent Dynamical Causal Processes for Single-Cell Perturbation Prediction	cs.LG	pre_denominator_closure	`Learning Latent Dynamical Causal Processes for Single-Cell Perturbation Prediction` (cs.LG) reports: Motivated by this view, we propose a latent dynamical causal generative model for single-cell perturbation data that jointly captures latent cellular programs, perturbation-conditioned mechanisms, and temporal evolution.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25582	Extreme Region Policy Distillation	cs.AI,cs.LG	pre_denominator_closure	`Extreme Region Policy Distillation` (cs.AI,cs.LG) reports: Reinforcement learning for large language models faces a fundamental trade-off between sample efficiency and asymptotic performance: strictly on-policy methods discard trajectories after a single update, while off-policy reuse introduces distribution mismatch that existing trust-region techniques mitigate primarily by enforcing conservative optimization, often leaving rich training signals underutilized.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25583	LENS: A Staged Design for Interaction Granularity in Sequential CTR Prediction	cs.IR	pre_denominator_closure	`LENS: A Staged Design for Interaction Granularity in Sequential CTR Prediction` (cs.IR) reports: In sequential CTR prediction, a central design question is at what granularity the target should interact with the user behaviour sequence.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25584	Acting on the Unseen: Communication-Free Collaborative Filtering for Decentralized Multi-Robot Task Allocation	cs.AI,cs.RO	pre_denominator_closure	`Acting on the Unseen: Communication-Free Collaborative Filtering for Decentralized Multi-Robot Task Allocation` (cs.AI,cs.RO) reports: We study the opposite extreme, a regime common in practice but overlooked in theory, which we name Zero-Knowledge MRTA (ZK-MRTA): a robot team with no prior knowledge (no task models, not even the latent rank), no communication (no messages, no parameter sharing, no coordinator), and only a partial and privately-noisy view of a public stream…; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25589	Artifact Correction for Echo-Planar Imaging at Low-Field and Ultra-Low-Field MRI	cs.CV	pre_denominator_closure	`Artifact Correction for Echo-Planar Imaging at Low-Field and Ultra-Low-Field MRI` (cs.CV) reports: This study develops a reference-free artifact correction pipeline that reduces reliance on conventional reference scans while achieving improved ghost suppression.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25590	Nonstationary Generalized Linear Bandits with Discounted Online Mirror Descent	cs.LG,stat.ML	pre_denominator_closure	`Nonstationary Generalized Linear Bandits with Discounted Online Mirror Descent` (cs.LG,stat.ML) reports: We study nonstationary generalized linear bandits (GLBs), where the expected reward is modeled through a nonlinear link function with an unknown time-varying parameter.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25592	Optimal Design for Multinomial Logit Model with Applications to Best Assortment Identification	cs.LG,stat.ML	pre_denominator_closure	`Optimal Design for Multinomial Logit Model with Applications to Best Assortment Identification` (cs.LG,stat.ML) reports: We study optimal experimental design for multinomial logit (MNL) bandits, where an agent repeatedly selects a subset of $K$ items from a ground set of size $N$ and observes single-choice feedback.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25595	How Far Has AI Come in Liver Fibrosis Staging? A Large-Scale Real-World Dataset and Benchmark	cs.CV	pre_denominator_closure	`How Far Has AI Come in Liver Fibrosis Staging? A Large-Scale Real-World Dataset and Benchmark` (cs.CV) reports: To address this gap, we introduce LiFS, a large-scale dataset and benchmark derived from the MICCAI 2025 CARE-Liver challenge, comprising 610 patients across multiple centers and scanners with multi-sequence MRI.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25596	Multilingual Phonological Feature Recognition with Self-Supervised Speech Models	cs.CL	pre_denominator_closure	`Multilingual Phonological Feature Recognition with Self-Supervised Speech Models` (cs.CL) reports: We present PhonoQ-2.0, a multilingual frame-level phonological feature recognizer built on self-supervised speech models.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25598	SurfSurg6D: Geometry Consistent Dense Correspondence for Textureless Surgical Instrument Pose Estimation	cs.CV	pre_denominator_closure	`SurfSurg6D: Geometry Consistent Dense Correspondence for Textureless Surgical Instrument Pose Estimation` (cs.CV) reports: We further propose SurfSurg6D, a dense-correspondence framework tailored for surgical instrument pose estimation.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25599	Generalized Evidential Deep Learning: From a Bayesian Perspective	cs.CV,cs.LG	pre_denominator_closure	`Generalized Evidential Deep Learning: From a Bayesian Perspective` (cs.CV,cs.LG) reports: Building on this perspective, we further propose Generalized Evidential Deep Learning (GEDL), a unified and extensible framework that explicitly disentangles the roles of individual components and systematically relates GEDL to existing variants.; however, the local objective or model-quality improvement does not change optimizer/checkpoint ownership, distributed runtime, precision contract, or a stable training design judgment.	
2605.25601	Toward a Benchmark for Controllable Simulation of Imperfect Students with Large Language Models	cs.AI,cs.CL	pre_denominator_closure	`Toward a Benchmark for Controllable Simulation of Imperfect Students with Large Language Models` (cs.AI,cs.CL) reports: We introduce a benchmark-oriented framework in which an explicit skill vector represents a simulated student, prompt-based control specifies retained and missing competencies, and behavior is evaluated using profile-alignment metrics, retained-versus-forgotten comparisons, and cross-skill calibration analyses.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25602	Code size reduction by advanced near addressing modes	cs.AR	pre_denominator_closure	`Code size reduction by advanced near addressing modes` (cs.AR) reports: To enable debugging and calibration of real time systems, which are in interaction with the real plant, the software used on those systems often has a huge number of global variables.; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25603	Detecting Unfaithful Chain-of-Thought via Circuit-Guided Internal-External Discrepancy	cs.AI	pre_denominator_closure	`Detecting Unfaithful Chain-of-Thought via Circuit-Guided Internal-External Discrepancy` (cs.AI) reports: To address these challenges, we propose Circuit-guided Internal-External Discrepancy Scorer (CIE-Scorer), a framework for instance-level CoT unfaithfulness detection.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25604	DVAO: Dynamic Variance-adaptive Advantage Optimization for Multi-reward Reinforcement Learning	cs.CL,cs.LG	pre_denominator_closure	`DVAO: Dynamic Variance-adaptive Advantage Optimization for Multi-reward Reinforcement Learning` (cs.CL,cs.LG) reports: To address these limitations, we propose Dynamic Variance-adaptive Advantage Optimization (DVAO), which dynamically adjusts combination weights based on the empirical reward variance of each objective within a rollout group, effectively up-weighting objectives with a stronger learning signal while suppressing noisy ones.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25605	Decoding Stimulus Reconstruction-Based Auditory Attention Robustly in Unbalanced EEG Datasets	cs.LG,eess.AS	pre_denominator_closure	`Decoding Stimulus Reconstruction-Based Auditory Attention Robustly in Unbalanced EEG Datasets` (cs.LG,eess.AS) reports: In this study, three publicly available EEG-AAD datasets - KUL, DTU, and NJU cEEGrid - are used to construct both balanced and unbalanced experimental conditions.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25608	Learning Sparse Compositional Functions with Norm-Constrained Neural Networks	cs.LG,stat.ML	pre_denominator_closure	`Learning Sparse Compositional Functions with Norm-Constrained Neural Networks` (cs.LG,stat.ML) reports: To study overparameterized regimes, where the number of parameters exceeds the sample size, we develop a framework that measures complexity via the parameter norm.; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25612	Towards the Connection between Activation Sparsity and Flat Minima	cs.AI,cs.LG	pre_denominator_closure	`Towards the Connection between Activation Sparsity and Flat Minima` (cs.AI,cs.LG) reports: 2) We also propose the notion of derivative sparsity, which reduces to activation sparsity under ReLU, but further enables pruning in the backward propagation and is more stable than activation sparsity.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25615	UAV-OVO: Out-of-Viewpoint Generalization in UAV Action Recognition	cs.CV	pre_denominator_closure	`UAV-OVO: Out-of-Viewpoint Generalization in UAV Action Recognition` (cs.CV) reports: We introduce UAV-OVO, an Out-of-Viewpoint generalization benchmark for UAV action recognition.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25616	Courtroom Analogy: New Perspective on Uncertainty-Aware Classification	cs.LG,stat.ML	pre_denominator_closure	`Courtroom Analogy: New Perspective on Uncertainty-Aware Classification` (cs.LG,stat.ML) reports: We introduce the courtroom analogy, which conceptualizes uncertainty-aware classification as a structured debate among class-specific advocates.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25619	Analogies between Transformer Layers and Power Method	cs.LG	pre_denominator_closure	`Analogies between Transformer Layers and Power Method` (cs.LG) reports: In the paper we show that there is an analogy between the operations occurring in a layer of a transformer (projections and layer normalizations, disregarding the feedforward neural network) and a step in the power method.; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25620	Back to Parsimonious Latents: Learning Task-Centric World Models from Visual Foundations	cs.AI	pre_denominator_closure	`Back to Parsimonious Latents: Learning Task-Centric World Models from Visual Foundations` (cs.AI) reports: To address this, we propose TC-WM, a framework for turning foundation-model embeddings into compact, task-sufficient world representations.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25621	StreamOV: Streaming Omni-Video Understanding via Evidence-Guided Memory and Response Triggering	cs.CV	retained_pending_exact_v1_review	`StreamOV: Streaming Omni-Video Understanding via Evidence-Guided Memory and Response Triggering`: To bridge these gaps, we propose StreamOV, a novel Streaming Omni-Video understanding framework for efficient online audio-visual reasoning with bounded memory and proactive response triggering. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	MULTIMODAL-GENERATIVE-PARADIGMS
2605.25624	CUA-Gym: Scaling Verifiable Training Environments and Tasks for Computer-Use Agents	cs.AI,cs.LG	retained_pending_exact_v1_review	`CUA-Gym: Scaling Verifiable Training Environments and Tasks for Computer-Use Agents`: We present CUA-Gym, a scalable pipeline that co-generates task instructions, environment states, and reward functions. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	AGENT-PLATFORM
2605.25626	Beyond Literal Translation: Evaluating Cultural Effectiveness in Social Media UGC	cs.CL	pre_denominator_closure	`Beyond Literal Translation: Evaluating Cultural Effectiveness in Social Media UGC` (cs.CL) reports: In this work, we introduce CULTURE-MT, a benchmark for social media translation that focuses on both CULtural Transmission and UGC-specific emotion REsonance.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25629	When In-Distribution Gains Fail: Evaluating Weak-to-Strong Reward Models under Preference Shift	cs.CL,cs.LG	pre_denominator_closure	`When In-Distribution Gains Fail: Evaluating Weak-to-Strong Reward Models under Preference Shift` (cs.CL,cs.LG) reports: Therefore, we study W2S preference learning under zero-shot distribution shift and find that strong students trained on weak preference labels can appear successful in-distribution while failing to transfer across preference datasets.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25631	The Privacy Subsidy in Continuous-Time Kyle: Cumulative Welfare under Noise-Perturbed Order-Flow Observation	cs.CR,cs.GT,math.PR,q-fin.TR	pre_denominator_closure	`The Privacy Subsidy in Continuous-Time Kyle: Cumulative Welfare under Noise-Perturbed Order-Flow Observation` (cs.CR,cs.GT,math.PR,q-fin.TR) reports: We extend the closed-form privacy-subsidy result of Nakamura~(2026, arXiv:2605.15746) from the single-period Kyle model to continuous-time.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25632	Insuring Every Action: An Authority Frontier Framework for Runtime Actuarial Control of Autonomous AI Agents	cs.AI,cs.LG,q-fin.RM	retained_pending_exact_v1_review	`Insuring Every Action: An Authority Frontier Framework for Runtime Actuarial Control of Autonomous AI Agents`: We propose the Actuarial Action Interface (AAI), a deterministic runtime contract that prices each such action against a contractually fixed safe default under a time-consistent risk mapping, and gates execution against a per-boundary reserve capital budget. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	AGENT-TOOL-CALLING
2605.25638	Reinforcement Learning from Denoising Feedback	cs.CL,cs.LG	pre_denominator_closure	`Reinforcement Learning from Denoising Feedback` (cs.CL,cs.LG) reports: We introduce Reinforcement Learning from Denoising Feedback (RLDF), a novel training paradigm that leverages feedback obtained from rollout and training processes to facilitate accurate and efficient policy loss estimation.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25640	3D Magnetic Field Reconstruction and Mapping with Physics-Informed Neural Networks	cs.LG,hep-ex,nucl-ex,physics.ins-det	pre_denominator_closure	`3D Magnetic Field Reconstruction and Mapping with Physics-Informed Neural Networks` (cs.LG,hep-ex,nucl-ex,physics.ins-det) reports: This study proposes an advanced Physics-Informed Neural Network (PINN) framework for high-precision 3D magnetic field mapping.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25641	Iterate Until Retrieved: Factual Nugget Optimization for Discoverable Continual Corrections in Agentic RAG	cs.CL	retained_pending_exact_v1_review	`Iterate Until Retrieved: Factual Nugget Optimization for Discoverable Continual Corrections in Agentic RAG`: We introduce Iterative Nugget Optimization (INO), an index-time optimization method that uses the production agentic RAG as a test harness: it creates an initial nugget, probes it with the triggering query and paraphrases, reflects over failed retrieval and answer traces, and revises the nugget until it is discoverable. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	AGENT-RAG
2605.25645	Fine-Tuning and Serving Gemma 4 31B on Google Cloud TPU: A Technical Comparison with GPU Baselines	cs.AI,cs.DC	retained_pending_exact_v1_review	`Fine-Tuning and Serving Gemma 4 31B on Google Cloud TPU: A Technical Comparison with GPU Baselines`: We present the first end-to-end demonstration of fine-tuning and serving Google's Gemma 4 31B model on TPU hardware, providing an empirical comparison of TPU and GPU platforms for large language model adaptation. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	TRAIN-DISTRIBUTED-TRAINING
2605.25646	G-DRAGON: Geospatial Reasoning and Dynamic Planning for Retrieval-Augmented Outdoor Navigation	cs.RO	pre_denominator_closure	`G-DRAGON: Geospatial Reasoning and Dynamic Planning for Retrieval-Augmented Outdoor Navigation` (cs.RO) reports: To address these challenges, we present G-DRAGON, a retrieval-augmented framework for outdoor, open-world navigation.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25648	StrTransformer: Source-Wise Structured Transformers for Unsupervised Blind Source Recovery	cs.LG,stat.ML	pre_denominator_closure	`StrTransformer: Source-Wise Structured Transformers for Unsupervised Blind Source Recovery` (cs.LG,stat.ML) reports: A controlled case study shows that the learned branches converge to distinct temporal-scale structures and recover source-aligned latent trajectories under post-hoc evaluation.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25651	Hierarchical Consistency Learning for Test-time Adaptation in Camouflage Perception	cs.CV	pre_denominator_closure	`Hierarchical Consistency Learning for Test-time Adaptation in Camouflage Perception` (cs.CV) reports: To overcome these, we propose the hierarchical consistency learning (HCL) framework, which integrates test-time adaptation for dynamic representation recalibration.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25652	A Two-Phase Stability Study of LLM Judges and Bar Council Examiners on Thai Bar-Exam Free-Form Essays	cs.CL,cs.CY	pre_denominator_closure	`A Two-Phase Stability Study of LLM Judges and Bar Council Examiners on Thai Bar-Exam Free-Form Essays` (cs.CL,cs.CY) reports: Free-form legal essay evaluation in NLP treats expert inter-rater stability as a single ceiling number, and treats LLM-judge agreement with that ceiling as evidence of judge stability.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25653	When Agents Control Robots: A Zero Trust Policy Model for Agentic Cyber-Physical Systems	cs.DC,cs.MA	retained_pending_exact_v1_review	`When Agents Control Robots: A Zero Trust Policy Model for Agentic Cyber-Physical Systems`: We propose ZTPM, a Zero Trust Policy Model comprising 25 typed primitives across five enforcement domains with Physical Impact Tiers as a runtime policy dimension. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	PLATFORM-SECURITY
2605.25655	Bandwidth-Aware LLM Inference on Heterogeneous Many-Core Supercomputers	cs.DC	retained_pending_exact_v1_review	`Bandwidth-Aware LLM Inference on Heterogeneous Many-Core Supercomputers`: To address this problem, we propose THInfer, a hardware-aware inference framework that maximizes data locality under bandwidth-constrained conditions through hardware-software co-design and parallel strategy optimization. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	INFER-SCHEDULING
2605.25656	Event-based Batting Impact Estimation	cs.CV	pre_denominator_closure	`Event-based Batting Impact Estimation` (cs.CV) reports: To overcome these limitations, we propose a novel framework leveraging event-based cameras, which offer microsecond resolution and high dynamic range, to estimate impact timing based on the weighted centroid distance between the detected ball and bat.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25657	ARMA-C3: A Contrastive ARMA Convolutional Framework for Unsupervised and Semi-supervised Classification	cs.CV	pre_denominator_closure	`ARMA-C3: A Contrastive ARMA Convolutional Framework for Unsupervised and Semi-supervised Classification` (cs.CV) reports: To address these challenges, we introduce ARMA-C3, a unified unsupervised and semi-supervised graph learning framework for node classification based on contrastive learning and graph-cut regularization to learn structurally meaningful and discriminative representations.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25658	AutoSG: LLM-Driven Solver Generation Solely from Task Prompts for Expensive Optimization	cs.AI,cs.CL	pre_denominator_closure	`AutoSG: LLM-Driven Solver Generation Solely from Task Prompts for Expensive Optimization` (cs.AI,cs.CL) reports: To address these issues, we introduce AutoSG, a fully automated workflow directly translating natural language prompts into executable customized solvers.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25659	StreamChar: Long-Horizon Streaming Character Audio-Video Generation with Decoupled Orchestration	cs.CV	pre_denominator_closure	`StreamChar: Long-Horizon Streaming Character Audio-Video Generation with Decoupled Orchestration` (cs.CV) reports: We present StreamChar, a streaming framework that separates long-horizon orchestration from short-window audio-video denoising.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25661	DRM: Diffusion-based Reward Model With Step-wise Guidance	cs.CV	pre_denominator_closure	`DRM: Diffusion-based Reward Model With Step-wise Guidance` (cs.CV) reports: Based on this insight, we introduce the Diffusion-based Reward Model (DRM), a novel paradigm that use the pre-trained diffusion model as a powerful evaluative backbone.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25662	Closed-Form Node Classification with Exact Graph Unlearning	cs.LG	pre_denominator_closure	`Closed-Form Node Classification with Exact Graph Unlearning` (cs.LG) reports: We introduce a routed closed-form framework selected by adjusted homophily.; however, the contribution is a domain-specific model, dataset, or clinical evaluation and does not alter a reusable AI-System state, control, deployment, or evidence contract.	
2605.25663	Opportunistic Target Selection: Early Directional Commitment for Query-Efficient Black-Box Adversarial Attacks	cs.CV,cs.LG	pre_denominator_closure	`Opportunistic Target Selection: Early Directional Commitment for Query-Efficient Black-Box Adversarial Attacks` (cs.CV,cs.LG) reports: We introduce Opportunistic Target Selection (OTS), a lightweight wrapper that switches an untargeted attack to a targeted objective early in its trajectory, locking onto whichever non-true class currently leads.; however, the model-local quality or representation gain does not change the long-term multimodal state identity, generation factorization, serving, or physical-control boundary.	
2605.25664	Posture Clip: Sit properly or I wont let you work	cs.AI,cs.AR,cs.CY,cs.HC	pre_denominator_closure	`Posture Clip: Sit properly or I wont let you work` (cs.AI,cs.AR,cs.CY,cs.HC) reports: To evaluate the effectiveness of PostureClip, a controlled experiment was conducted with participants (n=165) who were working on a laptop/PC for over 6 hours per day.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25665	Meta-Engineering Harnesses for AI-Native Software Production: A Contract-Driven Adversarial Verification Architecture with Early Deployment Report	cs.AI,cs.SE	pre_denominator_closure	`Meta-Engineering Harnesses for AI-Native Software Production: A Contract-Driven Adversarial Verification Architecture with Early Deployment Report` (cs.AI,cs.SE) reports: We present a meta-engineering harness: a software-production architecture that transforms operational and product feature requirements into explicit contracts, routes work through role-specialized AI agents, performs independent and adversarial verification, and continuously improves itself through structured failure classification and outer-loop calibration.; however, the agent method changes task behavior but does not establish a durable information/action/workflow-state ownership or commit/recovery contract.	
2605.25669	Ultra-Low-Bitrate Mel-Spectrogram-based Neural Speech Coding with Flow-Matching-based Refinement and Vocoding-driven Reconstruction	eess.AS	pre_denominator_closure	`Ultra-Low-Bitrate Mel-Spectrogram-based Neural Speech Coding with Flow-Matching-based Refinement and Vocoding-driven Reconstruction` (eess.AS) reports: To this end, we propose FMelCodec, an ultra-low-bitrate neural speech codec in the mel-spectrogram domain, cast as a three-stage coding-refinement-reconstruction (CRR) framework that can operate at as low as 250 bps.; however, the evaluation remains task/domain specific and does not change the repository's reusable evaluator identity, release gate, or evidence lifecycle.	
2605.25672	Compliant Non-Prehensile Pushing Manipulation	cs.RO	pre_denominator_closure	`Compliant Non-Prehensile Pushing Manipulation` (cs.RO) reports: We develop a model predictive control framework built upon this model that enables performing compliant pushing through optimal modulation of the robot's position/velocity set-point, jointly realizing the required pushing force and contact point adaptation to obtain a desired object motion.; however, the result is domain- or model-local and does not change a durable AI-System mechanism, state/data/control owner, evaluation contract, or design boundary.	
2605.25673	Referential Security as a New Paradigm for AI Evaluations	cs.AI,cs.CR	retained_pending_exact_v1_review	`Referential Security as a New Paradigm for AI Evaluations`: To resolve this, we propose referential security as a new paradigm for AI evaluation. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	PLATFORM-SECURITY
2605.25674	Stochastic Estimation of the Layer-wise Hessian Trace for Monitoring Neural-network Training	cs.LG	retained_pending_exact_v1_review	`Stochastic Estimation of the Layer-wise Hessian Trace for Monitoring Neural-network Training`: We present a stochastic estimator of the trace of the diagonal blocks of the Hessian matrix of the empirical risk of a neural network. This changes or tests a durable AI-System mechanism or system/evidence ownership boundary; retain for exact-v1 review.	PLATFORM-MONITORING
2605.25676	Llamion Technical Report	cs.CL	pre_denominator_closure	`Llamion Technical Report` (cs.CL) reports: We release Llamion, a family of 14B-parameter open-weight language models obtained by transforming Orion-14B into the standardized Llama-family architecture.; however, the local objective or model-quality improvement does not change optimizer/checkpoint ownership, distributed runtime, precision contract, or a stable training design judgment.	
