report_date	source_family	primary_identifier	stable_node	owner_path	body_locator	proof_kind	persistence_score	evidence_locator	delta_sha256	daily_delta	semantic_status	refine_disposition	finding
2026-06-12	SF-2026-ARXIV-2606-12950	arXiv:2606.12950v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	## 本章在知识树中的位置	fresh_receipt_plus_persisted_proposition	0.071292	## Review notes	3b4b84123f3ac3b4	LLM-MAS serving scheduler 必须持有 workflow/stage identity、output-length与memory预测、分层weight cache/elastic memory、跨集群routing及全局workflow priority	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 3b4b84123f3ac3b4 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.071292；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-12978	arXiv:2606.12978v1	MULTIMODAL-EMBODIED-VLA	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	## Latency 与 control frequency	fresh_receipt_plus_persisted_proposition	0.077501	## Review notes	986aa904ff12e7b6	VLA 安全测试必须把 prompt 视为跨闭环复用的 trajectory control input，并以最终物理 outcome 而非单步 action/文本相似度判定 redirection	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 986aa904ff12e7b6 已对齐到具体正文命题 ## Latency 与 control frequency；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.077501；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13044	arXiv:2606.13044v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## Scorer 不是绝对真相	fresh_receipt_plus_persisted_proposition	0.075818	## Review notes	fab84b5d07ce6727	AI reviewer release gate 必须加入 evidence-invariant presentation counterfactual，防止固定方法/结果仅靠 framing 改写评分	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta fab84b5d07ce6727 已对齐到具体正文命题 ## Scorer 不是绝对真相；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.075818；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13053	arXiv:2606.13053v1	MULTIMODAL-WORLD-MODELS	books/part-03-multimodal-world-models/25-multimodal-world-models.md	## 演进路线	fresh_receipt_plus_persisted_proposition	0.161164	## Review notes	d13b7efb6fd8426d	world-model planning 的 imagined future 必须解码为 task-grounded event/predicate state，再用progress/semantic/physical/uncertainty verifier决定 action proposal 是否可执行	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d13b7efb6fd8426d 已对齐到具体正文命题 ## 演进路线；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.161164；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13092	arXiv:2606.13092v1	MULTIMODAL-WORLD-MODELS	books/part-03-multimodal-world-models/25-multimodal-world-models.md	## 演进路线	fresh_receipt_plus_persisted_proposition	0.109135	## Review notes	c84698bc49171ee2	world-model rollout 的可信边界应由 configuration/horizon/resolution certificate 与自我 abstention 表达，不能由平均预测误差替代	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta c84698bc49171ee2 已对齐到具体正文命题 ## 演进路线；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.109135；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13145	arXiv:2606.13145v1	AGENT-RAG	books/part-07-agent/76-rag.md	## Online Retrieval Pipeline	fresh_receipt_plus_persisted_proposition	0.068957	## Review notes	fded11332b6b9a02	billion-scale ANNS 的 owner 是 clustering/index lifecycle 加 user-space all-flash I/O、adaptive pruning 与 GPU build pipeline，而非只比较内存 HNSW query latency	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta fded11332b6b9a02 已对齐到具体正文命题 ## Online Retrieval Pipeline；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.068957；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13174	arXiv:2606.13174v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	cd9cc3156f286f0f	用户 correction 只有被编译为 atomic rule 与 pre-completion runtime check 才能跨 session 成为 enforcement；memory lookup 仍只是 preference evidence	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta cd9cc3156f286f0f 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13221	arXiv:2606.13221v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## 从答案评分到可执行证据	fresh_receipt_plus_persisted_proposition	0.064348	## Review notes	d619dce11276ee37	LLM-judge ranking 需要先把 per-battle score difference校准为 win probability，再对 judge-human Elo residual做 split-conformal interval	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d619dce11276ee37 已对齐到具体正文命题 ## 从答案评分到可执行证据；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.064348；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13426	arXiv:2606.13426v1	MULTIMODAL-GENERATIVE-PARADIGMS	books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md	## Block Diffusion：局部自回归与块内并行	fresh_receipt_plus_persisted_proposition	0.225929	## Review notes	a3bab3f90c0bae57	diffusion model 的 speculative block proposal 必须由 target-model block verifier统一 commit/rollback，才能把并行候选与 exact output distribution 分开	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta a3bab3f90c0bae57 已对齐到具体正文命题 ## Block Diffusion：局部自回归与块内并行；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.225929；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13449	arXiv:2606.13449v1	AGENT-PROMPT	books/part-07-agent/74-prompt.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	e8eefe955df4163a	repository instruction 文件是可执行 control surface；评价必须区分规则存在、被读取、进入 context、被遵守与最终 outcome	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta e8eefe955df4163a 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13496	arXiv:2606.13496v1	MULTIMODAL-GENERATIVE-PARADIGMS	books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md	## Cache、rollback 与 exactness	fresh_receipt_plus_persisted_proposition	0.127741	## Review notes	fe284b137dbd02b9	diffusion serving cache 应把 denoising step、state identity 与误差预算绑定，在 step-level reuse 与 recompute 间动态选择	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta fe284b137dbd02b9 已对齐到具体正文命题 ## Cache、rollback 与 exactness；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.127741；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13501	arXiv:2606.13501v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	## 从逐配置压测到校准后的配置搜索	fresh_receipt_plus_persisted_proposition	0.080409	## Review notes	43287ce0f089b3bf	Diffusion Transformer serving 应联合管理 request phase、denoising-step work、cache locality 与 batch admission，而非套用自回归 token scheduler	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 43287ce0f089b3bf 已对齐到具体正文命题 ## 从逐配置压测到校准后的配置搜索；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.080409；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13608	arXiv:2606.13608v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## MLflow 在 Evaluation System 中的位置	fresh_receipt_plus_persisted_proposition	0.124434	## Review notes	9a809a6a7e596203	Agent benchmark 应把 task/environment/evaluator protocol做成可部署 assessment contract，并保存run identity、submission与verdict lineage	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 9a809a6a7e596203 已对齐到具体正文命题 ## MLflow 在 Evaluation System 中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.124434；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13610	arXiv:2606.13610v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 本章在知识树中的位置	exact_source_binding	1.000000	## Review notes	08706292ae47cdb3	web-connected Agent 的安全评测必须冻结污染时间线与 attacker publishing budget，测量 retriever/index/reader 怎样把公开内容变成控制输入	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 08706292ae47cdb3 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13621	arXiv:2606.13621v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 风险管理而不是一次性认证	fresh_receipt_plus_persisted_proposition	0.093106	## Review notes	63193011177fc73a	design-time shield 合成只能在显式 state/action model 与安全性质下给 defensibility proof；部署时必须保留 model-bound identity 与 uncovered-state fallback	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 63193011177fc73a 已对齐到具体正文命题 ## 风险管理而不是一次性认证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.093106；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13629	arXiv:2606.13629v1	TRAIN-DATA	books/part-04-training-system/27-data.md	## Data lineage 是训练可复现性的前提	fresh_receipt_plus_persisted_proposition	0.070084	## Review notes	dc3d3b5ef359f3ef	synthetic-data inference 必须把 generator、selection/filter与downstream sample视为同一随机过程，并检验 task-level exchangeability 后才报告置信区间	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta dc3d3b5ef359f3ef 已对齐到具体正文命题 ## Data lineage 是训练可复现性的前提；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.070084；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13663	arXiv:2606.13663v1	AGENT-TOOL-CALLING	books/part-07-agent/78-tool-calling.md	## Tool Discovery 与选择	fresh_receipt_plus_persisted_proposition	0.130372	## Review notes	b1dbab3824745894	tool granularity 是 interface design变量：平台应在细粒度 primitive与复合 tool之间联合评估planning burden、权限面、失败定位与复用	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta b1dbab3824745894 已对齐到具体正文命题 ## Tool Discovery 与选择；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.130372；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13681	arXiv:2606.13681v1	AGENT-MEMORY	books/part-07-agent/77-memory.md	## 从原始轨迹到派生策略：Memory 的演进不是无限追加	fresh_receipt_plus_persisted_proposition	0.089592	## Review notes	43a58ed16e319781	evolving environment 的 memory 不应只保存最新摘要，而应保存 patch/update history，让状态变化、evidence capture 与 chain-level recovery可评测	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 43a58ed16e319781 已对齐到具体正文命题 ## 从原始轨迹到派生策略：Memory 的演进不是无限追加；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.089592；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13733	arXiv:2606.13733v1	AGENT-MULTI-AGENT	books/part-07-agent/82-multi-agent.md	## Topology 从部署前选择演进到运行时有界修复	fresh_receipt_plus_persisted_proposition	0.058873	## Review notes	17973379c0d4ad95	MAS topology必须服从任务constraint graph；bounded communication下 minimum-cut information bottleneck 可决定应重构任务而非增加 agents/messages	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 17973379c0d4ad95 已对齐到具体正文命题 ## Topology 从部署前选择演进到运行时有界修复；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.058873；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13740	arXiv:2606.13740v1	INFER-TENSORRT-LLM	books/part-05-inference-system/49-tensorrt-llm.md	## 专用加速器首先是一份 Workload Contract	fresh_receipt_plus_persisted_proposition	0.165348	## Review notes	e4d7448d697c7925	移动 NPU 上的 dLLM runtime 必须联合处理 shrinking block workload、可修订token、NPU可见地址映射与CPU/NPU data path	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta e4d7448d697c7925 已对齐到具体正文命题 ## 专用加速器首先是一份 Workload Contract；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.165348；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13757	arXiv:2606.13757v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 风险管理而不是一次性认证	fresh_receipt_plus_persisted_proposition	0.101709	## Review notes	d42c1da9750760a8	code-review Agent 的 release gate必须把 vulnerability-introducing diff与persuasive PR narrative组合测试，且approval不能直接成为merge authority	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d42c1da9750760a8 已对齐到具体正文命题 ## 风险管理而不是一次性认证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.101709；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13873	arXiv:2606.13873v1	TRAIN-DATA	books/part-04-training-system/27-data.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	a47fd2ab4c4b96ef	source-level unlearning若是硬需求，应在训练时把shared backbone与source-addressable sparse sinks分离，并把disable-sink作为部署revoke动作	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta a47fd2ab4c4b96ef 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13904	arXiv:2606.13904v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	## 评估对象有四个层次	fresh_receipt_plus_persisted_proposition	0.074389	## Review notes	afbf423a0820ea0b	data-lake QA Agent 应通过gold source sequence、sanitized subquestion与idealized tool ablation把search/planning/analysis/action-policy failure分开	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta afbf423a0820ea0b 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.074389；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13949	arXiv:2606.13949v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 隐私检测是 Policy-bound Sensor，不是安全判决	fresh_receipt_plus_persisted_proposition	0.083562	## Review notes	4188b951c2c9af75	UI Agent 的 observation 在离开设备前应由trusted local broker按sensitivity与task necessity执行keep/abstract/remove三态最小披露	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 4188b951c2c9af75 已对齐到具体正文命题 ## 隐私检测是 Policy-bound Sensor，不是安全判决；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.083562；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13968	arXiv:2606.13968v1	PLATFORM-GATEWAY	books/part-06-ai-infrastructure/62-gateway.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	f0555ce414e0bab6	跨local/HPC/cloud推理要分离auth/job-dispatch control channel与encrypted token-stream data channel，并让tier routing/context summarization成为显式policy	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta f0555ce414e0bab6 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-13994	arXiv:2606.13994v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## Safety Evaluation 的单位是 Run，不只是 Prompt	fresh_receipt_plus_persisted_proposition	0.144525	## Review notes	241c08cfe6b244c3	Agent safety gate必须跨 benign-looking subtask保存cumulative intent/state，并测试decomposition graph最终是否完成有害目标	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 241c08cfe6b244c3 已对齐到具体正文命题 ## Safety Evaluation 的单位是 Run，不只是 Prompt；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.144525；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-14000	arXiv:2606.14000v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	9adf7d287a9715e5	autoformalization不能以kernel acceptance作为唯一质量gate；还应审计semantic faithfulness、Mathlib reuse与cross-file reuse	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 9adf7d287a9715e5 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-14790	arXiv:2606.14790v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	## Human-in-the-Loop	fresh_receipt_plus_persisted_proposition	0.069606	## Review notes	073dda521301a422	prompt与harness之间的承诺应以可执行protocol编译为lifecycle-governed typed symbols；actor输出须经validation/commit后才进入shared state	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 073dda521301a422 已对齐到具体正文命题 ## Human-in-the-Loop；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.069606；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-14805	arXiv:2606.14805v1	PLATFORM-TRACE	books/part-06-ai-infrastructure/69-trace.md	## 本章在知识树中的位置	exact_source_binding	1.000000	## Review notes	23b5298e5e163cf6	长Multi-Agent trace应编译成event knowledge graph，并用校准predictor分配稀缺counterfactual replay budget；预测只排序证据，不替代replay oracle	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 23b5298e5e163cf6 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-12	SF-2026-ARXIV-2606-17081	arXiv:2606.17081v1	INFER-PD-DISAGGREGATION	books/part-05-inference-system/55-pd-disaggregation.md	## 从 P/D 到 P/D/A/F：分离是条件化切分，不是单向演进	fresh_receipt_plus_persisted_proposition	0.095000	## Review notes	14e615648430b40c	PD disaggregation controller应联合感知P/D pool、hierarchical KV cache与routing congestion的externality，并在saturation knee后切换cache affinity/load balance	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 14e615648430b40c 已对齐到具体正文命题 ## 从 P/D 到 P/D/A/F：分离是条件化切分，不是单向演进；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.095000；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14027	arXiv:2606.14027v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## Prompt Injection 与 Tool Boundary	fresh_receipt_plus_persisted_proposition	0.200998	## Review notes	25b0c4a62f94f965	Agentic browser 的 origin policy 必须追踪 agent 读入数据的 origin label，在跨 origin 写入前由浏览器侧 detector 与 user confirmation gate 授权；传统 script-only SOP 不覆盖 agent 自身形成的数据通道。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 25b0c4a62f94f965 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.200998；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14106	arXiv:2606.14106v1	AGENT-MEMORY	books/part-07-agent/77-memory.md	## 派生 Memory 的组织、适用性与验证	fresh_receipt_plus_persisted_proposition	0.079065	## Review notes	d416c8a94036d240	GUI memory 不应保存整屏即视为更多证据；应把成功动作压缩成 action-relevant crop，并把正常 retrieval 与错误恢复 memory 分开，以避免视觉上下文把 state error 转成 grounding/hidden-operation error。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d416c8a94036d240 已对齐到具体正文命题 ## 派生 Memory 的组织、适用性与验证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.079065；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14154	arXiv:2606.14154v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## Prompt Injection 与 Tool Boundary	fresh_receipt_plus_persisted_proposition	0.090800	## Review notes	efba2013d165d723	Skill supply-chain audit 必须联合读取自然语言 SKILL.md 与可执行 code，因为两种模态可以分别无害、组合后才形成 payload；admission 需覆盖 13 类 cross-modal mutation 与 runtime effect。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta efba2013d165d723 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.090800；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14200	arXiv:2606.14200v1	AGENT-MULTI-AGENT	books/part-07-agent/82-multi-agent.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	7197294c1299ad2f	Agent reputation 必须按 skill 条件化并记录 zero-evidence state；global trust 会让攻击者用无关技能的良性行为 laundering 后取得高风险任务 routing authority。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 7197294c1299ad2f 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14275	arXiv:2606.14275v1	AGENT-MEMORY	books/part-07-agent/77-memory.md	## 一致性与并发	fresh_receipt_plus_persisted_proposition	0.081617	## Review notes	2439b0454e6b6a94	层级知识库需要 path-indexed KV 原生持有 schema evolution：offline rewrite 以无 read-path lock 的一致性协议提交，budgeted navigation 在同一树上提供 anytime refinement。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 2439b0454e6b6a94 已对齐到具体正文命题 ## 一致性与并发；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.081617；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14517	arXiv:2606.14517v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## Prompt Injection 与 Tool Boundary	fresh_receipt_plus_persisted_proposition	0.073330	## Review notes	489eb3e0286bf2f9	Reasoning guardrail 也必须有 token/time/concurrency budget 与 fail-closed/fail-open policy；否则攻击者可让安全模型陷入长推理并通过共享 guardrail queue 放大为租户级 DoS。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 489eb3e0286bf2f9 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.073330；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14518	arXiv:2606.14518v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	## 本章要回答的问题	fresh_receipt_plus_persisted_proposition	0.070015	## Review notes	3adcea577a350e98	Machine-unlearning audit 在互不信任 owner/auditor 下必须显式记录 audit leakage budget；只查询模型行为的通用 audit 对 convex models 无法同时识别 insufficient unlearning 且不泄露 retained-set membership。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 3adcea577a350e98 已对齐到具体正文命题 ## 本章要回答的问题；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.070015；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14574	arXiv:2606.14574v1	AGENT-PLANNING	books/part-07-agent/79-planning.md	## Search-based Planning 的边界	fresh_receipt_plus_persisted_proposition	0.058990	## Review notes	f70a75bfabb9540a	Executable planning evaluator 必须让 symbolic world model 区分 immediate precondition failure、latent hazard 与 irreversible failure，并在 action commit 前运行 counterfactual foresight。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta f70a75bfabb9540a 已对齐到具体正文命题 ## Search-based Planning 的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.058990；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14589	arXiv:2606.14589v1	PLATFORM-MONITORING	books/part-06-ai-infrastructure/67-monitoring.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	16d827e1b4aae613	Long-lived Agent 的 silent failure 应按 environment quirk、assumption mismatch、error swallowing、fail-plausible narrative、operational omission 分类，并要求错误跨组件边界后仍以可行动 evidence 到达人。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 16d827e1b4aae613 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14629	arXiv:2606.14629v1	AGENT-REFLECTION	books/part-07-agent/80-reflection.md	## 从机制演进到系统设计	fresh_receipt_plus_persisted_proposition	0.126447	## Review notes	49f0e57251202771	Self-improving VLM 的 verifier 更新必须与 policy update 分离，并用 held-out new-task slice 与 rollback gate 防止 verifier在旧任务提升时对新任务回退。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 49f0e57251202771 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.126447；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-14885	arXiv:2606.14885v1	AGENT-CONTEXT	books/part-07-agent/75-context.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	d5499452858ae67d	大语料 Agent 不应让 full-corpus shell 与 retriever二选一；retriever负责把候选拉入可持久 workspace，Agent只在局部 workspace做可组合 DCI，并让 context reset 保留 workspace state。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta d5499452858ae67d 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-15020	arXiv:2606.15020v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	### 条件化机制分支与共存边界	exact_source_binding	1.000000	## Review notes	12e3ea4d24e35fc5	Document ingestion 必须把 rendered view 与 extractor view作为两份可比较 evidence；PDF render/extract divergence要在进入 LLM context 前经 dual-view consistency与static screening gate。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta 12e3ea4d24e35fc5 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-13	SF-2026-ARXIV-2606-17090	arXiv:2606.17090v1	INFER-VLLM	books/part-05-inference-system/50-vllm.md	## 从机制演进到系统设计	fresh_receipt_plus_persisted_proposition	0.160656	## Review notes	fb21dda9a7d16e45	Apple ANE runtime 的执行身份必须绑定 macOS/ANE compiler版本与实际dispatch target；direct graph/program路径才能区分“允许调度到ANE”与“确认在ANE执行”。	verified_integration	Pass — Specific Body Proposition and Evidence Boundary Verified	Daily Books delta fb21dda9a7d16e45 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.160656；精确来源身份保留在 ## Review notes。
