report_date	source_family	primary_identifier	stable_node	owner_path	books_disposition	books_review_ref	trace_kind	trace_location	owner_trace_lines	foreign_paths	audit_state	semantic_status	semantic_locator	semantic_finding
2026-06-15	SF-2026-ARXIV-2606-15811	arXiv:2606.15811v1	PLATFORM-TRACE	books/part-06-ai-infrastructure/69-trace.md	Integrate	books-review:SF-2026-ARXIV-2606-15811	source_family	main_body	160;162;274;275;278		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 91227dea1fc8213a 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15822	arXiv:2606.15822v1	PLATFORM-GATEWAY	books/part-06-ai-infrastructure/62-gateway.md	Integrate	books-review:SF-2026-ARXIV-2606-15822	source_family	review_only	204;205;208		semantic_verified	verified_integration	## 从机制演进到系统设计	Daily Books delta 1dfeb145ab19613d 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.157483；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15834	arXiv:2606.15834v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-15834	source_family	review_only	2425;2426;2429		semantic_verified	verified_integration	## Evaluation Run 的平台对象模型	Daily Books delta ea8f63b3e6221cfe 已对齐到具体正文命题 ## Evaluation Run 的平台对象模型；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.066769；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15841	arXiv:2606.15841v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-15841	source_family	review_only	2431;2432;2435		semantic_verified	verified_integration	## Scorer 不是绝对真相	Daily Books delta b155dc059efa0bda 已对齐到具体正文命题 ## Scorer 不是绝对真相；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.110959；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15859	arXiv:2606.15859v1	INFER-TENSORRT-LLM	books/part-05-inference-system/49-tensorrt-llm.md	Integrate	books-review:SF-2026-ARXIV-2606-15859	source_family	review_only	1168;1169;1172		semantic_verified	verified_integration	## 三类基础优化	Daily Books delta a12229cb7d27580d 已对齐到具体正文命题 ## 三类基础优化；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.133001；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15874	arXiv:2606.15874v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	Integrate	books-review:SF-2026-ARXIV-2606-15874	source_family	review_only	943;944;947		semantic_verified	verified_integration	## 本章在知识树中的位置	Daily Books delta 1c0ce53f6c3ebd1c 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.099074；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15899	arXiv:2606.15899v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-15899	source_family	review_only	1534;1535;1538		semantic_verified	verified_integration	## 风险管理而不是一次性认证	Daily Books delta 3c569731e040dfe5 已对齐到具体正文命题 ## 风险管理而不是一次性认证；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.117667；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15903	arXiv:2606.15903v1	AGENT-MEMORY	books/part-07-agent/77-memory.md	Integrate	books-review:SF-2026-ARXIV-2606-15903	source_family	review_only	1300;1301;1304		semantic_verified	verified_integration	## 本章要回答的问题	Daily Books delta 30140d0c4dff732e 已对齐到具体正文命题 ## 本章要回答的问题；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.114014；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15963	arXiv:2606.15963v1	TRAIN-LORA	books/part-04-training-system/30-lora.md	Integrate	books-review:SF-2026-ARXIV-2606-15963	source_family	review_only	490;491;494		semantic_verified	verified_integration	## Rank 与 target modules 决定更新空间	Daily Books delta 5e23a1464165ef89 已对齐到具体正文命题 ## Rank 与 target modules 决定更新空间；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.173674；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15964	arXiv:2606.15964v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-15964	source_family	review_only	2437;2438;2441		semantic_verified	verified_integration	## 本章在知识树中的位置	Daily Books delta 0aef7d210d1c3606 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.118440；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15980	arXiv:2606.15980v1	PLATFORM-MONITORING	books/part-06-ai-infrastructure/67-monitoring.md	Integrate	books-review:SF-2026-ARXIV-2606-15980	source_family	main_body	254;256;396;397;400		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta a7ca973cc14f7b8b 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15991	arXiv:2606.15991v1	INFER-TENSORRT-LLM	books/part-05-inference-system/49-tensorrt-llm.md	Integrate	books-review:SF-2026-ARXIV-2606-15991	source_family	review_only	1174;1175;1178		semantic_verified	verified_integration	## 三类基础优化	Daily Books delta cf7591c2d5be5f8a 已对齐到具体正文命题 ## 三类基础优化；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.075740；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-15994	arXiv:2606.15994v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	Integrate	books-review:SF-2026-ARXIV-2606-15994	source_family	review_only	949;950;953		semantic_verified	verified_integration	## Testing 与 Evaluation	Daily Books delta c361b220e588a4df 已对齐到具体正文命题 ## Testing 与 Evaluation；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.080107；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-16000	arXiv:2606.16000v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16000	source_family	review_only	2443;2444;2447		semantic_verified	verified_integration	## Scorer 不是绝对真相	Daily Books delta 66bf8b6ded958202 已对齐到具体正文命题 ## Scorer 不是绝对真相；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.088264；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-16062	arXiv:2606.16062v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16062	source_family	review_only	2449;2450;2453		semantic_verified	verified_integration	## Release Gate 不是一个万能阈值	Daily Books delta 704f93d1a82cb9b6 已对齐到具体正文命题 ## Release Gate 不是一个万能阈值；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.068595；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-16070	arXiv:2606.16070v1	MULTIMODAL-WORLD-MODELS	books/part-03-multimodal-world-models/25-multimodal-world-models.md	Integrate	books-review:SF-2026-ARXIV-2606-16070	source_family	review_only	740;741;744		semantic_verified	verified_integration	## World Model 与 Agent Memory 的边界	Daily Books delta c20c0d7d966c893f 已对齐到具体正文命题 ## World Model 与 Agent Memory 的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.104681；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-17099	arXiv:2606.17099v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	Integrate	books-review:SF-2026-ARXIV-2606-17099	source_family	review_only	955;956;959		semantic_verified	verified_integration	## Testing 与 Evaluation	Daily Books delta 6bbe77f9096d2699 已对齐到具体正文命题 ## Testing 与 Evaluation；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.117041；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-17104	arXiv:2606.17104v1	INFER-PD-DISAGGREGATION	books/part-05-inference-system/55-pd-disaggregation.md	Integrate	books-review:SF-2026-ARXIV-2606-17104	source_family	review_only	476;477;480		semantic_verified	verified_integration	## 和调度的关系	Daily Books delta 34d064a1e401d450 已对齐到具体正文命题 ## 和调度的关系；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.192181；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-17107	arXiv:2606.17107v1	INFER-KV-CACHE	books/part-05-inference-system/45-why-kv-cache-speeds-up.md	Integrate	books-review:SF-2026-ARXIV-2606-17107	source_family	review_only	1012;1013;1016		semantic_verified	verified_integration	## 一致性不变量	Daily Books delta cf76c97c2a76d81f 已对齐到具体正文命题 ## 一致性不变量；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.102364；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-28365	arXiv:2606.28365v1	AGENT-RAG	books/part-07-agent/76-rag.md	Integrate	books-review:SF-2026-ARXIV-2606-28365	source_family	review_only	601;602;605		semantic_verified	verified_integration	## 参数化知识的边界	Daily Books delta a99e6494d83e0428 已对齐到具体正文命题 ## 参数化知识的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.079992；精确来源身份保留在 ## Review notes。
2026-06-15	SF-2026-ARXIV-2606-28367	arXiv:2606.28367v1	AGENT-RAG	books/part-07-agent/76-rag.md	Integrate	books-review:SF-2026-ARXIV-2606-28367	source_family	review_only	607;608;611		semantic_verified	verified_integration	## 本章在知识树中的位置	Daily Books delta 2f229a41769f8d49 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.100041；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16100	arXiv:2606.16100v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16100	source_family	review_only	1540;1541;1544		semantic_verified	verified_integration	## Supply-chain Integrity	Daily Books delta 50c7a729e9cd5db2 已对齐到具体正文命题 ## Supply-chain Integrity；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.112933；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16106	arXiv:2606.16106v1	INFER-SCHEDULING	books/part-05-inference-system/56-inference-scheduling.md	Integrate	books-review:SF-2026-ARXIV-2606-16106	source_family	review_only	891;892;895		semantic_verified	verified_integration	## SLO-aware Admission	Daily Books delta dd1c744ff7cc9761 已对齐到具体正文命题 ## SLO-aware Admission；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.090912；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16110	arXiv:2606.16110v1	TRAIN-DATA	books/part-04-training-system/27-data.md	Integrate	books-review:SF-2026-ARXIV-2606-16110	source_family	main_body	588;590;828;829;832		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 69ab9e9028b06f30 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16135	arXiv:2606.16135v1	INFER-KV-CACHE	books/part-05-inference-system/45-why-kv-cache-speeds-up.md	Integrate	books-review:SF-2026-ARXIV-2606-16135	source_family	review_only	1018;1019;1022		semantic_verified	verified_integration	## KV Cache 的生命周期	Daily Books delta 1c20597600185a93 已对齐到具体正文命题 ## KV Cache 的生命周期；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.074125；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16190	arXiv:2606.16190v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16190	source_family	review_only	2455;2456;2459		semantic_verified	verified_integration	## 评估对象有四个层次	Daily Books delta a17cf2cf5c4c7447 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.119604；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16242	arXiv:2606.16242v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16242	source_family	review_only	1546;1547;1550		semantic_verified	verified_integration	## 生命周期威胁	Daily Books delta 94e17e0a822002e4 已对齐到具体正文命题 ## 生命周期威胁；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.054553；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16264	arXiv:2606.16264v1	INFER-PD-DISAGGREGATION	books/part-05-inference-system/55-pd-disaggregation.md	Integrate	books-review:SF-2026-ARXIV-2606-16264	source_family	review_only	482;483;486		semantic_verified	verified_integration	## 本章在知识树中的位置	Daily Books delta db3ad8c945064c93 已对齐到具体正文命题 ## 本章在知识树中的位置；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.109065；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16287	arXiv:2606.16287v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16287	source_family	review_only	1552;1553;1556		semantic_verified	verified_integration	## Prompt Injection 与 Tool Boundary	Daily Books delta 5548511fc4f2ebd0 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.062933；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16310	arXiv:2606.16310v1	MODEL-LONG-CONTEXT	books/part-02-model/22-long-context.md	Integrate	books-review:SF-2026-ARXIV-2606-16310	source_family	main_body	583;585;759;760;763		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta c55510468e4c89a3 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16322	arXiv:2606.16322v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	Integrate	books-review:SF-2026-ARXIV-2606-16322	source_family	review_only	961;962;965		semantic_verified	verified_integration	## Testing 与 Evaluation	Daily Books delta 34ddf907a045f84e 已对齐到具体正文命题 ## Testing 与 Evaluation；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.068106；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16332	arXiv:2606.16332v1	INFER-TENSORRT-LLM	books/part-05-inference-system/49-tensorrt-llm.md	Integrate	books-review:SF-2026-ARXIV-2606-16332	source_family	review_only	1180;1181;1184		semantic_verified	verified_integration	## 量化为什么不自动带来加速	Daily Books delta 73f4a0e06514eead 已对齐到具体正文命题 ## 量化为什么不自动带来加速；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.070230；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16341	arXiv:2606.16341v1	AGENT-RAG	books/part-07-agent/76-rag.md	Integrate	books-review:SF-2026-ARXIV-2606-16341	source_family	main_body	397;399;613;614;617		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta a8be0b9184cc8d5d 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16352	arXiv:2606.16352v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16352	source_family	review_only	1558;1559;1562		semantic_verified	verified_integration	## Supply-chain Integrity	Daily Books delta 604b6e73b8e364df 已对齐到具体正文命题 ## Supply-chain Integrity；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.076808；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16358	arXiv:2606.16358v1	PLATFORM-GATEWAY	books/part-06-ai-infrastructure/62-gateway.md	Integrate	books-review:SF-2026-ARXIV-2606-16358	source_family	main_body	141;143;210;211;214		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 735957d7adeaf801 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16364	arXiv:2606.16364v1	AGENT-TOOL-CALLING	books/part-07-agent/78-tool-calling.md	Integrate	books-review:SF-2026-ARXIV-2606-16364	source_family	main_body	305;307;454;455;458		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 3e77e270a1a7a835 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16384	arXiv:2606.16384v1	TRAIN-DISTRIBUTED-TRAINING	books/part-04-training-system/36-distributed-training.md	Integrate	books-review:SF-2026-ARXIV-2606-16384	source_family	review_only	969;970;973		semantic_verified	verified_integration	## 五个主要切分维度	Daily Books delta 09b1662165ec5724 已对齐到具体正文命题 ## 五个主要切分维度；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.089062；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16420	arXiv:2606.16420v1	AGENT-WORKFLOW	books/part-07-agent/81-workflow.md	Integrate	books-review:SF-2026-ARXIV-2606-16420	source_family	review_only	967;968;971		semantic_verified	verified_integration	## Deterministic Spine，Agentic Nodes	Daily Books delta f425dd0375535b44 已对齐到具体正文命题 ## Deterministic Spine，Agentic Nodes；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.084560；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16429	arXiv:2606.16429v1	MODEL-LONG-CONTEXT	books/part-02-model/22-long-context.md	Integrate	books-review:SF-2026-ARXIV-2606-16429	source_family	review_only	765;766;769		semantic_verified	verified_integration	## 路线二：改变 Attention 连接	Daily Books delta 28ecfd38dd65a4e7 已对齐到具体正文命题 ## 路线二：改变 Attention 连接；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.075952；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16461	arXiv:2606.16461v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16461	source_family	review_only	1564;1565;1568		semantic_verified	verified_integration	## 从资产与信任边界开始	Daily Books delta c4c901d3b70f2c77 已对齐到具体正文命题 ## 从资产与信任边界开始；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.130293；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16494	arXiv:2606.16494v1	AGENT-RAG	books/part-07-agent/76-rag.md	Integrate	books-review:SF-2026-ARXIV-2606-16494	source_family	review_only	619;620;623		semantic_verified	verified_integration	## 参数化知识的边界	Daily Books delta 7510ec9f14d35bd2 已对齐到具体正文命题 ## 参数化知识的边界；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.083126；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16496	arXiv:2606.16496v1	AGENT-REFLECTION	books/part-07-agent/80-reflection.md	Integrate	books-review:SF-2026-ARXIV-2606-16496	source_family	review_only	328;329;332		semantic_verified	verified_integration	## 从机制演进到系统设计	Daily Books delta a5930caee8db7ca1 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.139008；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16511	arXiv:2606.16511v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16511	source_family	review_only	2461;2462;2465		semantic_verified	verified_integration	## 评估对象有四个层次	Daily Books delta de142d5a6f2e35a5 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.166002；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16519	arXiv:2606.16519v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16519	source_family	review_only	1570;1571;1574		semantic_verified	verified_integration	## Prompt Injection 与 Tool Boundary	Daily Books delta e9f45b81dc2a50e7 已对齐到具体正文命题 ## Prompt Injection 与 Tool Boundary；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.114792；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16523	arXiv:2606.16523v1	AGENT-REFLECTION	books/part-07-agent/80-reflection.md	Integrate	books-review:SF-2026-ARXIV-2606-16523	source_family	review_only	334;335;338		semantic_verified	verified_integration	## 从机制演进到系统设计	Daily Books delta d74cc0d30584f054 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.081163；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16527	arXiv:2606.16527v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16527	source_family	main_body	842;844;1576;1577;1580		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta fdb5570b8c6bc3a3 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16541	arXiv:2606.16541v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16541	source_family	review_only	2467;2468;2471		semantic_verified	verified_integration	## 从答案评分到可执行证据	Daily Books delta 1a40385a775d67d0 已对齐到具体正文命题 ## 从答案评分到可执行证据；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.105495；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16603	arXiv:2606.16603v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16603	source_family	main_body	1800;1802;2473;2474;2477		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 0313d60c437ba1bf 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16605	arXiv:2606.16605v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16605	source_family	review_only	2479;2480;2483		semantic_verified	verified_integration	## 从答案评分到可执行证据	Daily Books delta 9b6697f5c87ea2f2 已对齐到具体正文命题 ## 从答案评分到可执行证据；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.086310；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16682	arXiv:2606.16682v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16682	source_family	review_only	2485;2486;2489		semantic_verified	verified_integration	## Evaluation Run 的平台对象模型	Daily Books delta f2306d34d53c68ef 已对齐到具体正文命题 ## Evaluation Run 的平台对象模型；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.072183；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16690	arXiv:2606.16690v1	MULTIMODAL-EMBODIED-VLA	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	Integrate	books-review:SF-2026-ARXIV-2606-16690	source_family	review_only	731;732;735		semantic_verified	verified_integration	## 从机制演进到系统设计	Daily Books delta bfdf4c35fff141de 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.115965；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16707	arXiv:2606.16707v1	AGENT-MEMORY	books/part-07-agent/77-memory.md	Integrate	books-review:SF-2026-ARXIV-2606-16707	source_family	review_only	1306;1307;1310		semantic_verified	verified_integration	## 评估 Memory	Daily Books delta bda0f78cd8878a6f 已对齐到具体正文命题 ## 评估 Memory；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.111858；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16710	arXiv:2606.16710v1	AGENT-MULTI-AGENT	books/part-07-agent/82-multi-agent.md	Integrate	books-review:SF-2026-ARXIV-2606-16710	source_family	review_only	657;658;661		semantic_verified	verified_integration	## Message 不是 State	Daily Books delta 9ce8d39cf281e5e7 已对齐到具体正文命题 ## Message 不是 State；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.069727；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16748	arXiv:2606.16748v1	PLATFORM-EVALUATION-SYSTEM	books/part-06-ai-infrastructure/66-evaluation-system.md	Integrate	books-review:SF-2026-ARXIV-2606-16748	source_family	review_only	2491;2492;2495		semantic_verified	verified_integration	## 评估对象有四个层次	Daily Books delta 54985d218076f3df 已对齐到具体正文命题 ## 评估对象有四个层次；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.073946；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16751	arXiv:2606.16751v1	PLATFORM-SECURITY	books/part-06-ai-infrastructure/72-security.md	Integrate	books-review:SF-2026-ARXIV-2606-16751	source_family	review_only	1582;1583;1586		semantic_verified	verified_integration	## Capability Access Control 可以前移到训练状态	Daily Books delta 90186940a76fd779 已对齐到具体正文命题 ## Capability Access Control 可以前移到训练状态；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.057462；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16768	arXiv:2606.16768v1	TRAIN-PRETRAINING	books/part-04-training-system/28-pretraining.md	Integrate	books-review:SF-2026-ARXIV-2606-16768	source_family	review_only	888;889;892		semantic_verified	verified_integration	## Learning-rate schedule 为什么决定训练轨迹	Daily Books delta dc699554e20e0aac 已对齐到具体正文命题 ## Learning-rate schedule 为什么决定训练轨迹；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.105216；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16774	arXiv:2606.16774v1	AGENT-REFLECTION	books/part-07-agent/80-reflection.md	Integrate	books-review:SF-2026-ARXIV-2606-16774	source_family	review_only	340;341;344		semantic_verified	verified_integration	## 从机制演进到系统设计	Daily Books delta 5aefd877e5a62a33 已对齐到具体正文命题 ## 从机制演进到系统设计；proof=fresh_receipt_plus_persisted_proposition；persistence_score=0.075876；精确来源身份保留在 ## Review notes。
2026-06-16	SF-2026-ARXIV-2606-16813	arXiv:2606.16813v1	AGENT-TOOL-CALLING	books/part-07-agent/78-tool-calling.md	Integrate	books-review:SF-2026-ARXIV-2606-16813	source_family	main_body	309;311;460;461;464		semantic_verified	verified_integration	### 条件化机制分支与共存边界	Daily Books delta 116130912ce29b82 已对齐到具体正文命题 ### 条件化机制分支与共存边界；proof=exact_source_binding；persistence_score=1.000000；精确来源身份保留在 ## Review notes。
