arxiv_id	submitted_v1_utc	first_public_date_beijing	title	abstract	categories	doi	screening_route	screening_decision	source_family_id	stable_node_id	score_v2	closure_reason
2605.01418	2026-05-02T12:30:52Z	2026-05-02	TimeTok: Granularity-Controllable Time-Series Generation via Hierarchical Tokenization	Time-series generative models often lack control over temporal granularity, forcing users to accept whatever granularity the model produces. To enable truly user-driven generation, we introduce TimeTok, a unified framework for Granularity-Controllable Time-Series Generation (GC-TSG), which generates time series at any target granularity from any coarser input (e.g., rough sketches) or from scratch. At the core of TimeTok is a hierarchical tokenization strategy that maps time series into an ordered sequence of tokens, from coarse to fine temporal granularity. Our autoregressive generation process operates across these granularity levels, producing token blocks that are decoded back into continuous time series. This design naturally enables GC-TSG - including standard generation - within a single framework, where controlling the number of token blocks provides explicit control over output detail. Experiments show that TimeTok excels at GC-TSG tasks while achieving state-of-the-art performance in standard generation. Furthermore, we showcase TimeTok's potential as a foundational tokenizer by training on multiple datasets with heterogeneous temporal granularities, verifying strong transferability that consistently outperforms models trained on individual datasets. To our knowledge, this is the first unified framework that covers the full generative spectrum for time series, offering a valuable foundation for models that benefit from diverse temporal granularities.	['cs.AI']	10.48550/arxiv.2605.01418	core_daily_full_semantic	pre_denominator_closure	—	—		《TimeTok: Granularity-Controllable Time-Series Generation via Hierarchical Tokenization》：title+abstract screening 将问题定位为“Time-series generative models often lack control over temporal granularity, forcing users to accept whatever granularity the model produces.”；其公开机制/实验主张是“To enable truly user-driven generation, we introduce TimeTok, a unified framework for Granularity-Controllable Time-Series Generation (GC-TSG), which generates time series at any target granularity from any coarser input (e.g., rough sketc…”。具体 exclusion boundary：现有证据只验证了To enable truly user-driven generation, we introduce TimeTok, a unified framework for Granularity-Controllable Time-Series Generation (GC-TSG), which generates time series at any… 在 Time-series generative models often lack control over temporal granularity, forcing users to accept whatever granularity the model produces. 所定义的局部 workload 中的主张；它没有建立 data/objective/optimizer/checkpoint ownership、跨规模稳定性与恢复合同，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 给出跨规模机制、收敛/稳定性边界和相对现有训练分支的可复现 trade-off，使 Training 设计判断改变。
2605.01419	2026-05-02T12:31:40Z	2026-05-02	Understanding Simulated Architecture via gem5 Call-Stack Profiling	"Understanding the behavior of simulated architectures in gem5 is critical for studying complex, deeply integrated computing systems. However, conventional analysis methods provide only an indirect view of the simulated system internals. In this work, we show that call-stack profiling of gem5 itself offers a powerful yet underutilized perspective: the simulator's own call-stack directly reflects the activity of the simulated system, exposing insights that conventional statistics may overlook.
 Profiling gem5's call-stacks is challenging due to its highly layered and complex software design patterns. To address this, we introduce a specialized, lightweight profiling framework built on Linux's perf_event interface which samples gem5's runtime call-stacks throughout the simulation, resolves symbols on the fly, and merges samples into a hierarchical call-tree representation supporting both high-level structural views and focused, user-defined, component-specific analysis. Moreover, all profiling is performed in a separate process running alongside the main gem5 process, avoiding intrusive changes and overheads to the simulation itself.
 We apply our framework to gem5's three major CPU models -- AtomicSimpleCPU, TimingSimpleCPU, and O3CPU -- together with the Ruby memory system, and uncover behaviors that are not easily observable in conventional gem5 statistics. Our case studies reveal, for example, that TimingSimpleCPU is inefficient due to its use of a lockup-cache model and, despite its conceptual simplicity, does not simulate faster than a full out-of-order core. In addition, our tool makes it straightforward to detect cache coherence protocol deadlock and livelock -- issues that are otherwise difficult to identify, since the simulation either appears to run normally or terminates abruptly, making it hard to pinpoint when these conditions occur."	['cs.AR']	10.48550/arxiv.2605.01419	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《Understanding Simulated Architecture via gem5 Call-Stack Profiling》：title+abstract screening 将问题定位为“Understanding the behavior of simulated architectures in gem5 is critical for studying complex, deeply integrated computing systems.”；其公开机制/实验主张是“In this work, we show that call-stack profiling of gem5 itself offers a powerful yet underutilized perspective: the simulator's own call-stack directly reflects the activity of the simulated system, exposing insights that conventional stat…”。具体 exclusion boundary：现有证据只验证了In this work, we show that call-stack profiling of gem5 itself offers a powerful yet underutilized perspective: the simulator's own call-stack directly reflects the activity of th… 在 Understanding the behavior of simulated architectures in gem5 is critical for studying complex, deeply integrated computing systems. 所定义的局部 workload 中的主张；它没有建立 AI workload 的状态放置、同步/调度 owner、correctness invariant 与端到端 SLO，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 在相同 workload 下补齐 topology、hardware、precision、length、batch/concurrency 与 SLO，并证明控制权或状态边界发生可复现变化。
2605.01420	2026-05-02T12:37:28Z	2026-05-02	Artificial Jagged Intelligence as Uneven Optimization Energy Allocation Capability Concentration, Redistribution, and Optimization Governance	"Artificial Jagged Intelligence (AJI) denotes a recurring pattern in which large learning systems exhibit strong local capabilities while remaining weak or brittle in other domains. This paper develops a formal theory of AJI as uneven allocation of optimization pressure. We model training as a finite-budget process that distributes gradient-driven update energy across capability-relevant directions in parameter space. In this model, jagged capability profiles arise from anisotropic objective structure, data geometry, and representational coupling rather than from a single scalar quantity called intelligence.
 The paper defines capability gain, optimization energy share, and jaggedness, then proves that persistent concentration of cumulative update energy yields lower bounds on dispersion in capability gains. A finite-budget tradeoff theorem shows why prioritizing one capability can impose opportunity costs on others unless positive coupling or shared structure offsets the cost. The analysis also studies redistribution mechanisms, including energy-variance regularization and auxiliary structural objectives, as interventions that reshape the optimization field.
 The resulting framework links uneven emergence, training architecture, and optimization governance. It predicts that early concentration of update energy should forecast later capability jaggedness; that scaling under a narrow objective need not eliminate anisotropy; and that explicitly funded auxiliary objectives can revive neglected capabilities. AJI is therefore not merely a descriptive label for uneven model behavior, but a testable theory of how finite optimization resources produce concentrated, delayed, and structurally uneven capability formation."	['cs.AI']	10.48550/arxiv.2605.01420	core_daily_full_semantic	pre_denominator_closure	—	—		《Artificial Jagged Intelligence as Uneven Optimization Energy Allocation Capability Concentration, Redistribution, and Optimization Governance》：title+abstract screening 将问题定位为“Artificial Jagged Intelligence (AJI) denotes a recurring pattern in which large learning systems exhibit strong local capabilities while remaining weak or brittle in other domains.”；其公开机制/实验主张是“This paper develops a formal theory of AJI as uneven allocation of optimization pressure.”。具体 exclusion boundary：现有证据只验证了This paper develops a formal theory of AJI as uneven allocation of optimization pressure. 在 Artificial Jagged Intelligence (AJI) denotes a recurring pattern in which large learning systems exhibit strong local capabilities while remaining we… 所定义的局部 workload 中的主张；它没有建立 data/objective/optimizer/checkpoint ownership、跨规模稳定性与恢复合同，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 给出跨规模机制、收敛/稳定性边界和相对现有训练分支的可复现 trade-off，使 Training 设计判断改变。
2605.01423	2026-05-02T12:42:34Z	2026-05-02	HepScript: A Dual-Use DSL for Human-AI Collaborative Data Analysis Workflows in High-Energy Physics	The escalating data scale in High-Energy Physics (HEP) fuels a growing aspiration for higher analytical efficiency. While Large Language Models (LLMs) offer a path toward automation via agentic AI, they struggle with complex scientific workflows that require deep domain knowledge and are tightly coupled to experiment-specific codebases. To address this, we introduce a methodology centered on HepScript, a dual-use Domain-Specific Language (DSL) for HEP data analysis workflows. HepScript serves as a shared formal interface, abstracting HEP analysis logic into a constrained syntax that is both intuitive for human experts and reliably generable by AI agents. First developed for the Beijing Spectrometer III (BESIII) experiment, HepScript hides the complexity of the underlying software stack, translating high-level analysis intent into low-level, production-ready code. In our case studies, this abstraction reduces the required human-written code by 93\%. Crucially, HepScript's constrained grammar defines a tractable action space, enabling AI agents to autonomously generate executable specifications for core analysis stages directly from published literature with a 95\% success rate. Our work demonstrates a scalable pathway toward human-AI collaborative systems, where a formally specified DSL acts as an unambiguous translation layer between human expertise, AI automation, and production environment, rendering previously intractable automation problems solvable.	['cs.AI', 'cs.MA', 'hep-ex']	10.48550/arxiv.2605.01423	core_daily_full_semantic	pre_denominator_closure	—	—		《HepScript: A Dual-Use DSL for Human-AI Collaborative Data Analysis Workflows in High-Energy Physics》：title+abstract screening 将问题定位为“The escalating data scale in High-Energy Physics (HEP) fuels a growing aspiration for higher analytical efficiency.”；其公开机制/实验主张是“To address this, we introduce a methodology centered on HepScript, a dual-use Domain-Specific Language (DSL) for HEP data analysis workflows.”。具体 exclusion boundary：现有证据只验证了To address this, we introduce a methodology centered on HepScript, a dual-use Domain-Specific Language (DSL) for HEP data analysis workflows. 在 The escalating data scale in High-Energy Physics (HEP) fuels a growing aspiration for higher analytical efficiency. 所定义的局部 workload 中的主张；它没有建立 跨任务 information/action/workflow state 的 owner、commit 点与恢复责任，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 证明可跨任务复用的持久状态、action boundary 或 recovery control contract，并披露失败路径与回滚条件。
2605.01424	2026-05-02T12:44:43Z	2026-05-02	Quantifying Multimodal Capabilities: Formal Generalization Guarantees in Pairwise Metric Learning	Multimodal learning leverages the integration of diverse data modalities to enhance performance in complex tasks. Yet, it frequently encounters incomplete or redundant modality data in real-world scenarios. This paper presents a fine-grained theoretical analysis of the generalization properties of multimodal metric learning models, addressing critical gaps in understanding the relationship between modality selection and algorithmic performance. We establish hierarchical relationships between function classes corresponding to different modality subsets and quantify the discrepancy between learned mappings and ground truth. Through rigorous analysis of pairwise complexity within the multimodal learning framework, we derive novel generalization error bounds that reveal the joint impact of modality quantity and granularity on model performance. Our theoretical findings on both upper and lower bounds demonstrate that incorporating fine-grained modality features reduces the complexity of the hypothesis space by enhancing modality complementarity. This work offers both theoretical foundations and practical implications for improving convergence rates and accuracy in multimodal learning systems.	['cs.AI', 'cs.LG']	10.48550/arxiv.2605.01424	core_daily_full_semantic	pre_denominator_closure	—	—		《Quantifying Multimodal Capabilities: Formal Generalization Guarantees in Pairwise Metric Learning》：title+abstract screening 将问题定位为“Multimodal learning leverages the integration of diverse data modalities to enhance performance in complex tasks.”；其公开机制/实验主张是“Yet, it frequently encounters incomplete or redundant modality data in real-world scenarios.”。具体 exclusion boundary：现有证据只验证了Yet, it frequently encounters incomplete or redundant modality data in real-world scenarios. 在 Multimodal learning leverages the integration of diverse data modalities to enhance performance in complex tasks. 所定义的局部 workload 中的主张；它没有建立 跨任务 information/action/workflow state 的 owner、commit 点与恢复责任，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 证明可跨任务复用的持久状态、action boundary 或 recovery control contract，并披露失败路径与回滚条件。
2605.01425	2026-05-02T12:53:18Z	2026-05-02	Barriers to Counterfactual Credit Attribution for Autoregressive Models	"Generative AI disrupts the practice of giving credit to work that came before. Ideally, a generative model would give credit to any work on which its output depends in a significant way. \emph{Counterfactual credit attribution} (CCA) is a technical condition formalizing this goal--a relaxation of differential privacy--recently introduced by Livni, Moran, Nissim, and Pabbaraju [2024] who studied it in the PAC learning setting.
 We initiate the study of CCA generative models. Specifically, we consider autoregressive models giving credit to a deployment-time dataset (e.g., a RAG database). We uncover barriers to two natural approaches to CCA autoregressive models. First, we show that imposing CCA on the underlying next-token predictor does not guarantee that the model is CCA: CCA does not compose autoregressively (unlike DP). Second, we consider a different approach to building CCA models which we call \emph{retrofitting}. Retrofitting takes a model that does not attribute credit, and adds credit onto it. We prove a lower bound for CCA retrofitting under a weak optimality requirement. Given black-box access to the starting model, retrofitting requires query complexity exponential in the length of the model's outputs."	['cs.LG']	10.48550/arxiv.2605.01425	core_daily_full_semantic	retain	SF-AUTOREGRESSIVE-CREDIT-ATTRIBUTION-BARRIER	AGENT-RAG	{'design_delta': 3, 'system_reach': 3, 'durability': 3, 'total': 9}	—
2605.01427	2026-05-02T12:57:27Z	2026-05-02	SixthSense: Task-Agnostic Proprioception-Only Whole-Body Wrench Estimation for Humanoids	Humanoid robots are entering our physical world at scale, yet as oversized toys--good at singing and dancing, but short on force-interaction capabilities for practical tasks. Bridging this gap necessitates prioritizing reliable contact perception as a fundamental requirement. Estimating external wrenches in humanoids is complicated by floating-base dynamics and indeterminate contact locations. Existing analytical frameworks require idealistic assumptions and hard-to-obtain measurements, which are often unavailable in practice. To bridge this gap, we propose SixthSense, a task-agnostic approach that infers whole-body contact timing, location, and wrenches from proprioception and IMU data alone. To capture the multi-modal dynamics between unstructured contact inputs and the uncertain motion outputs, we employ conditional flow matching to tokenize proprioceptive histories and estimate a spatiotemporally sparse contact-event flow. SixthSense serves as a plug-and-play perception module for applications including collision detection, physical human-robot interaction, and force-feedback teleoperation. Experiments across standing, walking, and whole-body motion-tracking policies showcased unprecedented performance in diverse behaviors.	['cs.RO']	10.48550/arxiv.2605.01427	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《SixthSense: Task-Agnostic Proprioception-Only Whole-Body Wrench Estimation for Humanoids》：title+abstract screening 将问题定位为“Humanoid robots are entering our physical world at scale, yet as oversized toys--good at singing and dancing, but short on force-interaction capabilities for practical tasks.”；其公开机制/实验主张是“To bridge this gap, we propose SixthSense, a task-agnostic approach that infers whole-body contact timing, location, and wrenches from proprioception and IMU data alone.”。具体 exclusion boundary：现有证据只验证了To bridge this gap, we propose SixthSense, a task-agnostic approach that infers whole-body contact timing, location, and wrenches from proprioception and IMU data alone. 在 Humanoid robots are entering our physical world at scale, yet as oversized toys--good at singing and dancing, but short on force-interaction capabili… 所定义的局部 workload 中的主张；它没有建立 state estimate、planner、low-level controller 与 safety envelope 的可迁移责任边界，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 在真实 closed loop 与 OOD 下证明 state/control handoff、deadline、failure detector 和 safety fallback。
2605.01428	2026-05-02T12:59:14Z	2026-05-02	Hallucinations Undermine Trust; Metacognition is a Way Forward	"Despite significant strides in factual reliability, errors -- often termed hallucinations -- remain a major concern for generative AI, especially as LLMs are increasingly expected to be helpful in more complex or nuanced setups. Yet even in the simplest setting -- factoid question-answering with clear ground truth-frontier models without external tools continue to hallucinate. We argue that most factuality gains in this domain have come from expanding the model's knowledge boundary (encoding more facts) rather than improving awareness of that boundary (distinguishing known from unknown). We conjecture that the latter is inherently difficult: models may lack the discriminative power to perfectly separate truths from errors, creating an unavoidable tradeoff between eliminating hallucinations and preserving utility.
 This tradeoff dissolves under a different framing. If we understand hallucinations as confident errors -- incorrect information delivered without appropriate qualification -- a third path emerges beyond the answer-or-abstain dichotomy: expressing uncertainty. We propose faithful uncertainty: aligning linguistic uncertainty with intrinsic uncertainty. This is one facet of metacognition -- the ability to be aware of one's own uncertainty and to act on it. For direct interaction, acting on uncertainty means communicating it honestly; for agentic systems, it becomes the control layer governing when to search and what to trust. Metacognition is thus essential for LLMs to be both trustworthy and capable; we conclude by highlighting open problems for progress towards this objective."	['cs.CL']	10.48550/arxiv.2605.01428	core_daily_full_semantic	pre_denominator_closure	—	—		《Hallucinations Undermine Trust; Metacognition is a Way Forward》：title+abstract screening 将问题定位为“Despite significant strides in factual reliability, errors -- often termed hallucinations -- remain a major concern for generative AI, especially as LLMs are increasingly expected to be helpful in more complex or nuanced setups.”；其公开机制/实验主张是“We propose faithful uncertainty: aligning linguistic uncertainty with intrinsic uncertainty.”。具体 exclusion boundary：现有证据只验证了We propose faithful uncertainty: aligning linguistic uncertainty with intrinsic uncertainty. 在 Despite significant strides in factual reliability, errors -- often termed hallucinations -- remain a major concern for generative AI, especially as… 所定义的局部 workload 中的主张；它没有建立 跨任务 information/action/workflow state 的 owner、commit 点与恢复责任，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 证明可跨任务复用的持久状态、action boundary 或 recovery control contract，并披露失败路径与回滚条件。
2605.01429	2026-05-02T13:00:05Z	2026-05-02	SCALE-LoRA: Auditing Post-Retrieval LoRA Composition with Residual Merging and View Reliability	"Libraries of Low-Rank Adaptation (LoRA) adapters are becoming a practical by-product of parameter-efficient adaptation. Once such adapters accumulate, a natural question is no longer how to train one adapter for one task, but how to reuse an open pool of adapters for a new task given only a small support set. Prior work has shown that LoRA modules can be composed at the task level and dynamically selected at the instance level. However, open-pool LoRA reuse is not automatic: retrieving relevant adapters does not guarantee that their parameter updates are compatible, and composing adapters does not guarantee reliable outputs.
 We introduce the Sparse-Composition Agreement Layer (SCALE), a post-retrieval audit and composition framework for open-pool LoRA reuse. SCALE contains a deployable 1.0* merge path, Layer-Adaptive Sparse Residual Composition (LASRC), and a higher-cost reliability-analysis layer for multi-view disagreement. LASRC addresses merge interference by preserving a linear anchor while residualizing block-wise adapter update directions. The reliability layer treats disagreement among sparse composition views as an observable uncertainty signal and compares agreement, support-loss proxy selection, and oracle headroom under explicit path cost. In matched FLAN-T5-Large, BIG-Bench Hard (BBH), and 97-LoRA experiments, LASRC gives a directional single-view gain under fixed retrieval, while SCALE-support is reported as a query-label-free 3.0* reliability-analysis variant rather than as a calibrated or throughput-equivalent selector. Protocol-distinct BBH-8 validation shows the same qualitative trend on three decoder-only backbones. Detailed scores, paired audits, and path-cost records are reported in the experimental section."	['cs.AI', 'cs.LG']	10.48550/arxiv.2605.01429	core_daily_full_semantic	retain	SF-LORA-COMPOSITION-RELIABILITY	TRAIN-LORA	[3, 3, 2]	—
2605.01432	2026-05-02T13:05:20Z	2026-05-02	Evidence-Based Landing Site Selection and Vison-Based Landing for UAVs in Unstructured Environments	Autonomous landing in cluttered or unstructured environments remains a safety-critical challenge for unmanned aerial vehicles (UAVs), particularly under noisy perception caused by sensor uncertainty and platform-induced disturbances such as vibration. This paper presents an evidence-based probabilistic framework for autonomous UAV landing that explicitly separates decision-making under uncertainty from execution via visual servoing. Landing safety is modeled as a latent variable and inferred through recursive accumulation of frame-wise visual likelihoods derived from flatness, slope, and obstacle cues, yielding a temporally consistent belief map that is robust to transient perception errors. Physical feasibility is enforced through a hard geometric constraint based on the minimum required landing radius of the UAV, ensuring that undersized but visually appealing regions are rejected. The final landing site is selected using constrained maximum a posteriori estimation. Once selected, the UAV locks onto the target region using ORB feature tracking and performs precise alignment and descent via image-based visual servoing (IBVS). The proposed approach is validated through both real-world laboratory experiments and high-fidelity simulations in Nvidia Isaac Sim, demonstrating consistent, cautious, and stable landing behavior across domains.	['cs.RO']	10.48550/arxiv.2605.01432	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《Evidence-Based Landing Site Selection and Vison-Based Landing for UAVs in Unstructured Environments》：title+abstract screening 将问题定位为“Autonomous landing in cluttered or unstructured environments remains a safety-critical challenge for unmanned aerial vehicles (UAVs), particularly under noisy perception caused by sensor uncertainty and platform-induced disturbances such a…”；其公开机制/实验主张是“This paper presents an evidence-based probabilistic framework for autonomous UAV landing that explicitly separates decision-making under uncertainty from execution via visual servoing.”。具体 exclusion boundary：现有证据只验证了This paper presents an evidence-based probabilistic framework for autonomous UAV landing that explicitly separates decision-making under uncertainty from execution via visual serv… 在 Autonomous landing in cluttered or unstructured environments remains a safety-critical challenge for unmanned aerial vehicles (UAVs), particularly un… 所定义的局部 workload 中的主张；它没有建立 可迁移的 threat model、运行时 enforcement owner、false-positive budget 与 release boundary，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 补齐攻击者能力、执行时 enforcement、绕过实验和跨系统复现，足以修正 Security/Evaluation 的既有 contract。
2605.01434	2026-05-02T13:14:28Z	2026-05-02	High-Speed, Scalable Sensor Readout for Dexterous Robotic Hands via Shift-Register Multiplexing	Dexterous robotic hands require high-speed multimodal sensing across many degrees of freedom, yet existing readout architectures often impose trade-offs between sensor count, wiring complexity, and sampling bandwidth. This paper presents a scalable analog sensor readout architecture based on a serial-in parallel-out (SIPO) shift-register principle. The proposed architecture supports versatile integration of heterogeneous analog-output sensors, scalable expansion using only three signal lines between sensor modules, and fast, configurable sampling. We validate the approach on a tendon-driven robotic hand integrating 16 joint sensor modules and one four-channel tactile sensor module, enabling acquisition of 20 sensor channels at a full-scan rate of 1 kHz, with stable operation up to 1.5 kHz. Joint sensor characterization showed a maximum slope absolute percentage error (APE) of 0.446% and sub-degree estimation error, indicating that the proposed readout system does not significantly degrade sensing performance. For tactile sensing, LSTM-based models achieved an RMSE of 0.125 N for force estimation and 93.4% accuracy for five-class contact-location classification, and were deployed for real-time inference at 1 kHz. System-level experiments showed that the joint sensors provide more accurate feedback than motor-based estimation during interaction, while the tactile sensor enables responsive force estimation in contact. The proposed architecture offers a practical path toward fully sensorized robotic hands for dexterous manipulation.	['cs.RO']	10.48550/arxiv.2605.01434	keyword_category_semantic_or_false_negative_audit	pre_denominator_closure	—	—		《High-Speed, Scalable Sensor Readout for Dexterous Robotic Hands via Shift-Register Multiplexing》：title+abstract screening 将问题定位为“Dexterous robotic hands require high-speed multimodal sensing across many degrees of freedom, yet existing readout architectures often impose trade-offs between sensor count, wiring complexity, and sampling bandwidth.”；其公开机制/实验主张是“This paper presents a scalable analog sensor readout architecture based on a serial-in parallel-out (SIPO) shift-register principle.”。具体 exclusion boundary：现有证据只验证了This paper presents a scalable analog sensor readout architecture based on a serial-in parallel-out (SIPO) shift-register principle. 在 Dexterous robotic hands require high-speed multimodal sensing across many degrees of freedom, yet existing readout architectures often impose trade-o… 所定义的局部 workload 中的主张；它没有建立 state estimate、planner、low-level controller 与 safety envelope 的可迁移责任边界，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 在真实 closed loop 与 OOD 下证明 state/control handoff、deadline、failure detector 和 safety fallback。
2605.01441	2026-05-02T13:39:56Z	2026-05-02	Artificial intelligence language technologies in multilingual healthcare: Grand challenges ahead	AI language technologies (AILTs), increasingly enabled by large language models (LLMs), are becoming embedded in multilingual healthcare workflows for translation, rewriting, documentation, interpreting, and messaging in language-discordant settings. Yet fluent output is not the same as clinically safe or equitable communication: performance varies across languages, accents, tasks, and workflows, and efficiency gains can hide errors, reduce traceability, and shift responsibility across clinicians, translators, interpreters, and health systems. This narrative review synthesises recent peer-reviewed evidence across written communication, spoken communication, and emerging agentic workflows. Using the Human-Centered AI Language Technology (HCAILT) lens, it examines capabilities, evaluation practices, implementation patterns, and recurrent errors through reliability, safety culture, and trustworthiness. We identify key convergences and contradictions in the literature and propose seven grand challenges for the next phase of research and deployment. Progress, we argue, requires not only better models but also accountable sociotechnical design, calibrated human oversight, and stronger collaboration across MT/NLP, translation studies, HCI, clinical practice, implementation science, and policy.	['cs.CL', 'cs.CY', 'cs.HC']	10.48550/arxiv.2605.01441	core_daily_full_semantic	pre_denominator_closure	—	—		《Artificial intelligence language technologies in multilingual healthcare: Grand challenges ahead》：title+abstract screening 将问题定位为“AI language technologies (AILTs), increasingly enabled by large language models (LLMs), are becoming embedded in multilingual healthcare workflows for translation, rewriting, documentation, interpreting, and messaging in language-discordan…”；其公开机制/实验主张是“Yet fluent output is not the same as clinically safe or equitable communication: performance varies across languages, accents, tasks, and workflows, and efficiency gains can hide errors, reduce traceability, and shift responsibility across…”。具体 exclusion boundary：现有证据只验证了Yet fluent output is not the same as clinically safe or equitable communication: performance varies across languages, accents, tasks, and workflows, and efficiency gains can hide… 在 AI language technologies (AILTs), increasingly enabled by large language models (LLMs), are becoming embedded in multilingual healthcare workflows fo… 所定义的局部 workload 中的主张；它没有建立 跨任务 information/action/workflow state 的 owner、commit 点与恢复责任，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 证明可跨任务复用的持久状态、action boundary 或 recovery control contract，并披露失败路径与回滚条件。
2605.01442	2026-05-02T13:41:49Z	2026-05-02	Rethinking Explanations: Formalizing Contrast in Description Logics	"There has been a growing interest in explaining entailments over description logic (DL) knowledge bases. The existing explanation formalisms focus on justifications to explain true axioms, and abductive reasoning to explain missing axioms in a knowledge base. However, these formalisms only point out the reasoning steps behind a (missing) entailment and lack a user-centered approach as they do not consider an inquirer's needs, level of understanding, or prior knowledge. We propose contrastive explanations, aiming at answering ""why an axiom P (fact) is true instead of another axiom Q (foil)"" over description logic knowledge bases. The motivation arises from the observation that when a user discovers that P has occurred, they are often surprised because they anticipated the occurrence of another similar event Q. Furthermore, individual explanations for ""why P"" and ""why not Q"" are unsatisfactory since a user expects to see the difference between P and Q. In this work, we first present formal foundations of contrasting questions and then define contrastive explanations within description logics. To this end, facts include ABox assertions of the form C(x) for a concept C and individual x. Possible foils for such facts are assertions C(y) (contrasting against an individual y), or D(x) (contrasting against a concept D). Additionally, we explore the properties of contrastive explanations in the DL EL and ALC. We also provide an implementation of our definition and an experimental evaluation on KBs of varying sizes."	['cs.AI', 'math.LO']	10.48550/arxiv.2605.01442	core_daily_full_semantic	pre_denominator_closure	—	—		"《Rethinking Explanations: Formalizing Contrast in Description Logics》：title+abstract screening 将问题定位为“There has been a growing interest in explaining entailments over description logic (DL) knowledge bases.”；其公开机制/实验主张是“We propose contrastive explanations, aiming at answering ""why an axiom P (fact) is true instead of another axiom Q (foil)"" over description logic knowledge bases.”。具体 exclusion boundary：现有证据只验证了We propose contrastive explanations, aiming at answering ""why an axiom P (fact) is true instead of another axiom Q (foil)"" over description logic knowledge bases. 在 There has been a growing interest in explaining entailments over description logic (DL) knowledge bases. 所定义的局部 workload 中的主张；它没有建立 跨任务 information/action/workflow state 的 owner、commit 点与恢复责任，所以不能仅因主题可映射到 ROADMAP 就进入 Candidate Denominator。重开条件：该 family 的后续版本需针对上述局部机制 证明可跨任务复用的持久状态、action boundary 或 recovery control contract，并披露失败路径与回滚条件。"
