source_family_id	arxiv_id	screening_route	title	decision	owner	reason	title_abstract_sha256
SF-2026-ARXIV-2606-27821	2606.27821	core_daily_semantic_review_required	Parameter-Efficient Quantum-Inspired Fast Weight Programmers for Traffic-Matrix Forecasting	closure	—	《Parameter-Efficient Quantum-Inspired Fast Weight Programmers for Traffic-Matrix Forecasting》的摘要问题为：Traffic matrices (TMs) capture network-wide origin-destination demand and are central to traffic engineering, yet accurate whole-matrix forecasting remains challenging when prediction must be performed under the memory, update, and training-budget constraints of online network control.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	72fdf84bff48187bab491b53d70fcea47a0f32121d74a9df574a02b700f430a0
SF-2026-ARXIV-2606-27824	2606.27824	core_daily_semantic_review_required	Pepti-drift: Toxicity-Repulsive Drifting for Antigen-Conditioned Discrete Peptide Generation	closure	—	《Pepti-drift: Toxicity-Repulsive Drifting for Antigen-Conditioned Discrete Peptide Generation》的摘要问题为：Peptides are a promising therapeutic modality that combine the chemical tunability of small molecules with the target specificity of macromolecular therapeutics.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	25e5569f10c78215b5feab488ad53c99f8973c837421ad40f1b6f747db79a9b0
SF-2026-ARXIV-2606-27826	2606.27826	core_daily_semantic_review_required	NormAct: Benchmarking Embodied Agents' Proactive Compliance with Unspoken Social Norms	retain	PLATFORM-EVALUATION-SYSTEM	把 embodied-agent goal success 与未明示社会规范的自主识别/遵守拆成渐进 guidance evaluation contract。	bebeeb2c4f31de6e443d1e9a260294167502cf0e3ed114275fb3c7a9d2326e53
SF-2026-ARXIV-2606-27828	2606.27828	not_routed_by_keyword_contract	Video-MME-Logical: A Controlled Diagnostic Benchmark for Video Temporal-Logical Reasoning	closure	—	《Video-MME-Logical: A Controlled Diagnostic Benchmark for Video Temporal-Logical Reasoning》的摘要问题为：Recent interest in multimodal large language models (MLLMs) raises a central question: can they reason over dynamic visual evidence rather than merely recognize objects or events in individual frames?  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	c3fa43fb0884b39cd4b4abd1bf6deefe1a3111041d46bb31fd72c5b21d4061ab
SF-2026-ARXIV-2606-27829	2606.27829	keyword_daily_semantic_review_required	CSD: Content-aware Speculative Decoding for Efficient Image Generation	closure	—	《CSD: Content-aware Speculative Decoding for Efficient Image Generation》的摘要问题为：Speculative decoding (SD) has emerged as a key solution to accelerate the inference of autoregressive models.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	ea11314626f817c5662e1a0bb1fe55bfb99239659eeac43ec361f63d4799a95e
SF-2026-ARXIV-2606-27831	2606.27831	core_daily_semantic_review_required	Hippocampus-DETR: An Explicit Memory Object Detection Framework Based on Hippocampus Modeling	closure	—	《Hippocampus-DETR: An Explicit Memory Object Detection Framework Based on Hippocampus Modeling》的摘要问题为：This paper addresses the lack of explicit memory mechanisms in current object detection models and proposes Hippocampus-DETR, a novel detection framework based on biological hippocampal memory modeling.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	aef2b28efa9401cc9a31fac5344257dbd6e12fcac75a66010ea6767dc868543e
SF-2026-ARXIV-2606-27832	2606.27832	core_daily_semantic_review_required	USAD: Uncertainty-aware Statistical Adversarial Detection	closure	—	《USAD: Uncertainty-aware Statistical Adversarial Detection》的摘要问题为：Statistical adversarial detection (SAD) treats detection as a two-sample test.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	05a1c6358a6ba99c535e00c6d9062448105901be220ff55c4510b7474aa36400
SF-2026-ARXIV-2606-27841	2606.27841	core_daily_semantic_review_required	WattLayer: Get Layers Right to Estimate Inference Energy of Neural Networks	retain	PLATFORM-COST	把 inference energy estimation 从整模型 proxy 拆成可跨任务/架构迁移的 layer-wise measurement contract。	61cb4b67f94c0a17e3160e05d8e059df07dcf14707d1c14b1dfc088d97e97ffc
SF-2026-ARXIV-2606-27855	2606.27855	core_daily_semantic_review_required	Applicability of memorization indicators for early spotting of overfitting while recalibrating sEMG-decoders on low sample sizes	closure	—	《Applicability of memorization indicators for early spotting of overfitting while recalibrating sEMG-decoders on low sample sizes》的摘要问题为：Deep learning models for surface electromyography (sEMG) can benefit substantially from subject-specific (re-)calibration, since no sufficiently large and diverse datasets are available to train fully generic decoders.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	766fb4a8b30cbd45ddd784a17fe7f7e29ec286417cd49c4685f0d658300f5002
SF-2026-ARXIV-2606-27861	2606.27861	not_routed_by_keyword_contract	PPO-EAL: Exact Augmented Lagrangian Proximal Policy Optimization for Safe Robotic Control	closure	—	《PPO-EAL: Exact Augmented Lagrangian Proximal Policy Optimization for Safe Robotic Control》的摘要问题为：Reinforcement learning (RL) has emerged as a promising solution to accomplish complex robotic control tasks; however, most of the current work ignores the safety requirements.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	2257af68167b46efe67cf4bf7b86b4376f7a7207e006a9bad6aacdf721742a58
SF-2026-ARXIV-2606-27862	2606.27862	not_routed_by_keyword_contract	ScaLe-INR: Scale and Learn Implicit Neural Representations	closure	—	《ScaLe-INR: Scale and Learn Implicit Neural Representations》的摘要问题为：Implicit Neural Representations (INRs) parameterized by multilayer perceptrons excel at modeling continuous signals.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	a9a8f83b5a1387d6c74a8c79f8e50c8f1da1085a7afb1e27685853c30e605b58
SF-2026-ARXIV-2606-27863	2606.27863	core_daily_semantic_review_required	GNBAN: Graph Neural Basis Attention Networks for Long-Horizon Forecasting over Large Entity Sets	closure	—	《GNBAN: Graph Neural Basis Attention Networks for Long-Horizon Forecasting over Large Entity Sets》的摘要问题为：Demand forecasting at the bottom of a retail hierarchy requires predicting tens of thousands of correlated long-horizon series across products, stores, and regions.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	f1e762f0503cb50f65825e52db8b7f91fd5738fe9f78b91a7ae2332b59dd51b7
SF-2026-ARXIV-2606-27864	2606.27864	core_daily_semantic_review_required	A Unified Framework for Vision Transformers Equivariant to Discrete Subgroups of $\mathrm{O}(2)$	closure	—	《A Unified Framework for Vision Transformers Equivariant to Discrete Subgroups of $\mathrm{O}(2)$》的摘要问题为：Vision transformers have become a dominant architecture for visual recognition.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	dec98c049f109ce795b07e44f0661a41926cd531133c68801aee4125c23cf4fb
SF-2026-ARXIV-2606-27865	2606.27865	core_daily_semantic_review_required	From Bootstrapping to Sequence Modeling: A Unified Generative Framework for Personalized Landing-Page Modeling	closure	—	《From Bootstrapping to Sequence Modeling: A Unified Generative Framework for Personalized Landing-Page Modeling》的摘要问题为：Modern online platforms increasingly adopt multi-page architectures to accommodate diverse user needs.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	982db1a12fb478f0803574c92574be1384e9ee91a4b6371153ca1cc9e3d1e54b
SF-2026-ARXIV-2606-27866	2606.27866	core_daily_semantic_review_required	FlexMoE: One-for-All Nested Intra-Expert Pruning for MoE Language Models	retain	MODEL-MOE	把一次性 MoE compression artifact 改成 nested subnet family 与可在线切换的 budget state。	b55cba5d1d2642b6b3fd9af03a53527cad575854a2ef7c8d34e59395d76a15c7
SF-2026-ARXIV-2606-27871	2606.27871	keyword_daily_semantic_review_required	LocalNav: Distilling Frontier VLMs and Embodied RL for On-Device Object Goal Navigation	closure	—	《LocalNav: Distilling Frontier VLMs and Embodied RL for On-Device Object Goal Navigation》的摘要问题为：Vision Language Models (VLMs) have emerged in the robotic domain as a powerful tool that enables environmental perception with language context, serving as a catalyst for open-vocabulary tasks like ObjectNav.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	ecf132e5dd0744fa026d99dbaa1410eb60cd28095327eccf1200d7d142d69de9
SF-2026-ARXIV-2606-27872	2606.27872	core_daily_semantic_review_required	S$^2$-VLA: State-Space Guided Vision-Language-Action Models for Long-Horizon Manipulation	closure	—	《S$^2$-VLA: State-Space Guided Vision-Language-Action Models for Long-Horizon Manipulation》的摘要问题为：Vision-Language-Action (VLA) models have demonstrated strong capabilities in robotic manipulation, but their performance degrades significantly in long-horizon tasks due to cumulative error propagation.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	7d344c7431787726f35eb6dc3c06094fb3e51896eb7a57f91ea57b9acc8589de
SF-2026-ARXIV-2606-27876	2606.27876	core_daily_semantic_review_required	SpatialUAV: Benchmarking Spatial Intelligence for Low-Altitude UAV Perception, Collaboration, and Motion	closure	—	《SpatialUAV: Benchmarking Spatial Intelligence for Low-Altitude UAV Perception, Collaboration, and Motion》的摘要问题为：Spatial intelligence is essential for low-altitude unmanned aerial vehicle (UAV) perception, collaboration, and navigation.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	49501ee1f9ec8de860ed78f6fa2b1239c179dec4b10516fac10bc2f34605487c
SF-2026-ARXIV-2606-27880	2606.27880	not_routed_by_keyword_contract	OrthoTryOn: Geometric Orthogonalization for Conflict-Free Unified Fashion Generation	closure	—	《OrthoTryOn: Geometric Orthogonalization for Conflict-Free Unified Fashion Generation》的摘要问题为：Unified fashion generation integrates tasks like virtual try-on and garment reconstruction into a single model to reduce task-specific adaptation costs.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	b46a66a863bc37c7ac47971d5ea54c73577bd5478a0c2da530b970bdf3da114a
SF-2026-ARXIV-2606-27881	2606.27881	core_daily_semantic_review_required	A Study of Temporal Fusion Strategies for Named Entity Recognition in Historical Texts	closure	—	《A Study of Temporal Fusion Strategies for Named Entity Recognition in Historical Texts》的摘要问题为：Temporal variation poses a unique challenge for named entity recognition (NER) in historical texts, where entities drift in surface form and salience across time.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	8cfcdfc41ed1ed558e348d3a2c9fdf2ee0c43c51e86d3ddaaac621d5185eb10f
SF-2026-ARXIV-2606-27883	2606.27883	not_routed_by_keyword_contract	Swarm sign language: motion-based communication between drones	closure	—	《Swarm sign language: motion-based communication between drones》的摘要问题为：In stealth-constrained swarm robotics, visual communication provides a critical alternative to active radio transmissions, which might be jammed.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	bd99c1a25ff5a25737c64f7d99ac559c661a27dbe8be6a96a1eb895a49db6a6c
SF-2026-ARXIV-2606-27884	2606.27884	core_daily_semantic_review_required	SEADA: An efficient methodology for optimizing mixed-precision DNNs on multi-precision spatial architectures	closure	—	《SEADA: An efficient methodology for optimizing mixed-precision DNNs on multi-precision spatial architectures》的摘要问题为：Mixed-precision computation has been introduced in deep neural networks (DNNs) as an effective approach to reduce latency, energy consumption, and memory footprint.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	631bbbd3ae9d693aec379c35ce252a35edee419ede951c9b62c1e1f3de898341
SF-2026-ARXIV-2606-27886	2606.27886	core_daily_semantic_review_required	A Comparison of Fusion Techniques for Multi-Modal Human Activity Recognition on the HARMES Dataset	closure	—	《A Comparison of Fusion Techniques for Multi-Modal Human Activity Recognition on the HARMES Dataset》的摘要问题为：Recent advances in Human Activity Recognition (HAR) from wearable sensors have shown that multi-modal deep learning models consistently outperform their uni-modal counterparts.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	cbf8fbd3324648c59ebf1fe14332da6ee291d591790df2870c133bbd60e61451
SF-2026-ARXIV-2606-27892	2606.27892	not_routed_by_keyword_contract	Co-Optimization of Analog Kolmogorov-Arnold Networks for Low-Power Function Approximation in Flexible Electronics	closure	—	《Co-Optimization of Analog Kolmogorov-Arnold Networks for Low-Power Function Approximation in Flexible Electronics》的摘要问题为：Wearable devices and Internet of Things (IoT) sensors require on-sensor processing of biosignals and environmental data, including computationally demanding operations such as nonlinear activation functions for neural network inference, sensor calibration curves to map raw readings to physical units, and signal preproc 本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	a03bb2cedd0ccdc1d9cc2ef75fe62811d78ee191dff6f01c0a44782cd4008616
SF-2026-ARXIV-2606-27895	2606.27895	core_daily_semantic_review_required	Mosaic: A Benchmark Suite for Differentiable Physics Solvers	closure	—	《Mosaic: A Benchmark Suite for Differentiable Physics Solvers》的摘要问题为：Differentiable partial differential equation (PDE) solvers underpin solver-in-the-loop ML training, gradient-based optimal control, and inverse problems, yet the practical cost of obtaining correct, usable gradients from a given solver on a given problem is largely undocumented.  本 family 的边界判断：benchmark/dataset 只报告局部能力或数据集结果，没有改变可复算的系统 evaluation/release 判断。	c2d71e929ceb39f24f70b214da00978fc3cc04167daf0259196da91832adde28
SF-2026-ARXIV-2606-27897	2606.27897	not_routed_by_keyword_contract	A Multi-Attribute Latent Space for Visual Analysis of Watches	closure	—	《A Multi-Attribute Latent Space for Visual Analysis of Watches》的摘要问题为：We present a design rationale, embedding model, and interactive visual-analysis system for exploring large wristwatch collections through heterogeneous visual and semantic attributes.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	427508b43837c37ebf989fbde3564f0dfa47dc902a57eeb9756e9fa2a006c35b
SF-2026-ARXIV-2606-27900	2606.27900	not_routed_by_keyword_contract	Long-Term Prediction of Local and Global Human Motion with Occlusion Recovery	closure	—	《Long-Term Prediction of Local and Global Human Motion with Occlusion Recovery》的摘要问题为：Human motion describes the three-dimensional full-body movement of a person.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	cf26a1e41aee7097a3267bf76cd001cbfbe2cd3d0f8de66252ae22b46f2f9598
SF-2026-ARXIV-2606-27905	2606.27905	not_routed_by_keyword_contract	There and Back Again: A Flexible-Frame Transformer for Multi-Exposure Fusion	closure	—	《There and Back Again: A Flexible-Frame Transformer for Multi-Exposure Fusion》的摘要问题为：Multi-exposure fusion (MEF) brings the dynamic range of conventional cameras closer to that of human vision, producing images with rich scene content.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	6715244a44be57f9dee545a8ae357133457fcae26881ae0015d3028d81b507c5
SF-2026-ARXIV-2606-27906	2606.27906	keyword_daily_semantic_review_required	Phase Matters: Characterizing Heterogeneous Vision-Language Inference on a Mobile SoC	retain	INFER-REQUEST-LIFECYCLE	以真实 mobile SoC 证据拆开 vision encoder、prefill、decode、cache 与 thermal phase 的 backend placement。	07dce446a5a575a5c2690e820b43205393b46edb61df73c57addcf3b48a96d45
SF-2026-ARXIV-2606-27908	2606.27908	core_daily_semantic_review_required	TA-SparseMG: Trend-Aware Sparse Forecasting via Multi-Scale Gating for Long-Term Time Series	closure	—	《TA-SparseMG: Trend-Aware Sparse Forecasting via Multi-Scale Gating for Long-Term Time Series》的摘要问题为：Long-term time series forecasting finds extensive applications in domains such as power demand, traffic flow, meteorological observation, and renewable energy dispatch.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	e084b095761e647e310bbf237f0da66d1d30417340b4603379a3e8c18efb6834
SF-2026-ARXIV-2606-27909	2606.27909	core_daily_semantic_review_required	Triadic Werewolf: A Jester Role for Multi-Hop Theory of Mind in LLMs	closure	—	《Triadic Werewolf: A Jester Role for Multi-Hop Theory of Mind in LLMs》的摘要问题为：Theory-of-mind evaluations of large language models typically use dyadic social-deduction games, where every observable cue points to a single hidden side, so a model with strong language priors can score well without ever simulating opponents' incentives.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	a7acb1322ae90a5bebbf8be1d1343320bcb7e93d88412c1cb656db9654ef1d5f
SF-2026-ARXIV-2606-27914	2606.27914	not_routed_by_keyword_contract	Drifting in the Future: Stabilizing Path Following Drifting on High-Latency Vehicle Systems	closure	—	《Drifting in the Future: Stabilizing Path Following Drifting on High-Latency Vehicle Systems》的摘要问题为：Autonomously controlling and handling a vehicle at and beyond its stability limit is a mathematically and computationally demanding task.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	812779a6f7db62cafb419402d5013b46665887674ae6b9fdc32bea785993c68d
SF-2026-ARXIV-2606-27917	2606.27917	core_daily_semantic_review_required	Graph Dimensionality Reduction for Contextual Bandits: Structure-Specific Regret Bounds under Approximate Smoothness and Noisy Eigenspaces	closure	—	《Graph Dimensionality Reduction for Contextual Bandits: Structure-Specific Regret Bounds under Approximate Smoothness and Noisy Eigenspaces》的摘要问题为：Contextual bandits with graph-structured arms arise in recommendation, citation retrieval, and social advertising, where arms connected on a graph tend to share reward signal.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	69e4f6c315e34da8db94048c1abe794e9167f8b4d1b096fb31406fd4fa0020d3
SF-2026-ARXIV-2606-27918	2606.27918	core_daily_semantic_review_required	Every Step of the Way: Video-based Parkinsonian Turning Step Counting	closure	—	《Every Step of the Way: Video-based Parkinsonian Turning Step Counting》的摘要问题为：As a prominent symptom of Parkinson's disease (PD), turning impairment is evaluated through parameters such as turning angle, duration, and particularly, the number of steps required to complete a turn, which directly reflects motor dysfunction.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	388d6a07717e66a595d14f4be1d154b22f33579af924b270d074ee51db38815b
SF-2026-ARXIV-2606-27919	2606.27919	core_daily_semantic_review_required	RAMSES: Secure high-performance computing for sensitive data	closure	—	《RAMSES: Secure high-performance computing for sensitive data》的摘要问题为：Traditionally, the architecture of high-performance computing (HPC) systems is tailored for speed, while highly secure computer systems must sacrifice speed for security.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	53f9bc1a8b60b5646cdd1ca9289869d6f9b4f7fe670f3734a25478e79b965ebf
SF-2026-ARXIV-2606-27922	2606.27922	core_daily_semantic_review_required	Reflect-R1: Evidence-Driven Reflection for Self-Correction in Long Video Understanding	closure	—	《Reflect-R1: Evidence-Driven Reflection for Self-Correction in Long Video Understanding》的摘要问题为：Current multimodal reflection mechanisms for long video understanding predominantly rely on closed-loop self-reflection within internal parameters.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	e263431254b9a7f7cf467a9f3dbb83e65feb515d5b29babab60b57ee35b6ef53
SF-2026-ARXIV-2606-27923	2606.27923	core_daily_semantic_review_required	Home3D 1.0: A High-Fidelity Image-to-3D Asset Generation System for Interior Design	closure	—	《Home3D 1.0: A High-Fidelity Image-to-3D Asset Generation System for Interior Design》的摘要问题为：We present Home3D 1.0, a modular image-to-3D generation system that produces high-quality 3D assets from a single reference image, targeting interior design and e-commerce applications.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	3048dc3d0a85cdb95bea2ef4482a59501f703eef10302f00098f584de9bc13e4
SF-2026-ARXIV-2606-27926	2606.27926	core_daily_semantic_review_required	Verifiable Geometry Problem Solving: Solver-Driven Autoformalization and Theorem Proposing	closure	—	《Verifiable Geometry Problem Solving: Solver-Driven Autoformalization and Theorem Proposing》的摘要问题为：Geometry Problem Solving have increasingly adopt the neuro-symbolic paradigm, combining neural intuition with symbolic rigor.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	99db85136af3372aee2d69f5ee83ddacc8df196195338c4cdeb7c55d1822021f
SF-2026-ARXIV-2606-27929	2606.27929	keyword_daily_semantic_review_required	When Multi-Robot Systems Meet Agentic AI:Towards Embodied Collective Intelligence	closure	—	《When Multi-Robot Systems Meet Agentic AI:Towards Embodied Collective Intelligence》的摘要问题为：Embodied AI is increasingly becoming agentic, shifting robots from perception--control pipelines towards closed-loop systems that can retrieve context, deliberate during execution, monitor feedback, and refine future behavior.  本 family 的边界判断：综述、立场或尚未验证的框架没有形成可写入长期系统判断的 primary mechanism/evaluation delta。	f27dc392ef908604dd926c0fcd148cb735172a5eb44d566e6b6189a37b260435
SF-2026-ARXIV-2606-27930	2606.27930	core_daily_semantic_review_required	An LLM-Powered Semantic Alignment Framework for Journal Recommendation	closure	—	《An LLM-Powered Semantic Alignment Framework for Journal Recommendation》的摘要问题为：Journal recommendation is an important task in scholarly information systems.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	21e6080166a563101795a23719b91ec37f61f2f809f013200bd552b60cd5141a
SF-2026-ARXIV-2606-27934	2606.27934	not_routed_by_keyword_contract	Self-Verifying Measurement Records: Hash-Linked Evidence Graphs for Hardware Benchmarking	retain	PLATFORM-EVALUATION-SYSTEM	用 hash-linked measurement/evidence graph 与 output-derived challenge 让硬件 benchmark 可离线验证。	1e62f37fec17f16e2e6eb607159f1b9c84f2ded9ec5a9dcadae1e046b6318e29
SF-2026-ARXIV-2606-27935	2606.27935	not_routed_by_keyword_contract	Controllable Histopathology Image Synthesis with Training-free Structural Initialization and Textural Modulation	closure	—	《Controllable Histopathology Image Synthesis with Training-free Structural Initialization and Textural Modulation》的摘要问题为：Deep learning has demonstrated remarkable success in high-throughput histopathology image analysis.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	82512f09ab9e426cf801749aa2964741434f3f3192a7d675194ad84cd4670e6d
SF-2026-ARXIV-2606-27936	2606.27936	core_daily_semantic_review_required	Agentic AI-Powered Re-Identification: An Emerging, Scalable Threat to Mobility Microdata Privacy	retain	PLATFORM-SECURITY	证明 agentic open-web resolution 把 mobility re-identification 从专家手工能力改成可规模化 threat model。	2910308e81482fedd4e429d1e245faa59524978f18d20ffca7675adb36a84e77
SF-2026-ARXIV-2606-27939	2606.27939	core_daily_semantic_review_required	Two-Stage Fine-Tuning for Protein Sequence Generation with Targeted Amino-Acid Composition	closure	—	《Two-Stage Fine-Tuning for Protein Sequence Generation with Targeted Amino-Acid Composition》的摘要问题为：Protein language models are standard priors for biological sequence generation, but steering them toward explicit distributional design targets remains largely unexplored.  本 family 的边界判断：贡献与证据绑定于医疗、生物或行业任务，未改变通用 AI-System state/data/control 或 release contract。	3f01c01df50dea36b613a04fd4a8fffb61efd9f34bf6289c5ffc30f9bb4c5b63
SF-2026-ARXIV-2606-27941	2606.27941	core_daily_semantic_review_required	VASAE: Naming SAE Dictionary Directions with Vocabulary-Aligned Anchoring	closure	—	《VASAE: Naming SAE Dictionary Directions with Vocabulary-Aligned Anchoring》的摘要问题为：Sparse autoencoders (SAEs) provide useful decompositions of Transformer residual streams, but their learned features are usually named post hoc rather than directly connected to the Transformer's token vocabulary.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	50b4693d2c8a952773c8f3a19342d3680b0c6f4eedef0fa58abe27a4e16bcd62
SF-2026-ARXIV-2606-27944	2606.27944	core_daily_semantic_review_required	It Lied to a Doctor to Buy Poison Ingredients: Quantifying Real-World Misuse of Phone-use Agents	retain	PLATFORM-SECURITY	以真实 phone/app side effects 揭示 safety awareness 与 execution authorization 分离后的 misuse failure。	f73c031900d79b5f56303c65eb6bc7133ef40f605a26949f9e1a7bd79f1bd4ee
SF-2026-ARXIV-2606-27947	2606.27947	keyword_daily_semantic_review_required	Understanding How MLLMs Describe Artworks Using Token Activation Maps	closure	—	《Understanding How MLLMs Describe Artworks Using Token Activation Maps》的摘要问题为：Multimodal Large Language Models (MLLMs) describe artworks with remarkable fluency, yet the visual reasoning behind their outputs remains opaque.  本 family 的边界判断：报告的是单任务表示、预测或生成质量变化，未建立可跨系统复用的 ownership 或 evaluation-release contract。	736ea7975bce020a1eead7b1d782407bfa9fb4b01bcf4276ecdb7e20f5ab6e74
SF-2026-ARXIV-2606-27948	2606.27948	core_daily_semantic_review_required	RECAST: Model Reconstruction via Counterfactual-Aware Wasserstein Geometry under Limited Data	closure	—	《RECAST: Model Reconstruction via Counterfactual-Aware Wasserstein Geometry under Limited Data》的摘要问题为：Counterfactual explanations (CFs) help understand machine learning models by identifying minimal input changes that would lead to alternative model outcomes.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	978a3deacfda47767a175cc0a0e75c9594be8a67459483f24eec2b183edd8f92
SF-2026-ARXIV-2606-27949	2606.27949	not_routed_by_keyword_contract	Mixed-Precision For Energy Efficient Computations	closure	—	《Mixed-Precision For Energy Efficient Computations》的摘要问题为：As simulations grow more realistic, the pursuit of higher accuracy results in extended computation times and substantial power consumption.  本 family 的边界判断：route-negative 复核确认主题属于非 AI-System 的控制、网络、数学或领域工程，不能因分类相邻而扩池。	4b03e7992d255537a4ef6916aff3ed960952ce0829ea7bc4ef23679cbf5c5453
SF-2026-ARXIV-2606-27951	2606.27951	core_daily_semantic_review_required	AI Persuasive Framing in Collective Dilemmas	closure	—	《AI Persuasive Framing in Collective Dilemmas》的摘要问题为：AI agents are promising tools that can act as flexible behavioral nudges to enhance human cooperation in addressing large-scale societal problems.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	3012ebccb7a6b3bdf500e705293d645f9729df75c5b954bfb9963305bb2d814c
SF-2026-ARXIV-2606-27954	2606.27954	core_daily_semantic_review_required	Local Fokker--Planck Geometry for Score Estimation: Heat-Ball Mean-Value Representations and Exact High-Dimensional Sampling	closure	—	《Local Fokker--Planck Geometry for Score Estimation: Heat-Ball Mean-Value Representations and Exact High-Dimensional Sampling》的摘要问题为：Score-based generative models and Langevin samplers rely on estimating the score function $\nabla_x\log p_t(x)$ of a forward diffusion.  本 family 的边界判断：方法改进停留在局部模型、任务或数据集，未改变长期 AI-System 机制、所有权、平台合同或既有 Books 判断。	90e860aa981f99ca64fc159b83d270d3ce89638bd455e0a851e2722c87269d4e
SF-2026-ARXIV-2606-27959	2606.27959	core_daily_semantic_review_required	An Empirical Analysis of Factual Errors in Human-Written Text and its Application	closure	—	《An Empirical Analysis of Factual Errors in Human-Written Text and its Application》的摘要问题为：Factual Error Detection (FED), which is the task of identifying factually incorrect spans in a given text, has long been recognized as an important research problem.  本 family 的边界判断：benchmark/dataset 只报告局部能力或数据集结果，没有改变可复算的系统 evaluation/release 判断。	8f83c97f6e0d39862785be18a4f1e5f5645b646bf1fce69e01c5cac7fead5f08
