source_family_id	disposition	owner	adjacent	evidence	result
SF-2026-ARXIV-2606-28436	No Change — Existing Coverage	books/part-04-training-system/33-grpo.md	books/part-04-training-system/32-ppo.md	re-read `books/part-04-training-system/33-grpo.md` at `### 从一个终局标量到 Typed Credit：Reward 必须匹配决策边界` and adjacent `books/part-04-training-system/32-ppo.md`; existing=Ch33 已分离 trajectory owner、outcome verifier、teacher guidance 与 typed credit，避免 teacher 获得 reward sign authority。 本 family 的 source-specific delta 为：把 coding post-training verifier 从 executable environment 改成 repository-evidence judge，改变 reward authority 与 non-proof 边界。 Fresh adjacent review at books/part-04-training-system/32-ppo.md found no competing owner.; bounded delta=把 coding post-training verifier 从 executable environment 改成 repository-evidence judge，改变 reward authority 与 non-proof 边界。	PASS
SF-2026-ARXIV-2606-28438	No Change — Existing Coverage	books/part-04-training-system/27-data.md	books/part-04-training-system/28-pretraining.md	re-read `books/part-04-training-system/27-data.md` at `### 从 sample provenance 到训练生命周期 lineage` and adjacent `books/part-04-training-system/28-pretraining.md`; existing=Ch27 已让 sample provenance、mixture/admission 与训练生命周期 lineage 共同决定数据能否进入训练。 本 family 的 source-specific delta 为：证明 recursive code self-training 的 model-coupled gate 会 rubber-stamp collapse，要求 exogenous verification。 Fresh adjacent review at books/part-04-training-system/28-pretraining.md found no competing owner.; bounded delta=证明 recursive code self-training 的 model-coupled gate 会 rubber-stamp collapse，要求 exogenous verification。	PASS
SF-2026-ARXIV-2606-28455	No Change — Existing Coverage	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md	re-read `books/part-03-multimodal-world-models/25-multimodal-world-models.md` at `## State ownership` and adjacent `books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md`; existing=Ch25 已分离 belief/latent state、action-conditioned transition、physical truth 与 commit authority。 本 family 的 source-specific delta 为：把 event readout、context-relative emphasis 与 causal sensitivity 分开评估 latent physical structure。 Fresh adjacent review at books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md found no competing owner.; bounded delta=把 event readout、context-relative emphasis 与 causal sensitivity 分开评估 latent physical structure。	PASS
SF-2026-ARXIV-2606-28471	No Change — Existing Coverage	books/part-04-training-system/27-data.md	books/part-04-training-system/28-pretraining.md	re-read `books/part-04-training-system/27-data.md` at `### 从 sample provenance 到训练生命周期 lineage` and adjacent `books/part-04-training-system/28-pretraining.md`; existing=Ch27 已让 sample provenance、mixture/admission 与训练生命周期 lineage 共同决定数据能否进入训练。 本 family 的 source-specific delta 为：以 capability slice 将 evaluation failure 反向映射为可检验 data intervention，并允许判定 data 非根因。 Fresh adjacent review at books/part-04-training-system/28-pretraining.md found no competing owner.; bounded delta=以 capability slice 将 evaluation failure 反向映射为可检验 data intervention，并允许判定 data 非根因。	PASS
SF-2026-ARXIV-2606-28479	Integrate	books/part-04-training-system/30-lora.md	books/part-04-training-system/29-sft.md	unique Review note line 355; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-28480	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：把 terminal-use agent 扩展到非 coding workflow，并用 deterministic setup/execution scoring 约束 release claim。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=把 terminal-use agent 扩展到非 coding workflow，并用 deterministic setup/execution scoring 约束 release claim。	PASS
SF-2026-ARXIV-2606-28514	No Change — Existing Coverage	books/part-07-agent/82-multi-agent.md	books/part-07-agent/81-workflow.md	re-read `books/part-07-agent/82-multi-agent.md` at `### 共享 Repository 需要 Commitment Protocol，不只是更多消息` and adjacent `books/part-07-agent/81-workflow.md`; existing=Ch82 已让 interaction graph、edge attribution、shared-object ordering 与 coordination noise 分别可审计。 本 family 的 source-specific delta 为：以真实异步倒计时、信息不对称与不可单独完成任务测量实时 collaboration。 Fresh adjacent review at books/part-07-agent/81-workflow.md found no competing owner.; bounded delta=以真实异步倒计时、信息不对称与不可单独完成任务测量实时 collaboration。	PASS
SF-2026-ARXIV-2606-28529	Integrate	books/part-05-inference-system/42-what-happens-during-inference.md	books/part-05-inference-system/43-prefill.md	unique Review note line 94; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-28551	No Change — Existing Coverage	books/part-04-training-system/27-data.md	books/part-04-training-system/28-pretraining.md	re-read `books/part-04-training-system/27-data.md` at `### 从 sample provenance 到训练生命周期 lineage` and adjacent `books/part-04-training-system/28-pretraining.md`; existing=Ch27 已让 sample provenance、mixture/admission 与训练生命周期 lineage 共同决定数据能否进入训练。 本 family 的 source-specific delta 为：用固定 model/token budget 与多数据类型 corpus 建立 VLM data curation、mixing 与 release artifact 的可复算合同。 Fresh adjacent review at books/part-04-training-system/28-pretraining.md found no competing owner.; bounded delta=用固定 model/token budget 与多数据类型 corpus 建立 VLM data curation、mixing 与 release artifact 的可复算合同。	PASS
SF-2026-ARXIV-2606-28560	Weekly Only — Context	books/part-02-model/22-long-context.md	books/part-02-model/21-moe.md	re-read `books/part-02-model/22-long-context.md` at `### 从 Dense Checkpoint 迁移到 Hybrid State Model` and adjacent `books/part-02-model/21-moe.md`; existing=The long-context owner already treats sparse pattern and extrapolation as calibrated architecture choices; Fibonacci spacing is a bounded schedule result, not a durable contract change.; bounded delta=以 matched small-model study 反证 learned sparse spacing 必然优于 static schedule，并暴露 train-length 与 extrapolation 的反向取舍。	PASS
SF-2026-ARXIV-2606-28562	No Change — Existing Coverage	books/part-04-training-system/33-grpo.md	books/part-04-training-system/32-ppo.md	re-read `books/part-04-training-system/33-grpo.md` at `### 从一个终局标量到 Typed Credit：Reward 必须匹配决策边界` and adjacent `books/part-04-training-system/32-ppo.md`; existing=Ch33 已分离 trajectory owner、outcome verifier、teacher guidance 与 typed credit，避免 teacher 获得 reward sign authority。 本 family 的 source-specific delta 为：按 student competence 在 token、phase、prompt 三个尺度控制 on-policy distillation supervision。 Fresh adjacent review at books/part-04-training-system/32-ppo.md found no competing owner.; bounded delta=按 student competence 在 token、phase、prompt 三个尺度控制 on-policy distillation supervision。	PASS
SF-2026-ARXIV-2606-28565	Integrate	books/part-05-inference-system/42-what-happens-during-inference.md	books/part-05-inference-system/43-prefill.md	unique Review note line 95; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-28574	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：把 LLM coder 的表面一致性与 theoretical construct validity 分开，并要求 clause-level extractive evidence。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=把 LLM coder 的表面一致性与 theoretical construct validity 分开，并要求 clause-level extractive evidence。	PASS
SF-2026-ARXIV-2606-28615	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `### Evaluator 可以主动制造 Probe，但不能冒充被动观察` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已把 subject identity、EvalSpec、scorer、slice 与 release decision 分成版本化证据对象。 本 family 的 source-specific delta 为：把 free-text explanation sufficiency 绑定显式 input distribution 与 self-consistent information metric。 Fresh adjacent review at books/part-06-ai-infrastructure/67-monitoring.md found no competing owner.; bounded delta=把 free-text explanation sufficiency 绑定显式 input distribution 与 self-consistent information metric。	PASS
SF-2026-ARXIV-2606-28639	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已把不可信内容、model context 与 tool/action authority 分离，并要求 model 外的 fail-closed gate。 本 family 的 source-specific delta 为：给 static/dynamic alignment certification 划出 expressivity、soundness、completeness 与 tractability 的形式边界。 Fresh adjacent review at books/part-06-ai-infrastructure/71-multi-tenant.md found no competing owner.; bounded delta=给 static/dynamic alignment certification 划出 expressivity、soundness、completeness 与 tractability 的形式边界。	PASS
SF-2026-ARXIV-2606-28649	Integrate	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	unique Review note line 746; reviewed owner block equals ready packet	PASS
SF-2026-ARXIV-2606-28661	Integrate	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	unique Review note line 367; reviewed owner block equals ready packet	PASS
