arxiv_id	source_family_id	title	status	reason	review_status	access_status	owner	disposition
2605.29263	SF-2026-ARXIV-2605-29263	Prior-Guided Frequency-Calibrated Virtual EEG Channel Inference from Four Frontal Electrodes for Wearable EEG Augmentation	pre_denominator_closure	Prior-Guided Frequency-Calibrated Virtual EEG Channel Inference from Four Frontal Electrodes for Wearable EEG Augmentation 的具体问题/方法是：We present FAVC-Net, a compact frequency-calibrated virtual-channel inference network that estimates 13 target channels from Fp1, Fp2, F7, and F8.；摘要声称/验证：These results support virtual EEG channels as montage-compatible, frequency-calibrated posterior predictive representations derived from sparse frontal measurements, not as independent substitutes for physically recorded electrodes.。排除边界：该变化由领域数据、标签和工作流定义，未迁移为通用 AI-System 的状态、控制或发布责任，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29267	SF-2026-ARXIV-2605-29267	When and How Human Curation Backfires: Preference Alignment under Multi-Model Self-Consuming Loop	retained	When and How Human Curation Backfires: Preference Alignment under Multi-Model Self-Consuming Loop 的 exact-v1 问题/机制为：Unlike isolated settings where human curation always enhances model alignment, we show that cross-model interactions can dampen or even invert this effect, ultimately degrading long-term alignment.。它改变 `TRAIN-DPO` 的长期状态、控制、执行或证据合同；摘要结果“Unlike isolated settings where human curation always enhances model alignment, we show that cross-model interactions can dampen or even invert this effect, ultimately degrading long-term alignment.”仅作为全文审计入口。	deep_complete	accessible	TRAIN-DPO	No Change — Existing Coverage
2605.29268	SF-2026-ARXIV-2605-29268	Compute Allocation in Evolutionary Search: From Depth-Breadth to Multi-Armed Bandits	pre_denominator_closure	Compute Allocation in Evolutionary Search: From Depth-Breadth to Multi-Armed Bandits 的具体问题/方法是：Motivated by these regularities, we propose BaSE (Bandit-based Self-Evolving), a multi-armed bandit that allocates LLM calls across parallel trajectories.；摘要声称/验证：Without changing the model, prompt, or evaluator, BaSE improves mean fitness by 12.3% over the strongest island-protocol baseline across 8 (model, task) cells, with the largest gains on high-variance settings: a reliability gain from allocation alone.。排除边界：该论文是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29269	SF-2026-ARXIV-2605-29269	HunterAgent: Neuro-Symbolic Attack Trace Reconstruction under Anti-Forensics	pre_denominator_closure	HunterAgent: Neuro-Symbolic Attack Trace Reconstruction under Anti-Forensics 的具体问题/方法是：We propose HunterAgent, a neuro-symbolic framework that reframes trace reconstruction as cost-bounded heuristic graph search under partial observability.；摘要声称/验证：All results hold under the realistic assumption that at least one orthogonal telemetry source survives.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29270	SF-2026-ARXIV-2605-29270	Indexing the Unreadable: LLM-Native Recursive Construction and Search of Service Taxonomies	pre_denominator_closure	Indexing the Unreadable: LLM-Native Recursive Construction and Search of Service Taxonomies 的具体问题/方法是：To address this, we propose an LLM-native progressive-disclosure scheme and its concrete instantiation, A2X (Agent-to-Anything service discovery): an LLM-driven pipeline that automatically organizes the registered services into a hierarchical taxonomy and walks it layer by layer at query time, so that every LLM call sees only a small candidate set highly relevant to the user query.；摘要声称/验证：Compared to full-context dumping, A2X achieves a 6.2-point Hit Rate gain at one-ninth the prompt-token cost; compared to the state-of-the-art open-source embedding-based baseline, A2X improves Hit Rate by more than 20 points.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29271	SF-2026-ARXIV-2605-29271	CoHyDE: Iterative Co-Training of LLM Rewriter &amp; Dense Encoder for Tool Retrieval	pre_denominator_closure	CoHyDE: Iterative Co-Training of LLM Rewriter &amp; Dense Encoder for Tool Retrieval 的具体问题/方法是：We introduce CoHyDE, an iterative procedure that trains the dense encoder and the LLM rewriter as a single co-evolving system: the encoder is retrained with InfoNCE on catalog-style hypothetical descriptions produced by the rewriter, and the rewriter is preference-aligned via DPO against the encoder's retrieval scores, with both sides warm-started on the tool catalog before the loop begins.；摘要声称/验证：Ablations confirm that co-training is the key ingredient: using either component in isolation fails to match CoHyDE on both well-formed and vague queries, with losses of up to -8 pp on vague queries.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29272	SF-2026-ARXIV-2605-29272	Causal Label Recovery in Payment Networks	pre_denominator_closure	Causal Label Recovery in Payment Networks 的具体问题/方法是：Fraud detection models in payment networks train on chargeback labels that are systematically biased.；摘要声称/验证：The STR provably dominates naive chargeback-based training in mean squared error for any sample size.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29273	SF-2026-ARXIV-2605-29273	A Theoretical and Experimental Study of a Novel Adaptive Learning Algorithm	pre_denominator_closure	A Theoretical and Experimental Study of a Novel Adaptive Learning Algorithm 的具体问题/方法是：While adaptive learning rate-based optimizers have been widely used for real-world tasks, they do not guarantee convergence, which is why AMSGrad was later introduced to investigate the non-convergence behaviour of Adam.；摘要声称/验证：A theoretical proof for convergence is also provided and the optimizer is validated through a number of real-life based numerical experiments.。排除边界：该技巧未重新分配 dataset/objective/checkpoint/runtime ownership，也未改变旧训练路径的适用边界，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29274	SF-2026-ARXIV-2605-29274	Learnable Assessment Skills for LLM-based Automated Scoring: Rubric Construction via Iterative Optimization	pre_denominator_closure	Learnable Assessment Skills for LLM-based Automated Scoring: Rubric Construction via Iterative Optimization 的具体问题/方法是：Focusing on rubric construction as a first instantiation, we propose an iterative framework that decomposes a skill into a fixed scaffold and learnable item-agnostic rules, refining the rules through LLM-driven diagnosis of scoring errors and validation-gated selection.；摘要声称/验证：Human experts bypass this bottleneck through evaluation heuristics developed over extensive practice.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29275	SF-2026-ARXIV-2605-29275	Prompt-Level Reward Specifications for Open-Ended Post-Training	retained	Prompt-Level Reward Specifications for Open-Ended Post-Training 的 exact-v1 问题/机制为：We propose a prompt-level reward specification framework that separates reward specification from reward computation.。它改变 `TRAIN-DPO` 的长期状态、控制、执行或证据合同；摘要结果“Experiments show that the resulting reward improves offline RM-style response ranking and supports online reinforcement learning across multiple open-ended benchmarks.”仅作为全文审计入口。	deep_complete	accessible	TRAIN-DPO	No Change — Existing Coverage
2605.29277	SF-2026-ARXIV-2605-29277	Code-QA-Bench: Separating Code Reasoning from Documentation Memorization in Repository-Level QA	pre_denominator_closure	Code-QA-Bench: Separating Code Reasoning from Documentation Memorization in Repository-Level QA 的具体问题/方法是：We present Code-QA-Bench, a fully automated framework for synthesizing repository-level code understanding benchmarks that separates genuine code comprehension from documentation recall and pretraining memorization.；摘要声称/验证：Experiments on four frontier models reveal that code access is the dominant factor (+0.23 mean gain over closed-book), documentation provides modest additional benefit (+0.071 on doc-dependent tasks), and code-only $\approx$ documented on code-derivable tasks, validating the design.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29278	SF-2026-ARXIV-2605-29278	Accommodation Goes Both Ways: Studying Linguistic Convergence Between Humans and Language Models	pre_denominator_closure	Accommodation Goes Both Ways: Studying Linguistic Convergence Between Humans and Language Models 的具体问题/方法是：We present a large-scale study of linguistic convergence in human-LLM dialogue, examining how humans and LLMs accommodate each other's linguistic style during multi-turn conversations.；摘要声称/验证：Using an asymmetric convergence metric on WildChat, a corpus of real-world ChatGPT transcripts, we find that while LLMs significantly overconverge toward their users on both function word and open-class features across eight languages, human convergence rates in this setting are broadly consistent with human-human baselines.。排除边界：该论文是领域算法、理论或模型局部增量，未显示长期 state/data/control owner 或 evaluation contract 的变化，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29280	SF-2026-ARXIV-2605-29280	LoopFM: Learning frOm HistOrical RePresentations of Foundation Model for Recommendation	pre_denominator_closure	LoopFM: Learning frOm HistOrical RePresentations of Foundation Model for Recommendation 的具体问题/方法是：To address this bottleneck, we propose LoopFM (Learning frOm HistOrical RePresentations of FM), a framework that opens a high-bandwidth transfer channel by structuring FM intermediate embeddings as input features (e.g., user history sequence) for downstream VMs, without requiring real-time FM inference at serving and architectural coupling between FM and VM.；摘要声称/验证：On industrial-scale systems (billions of examples, trillion-parameter FMs), LoopFM approximately doubles the knowledge transfer ratio on top of KD, delivering a +0.5% conversion improvement in the first half after its initial launch, and +1.03% and +1.22% conversion improvement from two individual launches in the subsequent half.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29283	SF-2026-ARXIV-2605-29283	Do Physics Foundation Models Learn Generalizable Physics? A Bias-Aware Benchmark Across Physical Regimes and Distribution Shifts	pre_denominator_closure	Do Physics Foundation Models Learn Generalizable Physics? A Bias-Aware Benchmark Across Physical Regimes and Distribution Shifts 的具体问题/方法是：Our results show that current physics foundation models behave as conditional rather than universal generalists: their generality depends on the physical regime, temporal scale, initial-condition setting, pretraining, model size, and architecture.；摘要声称/验证：Our results show that current physics foundation models behave as conditional rather than universal generalists: their generality depends on the physical regime, temporal scale, initial-condition setting, pretraining, model size, and architecture.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29286	SF-2026-ARXIV-2605-29286	CrossAlpha: An Annual-Report Benchmark for Cross-Market Factor Research (with LLM Agents)	pre_denominator_closure	CrossAlpha: An Annual-Report Benchmark for Cross-Market Factor Research (with LLM Agents) 的具体问题/方法是：We introduce \textbf{CrossAlpha}, a public annual-report benchmark for cross-market factor research.；摘要声称/验证：Cross-market factor research studies whether firm-level signals from one or more markets can predict returns in a target market, but existing public benchmarks do not support cross-market disclosure-to-return evaluation.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29287	SF-2026-ARXIV-2605-29287	UniNote: A Unified Embedding Model for Multimodal Representation and Ranking	pre_denominator_closure	UniNote: A Unified Embedding Model for Multimodal Representation and Ranking 的具体问题/方法是：To solve these issues, we propose \textbf{UniNote}, a unified embedding model designed for industrial I2I retrieval.；摘要声称/验证：Our results show that UniNote achieves SOTA performance across diverse I2I tasks.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29288	SF-2026-ARXIV-2605-29288	Diagnosing Harmful Continuation in Answer-Correct Long-CoT Training Traces	pre_denominator_closure	Diagnosing Harmful Continuation in Answer-Correct Long-CoT Training Traces 的具体问题/方法是：We study post-conclusion continuation in answer-correct long-CoT data: a continuation where the answer appears sufficiently supported, but the trace continues with additional reasoning that remains in the supervised target.；摘要声称/验证：Finally, we instantiate Harmful Continuation Cut (HCC), a lightweight boundary proxy that approximates the editor-identified post-conclusion continuation boundary.。排除边界：该增量属于表示或生成质量局部改进，未改变 modality identity、生成提交或物理反馈闭环，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29292	SF-2026-ARXIV-2605-29292	Turbulence-Robust Dynamic Object Segmentation with Multi-Signal Priors and SAM2 Refinement	pre_denominator_closure	Turbulence-Robust Dynamic Object Segmentation with Multi-Signal Priors and SAM2 Refinement 的具体问题/方法是：We design a training-free multi-signal segmentation pipeline that combines pretrained motion estimation, self-supervised semantic priors, background anomaly modeling, manually calibrated proposal fusion, and SAM2-based mask refinement.；摘要声称/验证：Since no task-specific model training or fine-tuning is performed, stronger learned temporal association, adaptive proposal selection, or task-specific adaptation may further improve the system.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29293	SF-2026-ARXIV-2605-29293	LLM-ALSO: LLM-Driven Adaptive Learning-Signal Optimization for Multi-Agent Reinforcement Learning	pre_denominator_closure	LLM-ALSO: LLM-Driven Adaptive Learning-Signal Optimization for Multi-Agent Reinforcement Learning 的具体问题/方法是：Effective training-time guidance is central to multi-agent reinforcement learning (MARL), yet remains difficult in sparse-reward settings where weak supervision limits coordination and policy improvement, and existing methods often require substantial domain expertise or manual design effort.；摘要声称/验证：Experiments on sparse-reward cooperative MARL tasks show that LLM-ALSO improves sparse-evaluation performance and learning efficiency.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29298	SF-2026-ARXIV-2605-29298	MonoDuo: Using One Robot Arm to Learn Bimanual Policies	pre_denominator_closure	MonoDuo: Using One Robot Arm to Learn Bimanual Policies 的具体问题/方法是：We present MonoDuo, a framework for learning bimanual manipulation policies using single-arm robot demonstrations paired with human collaboration.；摘要声称/验证：With only 25 target robot demonstrations, few-shot finetuning further boosts success rates by 65-70% over training from scratch, demonstrating MonoDuo's effectiveness in efficiently transferring knowledge from single-arm robot data to bimanual robot policies.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29299	SF-2026-ARXIV-2605-29299	Pocket-Dentist: On-Device Dental Image Understanding via Efficient Multimodal Large Language Models	pre_denominator_closure	Pocket-Dentist: On-Device Dental Image Understanding via Efficient Multimodal Large Language Models 的具体问题/方法是：Here we present Pocket-Dentist, an efficiency-aware benchmark for dental multimodal question answering that brings together three datasets spanning approximately 1,159 patients from BRAR and MetaDent, five task types and seven metrics.；摘要声称/验证：Across 14 typical VLMs, our results reveal an interesting observation: compact VLMs, such as 2B-parameter models, become competitive with much larger VLMs on most metrics after lightweight adaptation while requiring substantially lower computational costs in dental image understanding.。排除边界：该变化由领域数据、标签和工作流定义，未迁移为通用 AI-System 的状态、控制或发布责任，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29300	SF-2026-ARXIV-2605-29300	MusTBENCH: Benchmarking and Advancing Temporal Grounding in Music LLMs	pre_denominator_closure	MusTBENCH: Benchmarking and Advancing Temporal Grounding in Music LLMs 的具体问题/方法是：To address this gap, we introduce MusTBENCH, a music-expert-validated benchmark designed to evaluate temporal grounding in LALMs through five temporally grounded question-answering tasks.；摘要声称/验证：Experiments on MusTBENCH show that existing LALMs struggle with precise temporal grounding, while MusT brings significant improvements over strong baselines.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29301	SF-2026-ARXIV-2605-29301	The Open Motion Planning Library 2.0	pre_denominator_closure	The Open Motion Planning Library 2.0 的具体问题/方法是：Building on this foundation, we introduce OMPL 2.0, a major evolution of the library that targets real-time motion planning through hardware acceleration and integrates seamlessly with modern AI research workflows.；摘要声称/验证：We also reflect on how OMPL and the field of motion planning have grown together over the years, and discuss the library's broader impact on the research community.。排除边界：该方案停留在 Agent 局部能力，未建立新的 authority、durable state、side-effect commit 或 rollback contract，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29302	SF-2026-ARXIV-2605-29302	ViASNet: A Video Ad Saliency Network for Predicting Dynamic Saliency and Viewer Engagement	pre_denominator_closure	ViASNet: A Video Ad Saliency Network for Predicting Dynamic Saliency and Viewer Engagement 的具体问题/方法是：The present study focuses on deep saliency prediction for short-form video advertising.；摘要声称/验证：Our study reveals that ad design and testing can be sped up considerably through automated systems built on deep saliency models such as ViASNet.。排除边界：该方案停留在 Agent 局部能力，未建立新的 authority、durable state、side-effect commit 或 rollback contract，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29303	SF-2026-ARXIV-2605-29303	Entropy-KL Divergence-based Token Masking: A Novel Approach for Selective Fine-tuning of Large Language Models	pre_denominator_closure	Entropy-KL Divergence-based Token Masking: A Novel Approach for Selective Fine-tuning of Large Language Models 的具体问题/方法是：To address this challenge, we propose that in low-data regimes, SFT should prioritize activating task-relevant capabilities rather than memorizing specific content.；摘要声称/验证：Empirical evaluations on mathematical reasoning benchmarks demonstrate that EKSFT consistently outperforms standard SFT.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29307	SF-2026-ARXIV-2605-29307	GrepSeek: Training Search Agents for Direct Corpus Interaction	pre_denominator_closure	GrepSeek: Training Search Agents for Direct Corpus Interaction 的具体问题/方法是：We introduce GrepSeek, an optimized direct corpus interaction (DCI) search agent that trains a compact search agent to find, filter, and compose evidence from large text corpora.；摘要声称/验证：We introduce GrepSeek, an optimized direct corpus interaction (DCI) search agent that trains a compact search agent to find, filter, and compose evidence from large text corpora.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29310	SF-2026-ARXIV-2605-29310	Rubric-Guided Process Reward for Stepwise Model Routing	pre_denominator_closure	Rubric-Guided Process Reward for Stepwise Model Routing 的具体问题/方法是：Recent methods formulate routing as a sequential decision process and train the router with reinforcement learning.；摘要声称/验证：It then trains a Rubricor to generate a query-specific evaluation rubric and a Judge to score routing trajectories under this rubric through alternating optimization.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29313	SF-2026-ARXIV-2605-29313	PatchBoard: Schema-Grounded State Mutation for Reliable and Auditable LLM Multi-Agent Collaboration	retained	PatchBoard: Schema-Grounded State Mutation for Reliable and Auditable LLM Multi-Agent Collaboration：Ch82 已覆盖 schema validation、role write contract、transactional commit 与 audit；PatchBoard 是实现实例。 exact-v1 Review 保留，Books disposition 收敛为 `No Change — Existing Coverage`。	deep_complete	accessible	AGENT-MULTI-AGENT	No Change — Existing Coverage
2605.29316	SF-2026-ARXIV-2605-29316	CapTalk: Text-Guided Stylization and Speech-Driven 3D Head Animation	pre_denominator_closure	CapTalk: Text-Guided Stylization and Speech-Driven 3D Head Animation 的具体问题/方法是：To address these challenges, we revisit the entanglement between style and emotion, construct a large-scale dataset with textual descriptions of both style and emotion, and propose a novel talking head generation framework that enables separate control over style and emotion.；摘要声称/验证：Furthermore, our model supports dynamic emotion control during inference, allowing it to handle scenarios where the target emotion changes throughout the speech.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29317	SF-2026-ARXIV-2605-29317	FoRA: Fisher-orthogonal Rank Adaptation for Parameter-Efficient Fine-Tuning	pre_denominator_closure	FoRA: Fisher-orthogonal Rank Adaptation for Parameter-Efficient Fine-Tuning 的具体问题/方法是：We introduce FoRA, which revisits this goal by reducing the number of adapted layers rather than adapter rank.；摘要声称/验证：The two components combine super-additively: Fisher selection alone matches rank reduction at the same budget, while the Stiefel constraint provides the decisive additional gain.。排除边界：该技巧未重新分配 dataset/objective/checkpoint/runtime ownership，也未改变旧训练路径的适用边界，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29318	SF-2026-ARXIV-2605-29318	FreeForm: Reduced-Order Deformable Simulation from Particle-Based Skinning Eigenmodes	pre_denominator_closure	FreeForm: Reduced-Order Deformable Simulation from Particle-Based Skinning Eigenmodes 的具体问题/方法是：We present a novel formulation for mesh-free, reduced-order simulation of deformable hyperelastic objects.；摘要声称/验证：We demonstrate that this formulation not only leads to a 40x training speedup compared with the per-shape optimization of neural fields, but also achieves lower simulation error when evaluated against the converged results of finite element method.。排除边界：该技巧未重新分配 dataset/objective/checkpoint/runtime ownership，也未改变旧训练路径的适用边界，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29319	SF-2026-ARXIV-2605-29319	Rethinking Stepwise Model Routing: A Cost-Efficient Table Reasoning Perspective	pre_denominator_closure	Rethinking Stepwise Model Routing: A Cost-Efficient Table Reasoning Perspective 的具体问题/方法是：To address this, we propose EcoTab, a table-aware stepwise routing framework for efficient table reasoning.；摘要声称/验证：Through empirical analysis, we find that reasoning steps involving tables contain two types of tokens with distinct uncertainty distributions: table tokens grounded in table structure, such as cell values and headers, and text tokens representing surrounding natural-language reasoning.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29322	SF-2026-ARXIV-2605-29322	ACE: Anisotropy-Controllable Embedding for LLM-enhanced Sequential Recommendation	pre_denominator_closure	ACE: Anisotropy-Controllable Embedding for LLM-enhanced Sequential Recommendation 的具体问题/方法是：To address this challenge, we propose Anisotropy-Controllable Embedding (ACE), which explicitly controls the anisotropy of LLM-generated embeddings.；摘要声称/验证：Extensive experiments demonstrate that ACE consistently outperforms existing LLM-enhanced SR models, yielding improvements of up to 12.4% and 11.8% in Recall@20 and NDCG@20, respectively.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29324	SF-2026-ARXIV-2605-29324	STAMP: Training Explicit Memory for Mobile GUI Agents in Controllable and Scalable Virtual Environments	retained	独立 audit 恢复：To resolve this, we present STAMP, a framework that trains explicit memory in mobile agents through controllable virtual environments, where deterministic memory variables are programmatically injected into synthesized tasks to control what must be memorized, when it should be encoded, and when it must later be retrieved, thereby producing verifiable supervised data at scale and enabling online reinforcement learning through environment-driven reward feedback.。该 family 改变 `AGENT-MEMORY` 的长期状态/证据合同；结果“Evaluated on our newly introduced Memory-World benchmark, the resulting Stamp-GUI agent achieves state-of-the-art performance among GUI-specialized models and sets a new high watermark on our Memory-World benchmark, demonstrating exceptional memory accuracy and task resilience while maintaining strong general mobile navigation capabilities.”只作为 exact-v1 审计入口。	deep_complete	accessible	AGENT-MEMORY	Integrate
2605.29325	SF-2026-ARXIV-2605-29325	Multi-Stage VLM Pipeline for Zero-Shot Traffic Accident Understanding	pre_denominator_closure	Multi-Stage VLM Pipeline for Zero-Shot Traffic Accident Understanding 的具体问题/方法是：We present the 1st-place solution to the ACCIDENT challenge at the CVPR 2026 AUTOPILOT Workshop, which asks for zero-shot prediction of accident timing, impact centroid, and collision type from CCTV footage.；摘要声称/验证：We ablate each component, report the negative results that shaped the final design, and release the code at https://github.com/fuumin621/cvpr2026-accident-1st-place-solution.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29326	SF-2026-ARXIV-2605-29326	NeuroEdge: Real-Time Hand Gesture Recognition with High-Density EMG Using Deep Learning at the Edge	pre_denominator_closure	NeuroEdge: Real-Time Hand Gesture Recognition with High-Density EMG Using Deep Learning at the Edge 的具体问题/方法是：Experimental results show that NeuroEdge achieves a real-time classification accuracy of 90% across seven hand gestures, with a total average latency of 83 ms using 192 channels of HD-EMG recorded from the forearm.；摘要声称/验证：Experimental results show that NeuroEdge achieves a real-time classification accuracy of 90% across seven hand gestures, with a total average latency of 83 ms using 192 channels of HD-EMG recorded from the forearm.。排除边界：该方法优化单一任务质量，未改变跨层数据流、serving lifecycle、恢复责任或长期 owner，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29327	SF-2026-ARXIV-2605-29327	Reasoning-preserved Efficient Distillation of Large Language Models via Activation-aware Initialization	pre_denominator_closure	Reasoning-preserved Efficient Distillation of Large Language Models via Activation-aware Initialization 的具体问题/方法是：We systematically analyze the geometric origins of reasoning collapse and show that the SOTA EDistill method based on width-reducing projection matrices suffers from eRank collapse, in which the effective rank (eRank) of hidden representations drops.；摘要声称/验证：We systematically analyze the geometric origins of reasoning collapse and show that the SOTA EDistill method based on width-reducing projection matrices suffers from eRank collapse, in which the effective rank (eRank) of hidden representations drops.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29329	SF-2026-ARXIV-2605-29329	Mixing Vector Model for Copolymer Inference via Mixed Integer Linear Programming	pre_denominator_closure	Mixing Vector Model for Copolymer Inference via Mixed Integer Linear Programming 的具体问题/方法是：In this study, we extend this framework to copolymers by introducing a simple feature representation, called the mixing vector (MV) model.；摘要声称/验证：We also formulate a multi-monomer inverse-design problem under the MV representation with a prescribed mixing ratio and show that the resulting MILP instances remain tractable, even for three-monomer settings.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29330	SF-2026-ARXIV-2605-29330	EarthShift: a benchmark for measuring robustness to real-world distribution shifts in Earth observation	pre_denominator_closure	EarthShift: a benchmark for measuring robustness to real-world distribution shifts in Earth observation 的具体问题/方法是：We introduce EarthShift: the first public testbed for benchmarking robustness across multiple realistic distribution shifts encountered in remote sensing.；摘要声称/验证：Our experiments on 8 geospatial foundation models (GFMs) and 11 tasks covering 5 shift types show that GFMs consistently perform 15-20% worse out-of-distribution on average regardless of model architecture, size, pre-training or fine-tuning strategy.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
2605.29335	SF-2026-ARXIV-2605-29335	Rethinking FID Through the Geometry of the Reference Dataset	pre_denominator_closure	Rethinking FID Through the Geometry of the Reference Dataset 的具体问题/方法是：We show that this mismatch depends in part on the geometry of the reference dataset.；摘要声称/验证：We show that this mismatch depends in part on the geometry of the reference dataset.。排除边界：该工作主要增加任务切片或测量结果，未改变 evaluator identity、可复算证据对象或 release gate，因此在 Candidate Denominator 前闭合。	identity_date_closed	accessible_metadata		Rejected — Below Candidate Denominator
