arxiv_id	published_v1_utc	primary_category	route	decision	title	reason	author_adversarial_audit	independent_fresh_context_audit
2604.27442	2026-04-30T05:29:06Z	math.ST	core_daily_semantic_review_required	pre_denominator_closure	Bayesian online learning in the one-pass regime: Frequentist validity and uncertainty quantification	《Bayesian online learning in the one-pass regime: Frequentist validity and uncertainty quantification》— 具体机制（local model/task method）：In this paper, we propose a new Bayesian online learning algorithm tailored to the one-pass setting, which incorporates a warm-start phase to ensure stable sequential updates. 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27443	2026-04-30T05:29:06Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	ABC: Any-Subset Autoregression via Non-Markovian Diffusion Bridges in Continuous Time and Space	《ABC: Any-Subset Autoregression via Non-Markovian Diffusion Bridges in Continuous Time and Space》— 具体机制（multimodal generation/representation）：We propose ABC: Any-Subset Autoregressive Models via Non-Markovian Diffusion Bridges in Continuous Time and Space. 证据/适用边界：Our experiments show ABC's superiority to competing methods on multiple domains, including video generation and weather forecasting. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MULTIMODAL-REPRESENTATION` 已有的modality identity/alignment、generation state、serving ownership 或 cross-modal evaluation contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27445	2026-04-30T05:32:13Z	cs.CV	keyword_filtered	pre_denominator_closure	Context as Prior: Bayesian-Inspired Intent Inference for Non-Speaking Agents with a Household Cat Testbed	《Context as Prior: Bayesian-Inspired Intent Inference for Non-Speaking Agents with a Household Cat Testbed》— 具体机制（inference runtime）：We present CatSignal, a Bayesian-inspired probabilistic framework for multimodal intent inference that models spatial context as a prior-like constraint and behavioral observations as evidence. 证据/适用边界：Under Leave-One-Video-Out evaluation on a multimodal domestic cat dataset, the proposed prior-guided fusion achieves the best overall accuracy of 77.72%, outperforming feature concatenation (71.83%) and stronger late-fusion baselines. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `INFER-SCHEDULING` 已有的request/KV state owner、admission/SLO、distributed commit 或 fallback contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27447	2026-04-30T05:33:15Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	Sampler-Robust Optimization under Generative Models	《Sampler-Robust Optimization under Generative Models》— 具体机制（local model/task method）：We propose Sampler-Robust Optimization (SRO), which optimizes decisions against the worst-case sampler induced by perturbing the learned generator. 证据/适用边界：Portfolio-optimization experiments show that SRO produces more stable decisions and improves out-of-sample performance under distribution shift. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27448	2026-04-30T05:43:10Z	cs.CV	keyword_filtered	pre_denominator_closure	LA-Pose: Latent Action Pretraining Meets Pose Estimation	《LA-Pose: Latent Action Pretraining Meets Pose Estimation》— 具体机制（training mechanism）：Our method, dubbed LA-Pose, repurposes the latent action features as inputs to a camera pose estimator, finetuned on a limited set of high-quality 3D annotations. 证据/适用边界：Extensive experiments on driving benchmarks show that LA-Pose achieves competitive and even superior performance to state-of-the-art methods while using orders of magnitude less labeled data. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `TRAIN-PRETRAINING` 已有的objective/data ownership、optimizer-state semantics、reproducibility 或 checkpoint contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27450	2026-04-30T05:44:46Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	RAY-TOLD: Ray-Based Latent Dynamics for Dense Dynamic Obstacle Avoidance with TDMPC	《RAY-TOLD: Ray-Based Latent Dynamics for Dense Dynamic Obstacle Avoidance with TDMPC》— 具体机制（local model/task method）：To bridge this gap, we propose Ray-based Task-Oriented Latent Dynamics (RAY-TOLD), a hybrid control architecture that integrates obstacle information into latent dynamics and utilizes the robustness of physics-based MPPI with the long-horizon foresight of reinforcement learning. 证据/适用边界：Extensive tests in a stochastic environment with high-density dynamic obstacles demonstrate that our method outperforms the MPPI baseline, reducing the collision rate. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27453	2026-04-30T05:49:29Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	From Coarse to Fine: Benchmarking and Reward Modeling for Writing-Centric Generation Tasks	《From Coarse to Fine: Benchmarking and Reward Modeling for Writing-Centric Generation Tasks》— 具体机制（evaluation/data evidence）：To address these issues, we propose a fine-grained evaluation pipeline WEval for writing reward models and a fine-grained reinforcement learning training framework WRL. 证据/适用边界：Experiments show that our models achieve substantial improvements across various writing benchmarks and exhibit strong generalization. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `PLATFORM-EVALUATION-SYSTEM` 已有的evidence identity、evaluator/version ownership、cross-workload comparability 或 release gate；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27454	2026-04-30T05:49:34Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	Exploring Applications of Transfer-State Large Language Models: Cognitive Profiling and Socratic AI Tutoring	《Exploring Applications of Transfer-State Large Language Models: Cognitive Profiling and Socratic AI Tutoring》— 具体机制（model architecture）：Large language models (LLMs) sometimes exhibit qualitative shifts in response style under sustained self-referential dialogue conditions (Berg et al., 2025). 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MODEL-TRANSFORMER` 已有的representation/state semantics、training/inference equivalence 或 architecture-level system contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27456	2026-04-30T05:52:49Z	cs.CR	keyword_filtered	pre_denominator_closure	Federated Generation of Synthetic RNA-seq Data	《Federated Generation of Synthetic RNA-seq Data》— 具体机制（federated/edge learning）：The solution we present in this paper enables multiple data holders to jointly train a synthetic data generator without revealing their raw data. 证据/适用边界：In some settings, a single data holder may have sufficient data to train such generative models; however, in many applications data must be combined across multiple sites to achieve adequate scale. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `TRAIN-DISTRIBUTED-TRAINING` 已有的data ownership、aggregation trust、client failure/privacy 或 deployment contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27462	2026-04-30T06:02:16Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	Improving Graph Few-shot Learning with Hyperbolic Space and Denoising Diffusion	《Improving Graph Few-shot Learning with Hyperbolic Space and Denoising Diffusion》— 具体机制（multimodal generation/representation）：To address these issues, we propose IMPRESS, a novel framework that IMproves graPh few-shot learning with hypeRbolic spacE and denoiSing diffuSion. 证据/适用边界：Theoretically, IMPRESS achieves a tighter generalization bound. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MULTIMODAL-REPRESENTATION` 已有的modality identity/alignment、generation state、serving ownership 或 cross-modal evaluation contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27464	2026-04-30T06:04:34Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	Security Attack and Defense Strategies for Autonomous Agent Frameworks: A Layered Review with OpenClaw as a Case Study	该文以 OpenClaw 为案例，把 Agent 风险整理为 context/instruction、tool/action、state/persistence 与 ecosystem/automation 四层，并强调跨层传播。它是 secondary review，不提供新的 primary enforcement mechanism 或 evaluation contract；用于发现与术语校准，但不进入候选分母。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27467	2026-04-30T06:09:17Z	cs.CL	core_daily_semantic_review_required	retain	ScaleBox: Enabling High-Fidelity and Scalable Code Verification for Large Language Models	material long-term AI-System mechanism/ownership/evaluation delta; exact-v1 review routed	false_negative_rechecked_no_admission_delta	recovered_false_negative
2604.27468	2026-04-30T06:11:40Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	Syntactically-guided Information Maintenance in Sentence Comprehension	《Syntactically-guided Information Maintenance in Sentence Comprehension》— 具体机制（local model/task method）：Maintaining information in context is essential in successful real-time language comprehension, but maintenance is cognitively costly and can slow processing. 证据/适用边界：We show this is the case in a naturalistic reading time dataset in Japanese, a language in which the two factors contrast particularly clearly. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27470	2026-04-30T06:13:01Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	HealthBench Professional: Evaluating Large Language Models on Real Clinician Chats	《HealthBench Professional: Evaluating Large Language Models on Real Clinician Chats》— 具体机制（evaluation/data evidence）：We introduce HealthBench Professional, an open benchmark for evaluating large language models on real tasks that clinicians bring to ChatGPT in the course of their work. 证据/适用边界：The best scoring system, GPT-5.4 in ChatGPT for Clinicians, outperforms base GPT-5.4, all other models, and human physicians. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `PLATFORM-EVALUATION-SYSTEM` 已有的evidence identity、evaluator/version ownership、cross-workload comparability 或 release gate；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27472	2026-04-30T06:14:02Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	PRTS: A Primitive Reasoning and Tasking System via Contrastive Representations	《PRTS: A Primitive Reasoning and Tasking System via Contrastive Representations》— 具体机制（local model/task method）：We present \textbf{PRTS} (\textbf{P}rimitive \textbf{R}easoning and \textbf{T}asking \textbf{S}ystem), a VLA foundation model that reformulates pretraining through Goal-Conditioned Reinforcement Learning. 证据/适用边界：Pretrained on 167B tokens of diverse manipulation and embodied-reasoning data, PRTS reaches state-of-the-art performance on LIBERO, LIBERO-Pro, LIBERO-Plus, SimplerEnv, and a real-world suite of 14 complex tasks, with particularly substantial gains on long-horizon, contact-rich, and zero-shot novel-instruction settings, confirming that injecting goal-reachability awareness sign 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27476	2026-04-30T06:18:50Z	cs.CV	keyword_filtered	pre_denominator_closure	EdgeFM: Efficient Edge Inference for Vision-Language Models	《EdgeFM: Efficient Edge Inference for Vision-Language Models》— 具体机制（inference runtime）：Observing that modern AI agents can efficiently search and tune configurations to generate highly optimized low-level kernels for standard LLM operators, we propose EdgeFM, a lightweight, agent-driven VLM/LLM inference framework tailored for cross-platform industrial edge deployment. 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `INFER-SCHEDULING` 已有的request/KV state owner、admission/SLO、distributed commit 或 fallback contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27478	2026-04-30T06:19:46Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	Toward Scalable SDN for LEO Mega-Constellations: A Graph Learning Approach	《Toward Scalable SDN for LEO Mega-Constellations: A Graph Learning Approach》— 具体机制（local model/task method）：To address this, we propose a scalable, hierarchical software-defined networking (SDN) framework. 证据/适用边界：Simulations on the Starlink constellation demonstrate that our approach achieves at least a 42.8\% improvement in spatial compression and a 10.81\% improvement in temporal forecasting compared to established baselines, all while utilizing a significantly smaller model footprint. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27486	2026-04-30T06:34:54Z	cs.AR	keyword_filtered	retain	CuLifter: Lifting GPU Binaries to Typed IR	material long-term AI-System mechanism/ownership/evaluation delta; exact-v1 review routed	false_negative_rechecked_no_admission_delta	recovered_false_negative
2604.27487	2026-04-30T06:38:28Z	cs.CR	core_daily_semantic_review_required	pre_denominator_closure	Low Rank Adaptation for Adversarial Perturbation	《Low Rank Adaptation for Adversarial Perturbation》— 具体机制（security/governance）：Our method follows a two-step approach. 证据/适用边界：We mainly focus on leveraging this low-rank property to improve the efficiency and effectiveness of black-box adversarial attacks, which often suffer from excessive query requirements. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `PLATFORM-SECURITY` 已有的authorization/effect boundary、threat model、enforcement owner 或 release-security contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27488	2026-04-30T06:39:37Z	cs.CL	core_daily_semantic_review_required	retain	Skills-Coach: A Self-Evolving Skill Optimizer via Training-Free GRPO	material long-term AI-System mechanism/ownership/evaluation delta; exact-v1 review routed	retain_reconfirmed	retain_reconfirmed
2605.00062	2026-04-30T06:43:30Z	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	RETO: A Rotary-Enhanced Transformer Operator for High-Fidelity Prediction of Automotive Aerodynamics	《RETO: A Rotary-Enhanced Transformer Operator for High-Fidelity Prediction of Automotive Aerodynamics》— 具体机制（vertical-domain AI）：We propose the rotary-enhanced transformer operator (RETO), a novel neural solver featuring a dual-stage spatial awareness mechanism: sinusoidal-cosine encodings for global referencing and rotary positional encodings (RoPE) for relative displacements. 证据/适用边界：On ShapeNet, RETO achieves a relative $L_2$ error of 0.063, outperforming RegDGCNN at 0.125 and representing a 16\% improvement over the Transolver baseline, which yields an error of 0.075. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `WEEKLY-ONLY-CONTEXT` 已有的通用 AI-System state/data/control ownership 或跨领域 evaluation/release contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27491	2026-04-30T06:44:10Z	cs.CV	keyword_filtered	pre_denominator_closure	Uni-HOI:A Unified framework for Learning the Joint distribution of Text and Human-Object Interaction	《Uni-HOI:A Unified framework for Learning the Joint distribution of Text and Human-Object Interaction》— 具体机制（world/physical action）：Building on this, we propose Uni-HOI, a unified framework that learns the joint distribution among text, human motion, and object motion. 证据/适用边界：Extensive experiments demonstrate that Uni-HOI achieves remarkable performances on multiple HOI-related tasks including text-driven HOI generation, object motion-driven human motion generation (optionally with text) and human motion-driven object motion prediction within a unified framework. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MULTIMODAL-EMBODIED-VLA` 已有的persistent world-state owner、controller authority、closed-loop evidence 或 physical safety contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27495	2026-04-30T06:49:17Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	Debiasing Reward Models via Causally Motivated Inference-Time Intervention	《Debiasing Reward Models via Causally Motivated Inference-Time Intervention》— 具体机制（preference/reward modeling）：In this paper, we propose causally motivated intervention for mitigating multiple types of biases in RMs at inference time. 证据/适用边界：We evaluate our method on RM benchmarks and observe reductions in sensitivity to spurious features across diverse bias types, without inducing performance trade-offs. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `TRAIN-RLHF` 已有的reward authority、preference provenance、policy optimization loop 或 release evaluation contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27497	2026-04-30T06:50:14Z	cs.CR	keyword_filtered	pre_denominator_closure	SST-Guard: Detecting and Characterizing Server-Side Google Analytics in the Wild	《SST-Guard: Detecting and Characterizing Server-Side Google Analytics in the Wild》— 具体机制（local model/task method）：As web browsers increasingly restrict client-side tracking, the web tracking ecosystem is shifting from client-side to server-side tracking (SST). 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27499	2026-04-30T06:50:25Z	cs.CV	keyword_filtered	pre_denominator_closure	Towards All-Day Perception for Off-Road Driving: A Large-Scale Multispectral Dataset and Comprehensive Benchmark	《Towards All-Day Perception for Off-Road Driving: A Large-Scale Multispectral Dataset and Comprehensive Benchmark》— 具体机制（evaluation/data evidence）：To address these gaps, we present the IRON dataset, which, to our knowledge, is the first large-scale infrared dataset for off-road temporal freespace detection under all-day conditions, with strong support for nighttime perception. 证据/适用边界：On our IRON dataset, IRONet achieves state-of-the-art performance, reaching 82.93%(+1.19%) IoU and 90.66%(+0.71%) F1 score at real-time inference. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `PLATFORM-EVALUATION-SYSTEM` 已有的evidence identity、evaluator/version ownership、cross-workload comparability 或 release gate；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27504	2026-04-30T06:54:35Z	cs.CV	keyword_filtered	pre_denominator_closure	REVIVE 3D: Refinement via Encoded Voluminous Inflated prior for Volume Enhancement	《REVIVE 3D: Refinement via Encoded Voluminous Inflated prior for Volume Enhancement》— 具体机制（multimodal generation/representation）：We introduce REVIVE 3D, a two-stage, plug-and-play pipeline for generating voluminous 3D assets from flat images. 证据/适用边界：We show that REVIVE 3D achieves state-of-the-art performance on a challenging flat image dataset, based on extensive qualitative and quantitative evaluations. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MULTIMODAL-REPRESENTATION` 已有的modality identity/alignment、generation state、serving ownership 或 cross-modal evaluation contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27505	2026-04-30T06:54:39Z	cs.CV	keyword_filtered	pre_denominator_closure	Leveraging Verifier-Based Reinforcement Learning in Image Editing	《Leveraging Verifier-Based Reinforcement Learning in Image Editing》— 具体机制（multimodal generation/representation）：We introduce Edit-R1, a framework that builds a chain-of-thought (CoT) verifier-based reasoning reward model (RRM) and then leverages it for downstream image editing. 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MULTIMODAL-REPRESENTATION` 已有的modality identity/alignment、generation state、serving ownership 或 cross-modal evaluation contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27508	2026-04-30T06:57:50Z	cs.RO	keyword_filtered	pre_denominator_closure	SASI: Leveraging Sub-Action Semantics for Robust Early Action Recognition in Human-Robot Interaction	《SASI: Leveraging Sub-Action Semantics for Robust Early Action Recognition in Human-Robot Interaction》— 具体机制（world/physical action）：To address this gap, we introduce SASI (Sub-Action Semantics Integrated cross-modal fusion), a novel framework that integrates existing graph convolution networks to fuse spatiotemporal features with sub-action semantics. 证据/适用边界：Experiments on BABEL, a skeleton-based dataset with frame-level annotations, demonstrate that our method improves recognition accuracy over conventional approaches, with additional gains expected as the quality of sub-action segmentation improves. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MULTIMODAL-EMBODIED-VLA` 已有的persistent world-state owner、controller authority、closed-loop evidence 或 physical safety contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27510	2026-04-30T07:08:52Z	cs.CV	core_daily_semantic_review_required	pre_denominator_closure	FMCL: Class-Aware Client Clustering with Foundation Model Representations for Heterogeneous Federated Learning	《FMCL: Class-Aware Client Clustering with Foundation Model Representations for Heterogeneous Federated Learning》— 具体机制（federated/edge learning）：We propose FMCL, a one-shot, class-aware client clustering framework that leverages foundation model representations to construct semantic client signatures. 证据/适用边界：Extensive experiments across heterogeneous benchmarks demonstrate that FMCL improves federated performance and yields more stable clustering behavior compared to existing clustering-based methods under non-identically distributed data partitioning. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `TRAIN-DISTRIBUTED-TRAINING` 已有的data ownership、aggregation trust、client failure/privacy 或 deployment contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27529	2026-04-30T07:32:07Z	cs.CV	keyword_filtered	pre_denominator_closure	Adjoint Inversion Reveals Holographic Superposition and Destructive Interference in CNN Classifiers	《Adjoint Inversion Reveals Holographic Superposition and Destructive Interference in CNN Classifiers》— 具体机制（model architecture）：Our method mathematically guarantees that the spatial gradient support of every reconstruction stems strictly from genuinely active channels. 证据/适用边界：We show that per-channel inversions are uniformly holographic: positive and negative weight reconstructions are visually and energetically indistinguishable. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MODEL-TRANSFORMER` 已有的representation/state semantics、training/inference equivalence 或 architecture-level system contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27532	2026-04-30T07:36:57Z	cs.SE	keyword_filtered	pre_denominator_closure	A Longitudinal Analysis of Good First Issue Practices and Newcomer Pull Requests in Popular OSS Projects	《A Longitudinal Analysis of Good First Issue Practices and Newcomer Pull Requests in Popular OSS Projects》— 具体机制（local model/task method）：Open-source software (OSS) projects rely on effective newcomer onboarding to sustain their communities. 证据/适用边界：We find that while the proportion of issues with GFI labels remained stable during the first three years, it underwent a statistically significant decline beginning in January 2024, with substantial variation across projects not explained by repository age or programming language. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27533	2026-04-30T07:37:16Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	Qualitative Evaluation of Language Model Rescoring in Automatic Speech Recognition	《Qualitative Evaluation of Language Model Rescoring in Automatic Speech Recognition》— 具体机制（evaluation/data evidence）：In this paper, we propose to study and understand the impact of rescoring using language models in ASR systems by means of several metrics often used in other natural language processing (NLP) tasks in addition to the WER. 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `PLATFORM-EVALUATION-SYSTEM` 已有的evidence identity、evaluator/version ownership、cross-workload comparability 或 release gate；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27534	2026-04-30T07:39:15Z	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	Entropy of Ukrainian	《Entropy of Ukrainian》— 具体机制（local model/task method）：In natural language processing, the entropy of a language is a measure of its unpredictability and complexity. 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `ROADMAP-OWNER-UNCHANGED` 已有的长期 state/data/control ownership、跨层 evaluation authority 或 release/recovery contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27536	2026-04-30T07:40:24Z	cs.AI	core_daily_semantic_review_required	retain	Belief-Guided Inference Control for Large Language Model Services via Verifiable Observations	material long-term AI-System mechanism/ownership/evaluation delta; exact-v1 review routed	retain_reconfirmed	retain_reconfirmed
2604.27538	2026-04-30T07:41:49Z	cs.CV	keyword_filtered	pre_denominator_closure	Self-Supervised Learning of Plant Image Representations	《Self-Supervised Learning of Plant Image Representations》— 具体机制（multimodal generation/representation）：Automated plant recognition plays a crucial role in biodiversity monitoring and conservation, yet current approaches rely heavily on supervised learning, which is limited by the availability of expert-labeled data. 证据/适用边界：We show that commonly used augmentations in SSL pipelines - such as Gaussian blur, grayscale conversion, and solarization - are detrimental in the context of plant images, as they remove subtle discriminative cues essential for fine-grained recognition. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `MULTIMODAL-REPRESENTATION` 已有的modality identity/alignment、generation state、serving ownership 或 cross-modal evaluation contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27539	2026-04-30T07:43:57Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	Knowledge Affordances for Hybrid Human-AI Information Seeking	《Knowledge Affordances for Hybrid Human-AI Information Seeking》— 具体机制（federated/edge learning）：Rather than introducing a fully formed framework, we propose KAs as declarative, semantically grounded descriptions of what a knowledge source can offer, for which kinds of questions, and with which contextual properties. 证据/适用边界：摘要未披露独立 evaluation、artifact 或 failure analysis。 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `TRAIN-DISTRIBUTED-TRAINING` 已有的data ownership、aggregation trust、client failure/privacy 或 deployment contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
2604.27540	2026-04-30T07:46:55Z	cs.AI	core_daily_semantic_review_required	pre_denominator_closure	In-Context Examples Suppress Scientific Knowledge Recall in LLMs	《In-Context Examples Suppress Scientific Knowledge Recall in LLMs》— 具体机制（Agent information state）：Scientific reasoning rarely stops at what is directly observable; it often requires uncovering hidden structure from data. 证据/适用边界：We show that adding in-context examples makes models rely less on pretrained domain knowledge, even when those examples are generated by the very same formula. 分母前关闭：该 family 的增量停留在上述对象和作者 evaluation scope，没有改变 `AGENT-MEMORY` 已有的canonical memory owner、provenance/lifecycle、retrieval authority 或 update/delete consistency contract；因此保留 identity、v1 日期与拒绝理由，但不进入 Score V2/Books Decision。	false_negative_rechecked_no_admission_delta	closure_reconfirmed
