arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2603.19455	2026-03-23T00:09:33Z	Real-Time Regulation of Direct Ink Writing Using Model Reference Adaptive Control	eess.SY	pre_denominator_closure	Real-Time Regulation of Direct Ink Writing Using Model Reference Adaptive Control（eess.SY）的公开摘要聚焦于：Direct Ink Writing (DIW) has gained attention for its potential to reduce printing time and material waste. However, maintaining precise geometry and consistent print quality remains challenging under dynamically varying operating conditions. This paper presents a control-focused approach using a model reference adaptive control (MRAC) strategy based on a re 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19456	2026-03-23T00:09:34Z	In-the-Wild Camouflage Attack on Vehicle Detectors through Controllable Image Editing	cs.CV	pre_denominator_closure	In-the-Wild Camouflage Attack on Vehicle Detectors through Controllable Image Editing（cs.CV）的公开摘要聚焦于：Deep neural networks (DNNs) have achieved remarkable success in computer vision but remain highly vulnerable to adversarial attacks. Among them, camouflage attacks manipulate an object's visible appearance to deceive detectors while remaining stealthy to humans. In this paper, we propose a new framework that formulates vehicle camouflage attacks as a conditi 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19460	2026-03-23T00:09:51Z	GeoLAN: Geometric Learning of Latent Explanatory Directions in Large Language Models	cs.CG;cs.LG	pre_denominator_closure	GeoLAN: Geometric Learning of Latent Explanatory Directions in Large Language Models（cs.CG, cs.LG）的公开摘要聚焦于：Large language models (LLMs) demonstrate strong performance, but they often lack transparency. We introduce GeoLAN, a training framework that treats token representations as geometric trajectories and applies stickiness conditions inspired by recent developments related to the Kakeya Conjecture. We have developed two differentiable regularizers, Katz-Tao Con 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19461	2026-03-23T00:09:58Z	Hyperagents	cs.AI	pre_denominator_closure	Hyperagents（cs.AI）的公开摘要聚焦于：Self-improving AI systems aim to reduce reliance on human engineering by learning to improve their own learning and problem-solving processes. Existing approaches to self-improvement rely on fixed, handcrafted meta-level mechanisms, fundamentally limiting how fast such systems can improve. The Darwin Gödel Machine (DGM) demonstrates open-ended self-improveme 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19463	2026-03-23T00:10:14Z	Deep Hilbert--Galerkin Methods for Infinite-Dimensional PDEs and Optimal Control	cs.LG;math.AP;math.NA;math.OC;math.PR	pre_denominator_closure	Deep Hilbert--Galerkin Methods for Infinite-Dimensional PDEs and Optimal Control（cs.LG, math.AP）的公开摘要聚焦于：We develop deep learning-based approximation methods for fully nonlinear second-order PDEs on separable Hilbert spaces, such as HJB equations for infinite-dimensional control, by parameterizing solutions via Hilbert--Galerkin Neural Operators (HGNOs). We prove the first Universal Approximation Theorems (UATs) which are sufficiently powerful to address these 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19464	2026-03-23T00:10:32Z	Can LLMs Prove Robotic Path Planning Optimality? A Benchmark for Research-Level Algorithm Verification	cs.RO	pre_denominator_closure	Can LLMs Prove Robotic Path Planning Optimality? A Benchmark for Research-Level Algorithm Verification（cs.RO）的公开摘要聚焦于：Robotic path planning problems are often NP-hard, and practical solutions typically rely on approximation algorithms with provable performance guarantees for general cases. While designing such algorithms is challenging, formally proving their approximation optimality is even more demanding, which requires domain-specific geometric insights and multi-step ma 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19465	2026-03-23T00:10:33Z	Global Convergence of Multiplicative Updates for the Matrix Mechanism: A Collaborative Proof with Gemini 3	cs.AI;cs.LG;math.OC	pre_denominator_closure	Global Convergence of Multiplicative Updates for the Matrix Mechanism: A Collaborative Proof with Gemini 3（cs.AI, cs.LG）的公开摘要聚焦于：We analyze a fixed-point iteration $v \leftarrow ϕ(v)$ arising in the optimization of a regularized nuclear norm objective involving the Hadamard product structure, posed in DMR+22 in the context of an optimization problem over the space of algorithms in private machine learning. We prove that the iteration $v^{(k+1)} = \text{diag}((D_{v^{(k)}}^{1/2} M D_{v^ 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19466	2026-03-23T00:10:34Z	ProactiveBench: Benchmarking Proactiveness in Multimodal Large Language Models	cs.CV	pre_denominator_closure	"ProactiveBench: Benchmarking Proactiveness in Multimodal Large Language Models（cs.CV）的公开摘要聚焦于：Effective collaboration begins with knowing when to ask for help. For example, when trying to identify an occluded object, a human would ask someone to remove the obstruction. Can MLLMs exhibit a similar ""proactive"" behavior by requesting simple user interventions? To investigate this, we introduce ProactiveBench, a benchmark built from seven repurposed data 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。"
2603.19468	2026-03-23T00:10:42Z	Listen First, Then Answer: Timestamp-Grounded Speech Reasoning	cs.SD;eess.AS	pre_denominator_closure	Listen First, Then Answer: Timestamp-Grounded Speech Reasoning（cs.SD, eess.AS）的公开摘要聚焦于：Large audio-language models (LALMs) can generate reasoning chains for their predictions, but it remains unclear whether these reasoning chains remain grounded in the input audio. In this paper, we propose an RL-based strategy that grounds the reasoning outputs of LALMs with explicit timestamp annotations referring to relevant segments of the audio signal. Ou 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19469	2026-03-23T00:10:48Z	A Framework for Formalizing LLM Agent Security	cs.AI;cs.CR	candidate_denominator	改变长期 AI System 机制、ownership、evaluation contract 或成立边界；进入 exact-v1 Review。
2603.19470	2026-03-23T00:10:49Z	Adaptive Layerwise Perturbation: Unifying Off-Policy Corrections for LLM RL	cs.AI;cs.LG	pre_denominator_closure	Adaptive Layerwise Perturbation: Unifying Off-Policy Corrections for LLM RL（cs.AI, cs.LG）的公开摘要聚焦于：Off-policy problems such as policy staleness and training--inference mismatch have become a major bottleneck for training stability and further exploration in LLM RL. The distribution gap between the inference and updated policies grows because of the techniques to enhance inference efficiency, leading to heavy-tailed importance ratios. Heavy-tailed ratios a 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19472	2026-03-23T00:11:11Z	Non-trivial automata networks do exist that solve the global majority problem with the local majority rule	cs.DC;cs.DM	pre_denominator_closure	Non-trivial automata networks do exist that solve the global majority problem with the local majority rule（cs.DC, cs.DM）的公开摘要聚焦于：The global majority problem, often referred to as the Density Classification Task, is a classical benchmark in the context of probing the computational capabilities of automata networks. It poses the simple yet challenging problem of determining, by totally local means, whether an arbitrary initial configuration of binary states can evolve to a final, homoge 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19473	2026-03-23T00:11:12Z	Reinforcement-guided generative protein language models enable de novo design of highly diverse AAV capsids	cs.LG;q-bio.BM	pre_denominator_closure	Reinforcement-guided generative protein language models enable de novo design of highly diverse AAV capsids（cs.LG, q-bio.BM）的公开摘要聚焦于：Adeno-associated viral (AAV) vectors are widely used delivery platforms in gene therapy, and the design of improved capsids is key to expanding their therapeutic potential. A central challenge in AAV bioengineering, as in protein design more broadly, is the vast sequence design space relative to the scale of feasible experimental screening. Machine-guided ge 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19474	2026-03-23T00:11:13Z	TRACE: Trajectory Recovery with State Propagation Diffusion for Urban Mobility	cs.AI;cs.LG	pre_denominator_closure	TRACE: Trajectory Recovery with State Propagation Diffusion for Urban Mobility（cs.AI, cs.LG）的公开摘要聚焦于：High-quality GPS trajectories are essential for location-based web services and smart city applications, including navigation, ride-sharing and delivery. However, due to low sampling rates and limited infrastructure coverage during data collection, real-world trajectories are often sparse and feature unevenly distributed location points. Recovering these tra 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19477	2026-03-23T00:11:19Z	Real-Time Optical Communication Using Event-Based Vision with Moving Transmitters	cs.RO	pre_denominator_closure	Real-Time Optical Communication Using Event-Based Vision with Moving Transmitters（cs.RO）的公开摘要聚焦于：In multi-robot systems, traditional radio frequency (RF) communication struggles with contention and jamming. Optical communication offers a strong alternative. However, conventional frame-based cameras suffer from limited frame rates, motion blur, and reduced robustness under high dynamic range lighting. Event cameras support microsecond temporal resolution 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19481	2026-03-23T00:11:38Z	Narrative Aligned Long Form Video Question Answering	cs.CV	pre_denominator_closure	Narrative Aligned Long Form Video Question Answering（cs.CV）的公开摘要聚焦于：Recent progress in multimodal large language models (MLLMs) has led to a surge of benchmarks for long-video reasoning. However, most existing benchmarks rely on localized cues and fail to capture narrative reasoning, the ability to track intentions, connect distant events, and reconstruct causal chains across an entire movie. We introduce NA-VQA, a benchmark 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19482	2026-03-23T00:11:41Z	Instruction-Free Tuning of Large Vision Language Models for Medical Instruction Following	cs.CV	pre_denominator_closure	Instruction-Free Tuning of Large Vision Language Models for Medical Instruction Following（cs.CV）的公开摘要聚焦于：Large vision language models (LVLMs) have demonstrated impressive performance across a wide range of tasks. These capabilities largely stem from visual instruction tuning, which fine-tunes models on datasets consisting of curated image-instruction-output triplets. However, in the medical domain, constructing large-scale, high-quality instruction datasets is 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19486	2026-03-23T00:11:52Z	Any-Subgroup Equivariant Networks via Symmetry Breaking	cs.LG	pre_denominator_closure	Any-Subgroup Equivariant Networks via Symmetry Breaking（cs.LG）的公开摘要聚焦于：The inclusion of symmetries as an inductive bias, known as equivariance, often improves generalization on geometric data (e.g. grids, sets, and graphs). However, equivariant architectures are usually highly constrained, designed for symmetries chosen a priori, and not applicable to datasets with other symmetries. This precludes the development of flexible, m 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19492	2026-03-23T00:12:20Z	Coordinating Stakeholders in the Consideration of Performance Indicators and Respective Interface Requirements for Automated Vehicles	cs.SE;eess.SY	pre_denominator_closure	Coordinating Stakeholders in the Consideration of Performance Indicators and Respective Interface Requirements for Automated Vehicles（cs.SE, eess.SY）的公开摘要聚焦于：This paper presents a process for coordinating stakeholders in their consideration of performance indicators and respective interface requirements for automated vehicles. These performance indicators are obtained and processed based on the system's self-perception and enable the realization of self-aware and self-adaptive vehicles. This is necessary to allow 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19496	2026-03-23T00:12:31Z	VeloxNet: Efficient Spatial Gating for Lightweight Embedded Image Classification	cs.CV	pre_denominator_closure	VeloxNet: Efficient Spatial Gating for Lightweight Embedded Image Classification（cs.CV）的公开摘要聚焦于：Deploying deep learning models on embedded devices for tasks such as aerial disaster monitoring and infrastructure inspection requires architectures that balance accuracy with strict constraints on model size, memory, and latency. This paper introduces VeloxNet, a lightweight CNN architecture that replaces SqueezeNet's fire modules with gated multi-layer per 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19497	2026-03-23T00:12:32Z	ICLAD: In-Context Learning for Unified Tabular Anomaly Detection Across Supervision Regimes	cs.LG	pre_denominator_closure	ICLAD: In-Context Learning for Unified Tabular Anomaly Detection Across Supervision Regimes（cs.LG）的公开摘要聚焦于：Anomaly detection on tabular data is commonly studied under three supervision regimes, including one-class settings that assume access to anomaly-free training samples, fully unsupervised settings with unlabeled and potentially contaminated training data, and semi-supervised settings with limited anomaly labels. Existing deep learning approaches typically tr 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19500	2026-03-23T00:12:49Z	Teaching an Agent to Sketch One Part at a Time	cs.AI;cs.CV;cs.GR;cs.LG	pre_denominator_closure	Teaching an Agent to Sketch One Part at a Time（cs.AI, cs.CV）的公开摘要聚焦于：We develop a method for producing vector sketches one part at a time. To do this, we train a multi-modal language model-based agent using a novel multi-turn process-reward reinforcement learning following supervised fine-tuning. Our approach is enabled by a new dataset we call ControlSketch-Part, containing rich part-level annotations for sketches, obtained 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19501	2026-03-23T00:12:55Z	Stochastic Sequential Decision Making over Expanding Networks with Graph Filtering	cs.LG;eess.SP	pre_denominator_closure	Stochastic Sequential Decision Making over Expanding Networks with Graph Filtering（cs.LG, eess.SP）的公开摘要聚焦于：Graph filters leverage topological information to process networked data with existing methods mainly studying fixed graphs, ignoring that graphs often expand as nodes continually attach with an unknown pattern. The latter requires developing filter-based decision-making paradigms that take evolution and uncertainty into account. Existing approaches rely on 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19502	2026-03-23T00:13:01Z	Unlabeled Multi-Robot Motion Planning with Improved Separation Trade-offs	cs.CG;cs.RO	pre_denominator_closure	Unlabeled Multi-Robot Motion Planning with Improved Separation Trade-offs（cs.CG, cs.RO）的公开摘要聚焦于：We study unlabeled multi-robot motion planning for unit-disk robots in a polygonal environment. Although the problem is hard in general, polynomial-time solutions exist under appropriate separation assumptions on start and target positions. Banyassady et al. (SoCG'22) guarantee feasibility in simple polygons under start--start and target--target distances of 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19503	2026-03-23T00:13:10Z	Vision Tiny Recursion Model (ViTRM): Parameter-Efficient Image Classification via Recursive State Refinement	cs.CV	pre_denominator_closure	Vision Tiny Recursion Model (ViTRM): Parameter-Efficient Image Classification via Recursive State Refinement（cs.CV）的公开摘要聚焦于：The success of deep learning in computer vision has been driven by models of increasing scale, from deep Convolutional Neural Networks (CNN) to large Vision Transformers (ViT). While effective, these architectures are parameter-intensive and demand significant computational resources, limiting deployment in resource-constrained environments. Inspired by Tiny 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19504	2026-03-23T00:13:11Z	Beyond the Desk: Barriers and Future Opportunities for AI to Assist Scientists in Embodied Physical Tasks	cs.AI;cs.HC	pre_denominator_closure	Beyond the Desk: Barriers and Future Opportunities for AI to Assist Scientists in Embodied Physical Tasks（cs.AI, cs.HC）的公开摘要聚焦于：More scientists are now using AI, but prior studies have examined only how they use it 'at the desk' for computer-based work. However, given that scientific work often happens 'beyond the desk' at lab and field sites, we conducted the first study of how scientific practitioners use AI for embodied physical tasks. We interviewed 12 scientific practitioners do 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19510	2026-03-23T00:14:39Z	Linear Social Choice with Few Queries: A Moment-Based Approach	cs.AI;cs.GT	pre_denominator_closure	Linear Social Choice with Few Queries: A Moment-Based Approach（cs.AI, cs.GT）的公开摘要聚焦于：Most social choice rules assume access to full rankings, while current alignment practice -- despite aiming for diversity -- typically treats voters as anonymous and comparisons as independent, effectively extracting only about one bit per voter. Motivated by this gap, we study social choice under an extreme communication budget in the linear social choice m 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19512	2026-03-23T00:14:43Z	FedAgain: A Trust-Based and Robust Federated Learning Strategy for an Automated Kidney Stone Identification in Ureteroscopy	cs.AI;cs.CV	pre_denominator_closure	FedAgain: A Trust-Based and Robust Federated Learning Strategy for an Automated Kidney Stone Identification in Ureteroscopy（cs.AI, cs.CV）的公开摘要聚焦于：The reliability of artificial intelligence (AI) in medical imaging critically depends on its robustness to heterogeneous and corrupted images acquired with diverse devices across different hospitals which is highly challenging. Therefore, this paper introduces FedAgain, a trust-based Federated Learning (Federated Learning) strategy designed to enhance robust 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19514	2026-03-23T00:14:52Z	Learning to Disprove: Formal Counterexample Generation with Large Language Models	cs.AI	pre_denominator_closure	Learning to Disprove: Formal Counterexample Generation with Large Language Models（cs.AI）的公开摘要聚焦于：Mathematical reasoning demands two critical, complementary skills: constructing rigorous proofs for true statements and discovering counterexamples that disprove false ones. However, current AI efforts in mathematics focus almost exclusively on proof construction, often neglecting the equally important task of finding counterexamples. In this paper, we addre 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19515	2026-03-23T00:14:58Z	ItinBench: Benchmarking Planning Across Multiple Cognitive Dimensions with Large Language Models	cs.AI	pre_denominator_closure	ItinBench: Benchmarking Planning Across Multiple Cognitive Dimensions with Large Language Models（cs.AI）的公开摘要聚焦于：Large language models (LLMs) with advanced cognitive capabilities are emerging as agents for various reasoning and planning tasks. Traditional evaluations often focus on specific reasoning or planning questions within controlled environments. Recent studies have explored travel planning as a medium to integrate various verbal reasoning tasks into real-world 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19516	2026-03-23T00:15:00Z	Gastric-X: A Multimodal Multi-Phase Benchmark Dataset for Advancing Vision-Language Models in Gastric Cancer Analysis	cs.AI;cs.CV	pre_denominator_closure	Gastric-X: A Multimodal Multi-Phase Benchmark Dataset for Advancing Vision-Language Models in Gastric Cancer Analysis（cs.AI, cs.CV）的公开摘要聚焦于：Recent vision-language models (VLMs) have shown strong generalization and multimodal reasoning abilities in natural domains. However, their application to medical diagnosis remains limited by the lack of comprehensive and structured datasets that capture real clinical workflows. To advance the development of VLMs for clinical applications, particularly in ga 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19517	2026-03-23T00:15:10Z	ReXInTheWild: A Unified Benchmark for Medical Photograph Understanding	cs.CV;cs.LG	pre_denominator_closure	ReXInTheWild: A Unified Benchmark for Medical Photograph Understanding（cs.CV, cs.LG）的公开摘要聚焦于：Everyday photographs taken with ordinary cameras are already widely used in telemedicine and other online health conversations, yet no comprehensive benchmark evaluates whether vision-language models can interpret their medical content. Analyzing these images requires both fine-grained natural image understanding and domain-specific medical reasoning, a comb 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19519	2026-03-23T00:15:35Z	Inducing Sustained Creativity and Diversity in Large Language Models	cs.AI;cs.CL;cs.CY;cs.IR	pre_denominator_closure	"Inducing Sustained Creativity and Diversity in Large Language Models（cs.AI, cs.CL）的公开摘要聚焦于：We address a not-widely-recognized subset of exploratory search, where a user sets out on a typically long ""search quest"" for the perfect wedding dress, overlooked research topic, killer company idea, etc. The first few outputs of current large language models (LLMs) may be helpful but only as a start, since the quest requires learning the search space and e 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。"
2603.19520	2026-03-23T00:15:41Z	Leveraging Classical and Quantum Computing for Process Systems Engineering Applications: Decomposition Algorithm with Ising Solvers for Efficient Discrete Landscape Exploration	math.OC	pre_denominator_closure	Leveraging Classical and Quantum Computing for Process Systems Engineering Applications: Decomposition Algorithm with Ising Solvers for Efficient Discrete Landscape Exploration（math.OC）不属于 AI System 机制范围；identity/date 已闭合。
2603.19523	2026-03-23T00:16:10Z	Recognising BSL Fingerspelling in Continuous Signing Sequences	cs.CV	pre_denominator_closure	Recognising BSL Fingerspelling in Continuous Signing Sequences（cs.CV）的公开摘要聚焦于：Fingerspelling is a critical component of British Sign Language (BSL), used to spell proper names, technical terms, and words that lack established lexical signs. Fingerspelling recognition is challenging due to the rapid pace of signing and common letter omissions by native signers, while existing BSL fingerspelling datasets are either small in scale or tem 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19524	2026-03-23T00:16:17Z	Remarks on Lipschitz-Minimal Interpolation: Generalization Bounds and Neural Network Implementation	eess.SY	pre_denominator_closure	Remarks on Lipschitz-Minimal Interpolation: Generalization Bounds and Neural Network Implementation（eess.SY）的公开摘要聚焦于：This note establishes a theoretical framework for finding (potentially overparameterized) approximations of a function on a compact set with a-priori bounds for the generalization error. The approximation method considered is to choose, among all functions that (approximately) interpolate a given data set, one with a minimal Lipschitz constant. The paper est 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19527	2026-03-23T00:16:33Z	Depictions of Depression in Generative AI Video Models: A Preliminary Study of OpenAI's Sora 2	cs.AI;cs.CY;cs.HC	pre_denominator_closure	Depictions of Depression in Generative AI Video Models: A Preliminary Study of OpenAI's Sora 2（cs.AI, cs.CY）的公开摘要聚焦于：Generative video models are increasingly capable of producing complex depictions of mental health experiences, yet little is known about how these systems represent conditions like depression. This study characterizes how OpenAI's Sora 2 generative video model depicts depression and examines whether depictions differ between the consumer App and developer AP 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19529	2026-03-23T00:16:54Z	SurfaceXR: Fusing Smartwatch IMUs and Egocentric Hand Pose for Seamless Surface Interactions	cs.CV;cs.HC;cs.LG	pre_denominator_closure	SurfaceXR: Fusing Smartwatch IMUs and Egocentric Hand Pose for Seamless Surface Interactions（cs.CV, cs.HC）的公开摘要聚焦于：Mid-air gestures in Extended Reality (XR) often cause fatigue and imprecision. Surface-based interactions offer improved accuracy and comfort, but current egocentric vision methods struggle due to hand tracking challenges and unreliable surface plane estimation. We introduce SurfaceXR, a sensor fusion approach combining headset-based hand tracking with smart 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19530	2026-03-23T00:17:07Z	On Locational Marginal Emissions in Electricity Markets: A Two-Layered Dispatch Mechanism and Its Fundamental Theorems	math.OC	pre_denominator_closure	On Locational Marginal Emissions in Electricity Markets: A Two-Layered Dispatch Mechanism and Its Fundamental Theorems（math.OC）不属于 AI System 机制范围；identity/date 已闭合。
2603.19531	2026-03-23T00:17:17Z	dinov3.seg: Open-Vocabulary Semantic Segmentation with DINOv3	cs.AI;cs.CV	pre_denominator_closure	dinov3.seg: Open-Vocabulary Semantic Segmentation with DINOv3（cs.AI, cs.CV）的公开摘要聚焦于：Open-Vocabulary Semantic Segmentation (OVSS) assigns pixel-level labels from an open set of text-defined categories, demanding reliable generalization to unseen classes at inference. Although modern vision-language models (VLMs) support strong open-vocabulary recognition, their representations learned through global contrastive objectives remain suboptimal f 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19532	2026-03-23T00:17:48Z	EvidenceRL: Reinforcing Evidence Consistency for Trustworthy Language Models	cs.CL;cs.IR;cs.LG	pre_denominator_closure	EvidenceRL: Reinforcing Evidence Consistency for Trustworthy Language Models（cs.CL, cs.IR）的公开摘要聚焦于：Large Language Models (LLMs) are fluent but prone to hallucinations, producing answers that appear plausible yet are unsupported by available evidence. This failure is especially problematic in high-stakes domains where decisions must be justified by verifiable information. We introduce \textbf{EvidenceRL}, a reinforcement learning framework that enforces ev 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19533	2026-03-23T00:17:59Z	Pedestrian Crossing Intent Prediction via Psychological Features and Transformer Fusion	cs.CV;cs.RO	pre_denominator_closure	Pedestrian Crossing Intent Prediction via Psychological Features and Transformer Fusion（cs.CV, cs.RO）的公开摘要聚焦于：Pedestrian intention prediction needs to be accurate for autonomous vehicles to navigate safely in urban environments. We present a lightweight, socially informed architecture for pedestrian intention prediction. It fuses four behavioral streams (attention, position, situation, and interaction) using highway encoders, a compact 4-token Transformer, and globa 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19535	2026-03-23T00:18:03Z	Behavioral Engagement in VR-Based Sign Language Learning: Visual Attention as a Predictor of Performance and Temporal Dynamics	cs.CV;cs.HC	pre_denominator_closure	Behavioral Engagement in VR-Based Sign Language Learning: Visual Attention as a Predictor of Performance and Temporal Dynamics（cs.CV, cs.HC）的公开摘要聚焦于：This study analyzes behavioral engagement in SONAR, a virtual reality application designed for sign language training and validation. We focus on three automatically derived engagement indicators (Visual Attention (VA), Video Replay Frequency (VRF), and Post-Playback Viewing Time (PPVT)) and examine their relationship with learning performance. Participants 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.19538	2026-03-23T00:18:23Z	MoCA3D: Monocular 3D Bounding Box Prediction in the Image Plane	cs.CV	pre_denominator_closure	MoCA3D: Monocular 3D Bounding Box Prediction in the Image Plane（cs.CV）的公开摘要聚焦于：Monocular 3D object understanding has largely been cast as a 2D RoI-to-3D box lifting problem. However, emerging downstream applications require image-plane geometry (e.g., projected 3D box corners) which cannot be easily obtained without known intrinsics, a problem for object detection in the wild. We introduce MoCA3D, a Monocular, Class-Agnostic 3D model t 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
