arxiv_id	title	screening_status	screening_reason	owner_node	disposition
2605.27866	GRADE: Generalizable Reasoning-Aware Dialogue Evaluation for AI Tutors	pre_denominator_closed	GRADE: Generalizable Reasoning-Aware Dialogue Evaluation for AI Tutors 的具体方法/主张是：We present GRADE, a systematic study of open-source models for pedagogical ability assessment in student-tutor dialogues.；摘要报告/目标为：We further show that LoRA fine-tuning on structured classification objectives interferes with instruction-following behavior under thinking mode, redirecting generation away from the required evaluation format.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27873	AIBuildAI-2: A Knowledge-Enhanced Agent for Automatically Building AI Models	pre_denominator_closed	AIBuildAI-2: A Knowledge-Enhanced Agent for Automatically Building AI Models 的具体方法/主张是：Yet developing them remains heavily manual, requiring practitioners to design architectures, build training pipelines, and iteratively refine solutions, making it challenging for natural scientists without specialized AI engineering expertise to build the high-performing models their research demands.；摘要报告/目标为：AIBuildAI-2 achieves state-of-the-art results, ranking first on MLE-Bench with a 70.7% medal rate and placing in the top 6.6% among 4,370 human-expert teams in a heart disease prediction competition.。排除边界：该 family 的状态与验收属于医疗/科学领域任务，没有重分配通用训练、推理或平台的长期 owner；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27874	Syllabic-Structure Decoder for Automatic Speech Recognition in Vietnamese	pre_denominator_closed	Syllabic-Structure Decoder for Automatic Speech Recognition in Vietnamese 的具体方法/主张是：Most Automatic Speech Recognition (ASR) systems formulate transcription as a prediction problem over orthographic units such as characters, subwords, or words.；摘要报告/目标为：Experimental results on two benchmarks: LSVSC, representing standard speech, and UIT-ViMD, a multi-dialect corpus containing diverse regional pronunciations, show that our method consistently outperforms strong previous baselines, especially pretrained baselines such as PhoWhisper and Wav2Vec2, despite using a substantially smaller vocabulary and no additional training resources.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27877	SPAR: Support-Preserving Action Rectification	pre_denominator_closed	SPAR: Support-Preserving Action Rectification 的具体方法/主张是：To address this, we propose Support-Preserving Action Rectification (SPAR), which reframes global learning as a local residual rectification anchored to a frozen pure behavior cloning policy.；摘要报告/目标为：Theoretically, we prove this mechanism eliminates the manifold-normal drift of standard value gradients, while extensive D4RL experiments show SPAR extracts significant gains from suboptimal baselines to achieve state-of-the-art performance.。排除边界：它属于 Agent 局部能力或应用方案，尚未形成新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27878	Narrative Flattening: How Post-Training Compresses Thematic, Affective, and Stylistic Variation in LLM Fiction	pre_denominator_closed	Narrative Flattening: How Post-Training Compresses Thematic, Affective, and Stylistic Variation in LLM Fiction 的具体方法/主张是：Because these checkpoints share architecture, scale, tokenizer, and pretraining, the design isolates the post-training effect.；摘要报告/目标为：The effect is directionally stable across story domains but gap size depends on the human baseline: professional literary fiction is compressed most, while public-platform and prompt-guided stories show smaller gaps, consistent with their human baselines sitting closer to the model's default rhythm.。排除边界：它是局部训练或压缩技巧，未改变 dataset/objective/checkpoint/runtime 的长期所有权合同；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27879	Towards Faithful Agentic XAI: A Verification Method and an Open-World Benchmark for Better Model Faithfulness	retained_exact_v1_complete	Towards Faithful Agentic XAI: A Verification Method and an Open-World Benchmark for Better Model Faithfulness 的具体系统机制是：We propose Faithful Agentic XAI (FAX), a framework that improves explanation faithfulness through explicit verification.。它改变 `PLATFORM-EVALUATION-SYSTEM` 的 state/control/evidence contract，故进入 denominator；摘要结果“These findings show that explicit verification is essential for faithful Agentic XAI and that that faithfulness benchmarks must be designed to test explanations against the behavior of the target model itself.”只作为检索线索，最终结论绑定 exact-v1。	PLATFORM-EVALUATION-SYSTEM	No Change — Existing Coverage
2605.27880	Confident Learning-based Network for Detecting Bug-Inducing Commits on SZZ with Noisy Labels	pre_denominator_closed	Confident Learning-based Network for Detecting Bug-Inducing Commits on SZZ with Noisy Labels 的具体方法/主张是：It assists development teams in promptly identifying and addressing potential issues by predicting whether code submissions may introduce defects.；摘要报告/目标为：These results demonstrate the superior capability of our method in identifying bug-inducing commits.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27881	Retrieval, Reward, and Training Protocols: What Matters in Training Search Agents?	retained_exact_v1_complete	Retrieval, Reward, and Training Protocols: What Matters in Training Search Agents? 的具体系统机制是：We present a controlled empirical study that isolates three under-explored dimensions of search agent training.。它改变 `TRAIN-DATA` 的 state/control/evidence contract，故进入 denominator；摘要结果“First, we identify a critical data-coverage issue in the widely used Wikipedia 2018 corpus and show that correcting it alone yields larger gains than the differences between training algorithms.”只作为检索线索，最终结论绑定 exact-v1。	TRAIN-DATA	Integrate
2605.27882	VibeSearchBench: Benchmarking Long-horizon Proactive Search in the Wild	pre_denominator_closed	VibeSearchBench: Benchmarking Long-horizon Proactive Search in the Wild 的具体方法/主张是：We term this paradigm VibeSearch and introduce VibeSearchBench, a benchmark comprising 200 manually curated bilingual (Chinese and English) tasks across 20 domains, split into VibeSearch-Pro (professional) and VibeSearch-Daily (daily-life) subsets.；摘要报告/目标为：Results show that all models remain substantially inadequate for VibeSearch (best F1: 30.30), highlighting the need for fundamental advances in long-context reasoning, proactive intent elicitation, and structured knowledge construction.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27884	A Road-Conditioned Traffic Movie Prediction Network with Spatiotemporal and Structure-Consistent Learning	pre_denominator_closed	A Road-Conditioned Traffic Movie Prediction Network with Spatiotemporal and Structure-Consistent Learning 的具体方法/主张是：To address this limitation, this study proposes RCSNet, a road-conditioned spatiotemporal network that reformulates traffic movie prediction as topology-guided future-state generation.；摘要报告/目标为：Additional horizon-wise, road-structure, explainability, statistical, and efficiency analyses show that RCSNet produces more accurate, transferable, road-aligned, and computationally efficient traffic forecasts.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27885	Reflective Dialogue between Teacher and Solver Agents for Video Question Answering	pre_denominator_closed	Reflective Dialogue between Teacher and Solver Agents for Video Question Answering 的具体方法/主张是：In this paper, we propose a method that achieves adaptation solely through inference-time context injection.；摘要报告/目标为：Experiments on the EgoCross benchmark demonstrate that our method outperforms both a baseline zero-shot setting and a standard in-context learning approach that passes support set examples directly, achieving 3rd place in the Open-source Track of the 1st Cross-Domain EgoCross Challenge at the CVPR 2026 EgoVis Workshop, for which this paper also serves as a technical report.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27886	Tabero: Learning Gentle Manipulation with Closed-Loop Force Feedback from Vision, Touch, and Language	pre_denominator_closed	Tabero: Learning Gentle Manipulation with Closed-Loop Force Feedback from Vision, Touch, and Language 的具体方法/主张是：To address these challenges, we introduce Tabero, a benchmark and model suite for gentle, language-conditioned robotic manipulation that demands fine-grained contact force perception.；摘要报告/目标为：Our code is publicly available at https://github.com/NathanWu7/Tabero.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27887	PortBench: A Correlation-Aware, Full-Pipeline Benchmark for LLM-Driven Portfolio Management	pre_denominator_closed	PortBench: A Correlation-Aware, Full-Pipeline Benchmark for LLM-Driven Portfolio Management 的具体方法/主张是：Existing benchmarks exhibit two gaps: they are often equity-only and ignore cross-asset correlations; they fail to evaluate the complete PM decision pipeline.；摘要报告/目标为：Evaluating ten frontier LLMs, we find that despite strong financial QA performance, 90\% of model-profile cases fail to outperform equal-weight allocation in 2024, and this deficit persists across other market regimes; models that satisfy every procedural constraint still suffer large drawdowns under stress.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27891	SmartDirector: Keyframe-Conditioned Cinematic Video Generation with Narrative Pacing Control	pre_denominator_closed	SmartDirector: Keyframe-Conditioned Cinematic Video Generation with Narrative Pacing Control 的具体方法/主张是：In this paper, we propose SmartDirector, a framework that enhances the narrative capacity of video generation models through multiple keyframes.；摘要报告/目标为：Extensive experiments demonstrate that SmartDirector substantially outperforms existing state-of-the-art approaches.。排除边界：它属于 Agent 局部能力或应用方案，尚未形成新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27892	FedEHR-Gen: Federated Synthetic Time-Series EHR Generation via Latent Space Alignment and Distribution-Aware Aggregation	pre_denominator_closed	FedEHR-Gen: Federated Synthetic Time-Series EHR Generation via Latent Space Alignment and Distribution-Aware Aggregation 的具体方法/主张是：In this work, we propose FedEHR-Gen, the first federated framework for synthetic time-series EHR generation across distributed hospitals.；摘要报告/目标为：Extensive experiments on the eICU and MIMIC-III datasets demonstrate that FedEHR-Gen achieves generation fidelity, downstream utility, and privacy risk comparable to centralized training, while consistently outperforming the standard federated baseline.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27893	SIGMA: Bridging Structural and Distributional Gaps for Vision Foundation Model Adaptation	pre_denominator_closed	SIGMA: Bridging Structural and Distributional Gaps for Vision Foundation Model Adaptation 的具体方法/主张是：To bridge these gaps, we propose \textbf{S}cale-\textbf{I}ntegrated \textbf{G}lobal \textbf{M}odulation \textbf{A}dapter (\textbf{SIGMA}), a novel lightweight PEFT method, which consists of two modules: scale-adaptive fusion and semantic modulation.；摘要报告/目标为：Comprehensive experiments across various downstream dense tasks and multiple VFM backbones demonstrate that SIGMA achieves consistent and superior performance over state-of-the-art PEFT methods.。排除边界：它属于 Agent 局部能力或应用方案，尚未形成新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27894	Towards Unified Vision-Language Models with Incomplete Multi-Modal Inputs	pre_denominator_closed	Towards Unified Vision-Language Models with Incomplete Multi-Modal Inputs 的具体方法/主张是：To this end, we make the first attempt to propose a unified incomplete video-language model to process the incomplete multi-modal inputs.；摘要报告/目标为：Extensive experimental results show that our method can serve as a plug-and-play module for previous works to improve their performance in various multi-modal tasks.。排除边界：它是生成或表示质量的局部增量，未改变跨模态 state owner、生成因子化、serving commit 或物理闭环；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27896	FinBoardBench: Benchmarking Dynamic Wealth Management and Strategic Financial Reasoning of LLMs via Board Game Simulations	pre_denominator_closed	FinBoardBench: Benchmarking Dynamic Wealth Management and Strategic Financial Reasoning of LLMs via Board Game Simulations 的具体方法/主张是：To bridge this gap, we present FinBoardBench, an evaluation suite based on three classic financial board games: Cashflow, Acquire, and Monopoly.；摘要报告/目标为：Our experiments with 9 advanced LLMs reveal that while exhibiting basic long-term planning and investment logic, they fail to effectively leverage complex interactions for profit, and their strong static reasoning performance does not transform into successful dynamic decision-making.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27898	A Unified Framework for the Evaluation of LLM Agentic Capabilities	retained_exact_v1_complete	A Unified Framework for the Evaluation of LLM Agentic Capabilities 的具体系统机制是：In this work, we present a unified framework for the fair evaluation of LLM agentic capabilities.。它改变 `PLATFORM-EVALUATION-SYSTEM` 的 state/control/evidence contract，故进入 denominator；摘要结果“We further demonstrate its extensibility as a secure testbed for safety-critical domains.”只作为检索线索，最终结论绑定 exact-v1。	PLATFORM-EVALUATION-SYSTEM	No Change — Existing Coverage
2605.27899	SKILLC: Learning Autonomous Skill Internalization in LLM Agents via Contrastive Credit Assignment	retained_exact_v1_complete	SKILLC: Learning Autonomous Skill Internalization in LLM Agents via Contrastive Credit Assignment 的具体系统机制是：We propose SkillC, a framework based on Contrastive Skill Credit Assignment (CSCA) that converts this contrast into a direct learning signal for internalization.。它改变 `TRAIN-GRPO` 的 state/control/evidence contract，故进入 denominator；摘要结果“Experiments on ALFWorld and WebShop show that, without runtime skill access, SkillC surpasses the strongest prior skill-internalization RL baseline by 5.5\% and 4.4\%, respectively, while remaining competitive with skill-augmented RL methods.”只作为检索线索，最终结论绑定 exact-v1。	TRAIN-GRPO	No Change — Existing Coverage
2605.27900	Decoupled Training with Local Reinforcement Fine-Tuning in Federated Learning	pre_denominator_closed	Decoupled Training with Local Reinforcement Fine-Tuning in Federated Learning 的具体方法/主张是：To address these challenges, we propose FedDTL, a novel federated VLM framework that decouples the image encoder and text encoder across clients and the server.；摘要报告/目标为：Extensive experiments on multiple benchmarks, including label skew and feature shift, demonstrate that FedDTL achieves an effective balance between global task adaptation and generalization under various FL data distributions in both few-shot and full-data regimes.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27901	The Fragility of Chain-of-Thought Monitoring Across Typologically Diverse Languages	retained_exact_v1_complete	The Fragility of Chain-of-Thought Monitoring Across Typologically Diverse Languages 的具体系统机制是：We present the first large-scale evaluation of CoT monitorability across 13 diverse languages and seven frontier model families, comprising 16 models.。它改变 `PLATFORM-SECURITY` 的 state/control/evidence contract，故进入 denominator；摘要结果“Our results reveal that CoT monitoring is fundamentally fragile under linguistic distribution shift, providing a substantially weaker safety signal than what English-only studies suggest.”只作为检索线索，最终结论绑定 exact-v1。	PLATFORM-SECURITY	No Change — Existing Coverage
2605.27904	Dr-CiK: A Testbed for Foresight-Driven Agents	pre_denominator_closed	Dr-CiK: A Testbed for Foresight-Driven Agents 的具体方法/主张是：Therefore, we introduce Dr-CiK, a benchmark for evaluating whether agents can retrieve forecasting-relevant supporting context from a document corpus, filter out distractors, distill the retrieved context into forecast-useful evidence, and generate forecasts supported by that evidence.；摘要报告/目标为：Through context ablations and evaluations of state-of-the-art deep research and forecasting methods paired together, we show that high-quality context substantially improves forecasting performance in Dr-CiK.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27905	AI Research Agents Narrow Scientific Exploration	pre_denominator_closed	AI Research Agents Narrow Scientific Exploration 的具体方法/主张是：AI research agents now support large-scale AI-assisted scientific discovery.；摘要报告/目标为：Overall, current AI research agents appear better suited to local elaboration than to broadening scientific exploration.。排除边界：它属于 Agent 局部能力或应用方案，尚未形成新的 authority、durable state、effect commit 或 recovery contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27906	Reasoning Matters: Mitigate Hallucination in Multimodal Large Reasoning Models via Reasoning-Conditioned Preference Optimization	pre_denominator_closed	Reasoning Matters: Mitigate Hallucination in Multimodal Large Reasoning Models via Reasoning-Conditioned Preference Optimization 的具体方法/主张是：Multimodal Large Reasoning Models introduce the reasoning paradigm, demonstrating strong capabilities on complex vision-language tasks.；摘要报告/目标为：Extensive experiments across various models and benchmarks show that RC-DPO effectively mitigates hallucinations and improves the reliability of the multimodal reasoning process.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27908	ESC-Skills: Discovering and Self-Evolving Skills for Emotional Support Conversations	pre_denominator_closed	ESC-Skills: Discovering and Self-Evolving Skills for Emotional Support Conversations 的具体方法/主张是：We propose ESC-Skills, a skill-centric framework that discovers and self-evolves executable emotional support skills.；摘要报告/目标为：Experimental results demonstrate that ESC-Skills improves both response-level quality and dialogue-level emotional outcomes while providing more interpretable and controllable support behaviors.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27909	S-Cheetah: A Novel Quadrupedal Robot with a 3-DOF Active Spine Learning Agile Locomotion	pre_denominator_closed	S-Cheetah: A Novel Quadrupedal Robot with a 3-DOF Active Spine Learning Agile Locomotion 的具体方法/主张是：In this study, we present S-Cheetah, a quadrupedal robot featuring a 3-DOF bio-inspired serial active spine capable of biomimetic spatial tri-axial rotation.；摘要报告/目标为：Experimental results demonstrate that S-Cheetah can achieve a peak speed of 6.9 m/s using the rotary G2 gallop gait and an in-place turning rate of 7.2 rad/s.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27911	SuiChat-CN: Benchmarking Contextual Suicide Risk Assessment in Chinese Group Chats	pre_denominator_closed	SuiChat-CN: Benchmarking Contextual Suicide Risk Assessment in Chinese Group Chats 的具体方法/主张是：We introduce SuiChat-CN, a Chinese group-chat benchmark for contextual suicide risk assessment.；摘要报告/目标为：Extensive experiments with PLMs and more than 40 LLMs demonstrate that contextual information is essential for reliable risk assessment, while fine-tuning and partial-context evaluation further reveal the challenges of early detection in multi-party conversations.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27912	Privately Estimating Monotone Statistics in Polynomial Time	pre_denominator_closed	Privately Estimating Monotone Statistics in Polynomial Time 的具体方法/主张是：We study efficient differentially private algorithms for estimating monotone statistics, i.e., statistics that are monotone under the addition of new observations.；摘要报告/目标为：As an application, we obtain improved results for private eigenvalue estimation, private loss estimation, and privately estimating a single parameter of a high-dimensional model, e.g., in linear regression.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27913	Where LLM Annotators Fail: Label-Free Learning on Graphs with LLMs	pre_denominator_closed	Where LLM Annotators Fail: Label-Free Learning on Graphs with LLMs 的具体方法/主张是：In light of this, we propose Cluster-Aware Noise Estimation (CANE), a label-free learning framework that estimates cluster-conditional LLM reliability without ground truth labels, and uses this estimate to decide which pseudo-labels to trust, and which labels to correct.；摘要报告/目标为：We find that LLM annotation errors are not only class-dependent but also region-dependent: within the same class, reliability can vary sharply across feature-space clusters.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27914	Does Capability Transfer to Subjective Behavior -- and Would Our Instruments Tell Us? A Self-Evolving, Trust-by-Construction Evaluation Paradigm	pre_denominator_closed	Does Capability Transfer to Subjective Behavior -- and Would Our Instruments Tell Us? A Self-Evolving, Trust-by-Construction Evaluation Paradigm 的具体方法/主张是：We build an instrument for this regime and report what it reveals at the frontier.；摘要报告/目标为：Data, code, the locked rubric, and judge prompts will be released upon publication.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27916	OphIn-500K: Curating Web-Scale Visual Instructions for Scaling Ophthalmic Multimodal Large Language Models	pre_denominator_closed	OphIn-500K: Curating Web-Scale Visual Instructions for Scaling Ophthalmic Multimodal Large Language Models 的具体方法/主张是：To address this gap, we propose $\textbf{OphIn-Engine}$, an ophthalmology-specific instruction data curation pipeline that constructs high-quality instruction data from open-access ophthalmology web-scale videos.；摘要报告/目标为：Comprehensive experiments and case studies demonstrate that OphIn-VL achieves superior performance compared with state-of-the-art general medical and domain-specific MLLMs.。排除边界：该 family 的状态与验收属于医疗/科学领域任务，没有重分配通用训练、推理或平台的长期 owner；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27917	A Surveillance Evasion Game with Continuous Sensor Redeployment via Bilevel Optimization	pre_denominator_closed	A Surveillance Evasion Game with Continuous Sensor Redeployment via Bilevel Optimization 的具体方法/主张是：We formulate this interaction as a two-player zero-sum differential game between an adversarial UAS and a heterogeneous sensor network of directional and omnidirectional sensors.；摘要报告/目标为：The joint optimization converges to a Local Nash Equilibrium (LNE) via alternating bilevel optimization, with analytical first-order stationarity conditions derived for both players, thereby establishing a deployable baseline for heterogeneous sensor placements in CUAS missions.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27918	Addressing Variable Heterogeneity in Distributed Multimodal Training with Entrain	retained_exact_v1_complete	Addressing Variable Heterogeneity in Distributed Multimodal Training with Entrain 的具体系统机制是：We present Entrain, a distributed MLLM training framework that addresses both heterogeneity and variability in multimodal training workloads.。它改变 `TRAIN-DISTRIBUTED-TRAINING` 的 state/control/evidence contract，故进入 denominator；摘要结果“Evaluations show that Entrain reduces workload variability across microbatches by up to 10.6$\times$, improving end-to-end training throughput by up to 1.40$\times$ over existing baselines.”只作为检索线索，最终结论绑定 exact-v1。	TRAIN-DISTRIBUTED-TRAINING	No Change — Existing Coverage
2605.27919	Frequency-Guided Action Diffusion via Sub-Frequency Manifold Traversal	pre_denominator_closed	Frequency-Guided Action Diffusion via Sub-Frequency Manifold Traversal 的具体方法/主张是：To address these limitations, we present a novel frequency-based algorithm that enables implicit spectral maneuvering and smooth action generation.；摘要报告/目标为：Project website: https://henrywjl.github.io/frequency-guidance-operator/。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27920	Rethinking Video-Language Model from the Language Input Perspective	pre_denominator_closed	Rethinking Video-Language Model from the Language Input Perspective 的具体方法/主张是：To this end, in this paper, we propose a novel plug-and-play framework for various VLM-based methods to fully bridge videos and texts.；摘要报告/目标为：Extensive experiments show that the proposed method can serve as the plug-and-play module to effectively improve the performance of state-of-the-art VLMs.。排除边界：它是生成或表示质量的局部增量，未改变跨模态 state owner、生成因子化、serving commit 或物理闭环；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27921	Show, Don't TELL: Explainable AI-Generated Text Detection	pre_denominator_closed	"Show, Don't TELL: Explainable AI-Generated Text Detection 的具体方法/主张是：While our system still offers a numerical score like other detectors for comparability, TELL takes a fundamentally different approach where we aim to show the user the ""tells"" by which the model believes a text is AI or human-written, to empower the user to decide who wrote a text using their own judgment and understanding of the context of the writing and its alleged author.；摘要报告/目标为：We further evaluate the quality of our explanations using a dataset of human annotations and report a high (mean 72.3%) win-rate on annotation concreteness, falsifiability, coherence, plausibility and grounding, allowing users to critically think and decide for themselves.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。"		Rejected — Below Candidate Denominator
2605.27922	Harness-Bench: Measuring Harness Effects across Models in Realistic Agent Workflows	retained_exact_v1_complete	Harness-Bench: Measuring Harness Effects across Models in Realistic Agent Workflows 的具体系统机制是：However, existing benchmarks typically abstract away execution, compare complete agent systems, or hold the harness fixed, making execution-layer variation difficult to study.。它改变 `PLATFORM-EVALUATION-SYSTEM` 的 state/control/evidence contract，故进入 denominator；摘要结果“Harness-Bench provides a reproducible foundation for diagnosing and improving reliable, efficient, and auditable agent execution stacks.”只作为检索线索，最终结论绑定 exact-v1。	PLATFORM-EVALUATION-SYSTEM	No Change — Existing Coverage
2605.27923	Do We Really Need Quantum Machine Learning?: A Multidimensional Empirical Study	pre_denominator_closed	Do We Really Need Quantum Machine Learning?: A Multidimensional Empirical Study 的具体方法/主张是：This paper presents a comprehensive benchmarking study of classical and quantum machine learning models for image recognition on the MNIST handwritten digit dataset, evaluating both traditional models, a Classical Support Vector Machine (CSVM) and a Quantum Support Vector Machine (QSVM), and deep neural network models, a Classical Convolutional Neural Network (CCNN) and a Quantum Convolutional Neural Network (QCNN), across four performance dimensions: classification accuracy, computational runtime, parameter count,；摘要报告/目标为：Across both model families, quantum models consistently outperform classical models by greater margins in accuracy as feature dimensionality or sample size increases.。排除边界：它提供特定任务的模型或数据改进，未建立可迁移的 state identity、runtime control 或 release contract；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27924	SIGMA: Semantic-Difference Instruction-Grounding Mask Annotator for Text-Driven Image Manipulation Localization	pre_denominator_closed	SIGMA: Semantic-Difference Instruction-Grounding Mask Annotator for Text-Driven Image Manipulation Localization 的具体方法/主张是：We propose SIGMA (Semantic-difference Instruction-Grounding Mask Annotator), which performs semantic-feature differencing in a vision foundation backbone and injects an instruction-derived spatial prior into this visual stream via bidirectional cross-modal refinement, amplifying the difference signal at intended-edit regions when the editor faithfully realizes user intent.；摘要报告/目标为：We'll release the full codebase as soon as the paper is accepted.。排除边界：它增加任务切片或指标，但没有改变可复算 evaluator identity、运行时 evidence object 或 release authority；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
2605.27927	Structure-Guided Visual Perturbation Neutralization for LVLMs	pre_denominator_closed	Structure-Guided Visual Perturbation Neutralization for LVLMs 的具体方法/主张是：Image inputs enable Large Vision Language Models (LVLMs) to perceive fine-grained visual information, but also introduce a pixel-level attack surface through which adversarial perturbations can elicit unsafe model behaviors.；摘要报告/目标为：Extensive experiments show that SIGN achieves over 87\% defense success rate with only 0.5\% pixel modification and 0.16 seconds per image, while nearly preserving original visual representations and benign task performance.。排除边界：它是生成或表示质量的局部增量，未改变跨模态 state owner、生成因子化、serving commit 或物理闭环；因此在 Candidate Denominator 前闭合，若后续 artifact 证明改变通用 owner contract 则重开。		Rejected — Below Candidate Denominator
