row	arxiv_id	source_family_id	submitted_v1_utc	title	categories	route	decision	stable_node_id	closure_class	rationale	reopen_condition
61	2606.08030	SF-2026-ARXIV-2606-08030	2026-06-06T07:46:08Z	Voting Protocols as Coordination Mechanisms for Role-Constrained Multi-Agent Tutoring Systems	cs.AI;cs.MA	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Voting Protocols as Coordination Mechanisms for Role-Constrained Multi-Agent Tutoring Systems is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Agentic tutoring systems introduce a coordination challenge: multiple agents may propose different but reasonable interventions, yet only one response can be delivered to the learner.’ and the abstract-level outcome ends with ‘Overall, we show that protocol choice is associated with distinct coordination patterns among role-specialized pedagogical agents.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
62	2606.08031	SF-2026-ARXIV-2606-08031	2026-06-06T07:48:25Z	Vision-Language Asymmetry in Bistable Image Captioning	cs.CV	not_routed_by_keyword_contract	pre_denominator_closure	—	local-model-or-training-method	Vision-Language Asymmetry in Bistable Image Captioning is closed as local-model-or-training-method: its stated contribution starts with ‘Wittgenstein's duck-rabbit poses a question for vision-language models: when a model captions an ambiguous image, where in the model is the commitment to one aspect made?’ and the abstract-level outcome ends with ‘We also flag a methodological note: rank-based statistics on TopK SAE outputs require tie-corrected ranking to avoid silent row-order bias.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
63	2606.08032	SF-2026-ARXIV-2606-08032	2026-06-06T07:50:50Z	Variational Proximal Policy Optimization	cs.LG;stat.ML	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Variational Proximal Policy Optimization is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Reinforcement Learning from Human Feedback via Proximal Policy Optimization often suffers from policy mode collapse, brittle exploration loops, and distribution drift.’ and the abstract-level outcome ends with ‘Our results on a 33B/4B sparse Mixture-of-Experts model show several improvements across complex reasoning benchmarks, establishing a \(+\mathbf{179}\) ELO gain on Codeforces and a \(\mathbf{32\%}\) reduction in token count on AIME mathematical reasoning tasks.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
64	2606.08033	SF-2026-ARXIV-2606-08033	2026-06-06T07:51:32Z	Balancing Real and Synthetic Data for CNN-based Masonry Crack Detection	cs.CV;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Balancing Real and Synthetic Data for CNN-based Masonry Crack Detection is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Cracks are a critical indicator of building health, and early stage identification is fundamental to prevent harmful damages.’ and the abstract-level outcome ends with ‘As can be seen, the method demonstrates the potential of synthetic data to reduce collection efforts while enhancing crack detection accuracy.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
65	2606.08034	SF-2026-ARXIV-2606-08034	2026-06-06T07:51:52Z	Sci-Rho: A Multilingual Visually-Grounded Symbolic Benchmark for STEM Problems	cs.AI;cs.CL;cs.CV	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Sci-Rho: A Multilingual Visually-Grounded Symbolic Benchmark for STEM Problems is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Symbolic benchmarks have emerged as a key approach to assess model robustness under minor modifications to STEM-related questions.’ and the abstract-level outcome ends with ‘Our work highlights the importance of evaluation beyond static benchmarks as a metric to measure the quality of VLMs.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
66	2606.08035	SF-2026-ARXIV-2606-08035	2026-06-06T07:56:25Z	DyCo-RL: Dynamic Cross-Modal Coordination for Visual Reasoning	cs.CV	not_routed_by_keyword_contract	pre_denominator_closure	—	bounded-benchmark-or-dataset	DyCo-RL: Dynamic Cross-Modal Coordination for Visual Reasoning is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Reinforcement Learning with Verifiable Rewards (RLVR) has emerged as a leading paradigm for enhancing visual reasoning in Multimodal Large Language Models (MLLMs).’ and the abstract-level outcome ends with ‘Extensive experiments demonstrate that the algorithm-agnostic DyCo-RL, when applied to Qwen2.5-VL-3B/7B, consistently improves four representative RLVR algorithms across seven benchmarks spanning visual-centric and mathematical reasoning.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
67	2606.08036	SF-2026-ARXIV-2606-08036	2026-06-06T07:56:40Z	GIScholarBench: Benchmarking LLM Overconfidence in GIS Research	cs.AI;cs.CL;cs.IR	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	GIScholarBench: Benchmarking LLM Overconfidence in GIS Research is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Large language models (LLMs) are increasingly used in academic research workflows, but scholarly tasks require high factual precision and therefore expose a key weakness: overconfidence.’ and the abstract-level outcome ends with ‘These findings suggest that LLM overconfidence is task-invariant but takes different forms: factual overgeneration in retrieval, unreliable citation expansion in literature linking, and overconfidence in output completeness during research ideation.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
68	2606.08037	SF-2026-ARXIV-2606-08037	2026-06-06T07:57:22Z	SafeECGMatch: Calibration-Aware Joint Frequency and Time Space Semi-Supervised Learning for Open-Set ECG Classification	cs.AI;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	SafeECGMatch: Calibration-Aware Joint Frequency and Time Space Semi-Supervised Learning for Open-Set ECG Classification is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Electrocardiogram (ECG) classification models often suffer from severe label scarcity, making semi-supervised learning (SSL) an attractive strategy for reducing annotation costs.’ and the abstract-level outcome ends with ‘Code is available at https://github.com/labhai/SafeECGMatch.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
69	2606.08038	SF-2026-ARXIV-2606-08038	2026-06-06T07:58:02Z	Exploring the Scale and Diversity of Speech Anti-spoofing Datasets: Experiments and Analysis	cs.SD	not_routed_by_keyword_contract	pre_denominator_closure	—	bounded-benchmark-or-dataset	Exploring the Scale and Diversity of Speech Anti-spoofing Datasets: Experiments and Analysis is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘The scale of speech anti-spoofing datasets has grown exponentially over the past decade, driven by the assumption that larger data leads to better performance.’ and the abstract-level outcome ends with ‘We conclude that future dataset construction should prioritize the diversity of generation methods over scale to effectively enhance model generalization.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
70	2606.08039	SF-2026-ARXIV-2606-08039	2026-06-06T07:59:45Z	MuJoCo-Drones-Gym: A GPU-Accelerated Multi-Drone Simulator for Control and Reinforcement Learning	cs.RO	keyword_daily_semantic_review_required	pre_denominator_closure	—	domain-model-or-application	MuJoCo-Drones-Gym: A GPU-Accelerated Multi-Drone Simulator for Control and Reinforcement Learning is closed as domain-model-or-application: its stated contribution starts with ‘Robotic simulators are a cornerstone of modern research in aerial robotics, serving both as a vehicle for the development of new control algorithms and as the data source for training reinforcement learning (RL) policies.’ and the abstract-level outcome ends with ‘We describe the environment design, the underlying physics and quadcopter dynamics, and illustrate its use through control and learning examples that mirror those of the closely related gym-pybullet-drones project, while taking advantage of MuJoCo's improved contact handling, rendering, and parallelizability.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated domain-model-or-application, or invalidates an existing chapter proposition.
71	2606.08041	SF-2026-ARXIV-2606-08041	2026-06-06T08:04:07Z	Wispy to Voluminous: Prior-free Multi-view Capture of Strand-level Facial Hair	cs.CV;cs.GR	not_routed_by_keyword_contract	pre_denominator_closure	—	local-model-or-training-method	Wispy to Voluminous: Prior-free Multi-view Capture of Strand-level Facial Hair is closed as local-model-or-training-method: its stated contribution starts with ‘Facial hair is a defining trait of personal identity, yet remains a critical bottleneck for digital avatars.’ and the abstract-level outcome ends with ‘The recovered strands faithfully preserve the orientation and sparsity patterns characteristic of facial hair, and yield assets immediately suitable for downstream production tasks, including facial animation and physical simulation, geometric grooming and transfer, appearance editing, and physics-based rendering.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
72	2606.08043	SF-2026-ARXIV-2606-08043	2026-06-06T08:06:01Z	OmniFaceRig: Fully Automatic Inner-Mouth-Aware Face Rigging Across Diverse 3D Character Topologies	cs.CV;cs.GR	not_routed_by_keyword_contract	pre_denominator_closure	—	bounded-benchmark-or-dataset	OmniFaceRig: Fully Automatic Inner-Mouth-Aware Face Rigging Across Diverse 3D Character Topologies is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Facial rigging - creating FACS-based blendshapes together with inner-mouth geometry (teeth, gums, and tongue) - remains a major bottleneck in 3D character production.’ and the abstract-level outcome ends with ‘Together, OmniFaceRig provides an automatic path from static generated characters to animation-ready facial rigs across both human and non-human topologies.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
73	2606.08044	SF-2026-ARXIV-2606-08044	2026-06-06T08:10:56Z	When Behavioral Safety Evaluation Fails: A Representation-Level Perspective	cs.AI;cs.CL;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	survey-or-position-without-owner-delta	When Behavioral Safety Evaluation Fails: A Representation-Level Perspective is closed as survey-or-position-without-owner-delta: its stated contribution starts with ‘Safety evaluation of large language models (LLMs) is largely behavioral: a model is certified safe when it refuses harmful requests and answers benign ones.’ and the abstract-level outcome ends with ‘Behavioral testing, even with static latent probing, cannot certify representation-level robustness: a safety audit must intervene on the model, not only observe it.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated survey-or-position-without-owner-delta, or invalidates an existing chapter proposition.
74	2606.08046	SF-2026-ARXIV-2606-08046	2026-06-06T08:18:21Z	OSMGraphCLIP: Learning Global Location Representations from OpenStreetMap Graphs	cs.AI;cs.CV;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	OSMGraphCLIP: Learning Global Location Representations from OpenStreetMap Graphs is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘We present OSMGraphCLIP, a CLIP-style geospatial representation model that learns global location embeddings from freely available OpenStreetMap (OSM) data.’ and the abstract-level outcome ends with ‘Qualitative analysis confirms that the learned embeddings organize geographic space coherently, recovering biome boundaries, urban gradients, and tropical--temperate distinctions from map topology alone.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
75	2606.08048	SF-2026-ARXIV-2606-08048	2026-06-06T08:21:06Z	Diffusion Language Model Parallel Decoding via Product-of-Experts Bridge	cs.CL;cs.LG;cs.PF	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Diffusion Language Model Parallel Decoding via Product-of-Experts Bridge is closed as no-durable-system-owner-change: its stated contribution starts with ‘Diffusion language models (DLMs) offer substantial speed advantages through parallel decoding, but the lack of token dependencies limits generation quality compared to autoregressive (AR) models.’ and the abstract-level outcome ends with ‘Our code is available at https://github.com/juntongshi48/poe-bridge.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
76	2606.08049	SF-2026-ARXIV-2606-08049	2026-06-06T08:27:18Z	SKILL.nb: Selective Formalization and Gated Execution for Durable Agent Workflows	cs.AI;cs.MA	core_daily_semantic_review_required	retain	AGENT-WORKFLOW	durable-owner-contract-delta	Versioned notebooks make each reusable step auditable state and let validation gates choose code execution or local natural-language fallback when environments drift.	retained; exact-v1 must confirm mechanism, evaluation, counterevidence, and benchmark identity
77	2606.08051	SF-2026-ARXIV-2606-08051	2026-06-06T08:32:38Z	How Small Can You Go? LoRA Fine-Tuning 270M-8B Models for Merchant Information Extraction in Financial Transactions	cs.AI;cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	How Small Can You Go? LoRA Fine-Tuning 270M-8B Models for Merchant Information Extraction in Financial Transactions is closed as local-model-or-training-method: its stated contribution starts with ‘Merchant information extraction turns noisy financial transaction descriptors into structured fields at production scale.’ and the abstract-level outcome ends with ‘These results show that compact fine-tuned models can preserve most extraction accuracy, but model selection must account for prompt choice, throughput, and serving-stack behavior.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
78	2606.08056	SF-2026-ARXIV-2606-08056	2026-06-06T08:39:09Z	What's the Point? Spatial Grammar &amp; Index Resolution for Sign Language Processing	cs.AI;cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	What's the Point? Spatial Grammar &amp; Index Resolution for Sign Language Processing is closed as local-model-or-training-method: its stated contribution starts with ‘Sign language models are predominantly trained with gloss-sequence or text supervision, thereby under-modeling non-lexical and productive constructions.’ and the abstract-level outcome ends with ‘The resulting mention representations enable automatic annotation and non-lexical structure modeling, and serve as an auxiliary indexing expert that augments a frozen SLR model at inference time.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
79	2606.08057	SF-2026-ARXIV-2606-08057	2026-06-06T08:39:52Z	EgoAERO: Learning Dexterous Manipulation from a Single Egocentric Video without Object Assets	cs.AI;cs.RO	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	EgoAERO: Learning Dexterous Manipulation from a Single Egocentric Video without Object Assets is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Egocentric RGB-D videos offer a natural source of human dexterous manipulation demonstrations, but existing data is difficult to use for robot learning because object pose, geometry, and contact information are often missing or require pre-scanned object assets.’ and the abstract-level outcome ends with ‘Simulation and real-world experiments show that EgoAERO enables single-demonstration dexterous manipulation and achieves downstream performance close to CAD-based reconstructions on HOI4D.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
80	2606.08059	SF-2026-ARXIV-2606-08059	2026-06-06T08:46:44Z	Perceptive Behavior Foundation Model: Adapting Human Motion Priors to Robot-Centric Terrain	cs.RO	keyword_daily_semantic_review_required	pre_denominator_closure	—	domain-model-or-application	Perceptive Behavior Foundation Model: Adapting Human Motion Priors to Robot-Centric Terrain is closed as domain-model-or-application: its stated contribution starts with ‘Humanoid behavior foundation models aim to acquire reusable whole-body control policies from broad human motion priors, enabling a single controller to produce diverse and expressive behaviors.’ and the abstract-level outcome ends with ‘The student is an identity-gated Transformer tracker whose terrain features enter through residual pathways initialized to preserve the motion-tracking prior and trained to produce local corrections only when needed.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated domain-model-or-application, or invalidates an existing chapter proposition.
81	2606.08060	SF-2026-ARXIV-2606-08060	2026-06-06T08:47:14Z	TOMOYO Linux: A Mandatory Access Control Method Based on Application Execution State	cs.CR;cs.OS	not_routed_by_keyword_contract	pre_denominator_closure	—	no-durable-system-owner-change	TOMOYO Linux: A Mandatory Access Control Method Based on Application Execution State is closed as no-durable-system-owner-change: its stated contribution starts with ‘Existing access control methods grant access requests based on the combinations of applications as subject and files as objects.’ and the abstract-level outcome ends with ‘In this paper, the concept and implementation design will be explained as well as the brief evaluation report of TOMOYO Linux, our implementation of the new access control method to Linux.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
82	2606.08062	SF-2026-ARXIV-2606-08062	2026-06-06T08:51:25Z	Multidimensional Resilience for Electrical Power Systems: Systematic Review, Integrated Index, and Validation under Real-World Cyber-Physical Attack Scenarios	cs.CR;eess.SY	not_routed_by_keyword_contract	pre_denominator_closure	—	local-model-or-training-method	Multidimensional Resilience for Electrical Power Systems: Systematic Review, Integrated Index, and Validation under Real-World Cyber-Physical Attack Scenarios is closed as local-model-or-training-method: its stated contribution starts with ‘The accelerating decarbonization of energy systems has transformed electrical power systems into complex infrastructures exposed to threats whose interactions generate systemic vulnerabilities that conventional resilience approaches fail to capture.’ and the abstract-level outcome ends with ‘Combined, these mechanisms produce a 46-fold increase in resilience loss compared to a single-vector reference.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
83	2606.08063	SF-2026-ARXIV-2606-08063	2026-06-06T08:58:12Z	Robust-U1: Can MLLMs Self-Recover Corrupted Visual Content for Robust Understanding?	cs.AI;cs.CL;cs.CV	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Robust-U1: Can MLLMs Self-Recover Corrupted Visual Content for Robust Understanding? is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Multimodal Large Language Models (MLLMs) have demonstrated remarkable success in visual understanding, yet their performance degrades significantly under real-world visual corruptions.’ and the abstract-level outcome ends with ‘The source code is available at https://github.com/jqtangust/Robust-U1.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
84	2606.08064	SF-2026-ARXIV-2606-08064	2026-06-06T09:01:18Z	Cooperative Long Rope Skipping via Multi-Agent Reinforcement Learning	cs.RO	keyword_daily_semantic_review_required	pre_denominator_closure	—	domain-model-or-application	Cooperative Long Rope Skipping via Multi-Agent Reinforcement Learning is closed as domain-model-or-application: its stated contribution starts with ‘Humans exhibit remarkable motor agility, enabling a wide range of dynamic skills such as running and jumping, which highlights the great potential of humanoid robots for athletic locomotion.’ and the abstract-level outcome ends with ‘Experimental results demonstrate that Marope outperforms various baselines, achieving more efficient and stable rope manipulation as well as more robust and adaptable cooperation with varied players.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated domain-model-or-application, or invalidates an existing chapter proposition.
85	2606.08067	SF-2026-ARXIV-2606-08067	2026-06-06T09:29:27Z	Beyond Homophily: Towards Generalized Graph Reconstruction Attack and Defense	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Beyond Homophily: Towards Generalized Graph Reconstruction Attack and Defense is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Graph neural networks (GNNs) are widely deployed on relational data, yet they can leak sensitive or proprietary information about the training graph adjacency, e.g., social ties, transactions, and interactions.’ and the abstract-level outcome ends with ‘Experiments across homophilic/heterophilic graph benchmarks and GNNs show that our attacks improve reconstruction fidelity over prior methods, while our defenses reduce reconstruction success with only minor accuracy loss.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
86	2606.08068	SF-2026-ARXIV-2606-08068	2026-06-06T09:33:32Z	DICE: Entropy-Regularized Equilibrium Selection for Stable Multi-Agent LLM Coordination	cs.LG	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	DICE: Entropy-Regularized Equilibrium Selection for Stable Multi-Agent LLM Coordination is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Multi-agent large language model (LLM) systems often fail to reliably outperform a single strong model equipped with best-of-N sampling.’ and the abstract-level outcome ends with ‘Across eleven benchmarks in four domains, DICE improves accuracy-cost trade-offs over strong within-class baselines; on reasoning and planning tasks, DICE-PC improves by 4.3 percentage points on average and DICE-FT by 8.5 points.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
87	2606.08071	SF-2026-ARXIV-2606-08071	2026-06-06T09:45:45Z	SurgiQ: A Large-Scale Multi-Domain Benchmark for Evaluating Surgical Understanding in Large Language Models	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	SurgiQ: A Large-Scale Multi-Domain Benchmark for Evaluating Surgical Understanding in Large Language Models is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘Reliable evaluation of large language models in surgery remains underdeveloped.’ and the abstract-level outcome ends with ‘Calibration and error analysis further show that even strong models make confident mistakes on clinically plausible distractors, motivating more reliable and broader surgical LLM evaluation.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
88	2606.08076	SF-2026-ARXIV-2606-08076	2026-06-06T09:54:31Z	"""I understand your perspective"": LLM Persuasion through the Lens of Communicative Action Theory"	cs.AI;cs.CL;cs.CY	core_daily_semantic_review_required	pre_denominator_closure	—	survey-or-position-without-owner-delta	"""I understand your perspective"": LLM Persuasion through the Lens of Communicative Action Theory is closed as survey-or-position-without-owner-delta: its stated contribution starts with ‘Large Language Models (LLMs) can generate high-quality arguments, yet their ability to engage in nuanced and persuasive communicative actions remains largely unexplored.’ and the abstract-level outcome ends with ‘On the contrary, training LLMs with human preferences effectively tunes them to mirror human communication patterns, particularly nuanced communicative actions, potentially increasing individuals' susceptibility to their influence.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner."	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated survey-or-position-without-owner-delta, or invalidates an existing chapter proposition.
89	2606.08077	SF-2026-ARXIV-2606-08077	2026-06-06T09:55:22Z	Support Vector Rubrics: Closing the Gap Between Self-Generated and Human Rubrics	cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Support Vector Rubrics: Closing the Gap Between Self-Generated and Human Rubrics is closed as no-durable-system-owner-change: its stated contribution starts with ‘Rubric-based evaluation is a promising paradigm for judging large language model (LLM) outputs, yet self-generated rubrics lag human-annotated criteria on hard instances.’ and the abstract-level outcome ends with ‘Overall, boundary-defining rubrics offer a principled route to closing the discriminative gap in LLM evaluation.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
90	2606.08078	SF-2026-ARXIV-2606-08078	2026-06-06T09:55:37Z	On Low-Bit Quantization Errors in Speaker Verification: Diagnostic and Mitigation	cs.CL;cs.SD	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	On Low-Bit Quantization Errors in Speaker Verification: Diagnostic and Mitigation is closed as no-durable-system-owner-change: its stated contribution starts with ‘Although low-bit quantization provides practical means to deploy speaker verification on resource-constrained devices, its effects on speaker verification performance remain poorly understood.’ and the abstract-level outcome ends with ‘Building on these findings, we propose a calibrated multi-precision cascade that resolves most trials at 2 bits and escalates only ambiguous cases, achieving performance close to FP32 while preserving the efficiency benefits of low-bit inference with substantially lower compute and memory costs.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
91	2606.08081	SF-2026-ARXIV-2606-08081	2026-06-06T10:05:49Z	Aligned but Not Partner-Specific: Distinguishing How Multimodal LLM Agents Succeed in Reference Games Without Human-Like Conventions	cs.AI;cs.CL	core_daily_semantic_review_required	pre_denominator_closure	—	no-durable-system-owner-change	Aligned but Not Partner-Specific: Distinguishing How Multimodal LLM Agents Succeed in Reference Games Without Human-Like Conventions is closed as no-durable-system-owner-change: its stated contribution starts with ‘Repeated reference games test whether interlocutors replace their initially long descriptions with shorter, partner-specific conventions grounded in shared interaction history.’ and the abstract-level outcome ends with ‘MLLMs thus achieve coordination without convention, succeeding by verbose description rather than by forming the compact, history-dependent referring expressions characteristic of human dialogue.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated no-durable-system-owner-change, or invalidates an existing chapter proposition.
92	2606.08084	SF-2026-ARXIV-2606-08084	2026-06-06T10:14:36Z	Assessing model calibration with boosting trees	math.ST;stat.AP;stat.ML	core_daily_semantic_review_required	pre_denominator_closure	—	bounded-benchmark-or-dataset	Assessing model calibration with boosting trees is closed as bounded-benchmark-or-dataset: its stated contribution starts with ‘The main goal in regression modelling consists in approximating the conditional mean of a response given a set of features.’ and the abstract-level outcome ends with ‘The practical relevance of our approach is supported by a numerical example, in which the proposed tests prove to be very powerful on a large insurance dataset.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated bounded-benchmark-or-dataset, or invalidates an existing chapter proposition.
93	2606.08087	SF-2026-ARXIV-2606-08087	2026-06-06T10:23:18Z	Assessing the Energy and Carbon Emissions of Neural Speaker Verification Model in Training and Inference	cs.CL;cs.SD	core_daily_semantic_review_required	pre_denominator_closure	—	local-model-or-training-method	Assessing the Energy and Carbon Emissions of Neural Speaker Verification Model in Training and Inference is closed as local-model-or-training-method: its stated contribution starts with ‘Deep-learning speaker verification (SV) increasingly relies on deep neural network backbones, whose environmental impact remains largely undocumented.’ and the abstract-level outcome ends with ‘These findings provide actionable guidelines for designing energy-efficient SV systems.’; neither assigns a new durable state, data, control, or release-evidence contract to a ROADMAP owner.	Reopen only if exact-v1 shows a reusable cross-workload owner contract beyond the stated local-model-or-training-method, or invalidates an existing chapter proposition.
