Priority	Status	Daily	Week	Source Family	Candidate	Known URL	Missing Material	Why Existing Evidence Is Insufficient	Acceptable Substitute	Suggested File Name	Resume Scope
P1 Full Text	pending	2026-07-18	2026-W29	SF-2026-ARXIV-2607-16488	Auto-Scaling Heterogeneous Neural Processing Units for Energy and Cost-Efficient LLM Serving	https://arxiv.org/abs/2607.16488v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.16488v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-19	2026-W29	SF-2026-ARXIV-2607-16617	DataFlow-Harness: A Grounded Code-Agent Platform for Constructing Editable LLM Data Pipelines	https://arxiv.org/abs/2607.16617v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.16617v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-19	2026-W29	SF-2026-ARXIV-2607-16892	Robust KV Cache Management for LLM Serving under Output Token Length Uncertainty	https://arxiv.org/abs/2607.16892v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.16892v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-19	2026-W29	SF-2026-ARXIV-2607-16900	Environment-free Synthetic Data Generation for API-Calling Agents	https://arxiv.org/abs/2607.16900v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.16900v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-20	2026-W29	SF-2026-ARXIV-2607-17019	Regularize or Localize: When Training-Time KV-Cache Geometry Pays Under Quantization	https://arxiv.org/abs/2607.17019v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17019v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-20	2026-W29	SF-2026-ARXIV-2607-17175	LMEdge: QoS-Aware LLM Inference Orchestration on Edge Clusters	https://arxiv.org/abs/2607.17175v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17175v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-20	2026-W29	SF-2026-ARXIV-2607-17247	Distilled Reinforcement Learning for LLM Post-training	https://arxiv.org/abs/2607.17247v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17247v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-20	2026-W30	SF-2026-ARXIV-2607-17415	Transition-Aware Backend Dispatch for Edge LLM Inference	https://arxiv.org/abs/2607.17415v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17415v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17525	FailureAtlas: A Taxonomy of Failure Modes in Multi-Provider LLM Serving Infrastructure	https://arxiv.org/abs/2607.17525v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17525v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17545	Retain or Consolidate? Budget-Dependent Operator Selection for Language Agent Memory	https://arxiv.org/abs/2607.17545v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17545v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17621	Mechanistic Attention Guidance for Agent Memory Refinement	https://arxiv.org/abs/2607.17621v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17621v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17715	C$^2$KV: Compressed and Composable KV Cache Reuse for Efficient LLM Inference	https://arxiv.org/abs/2607.17715v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17715v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17733	MXSens: Sensitivity-Aware Mixed-Precision Quantization for Efficient LLM Inference	https://arxiv.org/abs/2607.17733v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17733v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17751	MagicSelector: Joint Optimization for Agent Tool Selection via Counterfactual Decomposition and Progressive Reranking	https://arxiv.org/abs/2607.17751v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17751v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17979	Harness Engineering for LLM-Driven GPU Kernel Generation	https://arxiv.org/abs/2607.17979v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17979v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-17986	Self-State Attacks on Self-Hosted AI Agents: How Far Can OS Defenses Go?	https://arxiv.org/abs/2607.17986v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.17986v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-18110	LLM-as-a-Coach: Experiential Learning for Non-Verifiable Tasks	https://arxiv.org/abs/2607.18110v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18110v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-18141	A CXL Memory Rack for Multi-Turn LLM Serving	https://arxiv.org/abs/2607.18141v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18141v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-18171	FlashRT: Agent Harness for Guiding Agents to Deploy Real-Time Multimodal Applications	https://arxiv.org/abs/2607.18171v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18171v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-18213	SWE-Pruner Pro: The Coder LLM Already Knows What to Prune	https://arxiv.org/abs/2607.18213v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18213v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-21	2026-W30	SF-2026-ARXIV-2607-18603	AutoIndex: Learning Representation Programs for Retrieval	https://arxiv.org/abs/2607.18603v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18603v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-18631	Searching for Plans You Can Actually Build: A Realizability-Aware Full-Space Optimizer for MoE Training and Serving	https://arxiv.org/abs/2607.18631v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18631v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-18722	Stale but Stable: Staleness-Adaptive Trust Regions for Stabilizing Asynchronous Reinforcement Learning	https://arxiv.org/abs/2607.18722v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18722v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-18754	AgentDebugX: An Open-Source Toolkit for Failure Observability, Attribution, and Recovery in LLM Agents	https://arxiv.org/abs/2607.18754v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.18754v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-19058	Where Should Optimizer State Live? Tiered State Allocation for Memory-Efficient Mixture-of-Experts Training	https://arxiv.org/abs/2607.19058v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19058v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-19096	Supra Cognitive Modes: A Routed Architecture for Agent Memory	https://arxiv.org/abs/2607.19096v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19096v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-19438	BaseRT: Advancing Best-in-Class LLM Inference with Apple M5 Neural Accelerators	https://arxiv.org/abs/2607.19438v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19438v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-19456	MoA-Structured Decode Attention DNF Derivation, KV-Cache Accumulation, GQA/MQA, and OpenACC Kernel	https://arxiv.org/abs/2607.19456v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19456v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-22	2026-W30	SF-2026-ARXIV-2607-19490	Integrity of peer-to-peer distributed LLM inference under malicious nodes	https://arxiv.org/abs/2607.19490v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19490v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-19704	Efficient Clustering with Provable Guardrails for LLM Inference at Scale	https://arxiv.org/abs/2607.19704v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19704v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-19747	Beyond Relevance-Centric Retrieval: Rubric-Oriented Document Set Selection and Ranking	https://arxiv.org/abs/2607.19747v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19747v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-19865	DocOps: A Verifiable Benchmark for Autonomous Agents in Complex Document Operations	https://arxiv.org/abs/2607.19865v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19865v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-19957	HijackKV: New Threat in Position-Independent KV Cache Reuse	https://arxiv.org/abs/2607.19957v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.19957v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-20145	SLAI T-Rex: Full-Parameter Post-training of the DeepSeek-V4 Family on Ascend SuperPOD	https://arxiv.org/abs/2607.20145v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.20145v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-20220	MoX: Efficient MoE Routing on Direct-Connect Topologies	https://arxiv.org/abs/2607.20220v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.20220v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-20379	Train the Model, Not the Reader: Decodability Supervision for Verifiable Activation Explanations	https://arxiv.org/abs/2607.20379v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.20379v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-20734	LLMs Get Lost in Evolving User Intent	https://arxiv.org/abs/2607.20734v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.20734v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-20757	GaugeQuant: Online Learning of Quantization-Optimal Bases from LLM Symmetries	https://arxiv.org/abs/2607.20757v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.20757v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-23	2026-W30	SF-2026-ARXIV-2607-27231	KernelGenBench: A Multi-Source and Multi-Chip Benchmark for LLM-based Kernel Generation	https://arxiv.org/abs/2607.27231v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.27231v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-20981	Beyond Independent Optimization: Compression, MoE Routing, and Quantization Interactions in Multimodal Edge Intelligence	https://arxiv.org/abs/2607.20981v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.20981v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21051	Sample-Efficient Learning from Agent Experience	https://arxiv.org/abs/2607.21051v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21051v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21106	AttriMem: Attribution-Guided Process Feedback for Agent Memory Construction	https://arxiv.org/abs/2607.21106v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21106v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21217	ICAE-Bench: Evaluating Coding Agents as Interactive Project Builders	https://arxiv.org/abs/2607.21217v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21217v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21404	MemTools: A Unified Research Framework for Interoperable Agent Memory	https://arxiv.org/abs/2607.21404v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21404v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21461	AREX: Towards a Recursively Self-Improving Agent for Deep Research	https://arxiv.org/abs/2607.21461v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21461v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21475	Error Certificates for KV-Cache Eviction via Randomized Design	https://arxiv.org/abs/2607.21475v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21475v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21503	Agentic Context Management: Solving Agent Memory and Cost by Treating Them as Lifecycle and Architecture Problems	https://arxiv.org/abs/2607.21503v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21503v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-24	2026-W30	SF-2026-ARXIV-2607-21557	OpenForgeRL: Train Harness-native Agents in Any Environment	https://arxiv.org/abs/2607.21557v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21557v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-25	2026-W30	SF-2026-ARXIV-2607-21927	RIS-Kernel: A Model-Agnostic Architecture for Long-Context LLM Inference via Sparse Attention	https://arxiv.org/abs/2607.21927v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21927v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-25	2026-W30	SF-2026-ARXIV-2607-21962	Ground Truth First: A Longitudinal Evaluation Instrument for Agent Memory, and the Tenure Crossover in Memory-Architecture Rankings	https://arxiv.org/abs/2607.21962v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21962v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-25	2026-W30	SF-2026-ARXIV-2607-21985	Unified Static-Dynamic Pruning for Efficient LLM Inference	https://arxiv.org/abs/2607.21985v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.21985v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-25	2026-W30	SF-2026-ARXIV-2607-22043	Scaling Native Multimodal Pre-Training From Scratch	https://arxiv.org/abs/2607.22043v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.22043v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
P1 Full Text	pending	2026-07-25	2026-W30	SF-2026-ARXIV-2607-22242	Agentic CPU-GPU Scheduling for Heterogeneous AI Workloads	https://arxiv.org/abs/2607.22242v1	Event-time v1 Method, evaluation/ablation, limitations/Appendix and artifact scope	Identity/date/abstract and historical prose lack a transferable exact-version primary receipt, route locators, claim boundary and RP	Author manuscript PDF/HTML/TXT or same-version proceedings	arxiv-2607.22242v1.pdf	Primary replay -> V2 rescore -> owner -> Source Review -> Selection -> Books Decision -> fresh-context audit
