source_family_id	arxiv_id	route	title	abstract_basis	decision	decision_kind	stable_node_id	family_specific_reason
SF-2026-ARXIV-2606-22878	2606.22878	core_daily_semantic_review_required	Priority-Aware Learning-Unlearning Correction for Dynamic Decentralized LoRA Fine-Tuning	As large language models (LLMs) are increasingly deployed at the network edge to provide pervasive generative AI services, decentralized federated learning (DFL) provides a vital mechanism for privacy-preserving, domain-specific fine-tuning through peer-to-peer exchanges of parameter-efficient updates.	retained_after_full_semantic_audit	durable_ai_system_candidate	TRAIN-LORA	`Priority-Aware Learning-Unlearning Correction for Dynamic Decentralized LoRA Fine-Tuning` 改变 `TRAIN-LORA` 的长期 state/data/control 或 evaluation/security contract：Priority-Aware Learning-Unlearning Correction for Dynamic Decentralized LoRA Fine-Tuning 的 exact-v1 机制为：As large language models (LLMs) are increasingly deployed at the network edge to provide pervasive generative AI services, decentralized federated learning (DFL) provides a vital mechanism for privacy-preserving, domain-specific fine-tuning through peer-to-peer exchanges of parameter-efficient updates. 因此 把参与者加入/退出、LoRA contribution coordinate、unlearning correction 与通信预算版本化。
SF-2026-ARXIV-2606-22881	2606.22881	not_routed_by_keyword_contract	A Vendor-Agnostic LiDAR Data Conversion System with Multi-Signal Detection and Multi-Format Output	LiDAR (Light Detection and Ranging) sensors capture the surrounding environment as dense 3D point clouds by measuring the time-of-flight of emitted laser pulses, making them foundational across autonomous vehicles, robotics, and large-scale mapping.	pre_denominator_closure	outside_durable_ai_system_scope	—	`A Vendor-Agnostic LiDAR Data Conversion System with Multi-Signal Detection and Multi-Format Output`：LiDAR (Light Detection and Ranging) sensors capture the surrounding environment as dense 3D point clouds by measuring the time-of-flight of emitted laser pulses, making them foundational across autonomous vehicles, robotics, and large-scale mapping. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-22883	2606.22883	core_daily_semantic_review_required	CLI-Universe: Towards Verifiable Task Synthesis Engine for Terminal Agents	While recent LLM-based terminal agents have demonstrated promising capabilities, the scarcity of high-quality, executable training data remains a critical bottleneck.	retained_after_full_semantic_audit	durable_ai_system_candidate	TRAIN-DATA	`CLI-Universe: Towards Verifiable Task Synthesis Engine for Terminal Agents` 改变 `TRAIN-DATA` 的长期 state/data/control 或 evaluation/security contract：CLI-Universe: Towards Verifiable Task Synthesis Engine for Terminal Agents 的 exact-v1 机制为：To overcome this, we introduce CLI-Universe, a principled synthesis engine that constructs terminal-agent tasks. 因此 把任务/样本生成、可执行验证、过滤与训练 lineage 绑定。
SF-2026-ARXIV-2606-22886	2606.22886	core_daily_semantic_review_required	Explanation-Guided Medical Named Entity Recognition with Stability and Boundary Awareness for Atopic Dermatitis	Objective: This study aims to improve the reliability and robustness of medical named entity recognition (NER) in Chinese atopic dermatitis (AD) clinical texts through explanation-guided learning.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Explanation-Guided Medical Named Entity Recognition with Stability and Boundary Awareness for Atopic Dermatitis`：Objective: This study aims to improve the reliability and robustness of medical named entity recognition (NER) in Chinese atopic dermatitis (AD) clinical texts through explanation-guided learning. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22889	2606.22889	core_daily_semantic_review_required	Physiology-Aware CNN and Zero-Shot Multimodal LLMs for ECG Image Classification: A Comparative Study	Multimodal large language models (LLMs) are increasingly adopted to interpret 12-lead ECG images, though the interpretations often lack validation.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Physiology-Aware CNN and Zero-Shot Multimodal LLMs for ECG Image Classification: A Comparative Study`：Multimodal large language models (LLMs) are increasingly adopted to interpret 12-lead ECG images, though the interpretations often lack validation. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22890	2606.22890	not_routed_by_keyword_contract	PHOEBI: An Open-World Benchmark for Bacterial Identification in Phase-Contrast Microscopy	Optical microscopy enables rapid, label-free imaging of live bacteria and is the standard instrument for species identification across clinical, environmental, and industrial microbiology.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`PHOEBI: An Open-World Benchmark for Bacterial Identification in Phase-Contrast Microscopy`：Optical microscopy enables rapid, label-free imaging of live bacteria and is the standard instrument for species identification across clinical, environmental, and industrial microbiology. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22892	2606.22892	not_routed_by_keyword_contract	IViT: A Novel Interpretable Visual Transformer for Skin Disease Detection	The clinical diagnosis of skin diseases is susceptible to interference from inter-class similarity of skin lesions, and over-reliance on clinicians'experience easily leads to subjective bias.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`IViT: A Novel Interpretable Visual Transformer for Skin Disease Detection`：The clinical diagnosis of skin diseases is susceptible to interference from inter-class similarity of skin lesions, and over-reliance on clinicians'experience easily leads to subjective bias. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22895	2606.22895	core_daily_semantic_review_required	Learning Graphs through Continuous Information Entropy Fields	Graph theory is inherently descriptive, capturing what relationships exist but not why they arise, because it treats edges as primitive constructs.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Learning Graphs through Continuous Information Entropy Fields`：Graph theory is inherently descriptive, capturing what relationships exist but not why they arise, because it treats edges as primitive constructs. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22901	2606.22901	core_daily_semantic_review_required	Explainable AI in Speaker Recognition -- Attention Map Visualisation and Evaluation	Explaining and understanding the decision-making process of artificial intelligence (AI) systems, particularly those implemented by neural networks, falls within the field of explainable AI (XAI).	pre_denominator_closure	task_model_method_without_durable_owner	—	`Explainable AI in Speaker Recognition -- Attention Map Visualisation and Evaluation`：Explaining and understanding the decision-making process of artificial intelligence (AI) systems, particularly those implemented by neural networks, falls within the field of explainable AI (XAI). 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22902	2606.22902	core_daily_semantic_review_required	Agent-as-a-Router: Agentic Model Routing for Coding Tasks	Real-world users typically have access to multiple Large Language Models (LLMs) from different providers, and these LLMs often excel at distinct domains, yet none dominate all.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-PLATFORM	`Agent-as-a-Router: Agentic Model Routing for Coding Tasks` 改变 `AGENT-PLATFORM` 的长期 state/data/control 或 evaluation/security contract：Agent-as-a-Router: Agentic Model Routing for Coding Tasks 的 exact-v1 机制为：Motivated by this finding, we propose Agent-as-a-Router, a framework that formalizes routing as a C-A-F loop (Context-&gt;Action-&gt;Feedback-&gt;Context). 因此 把模型/工具/资源路由、OS harness、隔离边界与 outcome receipt 作为平台责任。
SF-2026-ARXIV-2606-22905	2606.22905	not_routed_by_keyword_contract	InteractiveAvatar: Real-Time Streaming Video Generation for Consistent and Intent-Aware Avatars	Recent diffusion-based models have enabled realistic audio-driven avatar generation in real-time streaming.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`InteractiveAvatar: Real-Time Streaming Video Generation for Consistent and Intent-Aware Avatars`：Recent diffusion-based models have enabled realistic audio-driven avatar generation in real-time streaming. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22906	2606.22906	core_daily_semantic_review_required	From Fragments to Paths: Task-Level Context Recovery for Large Industrial Codebases	Large language models have shown strong performance on software engineering (SE) tasks, yet understanding large industrial repositories remains challenging.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-CONTEXT	`From Fragments to Paths: Task-Level Context Recovery for Large Industrial Codebases` 改变 `AGENT-CONTEXT` 的长期 state/data/control 或 evaluation/security contract：From Fragments to Paths: Task-Level Context Recovery for Large Industrial Codebases 的 exact-v1 机制为：We present DeepDiscovery, a task-level repository-understanding method for large industrial codebases. 因此 把 context 恢复、压缩、加载与有效期作为持久化状态而不是 prompt 偶然内容。
SF-2026-ARXIV-2606-22907	2606.22907	not_routed_by_keyword_contract	Improving Robotic Imitation Learning via Trajectory Standardization	Imitation learning for robotic manipulation relies on large sets of human demonstration trajectories, which are often noisy and temporally irregular due to variable operator speed, intermittent pauses, and inconsistent action density.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Improving Robotic Imitation Learning via Trajectory Standardization`：Imitation learning for robotic manipulation relies on large sets of human demonstration trajectories, which are often noisy and temporally irregular due to variable operator speed, intermittent pauses, and inconsistent action density. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-22908	2606.22908	not_routed_by_keyword_contract	Cyclic Graphs and Memoization in Pure $λ$-Calculus	Purely functional programming makes immutability and non-strict evaluation its defaults; we push further, making interning and memoization the defaults of computation.	pre_denominator_closure	outside_durable_ai_system_scope	—	`Cyclic Graphs and Memoization in Pure $λ$-Calculus`：Purely functional programming makes immutability and non-strict evaluation its defaults; we push further, making interning and memoization the defaults of computation. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-22909	2606.22909	core_daily_semantic_review_required	Graph-Enhanced Large Language Models for Spatial Search	There have been many recent improvements in the ability of Large Language Models (LLMs) to perform complex tasks and answer domain-specific questions through techniques like Retrieval Augmented Generation (RAG).	pre_denominator_closure	task_model_method_without_durable_owner	—	`Graph-Enhanced Large Language Models for Spatial Search`：There have been many recent improvements in the ability of Large Language Models (LLMs) to perform complex tasks and answer domain-specific questions through techniques like Retrieval Augmented Generation (RAG). 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22910	2606.22910	core_daily_semantic_review_required	Cross-lingual Retrieval-Augmented Classification for Dysarthria Severity Assessment	Automatic dysarthria severity assessment is limited by the scarcity of labeled pathological speech data.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Cross-lingual Retrieval-Augmented Classification for Dysarthria Severity Assessment`：Automatic dysarthria severity assessment is limited by the scarcity of labeled pathological speech data. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22911	2606.22911	core_daily_semantic_review_required	ThermoLLM: Thermodynamics-Aware HVAC Control with Spatial-Semantic Knowledge Graph	Multi-zone HVAC control is a spatial decision problem in which indoor thermal evolution and control decisions depend not only on outdoor conditions and internal heat gains but also on zone layout, physical adjacency, and delayed thermal interactions across the building.	pre_denominator_closure	paper_specific_method_already_subsumed	—	`ThermoLLM: Thermodynamics-Aware HVAC Control with Spatial-Semantic Knowledge Graph`：Multi-zone HVAC control is a spatial decision problem in which indoor thermal evolution and control decisions depend not only on outdoor conditions and internal heat gains but also on zone layout, physical adjacency, and delayed thermal interactions across the building. 论文级方法没有独立的 state/control owner 或新的 evidence/release authority。
SF-2026-ARXIV-2606-22913	2606.22913	core_daily_semantic_review_required	Intend, Reflect, Refine: An Adaptive Multimodal Reflection Framework for Autonomous Driving	Recent Vision-Language-Action (VLA) models have advanced end-to-end autonomous driving by incorporating reasoning for better interpretability and planning quality.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Intend, Reflect, Refine: An Adaptive Multimodal Reflection Framework for Autonomous Driving`：Recent Vision-Language-Action (VLA) models have advanced end-to-end autonomous driving by incorporating reasoning for better interpretability and planning quality. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22914	2606.22914	core_daily_semantic_review_required	PromptDyG: Test-Time Prompt Adaptation on Dynamic Graphs	Activities in numerous evolving systems can be represented as dynamic graphs in snapshot form at different time intervals, i.e., discrete-time dynamic graphs (DTDGs).	pre_denominator_closure	local_artifact_without_general_contract	—	`PromptDyG: Test-Time Prompt Adaptation on Dynamic Graphs`：Activities in numerous evolving systems can be represented as dynamic graphs in snapshot form at different time intervals, i.e., discrete-time dynamic graphs (DTDGs). 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-22916	2606.22916	core_daily_semantic_review_required	Intent-Governed Tool Authorization for AI Agents	Tool-using AI agents commonly operate under integration credentials whose static permissions exceed a user's current request.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-SECURITY	`Intent-Governed Tool Authorization for AI Agents` 改变 `PLATFORM-SECURITY` 的长期 state/data/control 或 evaluation/security contract：Intent-Governed Tool Authorization for AI Agents 的 exact-v1 机制为：We present Intent-Governed Access Control (IGAC), a server-side authorization layer that converts a trusted request into a short-lived intent certificate, narrows the statically authorized tool manifest, and checks proposed tool and payload effects before execution. 因此 把 attacker、policy、runtime data/control flow、proof boundary 与 fail-closed handoff 显式化。
SF-2026-ARXIV-2606-22917	2606.22917	core_daily_semantic_review_required	GRAIN: Group Aggregation via Min-Norm Objective	Learning instability is a long-standing problem across machine learning, but it is especially acute in the overparameterized regime that defines modern deep learning: large models fine-tuned or trained on limited data traverse flat loss landscapes with many nearly-equivalent minima, and stochastic factors (initialization, data order, dropout, hardware non-determinism) can route optimization to very different solution	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`GRAIN: Group Aggregation via Min-Norm Objective`：Learning instability is a long-standing problem across machine learning, but it is especially acute in the overparameterized regime that defines modern deep learning: large models fine-tuned or trained on limited data traverse flat loss landscapes with many nearly-equivalent minima, and stochastic factors (initialization, data order, dropout, hardware non-determinism) can route optimization to very different solution 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-22918	2606.22918	keyword_daily_semantic_review_required	Each Judge Its Own Yardstick: Discovering Per-VLM Taxonomies for Physical Video Evaluation	Maintaining physical consistency in video generators and world models increasingly relies on vision-language models (VLMs) as automated judges that provide reward signals, ranking decisions, and data-filtering criteria.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-EVALUATION-SYSTEM	`Each Judge Its Own Yardstick: Discovering Per-VLM Taxonomies for Physical Video Evaluation` 改变 `PLATFORM-EVALUATION-SYSTEM` 的长期 state/data/control 或 evaluation/security contract：Each Judge Its Own Yardstick: Discovering Per-VLM Taxonomies for Physical Video Evaluation 的 exact-v1 机制为：We propose JudgeFit, an iterative refinement procedure that discovers a per-VLM evaluation taxonomy. 因此 把样本、metric、judge、阈值、不确定性和 release authority 分离。
SF-2026-ARXIV-2606-22922	2606.22922	core_daily_semantic_review_required	Hierarchical Reinforcement Learning for Sparse-Reward Search in Commutative Algebra	Applying machine learning techniques to solving long-standing mathematical conjectures can be particularly challenging due to their extreme reward sparsity.	pre_denominator_closure	outside_durable_ai_system_scope	—	`Hierarchical Reinforcement Learning for Sparse-Reward Search in Commutative Algebra`：Applying machine learning techniques to solving long-standing mathematical conjectures can be particularly challenging due to their extreme reward sparsity. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-22923	2606.22923	not_routed_by_keyword_contract	PanoVine: Whole-Body Visuomotor Control for Soft Growing Vine Robot	Vine robots, a class of soft, growing robots, are suitable for navigating complex and confined environments due to their compliant bodies and self-supporting growth mechanism.	pre_denominator_closure	outside_durable_ai_system_scope	—	`PanoVine: Whole-Body Visuomotor Control for Soft Growing Vine Robot`：Vine robots, a class of soft, growing robots, are suitable for navigating complex and confined environments due to their compliant bodies and self-supporting growth mechanism. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-22924	2606.22924	keyword_daily_semantic_review_required	MythraGen: Two-Stage Retrieval Augmented Art Generation Framework	Text-to-image generation has seen rapid advancements, especially with the development of generative models.	pre_denominator_closure	task_model_method_without_durable_owner	—	`MythraGen: Two-Stage Retrieval Augmented Art Generation Framework`：Text-to-image generation has seen rapid advancements, especially with the development of generative models. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22925	2606.22925	core_daily_semantic_review_required	EEG Benchmarking Needs a Task Specification Layer: NeuroDoc for Rulebook-Guided, Executable Benchmark Construction	Electroencephalography (EEG) foundation models increasingly rely on multi-dataset training and evaluation, yet public EEG datasets still lack a shared task specification layer that can turn heterogeneous recordings into reusable benchmark units.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-EVALUATION-SYSTEM	`EEG Benchmarking Needs a Task Specification Layer: NeuroDoc for Rulebook-Guided, Executable Benchmark Construction` 改变 `PLATFORM-EVALUATION-SYSTEM` 的长期 state/data/control 或 evaluation/security contract：EEG Benchmarking Needs a Task Specification Layer: NeuroDoc for Rulebook-Guided, Executable Benchmark Construction 的 exact-v1 机制为：Using this methodology, we release a community-reviewed EEG benchmark corpus centered on 53 completed and reviewed entries with 245 task definitions spanning diverse paradigms, and we introduce NeuroDoc and NeuroAudit as the operational support layer for rulebook-guided drafting, upgrading, review, amendment, and release management. 因此 把样本、metric、judge、阈值、不确定性和 release authority 分离。
SF-2026-ARXIV-2606-22928	2606.22928	keyword_daily_semantic_review_required	HADES: Privacy-Preserving Federated Learning via Selective Feature Encryption and Hybrid Model Fusion	In this paper, we address the challenge of privacy-preserving training in federated learning (FL) by introducing a novel framework that selectively encrypts only the most privacy-sensitive features while leaving the remaining data and the corresponding model portion unencrypted.	pre_denominator_closure	task_model_method_without_durable_owner	—	`HADES: Privacy-Preserving Federated Learning via Selective Feature Encryption and Hybrid Model Fusion`：In this paper, we address the challenge of privacy-preserving training in federated learning (FL) by introducing a novel framework that selectively encrypts only the most privacy-sensitive features while leaving the remaining data and the corresponding model portion unencrypted. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22931	2606.22931	core_daily_semantic_review_required	BEV-Denoise: Learning Intrinsic Noise for Accurate Bird's-Eye-View Semantic Segmentation	In this paper, we present a framework dubbed \textbf{BEV-Denoise} that estimates and removes intrinsic noise from learned Bird's-Eye-View (BEV) features to achieve accurate BEV semantic segmentation.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`BEV-Denoise: Learning Intrinsic Noise for Accurate Bird's-Eye-View Semantic Segmentation`：In this paper, we present a framework dubbed \textbf{BEV-Denoise} that estimates and removes intrinsic noise from learned Bird's-Eye-View (BEV) features to achieve accurate BEV semantic segmentation. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-22932	2606.22932	core_daily_semantic_review_required	FORGE: Fused On-Register Gradient Elimination for Memory-Efficient LLM Training	Reverse-mode differentiation computes every weight gradient, writes it to memory, and only then lets the optimizer read it back.	retained_after_full_semantic_audit	durable_ai_system_candidate	TRAIN-DISTRIBUTED-TRAINING	`FORGE: Fused On-Register Gradient Elimination for Memory-Efficient LLM Training` 改变 `TRAIN-DISTRIBUTED-TRAINING` 的长期 state/data/control 或 evaluation/security contract：FORGE: Fused On-Register Gradient Elimination for Memory-Efficient LLM Training 的 exact-v1 机制为：This two-phase schedule sets the memory ceiling of modern training: at the seam between the phases, every layer's gradient is live at once. 因此 把同步拓扑、worker identity、通信阻塞与收敛/分歧界面共同版本化。
SF-2026-ARXIV-2606-22934	2606.22934	core_daily_semantic_review_required	EchoFlow: A Workload-Aware Parameter Tuning Method for Blockchain Systems	Blockchain systems expose a large number of tunable parameters that significantly influence system performance.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`EchoFlow: A Workload-Aware Parameter Tuning Method for Blockchain Systems`：Blockchain systems expose a large number of tunable parameters that significantly influence system performance. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-22935	2606.22935	keyword_daily_semantic_review_required	Hybrid Compression: Integrating Pruning and Quantization for Optimized Neural Networks	Deep neural networks have witnessed remarkable advancements in recent years and have become integral to various applications.	pre_denominator_closure	local_artifact_without_general_contract	—	`Hybrid Compression: Integrating Pruning and Quantization for Optimized Neural Networks`：Deep neural networks have witnessed remarkable advancements in recent years and have become integral to various applications. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-22936	2606.22936	core_daily_semantic_review_required	When Agents Commit Too Soon: Diagnosing Premature Commitment in LLM Agents	Long-horizon LLM agents can fail quietly: they settle on one reading of the evidence early, then spend the rest of the run defending it.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-PLANNING	`When Agents Commit Too Soon: Diagnosing Premature Commitment in LLM Agents` 改变 `AGENT-PLANNING` 的长期 state/data/control 或 evaluation/security contract：When Agents Commit Too Soon: Diagnosing Premature Commitment in LLM Agents 的 exact-v1 机制为：We call this premature commitment. 因此 把搜索环境、承诺点、验证条件与回退分支纳入显式 plan state。
SF-2026-ARXIV-2606-22938	2606.22938	core_daily_semantic_review_required	Provable Benefits of RLVR over SFT for Reasoning Models: Learning to Backtrack Efficiently	Recent advances in large language models (LLMs) have demonstrated that reinforcement fine-tuning of pretrained base models can lead to significant gains in reasoning performance at inference time.	pre_denominator_closure	paper_specific_method_already_subsumed	—	`Provable Benefits of RLVR over SFT for Reasoning Models: Learning to Backtrack Efficiently`：Recent advances in large language models (LLMs) have demonstrated that reinforcement fine-tuning of pretrained base models can lead to significant gains in reasoning performance at inference time. 论文级方法没有独立的 state/control owner 或新的 evidence/release authority。
SF-2026-ARXIV-2606-22939	2606.22939	core_daily_semantic_review_required	CITADEL: CSI-Based Jamming Detection and Open-Set Classification for IIoT Networks	Radio frequency jamming poses a critical threat to the availability of wireless Industrial Internet of Things (IIoT) networks.	pre_denominator_closure	task_model_method_without_durable_owner	—	`CITADEL: CSI-Based Jamming Detection and Open-Set Classification for IIoT Networks`：Radio frequency jamming poses a critical threat to the availability of wireless Industrial Internet of Things (IIoT) networks. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22942	2606.22942	core_daily_semantic_review_required	Understanding Knowledge Distillation in Post-Training: When It Helps and When It Fails	Large language models (LLMs) achieve strong performance across many tasks, but their high computational cost limits deployment in resource-constrained environments.	retained_after_full_semantic_audit	durable_ai_system_candidate	TRAIN-SFT	`Understanding Knowledge Distillation in Post-Training: When It Helps and When It Fails` 改变 `TRAIN-SFT` 的长期 state/data/control 或 evaluation/security contract：Understanding Knowledge Distillation in Post-Training: When It Helps and When It Fails 的 exact-v1 机制为：Knowledge Distillation (KD) offers a practical solution by transferring knowledge from a teacher model of a larger size to a smaller student model. 因此 把蒸馏 teacher/student、样本选择与失效区间保留在训练 lineage。
SF-2026-ARXIV-2606-22943	2606.22943	not_routed_by_keyword_contract	Evaluating self-supervised echocardiographic representations across downstream extraction strategies for left-ventricular segmentation and ejection fraction estimation	Self-supervised learning (SSL) is increasingly used in medical imaging to reduce annotation requirements, but representation quality is often judged using a single downstream evaluation setting.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Evaluating self-supervised echocardiographic representations across downstream extraction strategies for left-ventricular segmentation and ejection fraction estimation`：Self-supervised learning (SSL) is increasingly used in medical imaging to reduce annotation requirements, but representation quality is often judged using a single downstream evaluation setting. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22945	2606.22945	not_routed_by_keyword_contract	Controllable Texture Tiling with Transformed RoPE-Enhanced Diffusion Models	Realistic integration of user-specified textures into scene images is a fundamental task in computer graphics and image editing.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Controllable Texture Tiling with Transformed RoPE-Enhanced Diffusion Models`：Realistic integration of user-specified textures into scene images is a fundamental task in computer graphics and image editing. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-22946	2606.22946	core_daily_semantic_review_required	Neural Operator Processes for Probabilistic Operator Learning under Partial Observations	Neural operators learn mappings between function spaces, but are typically developed with dense input-output training fields and fully observed inputs at inference.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Neural Operator Processes for Probabilistic Operator Learning under Partial Observations`：Neural operators learn mappings between function spaces, but are typically developed with dense input-output training fields and fully observed inputs at inference. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-22948	2606.22948	core_daily_semantic_review_required	ENVS: Environment-Native Verified Search for Long-Horizon GUI Agents	As multimodal agents move from interface understanding to real software control, successful trajectory discovery in live desktop environments becomes a key challenge.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-PLANNING	`ENVS: Environment-Native Verified Search for Long-Horizon GUI Agents` 改变 `AGENT-PLANNING` 的长期 state/data/control 或 evaluation/security contract：ENVS: Environment-Native Verified Search for Long-Horizon GUI Agents 的 exact-v1 机制为：We propose Environment-Native Verified Search (ENVS), a training-time search-and-filter pipeline that uses the environment to construct verified supervision before policy optimization: it branches over behaviorally distinct GUI actions in live OSWorld VMs, verifies successful leaves, and trains from globally balanced step-level supervision. 因此 把搜索环境、承诺点、验证条件与回退分支纳入显式 plan state。
SF-2026-ARXIV-2606-22950	2606.22950	core_daily_semantic_review_required	DT-GOL: Dual-Track Geometric Online Learning in Nonstationary Environment with Label Delay	Online learning is crucial for handling complex data streams in big data applications.	pre_denominator_closure	local_artifact_without_general_contract	—	`DT-GOL: Dual-Track Geometric Online Learning in Nonstationary Environment with Label Delay`：Online learning is crucial for handling complex data streams in big data applications. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-22952	2606.22952	core_daily_semantic_review_required	Domain-incremental audio classification using domain-specific experts and prototype classifier	This technical report presents submission systems for Task 7(domain-incremental audio classification) of the DCASE 2026 Challenge.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Domain-incremental audio classification using domain-specific experts and prototype classifier`：This technical report presents submission systems for Task 7(domain-incremental audio classification) of the DCASE 2026 Challenge. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22953	2606.22953	core_daily_semantic_review_required	Plans Don't Persist: Why Context Management Is Load Bearing for LLM Agents	Long-horizon agents depend on context management: systems compress, summarize, and evict old tokens so tasks can continue beyond finite windows.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-CONTEXT	`Plans Don't Persist: Why Context Management Is Load Bearing for LLM Agents` 改变 `AGENT-CONTEXT` 的长期 state/data/control 或 evaluation/security contract：Plans Don't Persist: Why Context Management Is Load Bearing for LLM Agents 的 exact-v1 机制为：We introduce replay pairing, a diagnostic that runs the same trajectory with and without the plan in history and measures hidden-state cosine distance. 因此 把 context 恢复、压缩、加载与有效期作为持久化状态而不是 prompt 偶然内容。
SF-2026-ARXIV-2606-22955	2606.22955	keyword_daily_semantic_review_required	Evo-RAD: Navigating Rare Retinal Disease Diagnosis via Self-Evolving Agentic Retrieval	Large-scale pretrained foundation models have revolutionized general medical screening, but often falter on rare diseases because such conditions are underrepresented in real-world clinical datasets.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Evo-RAD: Navigating Rare Retinal Disease Diagnosis via Self-Evolving Agentic Retrieval`：Large-scale pretrained foundation models have revolutionized general medical screening, but often falter on rare diseases because such conditions are underrepresented in real-world clinical datasets. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-22957	2606.22957	core_daily_semantic_review_required	Trajectory-Based Recommender Systems as Control Systems	Recommender Systems (RS) are a key research domain and play an increasing role in our content-overwhelmed lives.	pre_denominator_closure	outside_durable_ai_system_scope	—	`Trajectory-Based Recommender Systems as Control Systems`：Recommender Systems (RS) are a key research domain and play an increasing role in our content-overwhelmed lives. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
