arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.23530	2026-04-26	MTRouter: Cost-Aware Multi-Turn LLM Routing with History-Model Joint Embeddings	pre-denominator closure	全量 title+abstract 复核后关闭 `MTRouter: Cost-Aware Multi-Turn LLM Routing with History-Model Joint Embeddings`：它公开的具体问题/机制是“Multi-turn, long-horizon tasks are increasingly common for large language models (LLMs), but solving them typically requires many sequential model invocations, accumulating substantial inference costs. Here, we study cost-aware multi-turn LLM routing: selecting which model to invoke at each turn from a model pool, given a fixed cost budget. We propose MTRouter, which encodes the interaction history and candidate models into joint history-model embeddings, and learns an outcome estimator from logged trajectories to ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23531	2026-04-26	Explore Simpler Eigenmarking: Quantum Entailment Model Checking	pre-denominator closure	全量 title+abstract 复核后关闭 `Explore Simpler Eigenmarking: Quantum Entailment Model Checking`：它公开的具体问题/机制是“Targeting entailment model checking, a recent study has pioneered an idea of Eigenmarking search, an improvement over Grover search using extra qubits. The extra qubits condition the quantum state evolution such that the answer states (if exist) are always in the minority. The minority criteria is essential to Grover probability-amplitude amplification and consequently the effectiveness of Grover search.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23532	2026-04-26	Emotion-Conditioned Short-Horizon Human Pose Forecasting with a Lightweight Predictive World Model	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Emotion-Conditioned Short-Horizon Human Pose Forecasting with a Lightweight Predictive World Model` 的具体问题/机制为：To further evaluate multimodal conditionation in a recursive prediction setting, we propose a lightweight autoregressive predictive world model that performs 15-step rolling pose prediction.；摘要证据线索为：Experiments were conducted on two small-scale pose-emotion video datasets: controlled motion sequences with minimal facial expression changes and, natural emotion-driven motion sequences with considerable facial expression changes.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23533	2026-04-26	PILOT: One Physics-Integrated Generation Framework to Unify 2D and 3D Radio Map Construction	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`PILOT: One Physics-Integrated Generation Framework to Unify 2D and 3D Radio Map Construction` 的具体问题/机制为：We propose PILOT, a pretrained autoregressive framework that replaces raster scan with a wavefront sequence expanding outward from the transmitter.；摘要证据线索为：On standard 2D benchmarks, PILOT achieves the lowest NMSE among all baselines.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23534	2026-04-26	Multivariate incremental effects for continuous treatments: Studying the health effects of environmental mixtures	pre-denominator closure	全量 title+abstract 复核后关闭 `Multivariate incremental effects for continuous treatments: Studying the health effects of environmental mixtures`：它公开的具体问题/机制是“Evaluating the causal health effects of multivariate, continuous exposures, such as air pollution mixtures, is a critical public health challenge. A primary obstacle is the frequent violation of the positivity assumption, which renders the effects of standard deterministic interventions unidentified or heavily reliant on unreliable model extrapolation. In this paper, we develop a novel causal inference framework to address this challenge.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23535	2026-04-26	A Fully Quantum Algorithm for Image Edge Detection	pre-denominator closure	全量 title+abstract 复核后关闭 `A Fully Quantum Algorithm for Image Edge Detection`：它公开的具体问题/机制是“This work introduces a novel quantum algorithm for gradient-based edge detection that operates entirely within the quantum circuit model. Grayscale images are encoded using the Novel Enhanced Quantum Representation (NEQR), allowing exact arithmetic on pixel intensities. Directional gradients are computed by generating superpositions of neighboring pixels via cyclic shift operations and performing subtraction with an exact quantum arithmetic circuit.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23536	2026-04-26	$Z^2$-Sampling: Zero-Cost Zigzag Trajectories for Semantic Alignment in Diffusion Models	pre-denominator closure	全量 title+abstract 复核后关闭 `$Z^2$-Sampling: Zero-Cost Zigzag Trajectories for Semantic Alignment in Diffusion Models`：它公开的具体问题/机制是“Diffusion models have achieved unprecedented success in text-aligned generation, largely driven by Classifier-Free Guidance (CFG). However, standard CFG operates strictly on instantaneous gradients, omitting the intrinsic curvature of the data manifold. Recent methods like Zigzag-sampling (Z-Sampling) explicitly traverse multi-step forward-backward trajectories to probe this curvature, significantly improving semantic alignment.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23537	2026-04-26	Distance Field Rasterization for End-to-End Mesh Reconstruction	pre-denominator closure	全量 title+abstract 复核后关闭 `Distance Field Rasterization for End-to-End Mesh Reconstruction`：它公开的具体问题/机制是“Rasterization based methods have recently enabled high-quality novel view synthesis at real-time rates, but their underlying volumetric primitives do not expose a direct, globally consistent surface representation, leaving sur face extraction to heuristic post-processing. In contrast, implicit signed dis tance field (SDF) methods provide well-defined surfaces but are typically optimized with computationally expensive ray marching. We propose SD FRaster, a rasterizable SDF representation that bridges this gap by com”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23538	2026-04-26	Analysis of Personal Data Exposure in Thailand	pre-denominator closure	全量 title+abstract 复核后关闭 `Analysis of Personal Data Exposure in Thailand`：它公开的具体问题/机制是“In the digital era, personal data, particularly sensitive identifiers such as the Social Security Number and National Identification Number, has become a highly valuable asset, raising significant concerns regarding privacy and security. This study examines the risks associated with the online exposure of the Thai National Identification Number, a key element of identity verification in both governmental and commercial transactions. Similar to the Social Security Number in the United States, this unique identifier ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23539	2026-04-26	MetaGAI: A Large-Scale and High-Quality Benchmark for Generative AI Model and Data Card Generation	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`MetaGAI: A Large-Scale and High-Quality Benchmark for Generative AI Model and Data Card Generation` 的具体问题/机制为：We introduce MetaGAI, a comprehensive benchmark comprising 2,541 verified document triplets constructed through semantic triangulation of academic papers, GitHub repositories, and Hugging Face artifacts.；摘要证据线索为：However, manual creation of Model and Data Cards is not scalable, while automated approaches lack large-scale, high-fidelity benchmarks for systematic evaluation.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23540	2026-04-26	Oracle Noise: Faster Semantic Spherical Alignment for Interpretable Latent Optimization	pre-denominator closure	全量 title+abstract 复核后关闭 `Oracle Noise: Faster Semantic Spherical Alignment for Interpretable Latent Optimization`：它公开的具体问题/机制是“Text-to-image diffusion models have achieved remarkable generative capabilities, yet accurately aligning complex textual prompts with synthesized layouts remains an ongoing challenge. In these models, the initial Gaussian noise acts as a critical structural seed dictating the macroscopic layout. Recent online optimization and search methods attempt to refine this noise to enhance text-image alignment.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23541	2026-04-26	A Symmetric Unified Transport and Charge Model for Metal-Oxide-Semiconductor Field-Effect Transistor from Diffusive to Ballistic Regimes	pre-denominator closure	全量 title+abstract 复核后关闭 `A Symmetric Unified Transport and Charge Model for Metal-Oxide-Semiconductor Field-Effect Transistor from Diffusive to Ballistic Regimes`：它公开的具体问题/机制是“This paper presents a symmetric unified transport (UT) compact model for metal-oxide-semiconductor field-effect transistors (MOSFETs) that bridges drift-diffusion (DD) and ballistic transport (BT) regimes. The proposed model self consistently accounts for both current and charge across the DD-BT transition. Quantum capacitance and carrier transport are incorporated into the charge density formulation.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23542	2026-04-26	AusSmoke meets MultiNatSmoke: a fully-labelled diverse smoke segmentation dataset	pre-denominator closure	全量 title+abstract 复核后关闭 `AusSmoke meets MultiNatSmoke: a fully-labelled diverse smoke segmentation dataset`：它公开的具体问题/机制是“Wildfires are an escalating global concern due to the devastating impacts on the environment, economy, and human health, with notable incidents such as the 2019-2020 Australian bushfires and the 2025 California wildfires underscoring the severity of these events. AI-enabled camera-based smoke detection has emerged as a promising approach for the rapid detection of wildfires. However, existing wildfire smoke segmentation datasets that are used for training detection and segmentation models are limited in scale, geog”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23543	2026-04-26	Pref-CTRL: Preference Driven LLM Alignment using Representation Editing	retained	Test-time alignment methods offer a promising alternative to fine-tuning by steering the outputs of large language models (LLMs) at inference time with lightweight interventions on their internal representations.  改变 `TRAIN-DPO` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	TRAIN-DPO	deep_complete	No Change — Existing Coverage
2604.23544	2026-04-26	Regularization of Divergent Power Sums via Fractional Extension of Differential Generators	pre-denominator closure	全量 title+abstract 复核后关闭 `Regularization of Divergent Power Sums via Fractional Extension of Differential Generators`：它公开的具体问题/机制是“We reconsider the problem of regularizing the divergent series $\sum_{n=1}^{\infty}n^α$ for $\operatorname{Re}α>-1$, and offer a regularization prescription that yields the Riemann zeta regularization as a special case. The development of the regularization is framed as a two-step problem. The first step is prescribing a regularization of the divergent sum $\sum_{n=1}^{\infty}n^m$ for every non-negative integer $m$; and the second step is the extension of the sum for non-integer $α$.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23545	2026-04-26	Safeguarding Skies: Airport Cybersecurity in the Digital Age	pre-denominator closure	全量 title+abstract 复核后关闭 `Safeguarding Skies: Airport Cybersecurity in the Digital Age`：它公开的具体问题/机制是“The aviation industry faces significant vulnerabilities from both physical and cybersecurity threats, highlighting the urgent need for enhanced cybersecurity measures amid increasingly sophisticated attacks. This paper systematically reviews emerging threats at airports, analyzing real-world incidents and relevant literature while mapping risks to the MITRE ATT&CK Matrix, a widely recognized knowledge base for categorizing cyberattack tactics, techniques, and procedures. This is the first to apply the MITRE Matrix ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23546	2026-04-26	COMO: Closed-Loop Optical Molecule Recognition with Minimum Risk Training	pre-denominator closure	全量 title+abstract 复核后关闭 `COMO: Closed-Loop Optical Molecule Recognition with Minimum Risk Training`：它公开的具体问题/机制是“Optical chemical structure recognition (OCSR) translates molecular images into machine-readable representations like SMILES strings or molecular graphs, but remains challenging in real-world documents due to inexhaustible variations in chemical structures, shorthand conventions, and visual noise. Most existing deep-learning-based approaches rely on teacher forcing with token-level Maximum Likelihood Estimation (MLE). This training paradigm suffers from exposure bias, as models are trained under ground-truth prefixe”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23547	2026-04-26	Hardware-Efficient FPGA Implementation of Sigmoid Function Using Mixed-Radix Hyperbolic Rotation CORDIC	pre-denominator closure	全量 title+abstract 复核后关闭 `Hardware-Efficient FPGA Implementation of Sigmoid Function Using Mixed-Radix Hyperbolic Rotation CORDIC`：它公开的具体问题/机制是“Efficient hardware implementation of nonlinear activation functions is a crucial task in deploying artificial neural networks on resource-constrained and edge devices such as Field-Programmable Gate Arrays (FPGAs). The sigmoid activation function is widely used for probabilistic output, binary classification, and gating mechanisms in recurrent neural networks, despite its reliance on exponential computations. This paper presents a hardware-efficient FPGA implementation of the sigmoid activation function using a mix”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23548	2026-04-26	Unsupervised Learning for AC Optimal Power Flow with Fast Physics-Aware Layer	pre-denominator closure	全量 title+abstract 复核后关闭 `Unsupervised Learning for AC Optimal Power Flow with Fast Physics-Aware Layer`：它公开的具体问题/机制是“Learning to solve the Alternating Current Optimal Power Flow (AC-OPF) problem by neural networks (NNs) is a promising approach in real-time applications. Existing methods to ensure the physical feasibility of NN outputs embed a power flow (PF) solver within networks. However, the gradient through the PF solver, namely, implicit differentiation, needs manual Jacobian derivation and the solution of linear systems, which is computationally prohibitive and hinders integration with modern automatic differentiation (AD) ”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23549	2026-04-26	Super-Chevalley Restriction and Relative Lie Algebra Cohomology over the 2|3 Algebra	pre-denominator closure	全量 title+abstract 复核后关闭 `Super-Chevalley Restriction and Relative Lie Algebra Cohomology over the 2|3 Algebra`：它公开的具体问题/机制是“Let $A:=\mathbb{C}[z_+,z_-]\otimes Λ(θ_1,θ_2,θ_3)$, with $z_\pm$ even and $θ_1,θ_2,θ_3$ odd. For a reductive Lie algebra $\mathfrak g$, let $\mathfrak g[A]:=\mathfrak g\otimes A$ be the corresponding current Lie superalgebra. Motivated by the Chang--Yin description of weak-coupling $1/16$-BPS cohomology in $\mathcal N=4$ super-Yang--Mills, we study the relative Lie algebra cohomology $H^\bullet(\mathfrak g[A],\mathfrak g;\mathbb{C})$.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23550	2026-04-26	Observation of OAM non-conservation in entangled photon generation	pre-denominator closure	全量 title+abstract 复核后关闭 `Observation of OAM non-conservation in entangled photon generation`：它公开的具体问题/机制是“Orbital angular momentum (OAM)-entangled states produced by spontaneous parametric down-conversion (SPDC) are considered ideal for realizing high-dimensional entangled states, which have several advantages for quantum technologies. However, the limited sensitivity of current two-photon OAM detectors is a major roadblock not only for realizing such technologies but also for resolving foundational questions, such as OAM conservation in SPDC. The current theoretical understanding is that OAM is not conserved in Type-I”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23551	2026-04-26	Spatiotemporal Degradation-Aware 3D Gaussian Splatting for Realistic Underwater Scene Reconstruction	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Spatiotemporal Degradation-Aware 3D Gaussian Splatting for Realistic Underwater Scene Reconstruction` 的具体问题/机制为：We propose MarineSTD-GS, a novel 3D Gaussian Splatting-based framework that explicitly models both temporal and spatial degradations for realistic underwater scene reconstruction.；摘要证据线索为：The inherent spatiotemporal degradations in underwater imaging, including caustics, flickering, attenuation, and backscattering, frequently result in inaccurate geometry and appearance in existing 3D reconstruction methods.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23552	2026-04-26	On the Memorization of Consistency Distillation for Diffusion Models	pre-denominator closure	全量 title+abstract 复核后关闭 `On the Memorization of Consistency Distillation for Diffusion Models`：它公开的具体问题/机制是“Diffusion models are central to modern generative modeling, and understanding how they balance memorization and generalization is critical for reliable deployment. Recent work has shown that memorization in diffusion models is shaped by training dynamics, with generalization and memorization emerging at different stages of training. However, deployed diffusion models are often further distilled, introducing an additional training phase whose impact on memorization is not well understood.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23553	2026-04-26	ClusterFusion++: Expanding Cluster-Level Fusion to Full Transformer-Block Decoding	retained	Large language model (LLM) decoding is latency-sensitive and often bottlenecked by fragmented operator execution and repeated off-chip materialization of intermediate tensors.  改变 `INFER-DECODE` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	INFER-DECODE	deep_complete	No Change — Existing Coverage
2604.23554	2026-04-26	Adaptive Swin Transformer Partitioning over AI-RAN Networks	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Adaptive Swin Transformer Partitioning over AI-RAN Networks` 的具体问题/机制为：We extend throughput-aware adaptive splitting from CNNs to a Swin Transformer backbone and show that practical split execution is achievable for transformer-based vision models without retraining.；摘要证据线索为：This paper demonstrates the feasibility of transformer-based split inference for real-time video object detection over dynamic 5G AI-RAN networks.。排除边界：其优化的是单任务质量，没有重新分配跨层数据流、serving lifecycle 或恢复责任；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23555	2026-04-26	Calibrating the Role of Entanglement in Variational Quantum Algorithms from a Geometric Perspective	pre-denominator closure	全量 title+abstract 复核后关闭 `Calibrating the Role of Entanglement in Variational Quantum Algorithms from a Geometric Perspective`：它公开的具体问题/机制是“Calibrating the role of entanglement in quantum algorithms is a crucial task in the development of quantum computing. Most existing studies have primarily focused on how the static properties of entanglement-such as its magnitude and phase-affect key performance metrics. In this work, we instead explore the relationship between the dynamical behaviors of entanglement and the execution of variational quantum algorithms from a geometric perspective.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23556	2026-04-26	Decoherence Mitigation with Local NOT Gates in Multipartite Systems	pre-denominator closure	全量 title+abstract 复核后关闭 `Decoherence Mitigation with Local NOT Gates in Multipartite Systems`：它公开的具体问题/机制是“We study the entanglement dynamics of $n=2,3,4$-qubit Bell- and GHZ-type states under an amplitude-damping channel (ADC). We quantify multipartite entanglement using the genuine multipartite concurrence (GMC) and evaluate its utility through the optimal teleportation fidelity. For $2$-qubit states, we analyze the standard (Bennett) teleportation protocol.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23557	2026-04-26	DLM: Unified Decision Language Models for Offline Multi-Agent Sequential Decision Making	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`DLM: Unified Decision Language Models for Offline Multi-Agent Sequential Decision Making` 的具体问题/机制为：Motivated by this, we propose the Decision Language Model (DLM), which formulates multi-agent decision making as a dialogue-style sequence prediction problem under the centralized training with decentralized execution paradigm.；摘要证据线索为：Experiments on multiple benchmarks show that a unified DLM outperforms strong offline MARL baselines and LLM-based conversational decision-making methods, while demonstrating strong zero-shot generalization to unseen scenarios across tasks.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23558	2026-04-26	New infinite families of $q$-analogs of group divisible designs with arbitrary block dimension	pre-denominator closure	全量 title+abstract 复核后关闭 `New infinite families of $q$-analogs of group divisible designs with arbitrary block dimension`：它公开的具体问题/机制是“This paper is mainly devoted to constructions of \(q\)-analogs of group divisible designs and their applications. We give a complete description of the action of \(G=\GL(m,q^l)\) on \(Ω_k^{k-1}\), where $3\leq k\leq \min\left\lbrace m+1,l\right\rbrace $ and \(Ω_k^{k-1}\) is the set of \(k\)-subspaces of $\GF(q)^{ml}$ whose \(\GF(q^l)\)-span has dimension \(k-1\). We do this by relating the \(G\)-orbits on \(Ω_k^{k-1}\) to the corresponding Singer cycle orbits on subspaces of $\GF(q)^l$.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23559	2026-04-26	Sparsity-Aware Event-Driven Impulse Radio Transceivers for Reliable Neuromorphic Inference	pre-denominator closure	全量 title+abstract 复核后关闭 `Sparsity-Aware Event-Driven Impulse Radio Transceivers for Reliable Neuromorphic Inference`：它公开的具体问题/机制是“The growing number of Internet-of-Things (IoT) based artificial intelligence (AI) applications deployed at resource-constrained network edge call for ultra-reliable and low-latency data processing pipelines from distributed front-end sensors to remote inference units. Meanwhile, brain-inspired neuromorphic computing featuring spiking neural networks (SNNs) have arisen as a new paradigm for energy-efficient AI inference. However, significant energy and time expenses incurred in high-complexity transceivers that comb”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23560	2026-04-26	Towards System-Oriented Formal Verification of Local-First Access Control	pre-denominator closure	全量 title+abstract 复核后关闭 `Towards System-Oriented Formal Verification of Local-First Access Control`：它公开的具体问题/机制是“Conflict-free replicated data types (CRDTs) and the local-first concept are increasingly employed not only in small-scale collaboration systems among few users who trust each other, but also in large-scale systems, like Matrix for instant messaging and Keyhive for collaborative documents. Since mutual trust is no longer warranted, these systems require Byzantine fault tolerance and fine-grained access control. As of today, Matrix and Keyhive pair an informal specification with an unverified reference implementation”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23561	2026-04-26	Wireless Mobile Charging for Emergency Electric Vehicle Routing: A Mixed-Integer and Metaheuristic Framework for In-Motion Energy Transfer	pre-denominator closure	全量 title+abstract 复核后关闭 `Wireless Mobile Charging for Emergency Electric Vehicle Routing: A Mixed-Integer and Metaheuristic Framework for In-Motion Energy Transfer`：它公开的具体问题/机制是“As electric vehicles (EVs) become central to decarbonization efforts, the need for uninterrupted power supply in time-critical logistics, particularly in medical transportation, poses unique challenges for power systems integration. Conventional fixed or mobile charging infrastructure requires vehicle downtime, which makes them unsuitable for nonstop operations such as organ delivery. This work introduces the Wireless Mobile Charging Electric Vehicle Routing Problem, a novel framework in which mobile charging truck”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23562	2026-04-26	EyeBrain: Left and Right Brain Lateralization Activity Classification Through Pupil Diameter and Fixation Duration	pre-denominator closure	全量 title+abstract 复核后关闭 `EyeBrain: Left and Right Brain Lateralization Activity Classification Through Pupil Diameter and Fixation Duration`：它公开的具体问题/机制是“The relationship between brain lateralization and cognitive functions is well-documented. The left hemisphere primarily handles tasks such as language and arithmetic, while the right hemisphere is involved in creative activities like drawing and music perception. Eye-tracking technology has shown the potential to reveal cognitive states by measuring ocular metrics such as pupil diameter and fixation duration.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.23563	2026-04-26	CyberCane: Neuro-Symbolic RAG for Privacy-Preserving Phishing Detection with Formal Ontology Reasoning	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`CyberCane: Neuro-Symbolic RAG for Privacy-Preserving Phishing Detection with Formal Ontology Reasoning` 的具体问题/机制为：We introduce CyberCane, a neuro-symbolic framework integrating deterministic symbolic analysis with privacy-preserving retrieval-augmented generation (RAG).；摘要证据线索为：Evaluation on DataPhish2025 (12.3k emails; mixed human/LLM) and Nazario/SpamAssassin demonstrates a 78.6-point recall gain over symbolic-only detection on AI-generated threats, with precision exceeding 98% and FPR as low as 0.16%.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
