source_family_id	disposition	owner	adjacent	evidence	result
SF-2026-ARXIV-2606-28867	No Change — Existing Coverage	books/part-04-training-system/27-data.md	books/part-04-training-system/28-pretraining.md	re-read `books/part-04-training-system/27-data.md` at `### 从 sample provenance 到训练生命周期 lineage` and adjacent `books/part-04-training-system/28-pretraining.md`; existing=Ch27 已拥有 sample/transform/label provenance、license、lineage、mixture 与 admission，但尚未要求保留 per-annotator distribution 以阻止 majority label 静默取得价值边界真值。 Fresh owner+adjacent reread found that《Open but Incompatible: A License Compatibility Analysis of Corpora for Low-Resource African Languages》的 `https://arxiv.org/html/2606.28867v1 — §Legal analysis of AI training data.` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Legal analysis of AI training data.。在 `TRAIN-DATA` 中，该路径改变或检验的具体对象由题名《Open but Incompatible: A License Compatibility Analysis of Corpora for Low-Resource African Languages》和上述 method locator 共同限定。`; `6. Four Failure Modes; 6.4. Data Persistence Failure: The Congolese Radio Corpus; 9. Discussion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28876	No Change — Existing Coverage	books/part-02-model/22-long-context.md	books/part-02-model/21-moe.md	re-read `books/part-02-model/22-long-context.md` at `### 从 Dense Checkpoint 迁移到 Hybrid State Model` and adjacent `books/part-02-model/21-moe.md`; existing=Ch22 已显式区分 checkpoint `M_0` 与 request-owned mutable `M_t`，并覆盖 sparse slots、write conflict、reset/session identity、external-memory boundary 与 frozen-path fallback。 Fresh owner+adjacent reread found that《Memory-Managed Long-Context Attention: A Preliminary Study of Editable Request-Local Memory》的 `https://arxiv.org/html/2606.28876v1 — §2 Method Sketch` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 2 Method Sketch。在 `MODEL-LONG-CONTEXT` 中，该路径改变或检验的具体对象由题名《Memory-Managed Long-Context Attention: A Preliminary Study of Editable Request-Local Memory》和上述 method locator 共同限定。`; `5 Discussion; 8 Limitations and Next Steps; 9 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28896	Weekly Only — Context	books/part-07-agent/81-workflow.md	books/part-07-agent/80-reflection.md	re-read `books/part-07-agent/81-workflow.md` at `## State Machine 是基本模型` and adjacent `books/part-07-agent/80-reflection.md`; existing=Fresh review of `books/part-07-agent/81-workflow.md` and `books/part-07-agent/80-reflection.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=SAR augmentation recipe/observer/repair 由领域数据与 observer 定义，且 5/11 batch 未达到最高 evidence level。	PASS
SF-2026-ARXIV-2606-28898	Weekly Only — Context	books/part-04-training-system/34-dpo.md	books/part-04-training-system/33-grpo.md	re-read `books/part-04-training-system/34-dpo.md` at `## KL-constrained 最优策略` and adjacent `books/part-04-training-system/33-grpo.md`; existing=Fresh review of `books/part-04-training-system/34-dpo.md` and `books/part-04-training-system/33-grpo.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=日文新闻上的 paraphrase+self-training+CPT/SFT/DPO 是知识更新配方，不建立通用 DPO owner 变化。	PASS
SF-2026-ARXIV-2606-28900	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《MedEvoEval: Evaluating Continual Evolution of Doctor Agents through Simulated Clinical Episodes》的 `https://arxiv.org/html/2606.28900v1 — §Design goals.; Training-oriented derivatives.` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Design goals.; Training-oriented derivatives.。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《MedEvoEval: Evaluating Continual Evolution of Doctor Agents through Simulated Clinical Episodes》和上述 method locator 共同限定。`; `6 Discussion, Limitations, and Ethics; 7 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28925	No Change — Existing Coverage	books/part-07-agent/82-multi-agent.md	books/part-07-agent/81-workflow.md	re-read `books/part-07-agent/82-multi-agent.md` at `### Pairwise coupling 不能外推 group dynamics` and adjacent `books/part-07-agent/81-workflow.md`; existing=Ch82 已版本化 sender/receiver/channel/topology identity、message admission、latent translation 与 commitment，但未把 set routing、receiver-owned hierarchical read 和 full-KV integrity receipt 合成同一 channel contract。 Fresh owner+adjacent reread found that《Multi-Agent Routing as Set-Valued Prediction: A WildChat Benchmark and Cost-Aware Evaluation》的 `https://arxiv.org/html/2606.28925v1 — §2.1. Tool/Agent Routing in LLM Systems; 2.4. Learning-to-Rank, Retrieval, and Evaluation Methodology; 2.6. Multi-Agent Systems and Task Decomposition` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 2.1. Tool/Agent Routing in LLM Systems; 2.4. Learning-to-Rank, Retrieval, and Evaluation Methodology; 2.6. Multi-Agent Systems and Task Decomposition。在 `AGENT-MULTI-AGENT` 中，该路径改变或检验的具体对象由题名《Multi-Agent Routing as Set-Valued Prediction: A WildChat Benchmark and Cost-Aware Evaluation》和上述 method locator 共同限定。`; `7. Discussion; 8. Limitations; 10. Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28932	Weekly Only — Context	books/part-04-training-system/28-pretraining.md	books/part-04-training-system/27-data.md	re-read `books/part-04-training-system/28-pretraining.md` at `## 一次 training step 的状态流` and adjacent `books/part-04-training-system/27-data.md`; existing=Fresh review of `books/part-04-training-system/28-pretraining.md` and `books/part-04-training-system/27-data.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=duplicated latent residual 与 closed-form fold 是 LLaMA-style low-rank pretraining 的局部参数化，部署图不变不足以形成训练系统新 contract。	PASS
SF-2026-ARXIV-2606-28938	Weekly Only — Context	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	books/part-03-multimodal-world-models/25-multimodal-world-models.md	re-read `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` at `## Safety envelope` and adjacent `books/part-03-multimodal-world-models/25-multimodal-world-models.md`; existing=Fresh review of `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` and `books/part-03-multimodal-world-models/25-multimodal-world-models.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=electro-aware driving co-state 只由 synthesized/simulated control proxy 验证，未形成 closed-loop road-safety 结论。	PASS
SF-2026-ARXIV-2606-28939	No Change — Existing Coverage	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	books/part-03-multimodal-world-models/25-multimodal-world-models.md	re-read `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` at `## Safety envelope` and adjacent `books/part-03-multimodal-world-models/25-multimodal-world-models.md`; existing=Ch26 已分离 observation、policy proposal、world-model/critic signal、safety filter、controller commit 与 real-world validation，但尚未给出离线 learned reachability value 到在线 closed-form modulation 的编译边界。 Fresh owner+adjacent reread found that《ReGuide: From Test-Time Guidance to Self-Improving Diffusion Policies》的 `https://arxiv.org/html/2606.28939v1 — §4 Our Approach: ReGuide; Appendix B Algorithm` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 4 Our Approach: ReGuide; Appendix B Algorithm。在 `MULTIMODAL-EMBODIED-VLA` 中，该路径改变或检验的具体对象由题名《ReGuide: From Test-Time Guidance to Self-Improving Diffusion Policies》和上述 method locator 共同限定。`; `6 Conclusion and Limitations; Limitations.；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28953	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已拥有 capability/auth/effect 分权、canonical action、external reference monitor、quantization-conditioned backdoor gate、provenance 与 fail-closed fallback，但尚未把 protocol specification 编译为 extremal differential test receipt。 Fresh owner+adjacent reread found that《Clustering Unsupervised Representations as Defense against Poisoning Attacks on Speech Commands Classification System》的 `https://arxiv.org/html/2606.28953v1 — §Clustering Unsupervised Representations as Defense against Poisoning Attacks on Speech Commands Classification System Thanks: Based upon work supported by the Defense Advanced Research Projects Agency (DARPA) under Contract No. HR001120C0114. Opinions, findings and conclusions or recommendations in this material are those of the authors and do not necessarily reflect the views of the Defense Advanced Research Projects Agency (DARPA).; 4.5 Proposed defense vs prior methods; 5.1 Proposed defense vs prior methods` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Clustering Unsupervised Representations as Defense against Poisoning Attacks on Speech Commands Classification System Thanks: Based upon work supported by the Defense Advanced Research Projects Agency (DARPA) under Contract No. HR001120C0114. Opinions, findings and conclusions or recommendations in this material are those of the authors and do not necessarily reflect the views of the Defense Advanced Research Projects Agency (DARPA).; 4.5 Proposed defense vs prior methods; 5.1 Proposed defense vs prior methods。在 `PLATFORM-SECURITY` 中，该路径改变或检验的具体对象由题名《Clustering Unsupervised Representations as Defense against Poisoning Attacks on Speech Commands Classification System》和上述 method locator 共同限定。`; `Clustering Unsupervised Representations as Defense against Poisoning Attacks on Speech Commands Classification System Thanks: Based upon work supported by the Defense Advanced Research Projects Agency (DARPA) under Contract No. HR001120C0114. Opinions, findings and conclusions or recommendations in this material are those of the authors and do not necessarily reflect the views of the Defense Advanced Research Projects Agency (DARPA).; 2 Threat Model; 5 Results and Discussion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28955	Integrate	books/part-04-training-system/31-rlhf.md	books/part-04-training-system/32-ppo.md	unique Review note line 181; owner block equals reviewed ready packet	PASS
SF-2026-ARXIV-2606-28958	No Change — Existing Coverage	books/part-07-agent/82-multi-agent.md	books/part-07-agent/81-workflow.md	re-read `books/part-07-agent/82-multi-agent.md` at `### Pairwise coupling 不能外推 group dynamics` and adjacent `books/part-07-agent/81-workflow.md`; existing=Ch82 已版本化 sender/receiver/channel/topology identity、message admission、latent translation 与 commitment，但未把 set routing、receiver-owned hierarchical read 和 full-KV integrity receipt 合成同一 channel contract。 Fresh owner+adjacent reread found that《When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration》的 `https://arxiv.org/html/2606.28958v1 — §Report GitHub Issue; When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Report GitHub Issue; When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration。在 `AGENT-MULTI-AGENT` 中，该路径改变或检验的具体对象由题名《When Latent Agents Lie: KV-Cache Integrity in Multi-Agent LLM Collaboration》和上述 method locator 共同限定。`; `3 Problem Setting and Threat Model; 8.4 Transport Integrity and Fail-Closed Boundary; 9 Failure Modes and Limitations；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28962	No Change — Existing Coverage	books/part-06-ai-infrastructure/72-security.md	books/part-06-ai-infrastructure/71-multi-tenant.md	re-read `books/part-06-ai-infrastructure/72-security.md` at `## 风险管理而不是一次性认证` and adjacent `books/part-06-ai-infrastructure/71-multi-tenant.md`; existing=Ch72 已拥有 capability/auth/effect 分权、canonical action、external reference monitor、quantization-conditioned backdoor gate、provenance 与 fail-closed fallback，但尚未把 protocol specification 编译为 extremal differential test receipt。 Fresh owner+adjacent reread found that《FlipGuard: Defending Large Language Models Against Quantization-Conditioned Backdoor Attacks》的 `https://arxiv.org/html/2606.28962v1 — §III Methodology; III-B Defense Framework Design; III-C Defense Metric Design` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 III Methodology; III-B Defense Framework Design; III-C Defense Metric Design。在 `PLATFORM-SECURITY` 中，该路径改变或检验的具体对象由题名《FlipGuard: Defending Large Language Models Against Quantization-Conditioned Backdoor Attacks》和上述 method locator 共同限定。`; `III-A Threat Model; V Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-28995	Integrate	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	books/part-03-multimodal-world-models/25-multimodal-world-models.md	unique Review note line 322; owner block equals reviewed ready packet	PASS
SF-2026-ARXIV-2606-28998	No Change — Existing Coverage	books/part-04-training-system/34-dpo.md	books/part-04-training-system/33-grpo.md	re-read `books/part-04-training-system/34-dpo.md` at `## KL-constrained 最优策略` and adjacent `books/part-04-training-system/33-grpo.md`; existing=Ch34 已绑定 base/reference/policy identity、preference construction、functional/non-functional trade-off 与 regression evaluation。 Fresh owner+adjacent reread found that《Reward-Free Code Alignment from Pretrained or Fine-Tuned LLM: Unpacking the Trade-offs for Code Generation》的 `https://arxiv.org/html/2606.28998v1 — §3. Methodology` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 3. Methodology。在 `TRAIN-DPO` 中，该路径改变或检验的具体对象由题名《Reward-Free Code Alignment from Pretrained or Fine-Tuned LLM: Unpacking the Trade-offs for Code Generation》和上述 method locator 共同限定。`; `3.6. Threats to Validity; Small Model Limitations; Failure Cases；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29013	Weekly Only — Context	books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md	books/part-03-multimodal-world-models/25-multimodal-world-models.md	re-read `books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md` at `## Cache、rollback 与 exactness` and adjacent `books/part-03-multimodal-world-models/25-multimodal-world-models.md`; existing=Fresh review of `books/part-03-multimodal-world-models/24-multimodal-generative-paradigms.md` and `books/part-03-multimodal-world-models/25-multimodal-world-models.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=frozen Qwen branch+image expert 的 MoT 是局部 multimodal architecture；定性 transfer 不证明跨 backbone 的生成 owner 演进。	PASS
SF-2026-ARXIV-2606-29030	No Change — Existing Coverage	books/part-07-agent/77-memory.md	books/part-07-agent/76-rag.md	re-read `books/part-07-agent/77-memory.md` at `### Memory Transaction Boundary 同时约束 Admission、Visibility 与 Recovery` and adjacent `books/part-07-agent/76-rag.md`; existing=Ch77 已拥有 typed write/read、provenance、conflict、transaction、visibility、rollback 与 graph dependency 生命周期。 Fresh owner+adjacent reread found that《Memory as an Attack Surface in LLM Agents: A Study on Multiple-Choice Question Answering》的 `https://arxiv.org/html/2606.29030v1 — §III Architecture of the Proposed Agent` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 III Architecture of the Proposed Agent。在 `AGENT-MEMORY` 中，该路径改变或检验的具体对象由题名《Memory as an Attack Surface in LLM Agents: A Study on Multiple-Choice Question Answering》和上述 method locator 共同限定。`; `VI Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29033	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《Human-in-the-Loop Nugget Annotation for Accountable LLM-as-a-Judge Evaluations》的 `https://arxiv.org/html/2606.29033v1 — §Approach 1: Human Verification of AI Proposals.; Approach 2: Manual Test Sets.; Approach 3: Humans Specify Criteria, AI Applies Them at Scale.` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Approach 1: Human Verification of AI Proposals.; Approach 2: Manual Test Sets.; Approach 3: Humans Specify Criteria, AI Applies Them at Scale.。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《Human-in-the-Loop Nugget Annotation for Accountable LLM-as-a-Judge Evaluations》和上述 method locator 共同限定。`; `6. Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29038	Integrate	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	unique Review note line 1644; owner block equals reviewed ready packet	PASS
SF-2026-ARXIV-2606-29054	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《When Can Conformal Risk Control Certify LLM Outputs? Bounds, Impossibility, and Adaptation for Structured Generation》的 `https://arxiv.org/html/2606.29054v1 — §2 Method; Ministral violations expose framework limits.; Practical decision framework.` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 2 Method; Ministral violations expose framework limits.; Practical decision framework.。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《When Can Conformal Risk Control Certify LLM Outputs? Bounds, Impossibility, and Adaptation for Structured Generation》和上述 method locator 共同限定。`; `4 Discussion; 6 Conclusion; Threats to validity and limitations.；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29059	Weekly Only — Context	books/part-03-multimodal-world-models/25-multimodal-world-models.md	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	re-read `books/part-03-multimodal-world-models/25-multimodal-world-models.md` at `## State ownership` and adjacent `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md`; existing=Fresh review of `books/part-03-multimodal-world-models/25-multimodal-world-models.md` and `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` found an owner, but exact-v1 does not cross the durable-change threshold.; bounded delta=frozen DINO latent 上的 feature-space flow 是 context-video 模型路线，非 action-conditioned 且 sampler/BPTT 成本高。	PASS
SF-2026-ARXIV-2606-29066	Integrate	books/part-05-inference-system/44-decode.md	books/part-05-inference-system/45-why-kv-cache-speeds-up.md	unique Review note line 187; owner block equals reviewed ready packet	PASS
SF-2026-ARXIV-2606-29067	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《ThinkProbe: Beyond Accuracy -- Structural Profiling of Open-Ended LLM Reasoning Traces via Non-Generative Thought Graphs》的 `https://arxiv.org/html/2606.29067v1 — §3 Method; H.1 Study Design` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 3 Method; H.1 Study Design。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《ThinkProbe: Beyond Accuracy -- Structural Profiling of Open-Ended LLM Reasoning Traces via Non-Generative Thought Graphs》和上述 method locator 共同限定。`; `Layer 1: Structural segmentation and boundary classification.; Layer 2: Soft boundary detection.; 5 Results and Discussion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29073	No Change — Existing Coverage	books/part-07-agent/83-mcp.md	books/part-07-agent/82-multi-agent.md	re-read `books/part-07-agent/83-mcp.md` at `## Tool Catalog 扩大后，Discovery 与 Execution 必须分离` and adjacent `books/part-07-agent/82-multi-agent.md`; existing=Ch83 已把 discovery/capability 与业务授权、effect-time policy、group admission 分开，但尚未把多协议组合和一次 execution 的 grant/handle/policy/audit 对象统一进可检查状态机。 Fresh owner+adjacent reread found that《From Tool Connection to Execution Control: Benchmarking Security Invariants in MCP-Style Agent Runtimes》的 `https://arxiv.org/html/2606.29073v1 — §5 HCP Design; 6 Benchmark Method; 7.7 Ecosystem Measurement` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 5 HCP Design; 6 Benchmark Method; 7.7 Ecosystem Measurement。在 `AGENT-MCP` 中，该路径改变或检验的具体对象由题名《From Tool Connection to Execution Control: Benchmarking Security Invariants in MCP-Style Agent Runtimes》和上述 method locator 共同限定。`; `3 Threat Model; 6.3 Reproducibility Boundary; 8 Discussion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29082	No Change — Existing Coverage	books/part-04-training-system/28-pretraining.md	books/part-04-training-system/27-data.md	re-read `books/part-04-training-system/28-pretraining.md` at `## 一次 training step 的状态流` and adjacent `books/part-04-training-system/27-data.md`; existing=Ch28 已拥有 optimizer/schedule/precision/budget、mid-training skill artifact、search experience 与 downstream promotion receipt。 Fresh owner+adjacent reread found that《Evolution Fine-Tuning: Learning to Discover Across 371 Optimization Tasks》的 `https://arxiv.org/html/2606.29082v1 — §EFT serves as mid-training for test-time RL.; Appendix C Additional Details of Dataset Construction Method; C.1 Systematic Error Breakdown Analysis` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 EFT serves as mid-training for test-time RL.; Appendix C Additional Details of Dataset Construction Method; C.1 Systematic Error Breakdown Analysis。在 `TRAIN-PRETRAINING` 中，该路径改变或检验的具体对象由题名《Evolution Fine-Tuning: Learning to Discover Across 371 Optimization Tasks》和上述 method locator 共同限定。`; `7 Conclusion; Limitations; Appendix B Further Details and Discussion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29088	No Change — Existing Coverage	books/part-06-ai-infrastructure/66-evaluation-system.md	books/part-06-ai-infrastructure/67-monitoring.md	re-read `books/part-06-ai-infrastructure/66-evaluation-system.md` at `## Evaluation Run 的平台对象模型` and adjacent `books/part-06-ai-infrastructure/67-monitoring.md`; existing=Ch66 已版本化 EvalSpec、dataset/model/harness/environment/evaluator/metric/selector、校准与 release gate，但尚未要求 optimizer、evaluator 与 champion selector 调用同一可执行 aggregation contract。 Fresh owner+adjacent reread found that《Diff-Based Code Corruption using LLMs for Large-Scale Bugfix Benchmarking》的 `https://arxiv.org/html/2606.29088v1 — §Report GitHub Issue; Diff-Based Code Corruption using LLMs for Large-Scale Bugfix Benchmarking` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 Report GitHub Issue; Diff-Based Code Corruption using LLMs for Large-Scale Bugfix Benchmarking。在 `PLATFORM-EVALUATION-SYSTEM` 中，该路径改变或检验的具体对象由题名《Diff-Based Code Corruption using LLMs for Large-Scale Bugfix Benchmarking》和上述 method locator 共同限定。`; `5 Discussion; 6 Threats to Validity; 7 Conclusion；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
SF-2026-ARXIV-2606-29089	No Change — Existing Coverage	books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md	books/part-03-multimodal-world-models/25-multimodal-world-models.md	re-read `books/part-03-multimodal-world-models/26-multimodal-embodied-vla.md` at `## Safety envelope` and adjacent `books/part-03-multimodal-world-models/25-multimodal-world-models.md`; existing=Ch26 已分离 observation、policy proposal、world-model/critic signal、safety filter、controller commit 与 real-world validation，但尚未给出离线 learned reachability value 到在线 closed-form modulation 的编译边界。 Fresh owner+adjacent reread found that《TAP-VLA: Tactile Annotation Prompting for Vision Language Action Models》的 `https://arxiv.org/html/2606.29089v1 — §3 Method` remains an instance or bounded probe of this existing proposition.; bounded delta=该 family 的 source-specific contribution is `exact-v1 的机制路径为 3 Method。在 `MULTIMODAL-EMBODIED-VLA` 中，该路径改变或检验的具体对象由题名《TAP-VLA: Tactile Annotation Prompting for Vision Language Action Models》和上述 method locator 共同限定。`; `5 Discussion; 6 Limitations；该 exact-v1 只证明论文所述 workload、model/runtime 与 evaluator 范围内的结果，未证明跨模型族、硬件、数据分布、未测 failure mode 或生产 SLO 的普遍成立。` prevents it from adding a new owner/control/release contract.	PASS
