arxiv_id	source_family_key	screening_route	title	decision	closure_class	stable_node_id	family_specific_reason
2606.28791	arxiv:2606.28791	keyword_daily_semantic_review_required	From Determinism to Delegation: AI-Native Software Engineering and the Evolution of the Agentic Engineer	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘From Determinism to Delegation: AI-Native Software Engineering and the Evolution of the Agentic Engineer’: its abstract scope is ‘Software engineering is experiencing its most significant transformation since the emergence of high-level programming languages. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28792	arxiv:2606.28792	not_routed_by_keyword_contract	Virtual Ring Try-On	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Virtual Ring Try-On’: its abstract scope is ‘This paper presents an innovative approach that enables the users to capture their hand and try the jewel ring on their hand. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28795	arxiv:2606.28795	core_daily_semantic_review_required	On design-unbiased algorithmic Machine Learning	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘On design-unbiased algorithmic Machine Learning’: its abstract scope is ‘Machine Learning (ML) algorithms, such as k-Nearest Neighbours (kNN) or random forest, eschew the ideal of true data models in favour of predictive performance. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation authority、状态所有权或长期平台 contract.
2606.28796	arxiv:2606.28796	core_daily_semantic_review_required	Structure-Preserving Document Translation via Multi-Stage LLM Pipeline: A Case Study in Marathi	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Structure-Preserving Document Translation via Multi-Stage LLM Pipeline: A Case Study in Marathi’: its abstract scope is ‘Government documents in India are predominantly issued in regional languages such as Marathi, creating substantial accessibility barriers for non-native readers, interstate administrative bodies, and policy analysts. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation authority、状态所有权或长期平台 contract.
2606.28798	arxiv:2606.28798	core_daily_semantic_review_required	Primary ICD Category Prediction using LLM-based Probing	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Primary ICD Category Prediction using LLM-based Probing’: its abstract scope is ‘Objective: ICD codes are central to reimbursement, research, and population health surveillance, yet automated coding systems often struggle to integrate diagnostic signals from both clinical narratives and structured electronic health record (EHR) variables. ’. 贡献由特定领域任务与数据合同主导，尚未形成可跨场景迁移的 AI-System owner 变化.
2606.28799	arxiv:2606.28799	not_routed_by_keyword_contract	PSP: Harnessing Position and Shape Priors for Cross-Domain Few-Shot Medical Image Segmentation	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘PSP: Harnessing Position and Shape Priors for Cross-Domain Few-Shot Medical Image Segmentation’: its abstract scope is ‘Few-Shot Medical Image Segmentation (FSMIS) offers a powerful solution to data scarcity but struggles to generalize across different imaging modalities. ’. 贡献由特定领域任务与数据合同主导，尚未形成可跨场景迁移的 AI-System owner 变化.
2606.28804	arxiv:2606.28804	keyword_daily_semantic_review_required	ViPSim: Collaborating Visual and Parameter Spaces for Consistent Long-Horizon Embodied World Models	retained	candidate_denominator	MULTIMODAL-WORLD-MODELS	Retained under `MULTIMODAL-WORLD-MODELS` after full title+abstract review: ‘ViPSim: Collaborating Visual and Parameter Spaces for Consistent Long-Horizon Embodied World Models’ states ‘Embodied World Models (EWMs) have emerged as a scalable and risk-free paradigm for advancing embodied intelligence, enabling the safety-critical evaluation of Vision-Language-Action systems. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28805	arxiv:2606.28805	not_routed_by_keyword_contract	Physics Models for Sim-to-Real Transfer in Professional-Level Robot Table Tennis	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Physics Models for Sim-to-Real Transfer in Professional-Level Robot Table Tennis’: its abstract scope is ‘At competitive speeds and spins, a table tennis ball follows complex, counterintuitive trajectories that a robot must track and precisely counter within fractions of a second. ’. 贡献由特定领域任务与数据合同主导，尚未形成可跨场景迁移的 AI-System owner 变化.
2606.28808	arxiv:2606.28808	core_daily_semantic_review_required	Variance Reduction for Stochastic Gradient Generalized Non-reversible Langevin Monte Carlo Algorithms	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Variance Reduction for Stochastic Gradient Generalized Non-reversible Langevin Monte Carlo Algorithms’: its abstract scope is ‘We study the leading-order fluctuation of stochastic gradient Euler-Maruyama estimators for generalized non-reversible Langevin dynamics. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28812	arxiv:2606.28812	not_routed_by_keyword_contract	Extending Detection Engineering to Digital Forensics: The Velociraptor Unified Detection-Forensics Methodology	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Extending Detection Engineering to Digital Forensics: The Velociraptor Unified Detection-Forensics Methodology’: its abstract scope is ‘Detection engineering and digital forensics have evolved in parallel rather than in partnership, leaving a gap between real-time alerting and forensic analysis. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28813	arxiv:2606.28813	core_daily_semantic_review_required	Human2Any: Human-to-Robot Transfer via Constraint-Aware Compositional Planning	retained	candidate_denominator	MULTIMODAL-EMBODIED-VLA	Retained under `MULTIMODAL-EMBODIED-VLA` after full title+abstract review: ‘Human2Any: Human-to-Robot Transfer via Constraint-Aware Compositional Planning’ states ‘Human videos are a scalable source of supervision for robot manipulation, as they are abundant and naturally capture rich object interactions. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28815	arxiv:2606.28815	core_daily_semantic_review_required	Categorizing Mathematical Concepts with LLM Voting Ensembles in Mathswitch	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Categorizing Mathematical Concepts with LLM Voting Ensembles in Mathswitch’: its abstract scope is ‘Mathswitch is an open-source project that imports mathematical concept records from sources such as Wikidata, Wikipedia, MathWorld, Encyclopedia of Mathematics, nLab, ProofWiki, and Agda-Unimath, and links records that refer to the same concept. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation authority、状态所有权或长期平台 contract.
2606.28820	arxiv:2606.28820	not_routed_by_keyword_contract	CoGS: Compositional Dynamic Human-Object Scenes Gaussian Splatting from Monocular Video	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘CoGS: Compositional Dynamic Human-Object Scenes Gaussian Splatting from Monocular Video’: its abstract scope is ‘Reconstructing dynamic human--object interaction scenes from monocular video is difficult because the human, manipulated object, and background obey different motion models while sharing the same pixels. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28823	arxiv:2606.28823	core_daily_semantic_review_required	Labeling Training Data for Entity Matching Using Large Language Models	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Labeling Training Data for Entity Matching Using Large Language Models’: its abstract scope is ‘Recent large language models (LLMs) achieve strong performance on entity matching without requiring task-specific training data. ’. 贡献由特定领域任务与数据合同主导，尚未形成可跨场景迁移的 AI-System owner 变化.
2606.28824	arxiv:2606.28824	core_daily_semantic_review_required	Exit-and-Join Dynamics and Equilibrium in Continuum Cooperative Games	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Exit-and-Join Dynamics and Equilibrium in Continuum Cooperative Games’: its abstract scope is ‘This paper develops a continuum theory of exit-and-join coalition dynamics in nonatomic cooperative games. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28826	arxiv:2606.28826	not_routed_by_keyword_contract	RefGlass-GS: A UAV-Enabled Fusion Framework for Photorealistic, Semantic and Interactive Digitization of Reflective Glass Facades via Gaussian Splatting	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘RefGlass-GS: A UAV-Enabled Fusion Framework for Photorealistic, Semantic and Interactive Digitization of Reflective Glass Facades via Gaussian Splatting’: its abstract scope is ‘Existing digitization of buildings with reflective glass facades suffers from geometric reconstruction distortion, unrealistic view-dependent texture rendering, and difficulties in object-based semantic enhancement. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28827	arxiv:2606.28827	not_routed_by_keyword_contract	LNN-Fly: Continuous-Time UAV Navigation for Robust Obstacle Avoidance under Timing Mismatch	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘LNN-Fly: Continuous-Time UAV Navigation for Robust Obstacle Avoidance under Timing Mismatch’: its abstract scope is ‘End-to-end unmanned aerial vehicle (UAV) navigation can achieve impressive agility in simulation, yet its obstacle-avoidance behavior often degrades after deployment because the policy must tolerate simulator mismatch, sensing irregularity, and variable-rate control. ’. 提供相关背景、分析或局部实验，但没有达到长期 AI-System 机制或系统 contract 的候选门槛.
2606.28828	arxiv:2606.28828	not_routed_by_keyword_contract	Ground4D: Consistency-Aware 4D Reconstruction from Monocular Video	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Ground4D: Consistency-Aware 4D Reconstruction from Monocular Video’: its abstract scope is ‘Learning a 4D scene representation from a single monocular video that supports dynamic novel-view synthesis while maintaining faithful geometry over time remains challenging. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28831	arxiv:2606.28831	core_daily_semantic_review_required	HARD-KV: Head-Adaptive Regularization for Decoding-time KV Compression	retained	candidate_denominator	INFER-KV-CACHE	Retained under `INFER-KV-CACHE` after full title+abstract review: ‘HARD-KV: Head-Adaptive Regularization for Decoding-time KV Compression’ states ‘Long-context LLM inference faces a fundamental conflict: head-adaptive compression algorithms (e.g., Top-$p$ nucleus sampling) offer superior accuracy by dynamically fluctuating memory budgets, yet modern inference engines (e.g., vLLM) demand rigid, static memory patterns to leverage CUDA Graphs and PagedAttention. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28833	arxiv:2606.28833	core_daily_semantic_review_required	Active Quantum Kernel Acquisition for Gaussian Process Regression	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Active Quantum Kernel Acquisition for Gaussian Process Regression’: its abstract scope is ‘Quantum kernel estimation on near-term hardware is shot-budgeted: every entry of the kernel Gram matrix is a Bernoulli expectation that must be sampled with a finite number of circuit executions. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation authority、状态所有权或长期平台 contract.
2606.28835	arxiv:2606.28835	core_daily_semantic_review_required	Fisher-Routed Mixture of Experts for Federated Class-Incremental Learning	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Fisher-Routed Mixture of Experts for Federated Class-Incremental Learning’: its abstract scope is ‘Federated Learning (FL) emerged as a promising distributed machine learning paradigm. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28839	arxiv:2606.28839	core_daily_semantic_review_required	The Contagion Tensor: A Framework for Measuring Output-Distribution Coupling in Multi-Agent LLM Systems -- and Auditing the Claims It Enables	retained	candidate_denominator	PLATFORM-EVALUATION-SYSTEM	Retained under `PLATFORM-EVALUATION-SYSTEM` after full title+abstract review: ‘The Contagion Tensor: A Framework for Measuring Output-Distribution Coupling in Multi-Agent LLM Systems -- and Auditing the Claims It Enables’ states ‘We introduce the Contagion Tensor, a measurement framework for quantifying how large language model (LLM) output distributions couple across modalities, agents, and time steps. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28840	arxiv:2606.28840	not_routed_by_keyword_contract	DLGStream: Dynamic Language-embedded Guassian Splatting for Open-vocabulary Enabled Free-viewpoint Video Streaming	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘DLGStream: Dynamic Language-embedded Guassian Splatting for Open-vocabulary Enabled Free-viewpoint Video Streaming’: its abstract scope is ‘3D Gaussian Splatting~(3DGS) has emerged as a promising paradigm for reconstructing streamable free-viewpoint video~(FVV) from multi-view videos. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28841	arxiv:2606.28841	core_daily_semantic_review_required	LAMP: Lean-based Agentic framework with MCP and Proof Repair	retained	candidate_denominator	AGENT-WORKFLOW	Retained under `AGENT-WORKFLOW` after full title+abstract review: ‘LAMP: Lean-based Agentic framework with MCP and Proof Repair’ states ‘Large language models are increasingly capable of mathematical reasoning, but the proofs they generate are often unreliable and hard to verify. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28843	arxiv:2606.28843	core_daily_semantic_review_required	The Heterogeneous Safety Impacts of Benign Multilingual Fine-Tuning	retained	candidate_denominator	TRAIN-SFT	Retained under `TRAIN-SFT` after full title+abstract review: ‘The Heterogeneous Safety Impacts of Benign Multilingual Fine-Tuning’ states ‘Fine-tuning a large language model is a ubiquitous method for enhancing its capability on a specific downstream task. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28845	arxiv:2606.28845	keyword_daily_semantic_review_required	Personalizing MLLMs via Reinforced Multimodal Reference Game	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Personalizing MLLMs via Reinforced Multimodal Reference Game’: its abstract scope is ‘Personalizing Multimodal Large Language Models (MLLMs) aims to recognize users' unique concepts from visual data and provide personalized responses. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28854	arxiv:2606.28854	core_daily_semantic_review_required	Perspectives on Latent Factor Indeterminacy and its Implications for Data Representation	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Perspectives on Latent Factor Indeterminacy and its Implications for Data Representation’: its abstract scope is ‘The common factor analytic model is related to Helmholtz and Boltzmann machines, can be conceived as a linear autoencoder, or can be thought of as a single-hidden-layer generative neural network. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28856	arxiv:2606.28856	core_daily_semantic_review_required	Building AI-Ready Data Systems for Space Life Sciences, Aerospace Medicine, and Deep Space Exploration	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Building AI-Ready Data Systems for Space Life Sciences, Aerospace Medicine, and Deep Space Exploration’: its abstract scope is ‘While AI holds the potential to revolutionize space life sciences, realizing this promise is contingent upon the systematic restructuring of heterogeneous spaceflight biological data into machine-actionable, AI-ready forms. ’. 摘要描述了局部方法或架构，但没有显示其重划长期状态、数据流、控制权或既有 Books proposition.
2606.28857	arxiv:2606.28857	core_daily_semantic_review_required	wav2VOT: Automatic estimation of voice onset time, closure duration, and burst realisation with wav2vec2	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘wav2VOT: Automatic estimation of voice onset time, closure duration, and burst realisation with wav2vec2’: its abstract scope is ‘While automatic tools for speech annotation are now commonplace within phonetic research pipelines, many tasks require substantial manual correction or training sets to perform accurately. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation authority、状态所有权或长期平台 contract.
2606.28859	arxiv:2606.28859	not_routed_by_keyword_contract	EpiSAM: Character Segmentation in Challenging Stone Inscriptions	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘EpiSAM: Character Segmentation in Challenging Stone Inscriptions’: its abstract scope is ‘Stone inscriptions are invaluable sources of historical and linguistic knowledge, yet their automated analysis remains a major challenge due to surface irregularities, erosion, and low visual contrast. ’. 研究对象是通用数学、统计、控制、硬件或非 AI 系统，未改变本书 AI-System 设计判断.
2606.28862	arxiv:2606.28862	not_routed_by_keyword_contract	HKVLM: Faithful Query--Region Binding for Frozen-Detector Visual Grounding	retained	candidate_denominator	PLATFORM-EVALUATION-SYSTEM	Retained under `PLATFORM-EVALUATION-SYSTEM` after full title+abstract review: ‘HKVLM: Faithful Query--Region Binding for Frozen-Detector Visual Grounding’ states ‘Visual grounding often fails even when the target object is present in the proposal pool, because the language-side referent is bound to the wrong region. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28863	arxiv:2606.28863	core_daily_semantic_review_required	Defeat Devices in AI Systems	retained	candidate_denominator	PLATFORM-EVALUATION-SYSTEM	Retained under `PLATFORM-EVALUATION-SYSTEM` after full title+abstract review: ‘Defeat Devices in AI Systems’ states ‘AI systems increasingly exhibit behavior that differs systematically between evaluation and deployment contexts. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28864	arxiv:2606.28864	keyword_daily_semantic_review_required	On Test-Time Scaling for Vision-Language Models	retained	candidate_denominator	INFER-REQUEST-LIFECYCLE	Retained under `INFER-REQUEST-LIFECYCLE` after full title+abstract review: ‘On Test-Time Scaling for Vision-Language Models’ states ‘Test-time scaling is a paradigm where large models use additional compute at inference to achieve better performance, without changing model weights. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28867	arxiv:2606.28867	core_daily_semantic_review_required	Open but Incompatible: A License Compatibility Analysis of Corpora for Low-Resource African Languages	retained	candidate_denominator	TRAIN-DATA	Retained under `TRAIN-DATA` after full title+abstract review: ‘Open but Incompatible: A License Compatibility Analysis of Corpora for Low-Resource African Languages’ states ‘Creative Commons licenses dominate African NLP corpus releases, but their compatibility rules are rarely applied. ’. This may alter durable state/data/control ownership, an evaluation/release contract, or an existing Books proposition; the exact claim remains Evidence-Gate work.
2606.28870	arxiv:2606.28870	not_routed_by_keyword_contract	Understanding Binary Code Similarity for Real-World Vulnerability Detection: A Large-Scale Empirical Study	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Understanding Binary Code Similarity for Real-World Vulnerability Detection: A Large-Scale Empirical Study’: its abstract scope is ‘Firmware lies at the heart of IoT devices. ’. 提供相关背景、分析或局部实验，但没有达到长期 AI-System 机制或系统 contract 的候选门槛.
2606.28871	arxiv:2606.28871	core_daily_semantic_review_required	A Bayesian latent Gaussian process framework for aerodynamic uncertainty quantification	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘A Bayesian latent Gaussian process framework for aerodynamic uncertainty quantification’: its abstract scope is ‘Predicting the aerodynamic performance (e.g. ’. 贡献由特定领域任务与数据合同主导，尚未形成可跨场景迁移的 AI-System owner 变化.
