arxiv_id	source_family_key	screening_route	title	decision	closure_class	stable_node_id	family_specific_reason
2606.22388	arxiv:2606.22388	core_daily_semantic_review_required	PlanBench-XL: Evaluating Long-Horizon Planning of LLM Tool-Use Agents in Large-Scale Tool Ecosystems	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘PlanBench-XL: Evaluating Long-Horizon Planning of LLM Tool-Use Agents in Large-Scale Tool Ecosystems’: exact abstract scope is ‘LLM agents increasingly operate in large tool ecosystems, where real-world tasks require discovering relevant tools, inferring implicit sub-goals, and adapting to dynamic environments over long horizons. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22389	arxiv:2606.22389	core_daily_semantic_review_required	Bypassing Minimization Bias: A Shift-Invariant Variance Estimator for Off-Equilibrium Local Learning Coefficients	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Bypassing Minimization Bias: A Shift-Invariant Variance Estimator for Off-Equilibrium Local Learning Coefficients’: exact abstract scope is ‘Singular Learning Theory leverages the Local Learning Coefficient (LLC) to quantify the geometry of neural network loss landscapes. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22391	arxiv:2606.22391	core_daily_semantic_review_required	On the Asymptotic Inadmissibility of Double Machine Learning Estimators Under Structure-Agnostic Models	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘On the Asymptotic Inadmissibility of Double Machine Learning Estimators Under Structure-Agnostic Models’: exact abstract scope is ‘Structure-agnostic (SA) models introduced by Balakrishnan et al. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22394	arxiv:2606.22394	not_routed_by_keyword_contract	Curvature-Adaptive Consistency Flow Matching: Autonomous Trajectory Optimization via Reinforcement Learning	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Curvature-Adaptive Consistency Flow Matching: Autonomous Trajectory Optimization via Reinforcement Learning’: exact abstract scope is ‘Consistency distillation has significantly accelerated diffusion-model inference, but its sampling dynamics remain underexplored. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22397	arxiv:2606.22397	not_routed_by_keyword_contract	Do Rigid-Body Simulators Dream of Soft Robots? Learning Contact-Rich Manipulation for Tendon-Driven Continuum Robots	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Do Rigid-Body Simulators Dream of Soft Robots? Learning Contact-Rich Manipulation for Tendon-Driven Continuum Robots’: exact abstract scope is ‘Learning contact-rich, whole-body manipulation for soft continuum robots is held back by the lack of simulation infrastructure that has accelerated rigid-robot manipulation. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22399	arxiv:2606.22399	not_routed_by_keyword_contract	ATCCaps: A Call-Sign-Aware Speech Dataset for Air Traffic Control Recognition	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘ATCCaps: A Call-Sign-Aware Speech Dataset for Air Traffic Control Recognition’: exact abstract scope is ‘Call signs are safety-critical entities in air traffic control (ATC) communications because they identify the target aircraft of each spoken instruction. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22400	arxiv:2606.22400	core_daily_semantic_review_required	Multi-cancer detection using a computationally efficient CNN with transfer learning	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Multi-cancer detection using a computationally efficient CNN with transfer learning’: exact abstract scope is ‘This study introduces a computationally efficient convolutional neural network (CNN) architecture enhanced with transfer learning for multi-cancer detection using biomedical images. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22402	arxiv:2606.22402	core_daily_semantic_review_required	Reinforcement learning to improve large language model-based automated code compliance systems	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Reinforcement learning to improve large language model-based automated code compliance systems’: exact abstract scope is ‘Large language model (LLM)-based approaches for automated code compliance (ACC) of building regulations are prone to generating incorrect and hallucinated computer-processable rules. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22406	arxiv:2606.22406	core_daily_semantic_review_required	Asymptotic Signal Subspace Recovery in Softmax Attention Models	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Asymptotic Signal Subspace Recovery in Softmax Attention Models’: exact abstract scope is ‘Attention mechanisms have demonstrated remarkable empirical success in identifying relevant information from large collections of tokens, yet the theoretical principles underlying this behavior remain poorly understood. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22409	arxiv:2606.22409	core_daily_semantic_review_required	Gold Points Sniper: Self-guided Visual Reasoning in VLM for Fine-grained Action Understanding	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Gold Points Sniper: Self-guided Visual Reasoning in VLM for Fine-grained Action Understanding’: exact abstract scope is ‘Robots operating in everyday environments must understand fine-grained human actions, intentions, and contextual cues from broad views where people occupy only small regions, a capability unmet by current systems. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22413	arxiv:2606.22413	not_routed_by_keyword_contract	Formal-Method-Guided Vibe Coding: Closing the Verification Loop on AI-Generated Safety-Critical Software Through Model-Driven Engineering	retained	candidate_denominator	PLATFORM-SECURITY	Retained for exact-v1 review under `PLATFORM-SECURITY`: ‘Formal-Method-Guided Vibe Coding: Closing the Verification Loop on AI-Generated Safety-Critical Software Through Model-Driven Engineering’ states the scope ‘Vibe coding -- accepting LLM-generated source from natural-language intent with minimal review -- is fast and may be adequate for low-criticality consumer software. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22416	arxiv:2606.22416	not_routed_by_keyword_contract	Gen2Balance: Generative Balancing for Long-Tailed Video Action Recognition	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Gen2Balance: Generative Balancing for Long-Tailed Video Action Recognition’: exact abstract scope is ‘We address the problem of training on long-tailed data for video action recognition. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22417	arxiv:2606.22417	core_daily_semantic_review_required	Code Isn't Memory: A Structural Codebase Index Inside a Coding Agent	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Code Isn't Memory: A Structural Codebase Index Inside a Coding Agent’: exact abstract scope is ‘Coding agents now interleave LLMs with retrieval over the working repository, and retrieval implementations vary widely across deployed harnesses. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22419	arxiv:2606.22419	core_daily_semantic_review_required	Knowledge-Graph Grounding Helps LLMs Only for Out-of-Training Knowledge: A Controlled Study on Clinical Question Answering	retained	candidate_denominator	AGENT-RAG	Retained for exact-v1 review under `AGENT-RAG`: ‘Knowledge-Graph Grounding Helps LLMs Only for Out-of-Training Knowledge: A Controlled Study on Clinical Question Answering’ states the scope ‘A recent Nature Medicine study reports that general-purpose frontier LLMs outperform specialized retrieval-augmented clinical tools on medical benchmarks, and that retrieval can hurt strong models. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22421	arxiv:2606.22421	core_daily_semantic_review_required	QeHDC: Hyperdimensional Computing based on Quantum-enhanced binding and SuperClass Construction	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘QeHDC: Hyperdimensional Computing based on Quantum-enhanced binding and SuperClass Construction’: exact abstract scope is ‘Hyperdimensional Computing (HDC) is a robust computational framework inspired by human cognition characterized by simple and efficient operations within high-dimensional vector spaces. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22423	arxiv:2606.22423	keyword_daily_semantic_review_required	When Is a Columnar Scan Bandwidth-Bound? A Decode-Throughput Law and Its Cross-Hardware Validation	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘When Is a Columnar Scan Bandwidth-Bound? A Decode-Throughput Law and Its Cross-Hardware Validation’: exact abstract scope is ‘A columnar scan that decompresses, filters, and aggregates should be limited only by memory bandwidth (the roofline floor T &gt;= BytesRead/beta), yet real kernels are often compute-bound and leave bandwidth idle. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22424	arxiv:2606.22424	not_routed_by_keyword_contract	FlowDec: Temporal Conditional Flow Decorruptor for Robust Continuous Vision-Language Navigation	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘FlowDec: Temporal Conditional Flow Decorruptor for Robust Continuous Vision-Language Navigation’: exact abstract scope is ‘Vision-and-Language Navigation in Continuous Environments (VLN-CE) requires agents to follow natural-language instructions in unseen scenes. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22425	arxiv:2606.22425	core_daily_semantic_review_required	SVGym (SciVerseGym): An Environment for Reinforcement Learning and Bayesian Optimization in Crystal Discovery	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘SVGym (SciVerseGym): An Environment for Reinforcement Learning and Bayesian Optimization in Crystal Discovery’: exact abstract scope is ‘Machine-learned interatomic potentials now enable efficient atomistic evaluation for interactive materials discovery, yet closed-loop crystal search methods remain fragmented across bespoke pipelines for editing, relaxation, scoring, constraints, and bookkeeping. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22429	arxiv:2606.22429	core_daily_semantic_review_required	Enhancing LLMs for Graph Tasks via Graph-aware LoRA Generation	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Enhancing LLMs for Graph Tasks via Graph-aware LoRA Generation’: exact abstract scope is ‘Graph neural networks (GNNs) tightly couple their input-output parameters to dataset-specific feature spaces and target sets, exhibiting limited transferability across different datasets. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22430	arxiv:2606.22430	core_daily_semantic_review_required	Words as Difference Makers: How Large Language Models Determine Causal Structure in Text	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Words as Difference Makers: How Large Language Models Determine Causal Structure in Text’: exact abstract scope is ‘Because large language models (LLMs) are impressively successful in predicting text, it appears that they must have access to a 'world model' representing causal and definitional structure. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22433	arxiv:2606.22433	core_daily_semantic_review_required	Escaping the Variance Trap: Jacobian-Free Dynamics for Root-Finding Bilevel Optimization	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Escaping the Variance Trap: Jacobian-Free Dynamics for Root-Finding Bilevel Optimization’: exact abstract scope is ‘Many central machine learning tasks, from entropy tuning in reinforcement learning to equilibrating generative adversarial networks, are fundamentally stochastic root-finding problems rather than loss minimization. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22436	arxiv:2606.22436	core_daily_semantic_review_required	Distribution-Aware Robust Bilevel Optimization: Quantile-Guided Huber Updates in Two-Timescale Stochastic Approximation	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Distribution-Aware Robust Bilevel Optimization: Quantile-Guided Huber Updates in Two-Timescale Stochastic Approximation’: exact abstract scope is ‘Bilevel optimization (BLO) is fundamental to hierarchical decision-making but suffers from critical instability under heavy-tailed stochastic noise. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22437	arxiv:2606.22437	core_daily_semantic_review_required	MMGist: A Comprehensive Multimodal Benchmark for 2027	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘MMGist: A Comprehensive Multimodal Benchmark for 2027’: exact abstract scope is ‘We conduct a systematic study of 18 widely used vision-language benchmarks and identify three major issues: 1) many items do not rely on visual cues and therefore fail to effectively measure multimodal understanding; 2) many items are already close to performance saturation for current LVLMs, which limits their discriminative power; 3) a small number of anomalous items affect the reliability of evaluation results. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22439	arxiv:2606.22439	not_routed_by_keyword_contract	Curvature-aware 3D length estimation of greenhouse cucumbers using RGB-D imaging and cubic spline arc-length integration	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Curvature-aware 3D length estimation of greenhouse cucumbers using RGB-D imaging and cubic spline arc-length integration’: exact abstract scope is ‘Commercial greenhouse cucumber production is graded by fruit length, which drives harvest scheduling, labour allocation, and logistics. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22442	arxiv:2606.22442	core_daily_semantic_review_required	Efficient Multimodal Clinical Question Answering for Pulmonary Embolism Risk Assessment	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Efficient Multimodal Clinical Question Answering for Pulmonary Embolism Risk Assessment’: exact abstract scope is ‘Pulmonary embolism (PE) is a high risk cardiopulmonary condition whose management requires both timely diagnosis and reliable assessment of future clinical risk. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22443	arxiv:2606.22443	not_routed_by_keyword_contract	SPiralRoll: A Novel Adjustable-Stiffness Underactuated 3-DoF Joint with Torsion Springs for Rolling Robots	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘SPiralRoll: A Novel Adjustable-Stiffness Underactuated 3-DoF Joint with Torsion Springs for Rolling Robots’: exact abstract scope is ‘Compliant mechanisms are important in robotics because they can improve adaptability, safety, and energy efficiency while reducing hardware complexity. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22445	arxiv:2606.22445	core_daily_semantic_review_required	DreamUV: Unwrap Artist-like UV by End-to-End Flow Matching	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘DreamUV: Unwrap Artist-like UV by End-to-End Flow Matching’: exact abstract scope is ‘UV parameterization is a fundamental step in 3D content creation, yet producing production-ready UV layouts remains challenging due to the gap between geometric distortion objectives and the stylistic preferences of professional artists. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22447	arxiv:2606.22447	core_daily_semantic_review_required	A Differentiable Atari VCS:A Complex, Fully Known Ground Truth for Explainable AI	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘A Differentiable Atari VCS:A Complex, Fully Known Ground Truth for Explainable AI’: exact abstract scope is ‘Explanation requires ground truth: to verify an account of a system we must know its inner functioning-just what is missing where explainable AI (XAI) is most needed. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22449	arxiv:2606.22449	core_daily_semantic_review_required	Self-Evolving Cognitive Framework via Causal World Modeling for Embodied Scientific Intelligence	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Self-Evolving Cognitive Framework via Causal World Modeling for Embodied Scientific Intelligence’: exact abstract scope is ‘Current embodied world models are primarily optimized for predictive objectives, limiting their ability to generalize under distribution shifts and reason systematically about unseen situations and hypothetical interventions. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22450	arxiv:2606.22450	not_routed_by_keyword_contract	Cross-Layer Intrusion Detection in 5G O-RAN: Gains and Limits of Fusing Radio Telemetry with Network Flow Records	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Cross-Layer Intrusion Detection in 5G O-RAN: Gains and Limits of Fusing Radio Telemetry with Network Flow Records’: exact abstract scope is ‘Open RAN disaggregation enables joint analysis of DU radio telemetry and CU-side network-flow records, motivating cross-layer intrusion detection. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22454	arxiv:2606.22454	core_daily_semantic_review_required	CASPER in the Machine: Insights into Character Variety in LLM-Generated Stories	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘CASPER in the Machine: Insights into Character Variety in LLM-Generated Stories’: exact abstract scope is ‘As LLM-generated text is increasingly used, especially in fictional domains, we explore how much LLM-generated stories differ from human-written stories. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22456	arxiv:2606.22456	not_routed_by_keyword_contract	BLENDS: Bayesian Learning-Enhanced Deep Smoothing for GNSS-Denied Environments	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘BLENDS: Bayesian Learning-Enhanced Deep Smoothing for GNSS-Denied Environments’: exact abstract scope is ‘Maintaining accurate navigation during GNSS outages remains a significant challenge for autonomous systems relying on low-cost inertial sensors. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22460	arxiv:2606.22460	core_daily_semantic_review_required	Music Playlist Captioning at Scale with Large Language Models	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Music Playlist Captioning at Scale with Large Language Models’: exact abstract scope is ‘Music streaming services such as Deezer often recommend personalized playlists to users. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22462	arxiv:2606.22462	core_daily_semantic_review_required	Adaptive Recurrent Message Passing for Test Time Computing on Graphs	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘Adaptive Recurrent Message Passing for Test Time Computing on Graphs’: exact abstract scope is ‘Pre-trained foundation models have demonstrated remarkable success in many domains, enabling a unified backbone to generalize across diverse downstream tasks. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
2606.22466	arxiv:2606.22466	core_daily_semantic_review_required	Federated learning with heavy-tailed gradient noise and communication noise: a variance-reduction based algorithm	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Federated learning with heavy-tailed gradient noise and communication noise: a variance-reduction based algorithm’: exact abstract scope is ‘Federated learning (FL) is an emerging distributed machine learning paradigm that enables local devices to jointly train a global model while keeping data decentralized and private. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22470	arxiv:2606.22470	core_daily_semantic_review_required	PRIME: Evaluating Prompt Resolution Under Incompatible Instructions in LLMs	retained	candidate_denominator	AGENT-PROMPT	Retained for exact-v1 review under `AGENT-PROMPT`: ‘PRIME: Evaluating Prompt Resolution Under Incompatible Instructions in LLMs’ states the scope ‘Large language models (LLMs) often encounter conflicting prompts, although current instruction following benchmarks assess those meta-instructions in isolation, limiting the insights about how models process conflicting instructions. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22471	arxiv:2606.22471	not_routed_by_keyword_contract	Scalable Multi-Task Data Generation via Reinforcement Learning for Language-Conditioned Bimanual Dexterous Manipulation	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘Scalable Multi-Task Data Generation via Reinforcement Learning for Language-Conditioned Bimanual Dexterous Manipulation’: exact abstract scope is ‘A key bottleneck in training generalist policies for bimanual dexterous manipulation is the lack of large-scale, high-quality datasets. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22473	arxiv:2606.22473	core_daily_semantic_review_required	Interleaved Speech Language Models Latently Work In Text	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘Interleaved Speech Language Models Latently Work In Text’: exact abstract scope is ‘Speech language models (SLMs) have been extensively studied, with the common paradigm incorporating text data and pre-trained text LMs. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22474	arxiv:2606.22474	core_daily_semantic_review_required	Not All Claims Are Equally Risky: FACTOR for Adaptive Verification in Factual Long-Form Generation	retained	candidate_denominator	PLATFORM-EVALUATION-SYSTEM	Retained for exact-v1 review under `PLATFORM-EVALUATION-SYSTEM`: ‘Not All Claims Are Equally Risky: FACTOR for Adaptive Verification in Factual Long-Form Generation’ states the scope ‘Large Language Models (LLMs) generate fluent long-form text, however, often add unsupported factual claims. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22475	arxiv:2606.22475	core_daily_semantic_review_required	All Green, Still Broken: Real-Flow Verification Lessons from an LLM-Integrated, Multi-Market Web Application	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘All Green, Still Broken: Real-Flow Verification Lessons from an LLM-Integrated, Multi-Market Web Application’: exact abstract scope is ‘Modern web applications increasingly combine three ingredients that are hard to test: output from large language models, multi-market internationalization, and browser-driven front-ends over external data sources. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22476	arxiv:2606.22476	not_routed_by_keyword_contract	CVSBench: A Comprehensive Benchmark for Cross-view Spatial Reasoning and Dreaming	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘CVSBench: A Comprehensive Benchmark for Cross-view Spatial Reasoning and Dreaming’: exact abstract scope is ‘Humans can effortlessly reason about scenes across different viewpoints, yet it remains unclear whether Vision-Language Models (VLMs) possess similar cross-view spatial abilities. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22477	arxiv:2606.22477	not_routed_by_keyword_contract	Physically-guided Image Generation for Multi-Projection Mapping	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Physically-guided Image Generation for Multi-Projection Mapping’: exact abstract scope is ‘Projection Mapping (PM) enables seamless superimposition of digital content onto real-world 3D objects, serving as a fundamental technique for immersive visualization, digital twins, and interactive art. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22478	arxiv:2606.22478	core_daily_semantic_review_required	ROMEVA: Geometry-Preserving Vocabulary Expansion for Roman Urdu Language Models	pre-denominator closure	task_or_benchmark_local_improvement	—	Family-specific closure for ‘ROMEVA: Geometry-Preserving Vocabulary Expansion for Roman Urdu Language Models’: exact abstract scope is ‘Multilingual Language Models like mBERT are widely used for low-resource NLP, yet their adaptation to morphologically inconsistent languages such as Roman Urdu remains underexplored. ’. 改进集中在单一任务、模型或数据集，未改变 evaluation release authority、平台 owner 或可迁移机制.
2606.22480	arxiv:2606.22480	keyword_daily_semantic_review_required	ARP: Enhancing Quantized Skill Abstractions via Visual Alignment and Iterative Refinement for Robotic Manipulation	pre-denominator closure	local_method_without_durable_owner_delta	—	Family-specific closure for ‘ARP: Enhancing Quantized Skill Abstractions via Visual Alignment and Iterative Refinement for Robotic Manipulation’: exact abstract scope is ‘Learning visuomotor policies for long-horizon manipulation remains a fundamental challenge. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论.
2606.22481	arxiv:2606.22481	not_routed_by_keyword_contract	Lighting-Consistent Object Transfer Across Radiance Fields	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘Lighting-Consistent Object Transfer Across Radiance Fields’: exact abstract scope is ‘3D Gaussian Splatting (3DGS) is widely used to capture and render real scenes. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22482	arxiv:2606.22482	keyword_daily_semantic_review_required	NeutronSparse: Coordinating Heterogeneous Engines for Sparse Matrix Multiplication on NPUs	pre-denominator closure	generic_non_ai_system	—	Family-specific closure for ‘NeutronSparse: Coordinating Heterogeneous Engines for Sparse Matrix Multiplication on NPUs’: exact abstract scope is ‘Sparse matrix-matrix multiplication (SpMM) is a fundamental data operation for large-scale sparse data processing. ’. 贡献属于通用数学、硬件或非 AI 系统问题，未形成 AI-System 的长期设计增量.
2606.22485	arxiv:2606.22485	core_daily_semantic_review_required	VADAOrchestra: Neurosymbolic Orchestration of Adaptive Reasoning Workflows	retained	candidate_denominator	AGENT-WORKFLOW	Retained for exact-v1 review under `AGENT-WORKFLOW`: ‘VADAOrchestra: Neurosymbolic Orchestration of Adaptive Reasoning Workflows’ states the scope ‘Decision-making in real-world settings rarely follows a fixed script. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22486	arxiv:2606.22486	core_daily_semantic_review_required	Human and AI collaboration for pulmonary nodule segmentation	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘Human and AI collaboration for pulmonary nodule segmentation’: exact abstract scope is ‘Medical expert annotators are scarce, and blind reliance on artificial intelligence (AI) can be misleading, motivating approaches in which humans, particularly junior medical trainees or even non-medical personnel, collaborate with AI to achieve robust medical segmentation. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22487	arxiv:2606.22487	not_routed_by_keyword_contract	FetSelect: Task-Specific Architectures and Self-Supervised Learning for Automated Fetal Ultrasound Frame Selection	pre-denominator closure	domain_specific_application	—	Family-specific closure for ‘FetSelect: Task-Specific Architectures and Self-Supervised Learning for Automated Fetal Ultrasound Frame Selection’: exact abstract scope is ‘Automated frame selection for fetal biometry remains under addressed, with most prior work targeting generic quality assessment or downstream measurement pipelines that assume suitable frames are available. ’. 结果服务于特定领域任务，尚未改变可跨领域复用的训练、推理、平台或 Agent 系统责任边界.
2606.22488	arxiv:2606.22488	core_daily_semantic_review_required	SCOPE: Evolving Symbolic World for Planning in Open-Ended Environments	retained	candidate_denominator	MULTIMODAL-WORLD-MODELS	Retained for exact-v1 review under `MULTIMODAL-WORLD-MODELS`: ‘SCOPE: Evolving Symbolic World for Planning in Open-Ended Environments’ states the scope ‘Recent works have explored integrating Vision-Language Models (VLMs) with classical planners that rely on symbolic representations of planning problems to generate long-horizon plans for complex embodied tasks. ’. This may alter a durable state/data/control or evaluation/release contract; the exact mechanism and non-proof boundary remain Evidence-Gate work and are not inferred from the abstract.
2606.22491	arxiv:2606.22491	not_routed_by_keyword_contract	PenduMorph: Development and Motion Analysis of Pendulum-Actuated Rolling Reconfigurable Spherical Robot with Magnetic-Coupling	pre-denominator closure	local_method_without_durable_owner_delta	—	"Family-specific closure for ‘PenduMorph: Development and Motion Analysis of Pendulum-Actuated Rolling Reconfigurable Spherical Robot with Magnetic-Coupling’: exact abstract scope is ‘This paper presents ""PenduMorph"", a wireless reconfigurable rolling spherical robot designed as a modular platform for enclosed locomotion and inter-module interaction in challenging environments. ’. 提出局部方法或架构，但摘要证据没有显示它重划长期状态、数据流、控制权或既有 Books 结论."
2606.22493	arxiv:2606.22493	core_daily_semantic_review_required	An LLM-Orchestrated Agent for Directional-Coupler Design with Self-Consistent Eigenmode and FDTD Validation	pre-denominator closure	context_without_durable_design_delta	—	Family-specific closure for ‘An LLM-Orchestrated Agent for Directional-Coupler Design with Self-Consistent Eigenmode and FDTD Validation’: exact abstract scope is ‘We present a design agent which is a Large Language Model (LLM) that orchestrates, but does not perform, the numerical simulations to design a silicon-on-insulator (SOI) $2\times2$ directional coupler. ’. 提供相关背景或局部实验，但没有达到改变长期 AI-System 机制、系统 contract 或 Books proposition 的门槛.
