arxiv_id	published_v1_utc	route	status	source_family_id	title	reason
2605.01743	2026-05-03T06:45:48Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01743	MOC-3D: Manifold-Order Consistency for Text-to-3D Generation	《MOC-3D: Manifold-Order Consistency for Text-to-3D Generation》具体研究/提出：Currently, optimization methods based on Score Distillation Sampling (SDS) utilizing 2D diffusion priors have become the mainstream technological paradigm in this field. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01743v1）
2605.01745	2026-05-03T06:48:50Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01745	NH-CROP: Robust Pricing for Governed Language Data Assets under Cost Uncertainty	《NH-CROP: Robust Pricing for Governed Language Data Assets under Cost Uncertainty》具体研究/提出：We study online pricing for governed language data assets under cost uncertainty. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01745v1）
2605.01746	2026-05-03T06:55:05Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01746	Profile-Specific 3DMM Regression from a Single Lateral Face Image	《Profile-Specific 3DMM Regression from a Single Lateral Face Image》具体研究/提出：Traditionally, this analysis relies on lateral X-ray imaging; however, frequent X-ray exposure is impractical due to radiation concerns. 它提供单一 metric/dataset 或领域 benchmark，但未改变 evaluation identity、release authority、uncertainty 或可复现 evidence 的平台合同。（identity=2605.01746v1）
2605.01748	2026-05-03T07:05:32Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01748	GATE: GPU-Accelerated Traffic Engineering for the WAN	《GATE: GPU-Accelerated Traffic Engineering for the WAN》具体研究/提出：Existing TE solutions pick an objective function to optimize, aiming to balance (i) allocating traffic optimally with (ii) reacting quickly to demand changes and disruption events. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01748v1）
2605.01749	2026-05-03T07:07:09Z	core_daily_semantic_review_required	retained_candidate_denominator	SF-2026-ARXIV-2605-01749	Only Say What You Know: Calibration-Aware Generation for Long-Form Factuality	Long-form factual generation can separate exploratory reasoning from final commitment and condition commitment on calibrated reliability, but model-generated confidence remains evaluator- and distribution-bound.
2605.02964	2026-05-03T07:10:42Z	core_daily_semantic_review_required	retained_candidate_denominator	SF-2026-ARXIV-2605-02964	Reward Hacking Benchmark: Measuring Exploits in LLM Agents with Tool Use	Tool-agent evaluation must distinguish nominal success from shortcut exploitation and vary horizon/complexity; environmental hardening can change the opportunity surface without changing weights.
2605.01750	2026-05-03T07:12:14Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01750	Talk is Cheap, Communication is Hard: Dynamic Grounding Failures and Repair in Multi-Agent Negotiation	《Talk is Cheap, Communication is Hard: Dynamic Grounding Failures and Repair in Multi-Agent Negotiation》具体研究/提出：While static grounding maps language to a shared context, dynamic grounding requires agents to negotiate meaning across turns. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01750v1）
2605.01752	2026-05-03T07:19:05Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01752	Robust Linear Dueling Bandits with Post-serving Context under Unknown Delays and Adversarial Corruptions	《Robust Linear Dueling Bandits with Post-serving Context under Unknown Delays and Adversarial Corruptions》具体研究/提出：Feedback is subject to unknown stochastic or adversarial delays and a cumulative corruption budget $\mathcal{C}$. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01752v1）
2605.12536	2026-05-03T07:22:55Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-12536	Information as Maximum-Caliber Deviation: A bridge between Integrated Information Theory and the Free Energy Principle	《Information as Maximum-Caliber Deviation: A bridge between Integrated Information Theory and the Free Energy Principle》具体研究/提出：While conceptual unifications have been proposed and appear to be supported by empirical findings, the absence of a rigorous mathematical mapping places upper bounds on their precision and testability. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.12536v1）
2605.01756	2026-05-03T07:34:30Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01756	The (Marginal) Value of a Search Ad: An Online Causal Framework for Repeated Second-price Auctions	《The (Marginal) Value of a Search Ad: An Online Causal Framework for Repeated Second-price Auctions》具体研究/提出：This can lead to wasteful spending because the true value is the marginal gain from paid exposure: even without winning a sponsored slot, an advertiser may still earn revenue via an organic search result (e.g., on Google or Amazon). 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01756v1）
2605.01758	2026-05-03T07:38:42Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01758	Catching the Infection Before It Spreads: Foresight-Guided Defense in Multi-Agent Systems	《Catching the Infection Before It Spreads: Foresight-Guided Defense in Multi-Agent Systems》具体研究/提出：However, MASs are vulnerable to infectious jailbreak, where compromising a single agent can spread to others, leading to widespread compromise. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01758v1）
2605.01759	2026-05-03T07:40:00Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01759	PointCSP: Cross-Sample Semantic Propagation and Stability Preservation in Self-Supervised Point Cloud Learning	《PointCSP: Cross-Sample Semantic Propagation and Stability Preservation in Self-Supervised Point Cloud Learning》具体研究/提出：Despite the advances in the field through existing methods, the sample-independent modeling paradigm still poses significant limitations in terms of maintaining consistent semantic representations across scenes. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01759v1）
2605.01761	2026-05-03T07:49:51Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01761	TrajShield: Trajectory-Level Safety Mediation for Defending Text-to-Video Models Against Jailbreak Attacks	《TrajShield: Trajectory-Level Safety Mediation for Defending Text-to-Video Models Against Jailbreak Attacks》具体研究/提出：Existing prompt-level defenses are largely inherited from text-to-image safety and operate on the lexical surface of the input, making them vulnerable to jailbreak attacks that disguise harmful intent through rephrasing or adversarial prompting. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01761v1）
2605.01765	2026-05-03T07:57:41Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01765	Distributional Causal Mediation via Conditional Generative Modeling	《Distributional Causal Mediation via Conditional Generative Modeling》具体研究/提出：We propose Distributional Causal Mediation Analysis (DCMA), a generative learning framework for identifying and estimating treatment effects on entire outcome distributions transmitted through multiple mediators. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01765v1）
2605.01766	2026-05-03T07:58:02Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01766	Mitigating Multimodal LLMs Hallucinations via Relevance Propagation at Inference Time	《Mitigating Multimodal LLMs Hallucinations via Relevance Propagation at Inference Time》具体研究/提出：However, a critical challenge remains: these models often suffer from hallucinations, generating outputs that diverge from the provided perceptual inputs. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01766v1）
2605.01769	2026-05-03T08:07:41Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01769	VulKey: Automated Vulnerability Repair Guided by Domain-Specific Repair Patterns	《VulKey: Automated Vulnerability Repair Guided by Domain-Specific Repair Patterns》具体研究/提出：While LLM-based approaches are promising, they struggle to incorporate structured security knowledge from sources like CWE and NVD. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01769v1）
2605.01771	2026-05-03T08:11:15Z	core_daily_semantic_review_required	retained_candidate_denominator	SF-2026-ARXIV-2605-01771	The Compliance Gap: Why AI Systems Promise to Follow Process Instructions but Don't	Textual agreement cannot prove process compliance; process instructions require observable tool-call traces, environment affordance controls and audit metrics owned outside the model response.
2605.01772	2026-05-03T08:11:35Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01772	Anticipation-VLA: Solving Long-Horizon Embodied Tasks via Anticipation-based Subgoal Generation	《Anticipation-VLA: Solving Long-Horizon Embodied Tasks via Anticipation-based Subgoal Generation》具体研究/提出：However, existing VLA models struggle with long-horizon tasks due to compounding errors. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01772v1）
2605.01773	2026-05-03T08:12:54Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01773	On the Characterization and Limits of 4D Radar for Aided Inertial Navigation	《On the Characterization and Limits of 4D Radar for Aided Inertial Navigation》具体研究/提出：However, its widespread adoption is hindered by complex, noisy measurements, which make reliable estimation difficult. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01773v1）
2605.01775	2026-05-03T08:26:20Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01775	A Semi-Supervised Kernel Two-Sample Test	《A Semi-Supervised Kernel Two-Sample Test》具体研究/提出：Standard two-sample tests neglect covariate information, which has the potential to significantly boost performance. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01775v1）
2605.01776	2026-05-03T08:26:55Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01776	Joint Temporal-Structural Representation Learning for Distributed Fault Discrimination in Microservice Architectures	《Joint Temporal-Structural Representation Learning for Distributed Fault Discrimination in Microservice Architectures》具体研究/提出：This model characterizes the microservice operation process as a dynamic graph sequence evolving, and performs joint representation learning of temporal modeling and structural interactions within a unified framework. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01776v1）
2605.01777	2026-05-03T08:28:14Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01777	Data driven approach for Outdoor Channel Prediction in 5G and Beyond	《Data driven approach for Outdoor Channel Prediction in 5G and Beyond》具体研究/提出：Understanding and estimating Channel information plays crucial role in providing better user experience. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01777v1）
2605.01778	2026-05-03T08:31:24Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01778	Adversarial Imitation Learning with General Function Approximation: Theoretical Analysis and Practical Algorithms	《Adversarial Imitation Learning with General Function Approximation: Theoretical Analysis and Practical Algorithms》具体研究/提出：However, existing theoretical analyses of AIL are primarily confined to simplified settings, such as tabular and linear function approximation, and involve complex algorithmic designs that impede practical implementation. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01778v1）
2605.01779	2026-05-03T08:32:40Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01779	MedScribe: Clinically Grounded CT Reporting through Agentic Workflows	《MedScribe: Clinically Grounded CT Reporting through Agentic Workflows》具体研究/提出：We introduce MedScribe, a hypothesis-driven framework that reformulates report generation as an iterative evidence acquisition process rather than a single-pass encoding task. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01779v1）
2605.01782	2026-05-03T08:42:29Z	keyword_filtered	retained_candidate_denominator	SF-2026-ARXIV-2605-01782	Needle-in-RAG: Prompt-Conditioned Character-Level Traceback of Poisoned Spans in Retrieved Evidence	RAG incident forensics must preserve a prompt-anchored execution trace and replay counterfactual evidence edits so a poisoned character span—not merely a suspicious document—can be attributed under the logged event.
2605.01783	2026-05-03T08:44:27Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01783	Runtime Evaluation of Procedural Content Generation in an Endless Runner Game Using Autonomous Agents	《Runtime Evaluation of Procedural Content Generation in an Endless Runner Game Using Autonomous Agents》具体研究/提出：This paper presents Momentum, an endless-runner game that integrates runtime terrain generation, environment object spawning, and autonomous agent-based evaluation into a single gameplay loop. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01783v1）
2606.00048	2026-05-03T08:48:33Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2606-00048	Progressive in Principle, Centrist in Practice: LLM Political Bias Is Instrument-Dependent	《Progressive in Principle, Centrist in Practice: LLM Political Bias Is Instrument-Dependent》具体研究/提出：We show it does not predict how models vote on concrete policies. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2606.00048v1）
2605.01787	2026-05-03T09:00:15Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01787	Zero-Shot, Safe and Time-Efficient UAV Navigation via Potential-Based Reward Shaping, Control Lyapunov and Barrier Functions	《Zero-Shot, Safe and Time-Efficient UAV Navigation via Potential-Based Reward Shaping, Control Lyapunov and Barrier Functions》具体研究/提出：While traditional control methods struggle with the complexity and variability of the environment, reinforcement learning (RL) enables UAVs to learn adaptive behaviors through interaction with the environment. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01787v1）
2605.01789	2026-05-03T09:10:23Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01789	DataEvolver: Let Your Data Build and Improve Itself via Goal-Driven Loop Agents	《DataEvolver: Let Your Data Build and Improve Itself via Goal-Driven Loop Agents》具体研究/提出：Useful supervision is rarely produced by a single rendering pass; instead it emerges through iterative generation, inspection, correction, filtering, and export. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01789v1）
2605.01790	2026-05-03T09:13:20Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01790	Shao: Scaling Acoustic Token Language Models Toward High-Fidelity Music Generation	《Shao: Scaling Acoustic Token Language Models Toward High-Fidelity Music Generation》具体研究/提出：In this work, we explore an alternative view: both may be progressively modeled within a single deep acoustic-token hierarchy. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01790v1）
2605.02965	2026-05-03T09:17:29Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-02965	Joint Energy Management and Coordinated AIGC Workload Scheduling for Distributed Data Centers: A Diffusion-Aided Reward Shaping Approach	《Joint Energy Management and Coordinated AIGC Workload Scheduling for Distributed Data Centers: A Diffusion-Aided Reward Shaping Approach》具体研究/提出：It is imperative for AIGC service providers (ASPs) to strategically schedule AIGC workloads to reduce data center energy costs while guaranteeing high-quality content generation. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.02965v1）
2605.01794	2026-05-03T09:19:40Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01794	Discover Fast Power Allocation Solution for Multi-Target Tracking via AlphaEvolve Evolution	《Discover Fast Power Allocation Solution for Multi-Target Tracking via AlphaEvolve Evolution》具体研究/提出：Motivated by the need for real-time scheduling, robust generalization, and low data dependency, this paper proposes a novel paradigm that leverages large language model (LLM)-guided evolutionary search (AlphaEvolve) to autonomously discover a closed-form power allocation solution for multi-target tracking. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01794v1）
2605.01796	2026-05-03T09:20:59Z	core_daily_semantic_review_required	retained_candidate_denominator	SF-2026-ARXIV-2605-01796	Beyond ECE: Calibrated Size Ratio, Risk Assessment, and Confidence-Weighted Metrics	A scalar average calibration error can hide severe high-confidence overprediction; calibration offset, statistical overconfidence risk and discriminative usefulness must be reported separately.
2605.01797	2026-05-03T09:22:26Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01797	Neural Decision-Propagation for Answer Set Programming	《Neural Decision-Propagation for Answer Set Programming》具体研究/提出：While existing approaches extend the capabilities of ASP to real world domains, their reasoning pipelines depend on classical solvers, which is a bottleneck for scalability. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01797v1）
2605.08146	2026-05-03T09:33:08Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-08146	VT-Bench: A Unified Benchmark for Visual-Tabular Multi-Modal Learning	《VT-Bench: A Unified Benchmark for Visual-Tabular Multi-Modal Learning》具体研究/提出：However, visual-tabular data, which plays a pivotal role in high-stakes domains like healthcare and industry, remains underexplored. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.08146v1）
2605.01799	2026-05-03T09:39:44Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01799	Embody4D: A Generalist Data Engine for Embodied 4D World Modeling	《Embody4D: A Generalist Data Engine for Embodied 4D World Modeling》具体研究/提出：However, existing robot data are typically captured from fixed or sparse viewpoints, providing only partial and view-dependent observations, which limits multi-view perception and generalization across viewpoints. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01799v1）
2605.01800	2026-05-03T09:46:26Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01800	Quantum Software Architecture Framework (QSAF): A Component-Based Framework for Designing Hybrid Quantum-Classical Systems	《Quantum Software Architecture Framework (QSAF): A Component-Based Framework for Designing Hybrid Quantum-Classical Systems》具体研究/提出：As computing moves toward hybrid quantum-classical systems, this gap limits scalability, reusability, and engineering rigor. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01800v1）
2605.01803	2026-05-03T09:58:20Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01803	Koopman Representations for Early Outbreak Warning and Minimal Counterfactual Intervention in Multi-Agent Epidemic Simulations	《Koopman Representations for Early Outbreak Warning and Minimal Counterfactual Intervention in Multi-Agent Epidemic Simulations》具体研究/提出：Agents exhibit mobility patterns, heterogeneous susceptibility, immunity-dependent viral load progression, and local transmission through co-location. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01803v1）
2605.01805	2026-05-03T10:05:48Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01805	MAGIC: Multi-Step Advantage-Gated Causal Influence for Multi-agent Reinforcement Learning	《MAGIC: Multi-Step Advantage-Gated Causal Influence for Multi-agent Reinforcement Learning》具体研究/提出：Designing such signals requires estimating how one agent's current action affects its teammates over future interaction steps. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01805v1）
2605.01809	2026-05-03T10:25:47Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01809	TMD-Bench: A Multi-Level Evaluation Paradigm for Music-Dance Co-Generation	《TMD-Bench: A Multi-Level Evaluation Paradigm for Music-Dance Co-Generation》具体研究/提出：However, when moving from general audio-video synthesis to music-dance co-generation, the task becomes substantially harder: musical rhythm, phrasing, and accents must drive choreographic motion at fine temporal resolution, and such rhythmic coupling is not captured by unimodal metrics or generic audiovisual consistency scores used in current evaluation practice. 它提供单一 metric/dataset 或领域 benchmark，但未改变 evaluation identity、release authority、uncertainty 或可复现 evidence 的平台合同。（identity=2605.01809v1）
2605.01810	2026-05-03T10:26:00Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01810	Federated Semi-Supervised Graph Neural Networks with Prototype-Guided Pseudo-Labeling for Privacy-Preserving Gestational Diabetes Mellitus Prediction	《Federated Semi-Supervised Graph Neural Networks with Prototype-Guided Pseudo-Labeling for Privacy-Preserving Gestational Diabetes Mellitus Prediction》具体研究/提出：However, real-world clinical deployment of machine learning is hindered by two coupled constraints: (i) label scarcity, where a large fraction of electronic health records (EHR) lack confirmed diagnostic labels, and (ii) data privacy, which prevents sharing patient-level data across hospitals. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01810v1）
2605.01815	2026-05-03T10:48:26Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01815	Cross-Domain Adversarial Augmentation: Stabilizing GANs for Medical and Handwriting Data Scarcity	《Cross-Domain Adversarial Augmentation: Stabilizing GANs for Medical and Handwriting Data Scarcity》具体研究/提出：In this work, we explore generative data augmentation in two low-resource domains: Bangla handwritten character recognition and chest X-ray image analysis. 它没有改变数据、optimizer、checkpoint 或 distributed runtime 的持久状态和控制权；受限模型/数据结果不足以重写 Training System 主线。（identity=2605.01815v1）
2605.01817	2026-05-03T10:51:25Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01817	Skipping the Zeros in Diffusion Models for Sparse Data Generation	《Skipping the Zeros in Diffusion Models for Sparse Data Generation》具体研究/提出：They do not model exact zeros that represent the deliberate absence of a signal. 它没有同时改变 request/KV/scheduler 的状态 ownership 与 workload-SLO contract；局部速度或压缩结果不能外推为推理系统设计结论。（identity=2605.01817v1）
2605.04102	2026-05-03T10:55:16Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-04102	Meta-LegNet: A Transferable and Interpretable Framework for Surface Adsorption Prediction via Self-Defined Adsorption-Environment Learning	《Meta-LegNet: A Transferable and Interpretable Framework for Surface Adsorption Prediction via Self-Defined Adsorption-Environment Learning》具体研究/提出：Existing approaches generally rely on enumerating candidate adsorption sites followed by iterative refinement through density functional theory calculations or machine-learning-based relaxations. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.04102v1）
2605.01822	2026-05-03T11:08:46Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01822	Molecular Representations for Large Language Models	《Molecular Representations for Large Language Models》具体研究/提出：In chemistry, tasks such as reaction prediction and structure elucidation require reasoning about the structures of molecules. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01822v1）
2605.01823	2026-05-03T11:10:01Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01823	Selector-Guided Autonomous Curriculum for One-Shot Reinforcement Learning from Verifiable Rewards	《Selector-Guided Autonomous Curriculum for One-Shot Reinforcement Learning from Verifiable Rewards》具体研究/提出：Current state-of-the-art 1-shot RLVR models adopt heuristics for selecting instances, mostly based on historical variance in rewards, which we find to be inherently misleading as a measure of transferability value. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01823v1）
2605.01826	2026-05-03T11:29:14Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01826	Hybrid Visual Telemetry for Bandwidth-Constrained Robotic Vision: A Pilot Study with HEVC Base Video and JPEG ROI Stills	《Hybrid Visual Telemetry for Bandwidth-Constrained Robotic Vision: A Pilot Study with HEVC Base Video and JPEG ROI Stills》具体研究/提出：In practice, this creates a mismatch: low-bitrate video can preserve motion and coarse context, but often loses the fine local detail needed for reliable object recognition and decision-making. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01826v1）
2605.01827	2026-05-03T11:34:36Z	keyword_filtered	closed_pre_denominator	SF-2026-ARXIV-2605-01827	Referring Multiple Regions with Large Multimodal Models via Contextual Latent Steering	《Referring Multiple Regions with Large Multimodal Models via Contextual Latent Steering》具体研究/提出：However, most of them struggle to tackle region-level perception guided by visual prompts, especially for cases where multiple regions are referred simultaneously, or scenarios where global contexts are necessary for precise visual referring. 它是受限表示、生成或领域任务改进，没有改变 representation identity、action-conditioned transition、persistent world state 或 physical-control boundary。（identity=2605.01827v1）
2605.01829	2026-05-03T11:42:25Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01829	GeoSAE: Geometric Prior-Guided Layer-Wise Sparse Autoencoder Annotation of Brain MRI Foundation Models	《GeoSAE: Geometric Prior-Guided Layer-Wise Sparse Autoencoder Annotation of Brain MRI Foundation Models》具体研究/提出：Standard sparse autoencoders (SAEs) suffer from severe feature collapse in deep transformer layers, and in Alzheimer's disease (AD) research, aging confounds nearly every clinical variable, making naive annotation unreliable. 它提供单一 metric/dataset 或领域 benchmark，但未改变 evaluation identity、release authority、uncertainty 或可复现 evidence 的平台合同。（identity=2605.01829v1）
2605.01831	2026-05-03T11:45:08Z	core_daily_semantic_review_required	retained_candidate_denominator	SF-2026-ARXIV-2605-01831	RMGAP: Benchmarking the Generalization of Reward Models across Diverse Preferences	Reward-model evaluation must condition the preferred response on an explicit user preference and test paraphrase consistency; a universal-quality ranking hides whether the reward function generalizes across preference contracts.
2605.01833	2026-05-03T12:00:25Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01833	Remote Action Generation: Remote Control with Minimal Communication	《Remote Action Generation: Remote Control with Minimal Communication》具体研究/提出：The controller learns an optimal policy from observed rewards and communicates action guidance to the actors, which becomes demanding for large or continuous action spaces. 其贡献没有形成可复用的 AI-System mechanism、state/data/control ownership 或 evaluation/release contract 增量，现有 ROADMAP owner 无需改变。（identity=2605.01833v1）
2605.01834	2026-05-03T12:01:26Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01834	Repurposing and Evaluating the (In)Feasibility of Dataset Poisoning enabled Watermarking for Contrastive Learning	《Repurposing and Evaluating the (In)Feasibility of Dataset Poisoning enabled Watermarking for Contrastive Learning》具体研究/提出：Since large-scale in-house CL datasets are infeasible, reliance on third-party or internet data is common. 它提供单一 metric/dataset 或领域 benchmark，但未改变 evaluation identity、release authority、uncertainty 或可复现 evidence 的平台合同。（identity=2605.01834v1）
2605.01835	2026-05-03T12:03:33Z	core_daily_semantic_review_required	closed_pre_denominator	SF-2026-ARXIV-2605-01835	Learning Koopman operators for coupled systems via information on governing equations of subsystems	《Learning Koopman operators for coupled systems via information on governing equations of subsystems》具体研究/提出：The analysis and modeling of such systems are challenging due to their high dimensionality and complex interactions among subsystems. 它仍是局部 Agent 方法、任务集或受限行为证据，没有重新分配 context/action/workflow state 的 authority，也未改变现有 Agent owner 的长期 failure contract。（identity=2605.01835v1）
