arxiv_id	title	source_kind	screening_status	source_family_id	screening_reason	owner_node	review_status	access_status	integration_disposition
2605.04583	TajikNLP: An Open-Source Toolkit for Comprehensive Text Processing of Tajik (Cyrillic Script)		pre_denominator_closure	SF-2026-ARXIV-2605-04583	问题/机制：TajikNLP: An Open-Source Toolkit for Comprehensive Text Processing of Tajik (Cyrillic Script)；方法为“The Tajik language, written in Cyrillic script, remains severely under-resourced in terms of publicly available natural language processing (NLP) toolkits, hindering both linguistic research and applied development.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04589	Multiscale Euclidean Network Trajectories: Second-Moment Geometry, Attribution, and Change Points		pre_denominator_closure	SF-2026-ARXIV-2605-04589	问题/机制：Multiscale Euclidean Network Trajectories: Second-Moment Geometry, Attribution, and Change Points；方法为“We develop Multiscale Euclidean Network Trajectories (MENT), a framework for multiscale temporal trajectories based on second-moment geometry.”；结果线索为“Experiments on two synthetic and two real dynamic networks illustrate stable and interpretable recovery of temporal structure and show strong performance against existing change point detection baselines.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04590	From Diffusion to Rectified Flow: Rethinking Text-Based Segmentation		pre_denominator_closure	SF-2026-ARXIV-2605-04590	问题/机制：From Diffusion to Rectified Flow: Rethinking Text-Based Segmentation；方法为“In response, we propose RLFSeg, a novel framework that leverages Rectified Flow to learn direct mapping from the image to the segmentation mask within the latent space.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04593	DiCLIP: Diffusion Model Enhances CLIP's Dense Knowledge for Weakly Supervised Semantic Segmentation		pre_denominator_closure	SF-2026-ARXIV-2605-04593	问题/机制：DiCLIP: Diffusion Model Enhances CLIP's Dense Knowledge for Weakly Supervised Semantic Segmentation；方法为“In this work, we propose DiCLIP, a novel WSSS framework that leverages the generative diffusion model to enhance CLIP's dense knowledge across two modalities.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04594	HeterSEED: Semantics-Structure Decoupling for Heterogeneous Graph Learning under Heterophily		pre_denominator_closure	SF-2026-ARXIV-2605-04594	问题/机制：HeterSEED: Semantics-Structure Decoupling for Heterogeneous Graph Learning under Heterophily；方法为“In this paper, we propose HeterSEED, a semantics-structure decoupling framework for heterogeneous graph learning under heterophily.”；结果线索为“Experiments on five real-world heterogeneous graphs, including two large-scale networks at the million-node and hundred-million-edge scale, demonstrate that HeterSEED consistently outperforms representative heterogeneous graph neural networks and recent heterophily-aware baselines, especially in…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04595	A Queueing-Theoretic Framework for Stability Analysis of LLM Inference with KV Cache Memory Constraints		retained	SF-A-QUEUEING-THEORETIC-FRAMEWORK-FOR-STABILITY-ANALYSIS-OF-LLM-INFERENCE-W	KV capacity and queue stability must be analyzed together under arrival and service contracts	INFER-KV-CACHE	deep_complete	verified	No Change — Existing Coverage
2605.08207	A Breast Vision Pathology Foundation Model for Real-world Clinical Utility		pre_denominator_closure	SF-2026-ARXIV-2605-08207	问题/机制：A Breast Vision Pathology Foundation Model for Real-world Clinical Utility；方法为“Here we present \textbf{BRAVE}, a breast-adaptive pathology foundation model developed and evaluated using a total resource of 101,638 breast whole-slide images from 32 sources across Asia, Europe and North America.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04604	Generative Quantum-inspired Kolmogorov-Arnold Eigensolver		pre_denominator_closure	SF-2026-ARXIV-2605-04604	问题/机制：Generative Quantum-inspired Kolmogorov-Arnold Eigensolver；方法为“We present the generative quantum-inspired Kolmogorov-Arnold eigensolver (GQKAE), a parameter-efficient extension of the generative quantum eigensolver (GQE) for quantum chemistry.”；结果线索为“The method preserves autoregressive operator selection and the quantum-selected configuration interaction evaluation pipeline, while using single-qubit DatA Re-Uploading ActivatioN modules to provide expressive nonlinear mappings.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04606	Reference-based Category Discovery: Unsupervised Object Detection with Category Awareness		pre_denominator_closure	SF-2026-ARXIV-2605-04606	问题/机制：Reference-based Category Discovery: Unsupervised Object Detection with Category Awareness；方法为“To overcome these limitations, we propose Reference-based Category Discovery (RefCD), an unsupervised detector that enables category-aware\footnotemark[1] detection without any manually annotated labels.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04607	Right Model, Right Time: Real-Time Cascaded-Fidelity MPC for Bipedal Walking		pre_denominator_closure	SF-2026-ARXIV-2605-04607	问题/机制：Right Model, Right Time: Real-Time Cascaded-Fidelity MPC for Bipedal Walking；方法为“This paper presents a multi-phase whole-body model predictive control (MPC) approach for bipedal walking, combining a detailed whole-body model in the near horizon with a simplified single-rigid-body model in the later prediction…”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04608	SensingAgents: A Multi-Agent Collaborative Framework for Robust IMU Activity Recognition		pre_denominator_closure	SF-2026-ARXIV-2605-04608	问题/机制：SensingAgents: A Multi-Agent Collaborative Framework for Robust IMU Activity Recognition；方法为“Inspired by the advanced agents framework, which emulates a collaborative agent using Large Language Models (LLMs), we propose SensingAgents, a novel multi-agent system for robust IMU activity recognition.”；结果线索为“Evaluation on the Shoaib dataset demonstrates that SensingAgents significantly outperforms state-of-the-art single-agent and multi-agent LLM models, achieving an accuracy of 79.5% in a zero setting--29% higher than existing agent models and 9.4%…”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04609	Advancing Aesthetic Image Generation via Composition Transfer		pre_denominator_closure	SF-2026-ARXIV-2605-04609	问题/机制：Advancing Aesthetic Image Generation via Composition Transfer；方法为“To address this gap, we introduce Composer, a framework rooted in aesthetic theory, designed to model composition in a semantic-agnostic manner.”；结果线索为“As a result, existing methods often enhance composition either through implicit learning or by semantics-based layout control, rather than explicitly modeling composition itself.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04610	Active Contact Sensing for Robust Robot-to-Human Object Handover		pre_denominator_closure	SF-2026-ARXIV-2605-04610	问题/机制：Active Contact Sensing for Robust Robot-to-Human Object Handover；方法为“We propose an active sensing approach for robust handovers: the robot applies information-gathering motions and senses the resulting human-applied forces to infer the contact state.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04613	VocalParse: Towards Unified and Scalable Singing Voice Transcription with Large Audio Language Models		pre_denominator_closure	SF-2026-ARXIV-2605-04613	问题/机制：VocalParse: Towards Unified and Scalable Singing Voice Transcription with Large Audio Language Models；方法为“To alleviate these issues, we present VocalParse, a unified singing voice transcription (SVT) model built upon a Large Audio Language Model (LALM).”；结果线索为“Experiments demonstrate that VocalParse achieves state-of-the-art SVT performance on multiple singing datasets.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04615	Beyond Retrieval: A Multitask Benchmark and Model for Code Search		pre_denominator_closure	SF-2026-ARXIV-2605-04615	问题/机制：Beyond Retrieval: A Multitask Benchmark and Model for Code Search；方法为“In this paper, we introduce \textsc{CoREB}, a contamination-limited, multitask \underline{co}de \underline{r}etrieval and r\underline{e}ranking \underline{b}enchmark, together with a fine-tuned code reranker, that goes beyond retrieval to cover the full code search pipeline.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04616	Guidelines for Designing AI Technologies to Support Adult Learning		pre_denominator_closure	SF-2026-ARXIV-2605-04616	问题/机制：Guidelines for Designing AI Technologies to Support Adult Learning；方法为“AI-powered educational technologies have demonstrated measurable benefits for learners, but their design and evaluation have largely centered on K-12 contexts.”；结果线索为“As a result, many AI-supported learning systems remain poorly aligned with the needs, constraints, and goals of adult learners.”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04617	Temporal Structure Matters for Efficient Test-Time Adaptation in Wearable Human Activity Recognition		pre_denominator_closure	SF-2026-ARXIV-2605-04617	问题/机制：Temporal Structure Matters for Efficient Test-Time Adaptation in Wearable Human Activity Recognition；方法为“We derive the insight that temporal continuity and observation-induced feature deviations provide complementary cues for determining when to preserve or release temporal inertia and where to route prediction refinement during likely transitions.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2606.20580	Role-Based Agentic AI for Intent-Driven Network and Service Orchestration		pre_denominator_closure	SF-2026-ARXIV-2606-20580	问题/机制：Role-Based Agentic AI for Intent-Driven Network and Service Orchestration；方法为“Telecommunication networks are increasingly complex due to heterogeneous technologies, diverse service requirements, and growing demands for resource efficiency and business agility.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04622	Library learning with e-graphs on jazz harmony		pre_denominator_closure	SF-2026-ARXIV-2605-04622	问题/机制：Library learning with e-graphs on jazz harmony；方法为“To capture such an internalization process, we present a computational model for the learning of jazz harmonic patterns based on library learning.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04624	AuditRepairBench: A Paired-Execution Trace Corpus for Evaluator-Channel Ranking Instability in Agent Repair		retained	SF-AUDITREPAIRBENCH-A-PAIRED-EXECUTION-TRACE-CORPUS-FOR-EVALUATOR-CHANNEL-R	agent-repair evaluation can become unstable when paired execution traces and evaluator channels disagree	PLATFORM-EVALUATION-SYSTEM	deep_complete	verified	Integrate
2605.04627	Autonomous Synchronization of Discrete-Time Heterogeneous Multiagent Systems		pre_denominator_closure	SF-2026-ARXIV-2605-04627	问题/机制：Autonomous Synchronization of Discrete-Time Heterogeneous Multiagent Systems；方法为“This paper investigates the autonomous synchronization problem for discrete-time heterogeneous multiagent systems.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04635	UniPCB: A Generation-Assisted Vision-Based Measurement Framework for PCB Defect Inspection		pre_denominator_closure	SF-2026-ARXIV-2605-04635	问题/机制：UniPCB: A Generation-Assisted Vision-Based Measurement Framework for PCB Defect Inspection；方法为“We propose UniPCB, a generation-assisted PCB inspection framework that combines controlled defect synthesis with task-specific detection.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04637	SWE-WebDevBench: Evaluating Coding Agent Application Platforms as Virtual Software Agencies		pre_denominator_closure	SF-2026-ARXIV-2605-04637	"问题/机制：SWE-WebDevBench: Evaluating Coding Agent Application Platforms as Virtual Software Agencies；方法为“In order to assess them as virtual software development agencies on understanding business requirements, making architectural decisions, writing production code, handling iterative modifications, and maintaining business readiness, we introduce SWE-WebDev Bench, a…”；结果线索为“The emergence of ""vibe coding"" platforms, where users describe applications in natural language and AI agents autonomously generate full-stack software, has created a need for rigorous evaluation beyond code-level benchmarks.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。"		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04638	Gradients with Respect to Semantics Preserving Embeddings Tell the Uncertainty of Large Language Models		pre_denominator_closure	SF-2026-ARXIV-2605-04638	问题/机制：Gradients with Respect to Semantics Preserving Embeddings Tell the Uncertainty of Large Language Models；方法为“In this work, we propose the first gradient-based UQ method for free-form generation, SemGrad, which is sampling-free and computationally efficient.”；结果线索为“Experiments demonstrate that both of our methods provide efficient and effective uncertainty estimates, achieving superior performance than state-of-the-art methods, particularly in settings with multiple valid responses.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04641	CAST: Mitigating Object Hallucination in Large Vision-Language Models via Caption-Guided Visual Attention Steering		pre_denominator_closure	SF-2026-ARXIV-2605-04641	问题/机制：CAST: Mitigating Object Hallucination in Large Vision-Language Models via Caption-Guided Visual Attention Steering；方法为“Inspired by this phenomenon, we propose Caption-guided Visual Attention Steering (CAST), a training-free, plug-and-play hallucination mitigation method that leverages the attention activation pattern corresponding to caption queries to enhance LVLMs' visual perception…”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04642	Securing the Web with HSTS-Enforced		pre_denominator_closure	SF-2026-ARXIV-2605-04642	问题/机制：Securing the Web with HSTS-Enforced；方法为“At present, protection against these attacks relies on website operators explicitly opting into security by deploying mechanisms such as HTTP Strict Transport Security (HSTS) headers.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：贡献停留在论文自身问题与实验对象，没有形成可迁移的 AI System owner、长期 contract 或 Books 反例。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04643	Graph-Augmented LLMs for Swiss MP Ideology Prediction		pre_denominator_closure	SF-2026-ARXIV-2605-04643	问题/机制：Graph-Augmented LLMs for Swiss MP Ideology Prediction；方法为“In this work, we propose an LLM framework, PG-RAG, that implements a retrieval-augmented generation pipeline: it first queries a political knowledge graph (KG) and then integrates the resulting graph-structured information into the…”；结果线索为“When comparing graph-augmented models against several state-of-the-art baselines, the results demonstrate that incorporating this enriched information, which encodes information about different entities and relations, improves prediction performance.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04647	ReflectDrive-2: Reinforcement-Learning-Aligned Self-Editing for Discrete Diffusion Driving		pre_denominator_closure	SF-2026-ARXIV-2605-04647	问题/机制：ReflectDrive-2: Reinforcement-Learning-Aligned Self-Editing for Discrete Diffusion Driving；方法为“We introduce ReflectDrive-2, a masked discrete diffusion planner with separate action expert for autonomous driving that represents plans as discrete trajectory tokens and generates them through parallel masked decoding.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04649	From Reach to Insert: Tactile-Augmented Precision Assembly under Sub-Millimeter Tolerances		pre_denominator_closure	SF-2026-ARXIV-2605-04649	问题/机制：From Reach to Insert: Tactile-Augmented Precision Assembly under Sub-Millimeter Tolerances；方法为“To better exploit tactile feedback, we introduce tactile group sampling to increase coverage of critical contact segments during training, and design a tactile critic to more accurately evaluate policy values, improving insertion…”；结果线索为“Results show that our method substantially improves insertion performance across all settings; under the most challenging 0.05\,mm clearance, it achieves a 67\% success rate while keeping contact forces low, reducing the maximum…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04651	FAAST: Forward-Only Associative Learning via Closed-Form Fast Weights for Test-Time Supervised Adaptation		pre_denominator_closure	SF-2026-ARXIV-2605-04651	问题/机制：FAAST: Forward-Only Associative Learning via Closed-Form Fast Weights for Test-Time Supervised Adaptation；方法为“We propose FAAST, a forward-only associative adaptation method that analytically compiles labeled examples into fast weights in a single pass.”；结果线索为“These results demonstrate FAAST as a highly efficient, scalable solution for supervised task adaptation, particularly for resource-constrained models.”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04652	CHE-TKG: Collaborative Historical Evidence and Evolutionary Dynamics Learning for Temporal Knowledge Graph Reasoning		pre_denominator_closure	SF-2026-ARXIV-2605-04652	问题/机制：CHE-TKG: Collaborative Historical Evidence and Evolutionary Dynamics Learning for Temporal Knowledge Graph Reasoning；方法为“To address this, we propose CHE-TKG, a novel collaborative dual-view learning framework for TKG reasoning.”；结果线索为“Extensive experiments demonstrate that CHE-TKG achieves state-of-the-art performance on multiple benchmarks.”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04653	Threshold-Guided Optimization for Visual Generative Models		pre_denominator_closure	SF-2026-ARXIV-2605-04653	问题/机制：Threshold-Guided Optimization for Visual Generative Models；方法为“We propose a threshold-guided alignment framework that replaces this oracle baseline with a data-driven global threshold estimated from empirical score statistics.”；结果线索为“In this work, we revisit the KL-regularized alignment objective and show that the optimal policy implicitly compares each sample's reward to an instance-specific baseline that is generally intractable.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.08208	Trustworthiness in Digital Twin Systems: Systematic Review and Research Horizons		pre_denominator_closure	SF-2026-ARXIV-2605-08208	问题/机制：Trustworthiness in Digital Twin Systems: Systematic Review and Research Horizons；方法为“These include the development of trust-by-design principles to inform early-stage decision-making, the inclusion of trust metadata in platform schemas to prompt systematic developer consideration of trust factors, and the exploration of how…”；结果线索为“摘要未给出跨 workload 结果”。排除边界：主要建立任务集或局部测量，未重定义跨系统 evaluation identity、污染控制或 release contract。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04662	Contact Matrix: Enhancing Dance Motion Synthesis with Precise Interaction Modeling		pre_denominator_closure	SF-2026-ARXIV-2605-04662	问题/机制：Contact Matrix: Enhancing Dance Motion Synthesis with Precise Interaction Modeling；方法为“To tackle these challenges, we propose a novel two-stage framework.”；结果线索为“Experiments show that our method outperforms Duolando with lower $\text{FID}_k$ (8.89 vs.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04664	Evidence-based anomaly detection in clinical domains		pre_denominator_closure	SF-2026-ARXIV-2605-04664	问题/机制：Evidence-based anomaly detection in clinical domains；方法为“In this work, we develop and examine new probabilistic anomaly detection methods that let us evaluate management decisions for a specific patient and identify those decisions that are highly unusual with respect…”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04665	Paraphrase-Induced Output-Mode Collapse: When LLMs Break Character Under Semantically Equivalent Inputs		retained	SF-PARAPHRASE-INDUCED-OUTPUT-MODE-COLLAPSE-WHEN-LLMS-BREAK-CHARACTER-UNDER-	semantically equivalent prompts can trigger output-mode collapse, requiring invariance tests in release evaluation	PLATFORM-EVALUATION-SYSTEM	deep_complete	verified	Integrate
2605.04666	Feature importance analysis for patient management decisions		pre_denominator_closure	SF-2026-ARXIV-2605-04666	问题/机制：Feature importance analysis for patient management decisions；方法为“The objective of this paper is to understand what characteristics and features of clinical data influence physician's decision about ordering laboratory tests or prescribing medications the most.”；结果线索为“We show that in many cases, physician's lab-order and medication decisions can be well predicted from a small subset of all features.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.08209	Learngene Search Across Multiple Datasets for Building Variable-Sized Models		pre_denominator_closure	SF-2026-ARXIV-2605-08209	问题/机制：Learngene Search Across Multiple Datasets for Building Variable-Sized Models；方法为“To address this limitation, we propose Learngene Search Across Multiple Datasets for Building Variable-Sized Models (LSAMD).”；结果线索为“The base blocks most frequently selected across datasets are extracted as learngenes for initializing Des-Nets.Experiments on multiple datasets show that LSAMD achieves performance comparable to pretrain-finetune methods while significantly reducing storage and…”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.08210	Harmonized Feature Conditioning and Frequency-Prompt Personalization for Multi-Rater Medical Segmentation		pre_denominator_closure	SF-2026-ARXIV-2605-08210	问题/机制：Harmonized Feature Conditioning and Frequency-Prompt Personalization for Multi-Rater Medical Segmentation；方法为“We propose a harmonized probabilistic framework that disentangles acquisition artifacts from genuine annotator variability through adaptive feature conditioning and frequency-domain personalization.”；结果线索为“Experiments on LIDC-IDRI and NPC-170 show SOTA aggregated and individualized segmentation, with notable GED reductions and improved Dice scores, especially on noisy cases.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.08211	Learning the Channel Gain from Anywhere to Anywhere via Cross-environment Transformer Estimators		pre_denominator_closure	SF-2026-ARXIV-2605-08211	问题/机制：Learning the Channel Gain from Anywhere to Anywhere via Cross-environment Transformer Estimators；方法为“Channel-gain maps provide the channel gain between any two locations in a geographical region.”；结果线索为“They find numerous applications, from resource allocation and interference control to path planning for autonomous vehicles.”。排除边界：证据是综述、立场或个案，没有提供可执行且可迁移的系统控制机制。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.05266	Differential Privacy in the Extensive-Form Bandit Problem		pre_denominator_closure	SF-2026-ARXIV-2605-05266	问题/机制：Differential Privacy in the Extensive-Form Bandit Problem；方法为“We note that local differential privacy is the strongest version of differential privacy and, to the best of our knowledge, this is the first work to study differential privacy of any form…”；结果线索为“摘要未给出跨 workload 结果”。排除边界：只证明局部算法/实现增量，未改变跨层执行计划、状态 ownership、SLO/evaluation contract 或共存边界。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04671	ITBoost: Information-Theoretic Trust for Robust Boosting		pre_denominator_closure	SF-2026-ARXIV-2605-04671	问题/机制：ITBoost: Information-Theoretic Trust for Robust Boosting；方法为“Based on this insight, we propose Information-Theoretic Trust Boosting (ITBoost), which uses the Minimum Description Length principle to measure the complexity of residual trajectories.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04672	AI-Aided Advancements in Autonomous Underwater Vehicle Navigation		pre_denominator_closure	SF-2026-ARXIV-2605-04672	问题/机制：AI-Aided Advancements in Autonomous Underwater Vehicle Navigation；方法为“Autonomous underwater vehicles (AUVs) have become indispensable for deep-sea exploration, spanning critical scientific research and commercial applications.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04675	Physical Adversarial Clothing Evades Visible-Thermal Detectors via Non-Overlapping RGB-T Pattern		pre_denominator_closure	SF-2026-ARXIV-2605-04675	问题/机制：Physical Adversarial Clothing Evades Visible-Thermal Detectors via Non-Overlapping RGB-T Pattern；方法为“To simulate full-view (0$^{\circ}$--360$^{\circ}$) RGB-T attacks, we construct 3D RGB-T models for human and adversarial clothing.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：贡献停留在论文自身问题与实验对象，没有形成可迁移的 AI System owner、长期 contract 或 Books 反例。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04677	CodeEvolve: LLM-Driven Evolutionary Optimization with Runtime-Enriched Target Selection for Multi-Language Code Enhancement		pre_denominator_closure	SF-2026-ARXIV-2605-04677	问题/机制：CodeEvolve: LLM-Driven Evolutionary Optimization with Runtime-Enriched Target Selection for Multi-Language Code Enhancement；方法为“We present CodeEvolve, an evolutionary framework for improving program performance and code quality with Large Language Models (LLMs).”；结果线索为“CodeEvolve extends OpenEvolve with runtime-guided target selection, Monte Carlo Tree Search (MCTS), automated code refinement, and language-specific evaluation pipelines for Java and Salesforce Apex.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04678	From Pixels to Tokens: A Systematic Study of Latent Action Supervision for Vision-Language-Action Models		retained	SF-FROM-PIXELS-TO-TOKENS-A-SYSTEMATIC-STUDY-OF-LATENT-ACTION-SUPERVISION-FO	latent action supervision changes the representation bridge between pixels, language and controllable action	MULTIMODAL-EMBODIED-VLA	deep_complete	verified	Integrate
2605.04679	Ultra Low-Power SDM-based Circuit-Switching for Networks-on-Chip		pre_denominator_closure	SF-2026-ARXIV-2605-04679	问题/机制：Ultra Low-Power SDM-based Circuit-Switching for Networks-on-Chip；方法为“In many modern AI chips and multicore systems-on-chip, embedded applications exhibit predictable inter-core traffic behavior that can be characterized at design time.”；结果线索为“摘要未给出跨 workload 结果”。排除边界：贡献停留在论文自身问题与实验对象，没有形成可迁移的 AI System owner、长期 contract 或 Books 反例。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.08212	LLMs with in-context learning for Algorithmic Theoretical Physics		pre_denominator_closure	SF-2026-ARXIV-2605-08212	问题/机制：LLMs with in-context learning for Algorithmic Theoretical Physics；方法为“Given the recent improvement of Large Language Models (LLM), it is natural to investigate whether LLMs equipped with a computer algebra system (CAS) runtime and sufficiently informative context can reliably carry out…”；结果线索为“We demonstrate the current capabilities of this approach, the typical failures, and how the same can be improved.”。排除边界：贡献停留在论文自身问题与实验对象，没有形成可迁移的 AI System owner、长期 contract 或 Books 反例。		identity_date_closed	verified	Rejected — Below Candidate Denominator
2605.04680	Multi-Level Bidirectional Biomimetic Learning for EEG-Based Visual Decoding		pre_denominator_closure	SF-2026-ARXIV-2605-04680	问题/机制：Multi-Level Bidirectional Biomimetic Learning for EEG-Based Visual Decoding；方法为“To address this, we propose MB2L, a Multi-Level Bidirectional Biomimetic Learning framework that incorporates structured physiological inductive biases into representation learning.”；结果线索为“Experiments show MB2L achieves 80.5% Top-1 and 97.6% Top-5 accuracy on zero-shot EEG-to-image retrieval, significantly outperforming prior methods and demonstrating strong generalization across subjects and experimental settings.”。排除边界：结论绑定领域数据、标签与任务指标，不改变通用 AI System 的状态、数据或控制 owner。		identity_date_closed	verified	Rejected — Below Candidate Denominator
