source_family_id	arxiv_id	route	title	abstract_basis	decision	decision_kind	stable_node_id	family_specific_reason
SF-2026-ARXIV-2606-26694	2606.26694	keyword_daily_semantic_review_required	PhysEditWorld: A Large-Scale Dataset Toward Physics-Editable World Models	Recent game world models can synthesize visually plausible, action-conditioned rollouts.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`PhysEditWorld: A Large-Scale Dataset Toward Physics-Editable World Models`：Recent game world models can synthesize visually plausible, action-conditioned rollouts. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26698	2606.26698	core_daily_semantic_review_required	Beyond Logical Forms: LLM-Extracted Patterns for Fallacy Classification	In today's fast-paced information era, logical fallacies, defined as defective patterns of reasoning, inevitably contribute to the growth of information disorder.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Beyond Logical Forms: LLM-Extracted Patterns for Fallacy Classification`：In today's fast-paced information era, logical fallacies, defined as defective patterns of reasoning, inevitably contribute to the growth of information disorder. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26700	2606.26700	core_daily_semantic_review_required	Learning Motion Feasibility from Point Clouds in Cluttered Environments	Motion feasibility prediction plays a central role in robotics, particularly in task and motion planning and manipulation.	pre_denominator_closure	local_artifact_without_general_contract	—	`Learning Motion Feasibility from Point Clouds in Cluttered Environments`：Motion feasibility prediction plays a central role in robotics, particularly in task and motion planning and manipulation. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-26701	2606.26701	keyword_daily_semantic_review_required	SegFold: Accelerating Sparse GEMM with a Fine-Grained Dynamic Dataflow	Generalized sparse matrix-matrix multiplication (SpGEMM) is critical in many domains.	pre_denominator_closure	outside_durable_ai_system_scope	—	`SegFold: Accelerating Sparse GEMM with a Fine-Grained Dynamic Dataflow`：Generalized sparse matrix-matrix multiplication (SpGEMM) is critical in many domains. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-26704	2606.26704	keyword_daily_semantic_review_required	The Fungible Reserve Standard: A Deterministic Framework for Encoding Carrying Costs in Asset-Backed Tokens	The tokenization of real-world assets (RWAs) has emerged as a transformative application of blockchain technology, with market projections estimating trillions of dollars in tokenized assets within the coming decade.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`The Fungible Reserve Standard: A Deterministic Framework for Encoding Carrying Costs in Asset-Backed Tokens`：The tokenization of real-world assets (RWAs) has emerged as a transformative application of blockchain technology, with market projections estimating trillions of dollars in tokenized assets within the coming decade. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26705	2606.26705	core_daily_semantic_review_required	Algorithmic Foundations of Deep Learning: Complexity-Theoretic Rates and a Characterization of Universal Approximation	Feedforward neural network (NN) expressivity is typically studied by emulating optimal basis-expansion schemes.	pre_denominator_closure	survey_or_position_without_new_mechanism	—	`Algorithmic Foundations of Deep Learning: Complexity-Theoretic Rates and a Characterization of Universal Approximation`：Feedforward neural network (NN) expressivity is typically studied by emulating optimal basis-expansion schemes. 综述、立场或开放问题没有可独立验收的机制、failure authority 或 Books 纠错证据。
SF-2026-ARXIV-2606-26706	2606.26706	not_routed_by_keyword_contract	Intracranial Aneurysm Classification and Segmentation via Tri-Axial ROI and Multi-Task Learning	Intracranial aneurysms are often asymptomatic until rupture, which carries high mortality.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Intracranial Aneurysm Classification and Segmentation via Tri-Axial ROI and Multi-Task Learning`：Intracranial aneurysms are often asymptomatic until rupture, which carries high mortality. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26707	2606.26707	core_daily_semantic_review_required	DroidBreaker: Practical and Functional Problem-Space Attacks on Machine-Learning Android Malware Detectors	Adversarial APKs are Android applications modified in the problem space to evade machine-learning malware detectors.	pre_denominator_closure	outside_durable_ai_system_scope	—	`DroidBreaker: Practical and Functional Problem-Space Attacks on Machine-Learning Android Malware Detectors`：Adversarial APKs are Android applications modified in the problem space to evade machine-learning malware detectors. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-26710	2606.26710	core_daily_semantic_review_required	Kalman Prototypical Networks for Few-shot Fault Detection in Combined Cycle Gas Turbines	Combined-cycle gas turbines (CCGTs) play a key role in modern power generation, offering both high efficiency and reduced environmental impact.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Kalman Prototypical Networks for Few-shot Fault Detection in Combined Cycle Gas Turbines`：Combined-cycle gas turbines (CCGTs) play a key role in modern power generation, offering both high efficiency and reduced environmental impact. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-26711	2606.26711	not_routed_by_keyword_contract	Mask to Concept: Auto-Promptable SAM3 via Efficient Test-Time Concept Embedding Search for Few-Shot Annotation	Transforming foundation segmentation models from human-prompted tools into auto-promptable annotators is critical for scalable medical data annotation.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Mask to Concept: Auto-Promptable SAM3 via Efficient Test-Time Concept Embedding Search for Few-Shot Annotation`：Transforming foundation segmentation models from human-prompted tools into auto-promptable annotators is critical for scalable medical data annotation. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26712	2606.26712	core_daily_semantic_review_required	MLFFM-SegDiff: A Multi-Level Feature Fusion Diffusion Model for Skin Lesion Segmentation	Skin lesion segmentation is a key task in computer-aided dermatological diagnosis, where accuracy directly impacts downstream analysis and disease classification.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`MLFFM-SegDiff: A Multi-Level Feature Fusion Diffusion Model for Skin Lesion Segmentation`：Skin lesion segmentation is a key task in computer-aided dermatological diagnosis, where accuracy directly impacts downstream analysis and disease classification. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26713	2606.26713	core_daily_semantic_review_required	LithoDreamer: A Physics-Informed World Model for Multi-Stage Computational Lithography	As semiconductor technology nodes scale, computational lithography is essential for ensuring yield and performance.	pre_denominator_closure	local_artifact_without_general_contract	—	`LithoDreamer: A Physics-Informed World Model for Multi-Stage Computational Lithography`：As semiconductor technology nodes scale, computational lithography is essential for ensuring yield and performance. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-26715	2606.26715	not_routed_by_keyword_contract	Extracting Neural Materials from Multi-view Images	Neural materials can represent complex specular reflections and scattering effects in a compact, universal basis.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Extracting Neural Materials from Multi-view Images`：Neural materials can represent complex specular reflections and scattering effects in a compact, universal basis. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26716	2606.26716	not_routed_by_keyword_contract	Dual-Prior Guided Null-Space Learning with Mixture-of-Splines for Arbitrary Medical Slice Super-Resolution	Arbitrary slice super-resolution reconstructs isotropic volumes from anisotropic clinical acquisitions by synthesizing intermediate slices at arbitrary scales.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Dual-Prior Guided Null-Space Learning with Mixture-of-Splines for Arbitrary Medical Slice Super-Resolution`：Arbitrary slice super-resolution reconstructs isotropic volumes from anisotropic clinical acquisitions by synthesizing intermediate slices at arbitrary scales. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26718	2606.26718	core_daily_semantic_review_required	A Latent ODE Approach to Spatiotemporal Modeling of Cine Cardiac MRI	Cardiac magnetic resonance imaging (CMR) captures rich spatiotemporal information about ventricular structure and motion, but conventional risk models use only a few image-derived indices from selected cardiac phases.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`A Latent ODE Approach to Spatiotemporal Modeling of Cine Cardiac MRI`：Cardiac magnetic resonance imaging (CMR) captures rich spatiotemporal information about ventricular structure and motion, but conventional risk models use only a few image-derived indices from selected cardiac phases. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26719	2606.26719	not_routed_by_keyword_contract	Full spectrum Unlearnable Examples via Spectral Equalization	Unlearnable examples (UEs) protect training data by injecting imperceptible perturbations so that models fail to extract exploitable representations.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Full spectrum Unlearnable Examples via Spectral Equalization`：Unlearnable examples (UEs) protect training data by injecting imperceptible perturbations so that models fail to extract exploitable representations. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26721	2606.26721	keyword_daily_semantic_review_required	Knowledge-Based Pull Requests: A Trusted Workflow for Agent-Mediated Knowledge Collaboration	AI coding agents are changing the bottleneck in software collaboration: code is increasingly cheap, while understanding intent, negotiating scope, and governing long-term project responsibility remain costly.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-WORKFLOW	`Knowledge-Based Pull Requests: A Trusted Workflow for Agent-Mediated Knowledge Collaboration` 改变 `AGENT-WORKFLOW` 的长期 state/data/control 或 evaluation/security contract：Knowledge-Based Pull Requests: A Trusted Workflow for Agent-Mediated Knowledge Collaboration 的 exact-v1 机制为：This paper proposes \emph{Knowledge-Based Pull Requests} (KPR), a trusted workflow for agent-mediated software collaboration across trust boundaries, including open source, enterprise, vendor, contractor, and customer-driven settings. 因此 把执行边、依赖边、checkpoint 与 compensation 作为可重放 control state。
SF-2026-ARXIV-2606-26722	2606.26722	core_daily_semantic_review_required	Socratic agents for autonomous scientific discovery in high-dimensional physical systems	The automation of scientific discovery has reached an inflection point.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Socratic agents for autonomous scientific discovery in high-dimensional physical systems`：The automation of scientific discovery has reached an inflection point. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26723	2606.26723	core_daily_semantic_review_required	State-Specific Respiratory Signatures for Affective and Stress Recognition: Interpretable Respiratory Markers, Autocorrelation Lags, and Compact CNN Models	Respiratory activity is a direct and interpretable physiological channel for wearable stress and affective-state recognition, yet many studies emphasize classification accuracy without identifying which respiratory properties separate different states.	pre_denominator_closure	task_model_method_without_durable_owner	—	`State-Specific Respiratory Signatures for Affective and Stress Recognition: Interpretable Respiratory Markers, Autocorrelation Lags, and Compact CNN Models`：Respiratory activity is a direct and interpretable physiological channel for wearable stress and affective-state recognition, yet many studies emphasize classification accuracy without identifying which respiratory properties separate different states. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26728	2606.26728	core_daily_semantic_review_required	Scientific discovery as meta-optimization: a combinatorial optimization case study	"Scientific discovery is fundamentally an optimization problem, defined by a vast ""state space"" of theories and experiments, and an evaluation criterion based on quality, novelty, and validity."	pre_denominator_closure	paper_specific_method_already_subsumed	—	"`Scientific discovery as meta-optimization: a combinatorial optimization case study`：Scientific discovery is fundamentally an optimization problem, defined by a vast ""state space"" of theories and experiments, and an evaluation criterion based on quality, novelty, and validity. 论文级方法没有独立的 state/control owner 或新的 evidence/release authority。"
SF-2026-ARXIV-2606-26734	2606.26734	core_daily_semantic_review_required	Robust Onion: Peeling Open Vocab Object Detectors Under Noise	The impact of real-world noise on Open Vocabulary Object Detectors (OV-ODs) remains poorly understood due to their architectural complexity.	pre_denominator_closure	local_artifact_without_general_contract	—	`Robust Onion: Peeling Open Vocab Object Detectors Under Noise`：The impact of real-world noise on Open Vocabulary Object Detectors (OV-ODs) remains poorly understood due to their architectural complexity. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-26738	2606.26738	not_routed_by_keyword_contract	Do Image Editing Models Understand Lighting?	While recent advancements in generative image editing models have achieved stunning visual fidelity, it remains an open question whether these systems possess an intrinsic knowledge of real-world lighting.	pre_denominator_closure	local_artifact_without_general_contract	—	`Do Image Editing Models Understand Lighting?`：While recent advancements in generative image editing models have achieved stunning visual fidelity, it remains an open question whether these systems possess an intrinsic knowledge of real-world lighting. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。
SF-2026-ARXIV-2606-26740	2606.26740	not_routed_by_keyword_contract	LiveEdit: Towards Real-Time Diffusion-Based Streaming Video Editing	Streaming video editing has made rapid progress, yet practical deployment is still limited by two core issues: maintaining stable backgrounds and non-edited regions over time, and achieving the low latency required for real-time interactive scenarios.	pre_denominator_closure	task_model_method_without_durable_owner	—	`LiveEdit: Towards Real-Time Diffusion-Based Streaming Video Editing`：Streaming video editing has made rapid progress, yet practical deployment is still limited by two core issues: maintaining stable backgrounds and non-edited regions over time, and achieving the low latency required for real-time interactive scenarios. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26741	2606.26741	not_routed_by_keyword_contract	PressMimic: Pressure-Guided Motion Capture and Control for Humanoid Robot Imitation	Humanoid motion imitation requires not only accurate perception of human kinematics but also faithful reproduction of physical interactions with the environment.	pre_denominator_closure	survey_or_position_without_new_mechanism	—	`PressMimic: Pressure-Guided Motion Capture and Control for Humanoid Robot Imitation`：Humanoid motion imitation requires not only accurate perception of human kinematics but also faithful reproduction of physical interactions with the environment. 综述、立场或开放问题没有可独立验收的机制、failure authority 或 Books 纠错证据。
SF-2026-ARXIV-2606-26743	2606.26743	keyword_daily_semantic_review_required	Depth-Semantic Alignment and Affinity-Guided Fusion for Structured Radar Point Cloud Generation	Point clouds are an important carrier of three-dimensional spatial information, and their quality directly affects the performance of downstream perception tasks such as object detection and tracking.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Depth-Semantic Alignment and Affinity-Guided Fusion for Structured Radar Point Cloud Generation`：Point clouds are an important carrier of three-dimensional spatial information, and their quality directly affects the performance of downstream perception tasks such as object detection and tracking. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26744	2606.26744	core_daily_semantic_review_required	HyperDFlash: Hyper-Connection-Aligned Block Speculative Decoding with Gated Residual Reduction	We present HyperDFlash, a block-parallel speculative decoding framework tailored to DeepSeek-V4's Hyper-Connections (HC).	retained_after_full_semantic_audit	durable_ai_system_candidate	INFER-SPECULATIVE-DECODING	`HyperDFlash: Hyper-Connection-Aligned Block Speculative Decoding with Gated Residual Reduction` 改变 `INFER-SPECULATIVE-DECODING` 的长期 state/data/control 或 evaluation/security contract：HyperDFlash: Hyper-Connection-Aligned Block Speculative Decoding with Gated Residual Reduction 的 exact-v1 机制为：We present HyperDFlash, a block-parallel speculative decoding framework tailored to DeepSeek-V4's Hyper-Connections (HC). 因此 把 draft/verify/bypass 路由、质量门槛、成本和 schema-critical fallback 共同验收。
SF-2026-ARXIV-2606-26746	2606.26746	not_routed_by_keyword_contract	5G NR-V2X Scheduling Approaches for CPM Variable Size Traffic	Collective perception messages (CPMs) introduce significant packet size variability due to dynamic object inclusion and periodic security overhead.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`5G NR-V2X Scheduling Approaches for CPM Variable Size Traffic`：Collective perception messages (CPMs) introduce significant packet size variability due to dynamic object inclusion and periodic security overhead. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26749	2606.26749	core_daily_semantic_review_required	Structure Before Collapse: Transient semantic geometry in next-token prediction	Neural Collapse predicts that balanced one-hot classification pushes model representations to be equally far from each other; a symmetric configuration that depends only on the output label and ignores any semantic similarity in the inputs.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Structure Before Collapse: Transient semantic geometry in next-token prediction`：Neural Collapse predicts that balanced one-hot classification pushes model representations to be equally far from each other; a symmetric configuration that depends only on the output label and ignores any semantic similarity in the inputs. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26753	2606.26753	core_daily_semantic_review_required	ConvMemory v3: A Validity Context Layer for Conversational Memory via Target-Conditioned Relation Verification	Conversational memory retrieval optimizes relevance, yet a retrieved memory can be relevant and simultaneously outdated: a later turn updates, corrects, or supersedes it.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-MEMORY	`ConvMemory v3: A Validity Context Layer for Conversational Memory via Target-Conditioned Relation Verification` 改变 `AGENT-MEMORY` 的长期 state/data/control 或 evaluation/security contract：ConvMemory v3: A Validity Context Layer for Conversational Memory via Target-Conditioned Relation Verification 的 exact-v1 机制为：The core mechanism is a dual-evidence gate that conditions a relation judgment on the specific target proposition, scoring a (target, source) pair through the product of a MiniLM slot head and a DeBERTa-v3 slot head and gating it by conservative event/operation evidence. 因此 把事件时间、来源、有效条件、版本、检索决策与写入 authority 分开。
SF-2026-ARXIV-2606-26754	2606.26754	not_routed_by_keyword_contract	Capacity-Controlled Multi-View Stylization of 3D Gaussian Splatting	While 3D Gaussian Splatting (3DGS) provides an efficient and explicit representation for novel view synthesis, enforcing stylistic coherence across viewpoints remains challenging.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Capacity-Controlled Multi-View Stylization of 3D Gaussian Splatting`：While 3D Gaussian Splatting (3DGS) provides an efficient and explicit representation for novel view synthesis, enforcing stylistic coherence across viewpoints remains challenging. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26757	2606.26757	core_daily_semantic_review_required	Batch-Invariant Spectral Intelligence for Robust and Explainable Insect Authentication	Edible insects offer an efficient source of alternative protein, requiring less land, water and emitting less greenhouse gas than conventional livestock.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Batch-Invariant Spectral Intelligence for Robust and Explainable Insect Authentication`：Edible insects offer an efficient source of alternative protein, requiring less land, water and emitting less greenhouse gas than conventional livestock. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26758	2606.26758	core_daily_semantic_review_required	EGG: An Expert-Guided Agent Framework for Kernel Generation	High-performance GPU kernels are critical for reducing the exponentially growing computational costs of large language models (LLMs), but their development heavily relies on manual tuning by domain experts.	retained_after_full_semantic_audit	durable_ai_system_candidate	AGENT-PLATFORM	`EGG: An Expert-Guided Agent Framework for Kernel Generation` 改变 `AGENT-PLATFORM` 的长期 state/data/control 或 evaluation/security contract：EGG: An Expert-Guided Agent Framework for Kernel Generation 的 exact-v1 机制为：We propose EGG, an Expert-Guided Agent Framework for Kernel Generation, which incorporates expert optimization principles to guide LLMs' decisions. 因此 把模型/工具/资源路由、OS harness、隔离边界与 outcome receipt 作为平台责任。
SF-2026-ARXIV-2606-26762	2606.26762	core_daily_semantic_review_required	ProtoKV: Streaming Video Understanding under Delayed Query with Summary-State Memory	Streaming video understanding (SVU) must answer queries that arrive asynchronously while visual tokens stream continuously under strict GPU-memory and query-time latency budgets.	retained_after_full_semantic_audit	durable_ai_system_candidate	INFER-KV-CACHE	`ProtoKV: Streaming Video Understanding under Delayed Query with Summary-State Memory` 改变 `INFER-KV-CACHE` 的长期 state/data/control 或 evaluation/security contract：ProtoKV: Streaming Video Understanding under Delayed Query with Summary-State Memory 的 exact-v1 机制为：We propose ProtoKV, a constant-footprint SVU memory that represents far history as a fixed-capacity summary state rather than retaining token instances. 因此 把 cache position、eviction/quantization policy、跨模态 identity 与 dense recompute fallback 绑定。
SF-2026-ARXIV-2606-26763	2606.26763	not_routed_by_keyword_contract	Calibrated Harmonic Overlaid Implicit Neural Representations for Multi-Dimensional Data	Implicit neural representation (INR) has emerged as a powerful prior for multi-dimensional data (e.g., multispectral images and videos).	pre_denominator_closure	task_model_method_without_durable_owner	—	`Calibrated Harmonic Overlaid Implicit Neural Representations for Multi-Dimensional Data`：Implicit neural representation (INR) has emerged as a powerful prior for multi-dimensional data (e.g., multispectral images and videos). 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26764	2606.26764	core_daily_semantic_review_required	Anatomy-Guided Residual Motion Diffusion for Controllable 4D Cardiac MRI Synthesis	Developing robust artificial intelligence models for 4D (3D + time) medical imaging is constrained by limited annotated data, inter-device domain shifts, and privacy restrictions.	pre_denominator_closure	domain_application_without_system_contract_delta	—	`Anatomy-Guided Residual Motion Diffusion for Controllable 4D Cardiac MRI Synthesis`：Developing robust artificial intelligence models for 4D (3D + time) medical imaging is constrained by limited annotated data, inter-device domain shifts, and privacy restrictions. 领域结果没有产生跨任务可复用的 state/data/control 或 release contract。
SF-2026-ARXIV-2606-26765	2606.26765	not_routed_by_keyword_contract	On-Demand Service Zone Design for Energy-Constrained Spatial Queueing Systems	Electric service vehicles (ESVs), such as mobile chargers and drone-based service units, are becoming an important operational resource for on-demand service systems.	pre_denominator_closure	task_model_method_without_durable_owner	—	`On-Demand Service Zone Design for Energy-Constrained Spatial Queueing Systems`：Electric service vehicles (ESVs), such as mobile chargers and drone-based service units, are becoming an important operational resource for on-demand service systems. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26769	2606.26769	core_daily_semantic_review_required	ResilPhase: Plug-and-Play Phase Mapping and Noise-Resilient Macro-Trajectory Extrapolation for Diffusion Acceleration	The adoption of powerful diffusion models is hindered by their significant inference latency.	pre_denominator_closure	task_model_method_without_durable_owner	—	`ResilPhase: Plug-and-Play Phase Mapping and Noise-Resilient Macro-Trajectory Extrapolation for Diffusion Acceleration`：The adoption of powerful diffusion models is hindered by their significant inference latency. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26772	2606.26772	core_daily_semantic_review_required	Escaping Iterative Parameter-Space Noise: Differentially Private Learning with a Hypernetwork	Differentially private (DP) training of neural networks is often hindered by the large amount of noise required by gradient-based methods such as DP-SGD, which repeatedly inject high-dimensional noise in parameter space throughout training.	pre_denominator_closure	task_model_method_without_durable_owner	—	`Escaping Iterative Parameter-Space Noise: Differentially Private Learning with a Hypernetwork`：Differentially private (DP) training of neural networks is often hindered by the large amount of noise required by gradient-based methods such as DP-SGD, which repeatedly inject high-dimensional noise in parameter space throughout training. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26775	2606.26775	core_daily_semantic_review_required	Evaluation Pitfalls and Challenges in Multimedia Event Extraction	Multimedia event extraction aims to jointly identify events and their arguments across multiple modalities, such as text and images, to support more comprehensive event understanding.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Evaluation Pitfalls and Challenges in Multimedia Event Extraction`：Multimedia event extraction aims to jointly identify events and their arguments across multiple modalities, such as text and images, to support more comprehensive event understanding. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-26778	2606.26778	core_daily_semantic_review_required	LearniBridge: Learnable Calibration of Feature Caching for Diffusion Models Acceleration	Diffusion Transformers (DiTs) have driven substantial progress in image and video generation but suffer from prohibitive computational costs.	pre_denominator_closure	task_model_method_without_durable_owner	—	`LearniBridge: Learnable Calibration of Feature Caching for Diffusion Models Acceleration`：Diffusion Transformers (DiTs) have driven substantial progress in image and video generation but suffer from prohibitive computational costs. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
SF-2026-ARXIV-2606-26780	2606.26780	not_routed_by_keyword_contract	Event-based Gaze Control System for Accurate Real-time Spin Estimation in Professional Ball Games	Spin plays a crucial role in many ball sports due to its effect on the trajectory of the ball.	pre_denominator_closure	formal_result_without_implemented_system_delta	—	`Event-based Gaze Control System for Accurate Real-time Spin Estimation in Professional Ball Games`：Spin plays a crucial role in many ball sports due to its effect on the trajectory of the ball. 形式或统计结果没有同时改变长期 AI-system owner、运行状态和验收接口。
SF-2026-ARXIV-2606-26783	2606.26783	core_daily_semantic_review_required	"Reproducibility Study of ""AlphaEdit: Null-Space Constrained Knowledge Editing for Language Models"""	Fang et al.	pre_denominator_closure	local_artifact_without_general_contract	—	"`Reproducibility Study of ""AlphaEdit: Null-Space Constrained Knowledge Editing for Language Models""`：Fang et al. 局部数据集或 benchmark 没有改变通用 evaluator identity、release Gate 或 failure handoff。"
SF-2026-ARXIV-2606-26784	2606.26784	not_routed_by_keyword_contract	MergeLLL: A Hierarchical Divide-and-Conquer Framework for LLL-Based Lattice Reduction	Lattice basis reduction algorithms have various applications in computational number theory and lattice-based cryptography, but their complexity increases rapidly with the dimension.	pre_denominator_closure	outside_durable_ai_system_scope	—	`MergeLLL: A Hierarchical Divide-and-Conquer Framework for LLL-Based Lattice Reduction`：Lattice basis reduction algorithms have various applications in computational number theory and lattice-based cryptography, but their complexity increases rapidly with the dimension. 主要贡献不改变长期 AI-system 机制、ownership 或验收合同。
SF-2026-ARXIV-2606-26787	2606.26787	core_daily_semantic_review_required	AIGP: An LLM-Based Framework for Long-Term Value Alignment in E-Commerce Pricing	Traditional dynamic pricing models in large-scale e-commerce suffer from limited interpretability, poor utilization of unstructured information, and misalignment with long-term business objectives such as cumulative Gross Merchandise Value (GMV), Return on Investment (ROI) and milestone achievement.	pre_denominator_closure	paper_specific_method_already_subsumed	—	`AIGP: An LLM-Based Framework for Long-Term Value Alignment in E-Commerce Pricing`：Traditional dynamic pricing models in large-scale e-commerce suffer from limited interpretability, poor utilization of unstructured information, and misalignment with long-term business objectives such as cumulative Gross Merchandise Value (GMV), Return on Investment (ROI) and milestone achievement. 论文级方法没有独立的 state/control owner 或新的 evidence/release authority。
SF-2026-ARXIV-2606-26790	2606.26790	core_daily_semantic_review_required	OPID: On-Policy Skill Distillation for Agentic Reinforcement Learning	Outcome-based reinforcement learning provides a stable optimization backbone for language agents, but its sparse trajectory-level rewards provide little guidance on which intermediate decisions should be reinforced or suppressed.	retained_after_full_semantic_audit	durable_ai_system_candidate	TRAIN-RLHF	`OPID: On-Policy Skill Distillation for Agentic Reinforcement Learning` 改变 `TRAIN-RLHF` 的长期 state/data/control 或 evaluation/security contract：OPID: On-Policy Skill Distillation for Agentic Reinforcement Learning 的 exact-v1 机制为：We propose \textbf{OPID} (\textbf{O}n-\textbf{P}olicy Sk\textbf{i}ll \textbf{D}istillation), a framework that extracts skill supervision directly from completed on-policy trajectories. 因此 把 rubric/spec 版本、policy 版本、独立 judge 与 reward-hacking 检测隔离。
SF-2026-ARXIV-2606-26793	2606.26793	core_daily_semantic_review_required	MIRROR: Novelty-Constrained Memory-Guided MCTS Red-Teaming for Agentic RAG	Multimodal agentic retrieval-augmented generation (RAG) systems expand the attack surface beyond prompt injection to include text poisoning, image injection, direct-query attacks, and orchestrator-level tool manipulation.	retained_after_full_semantic_audit	durable_ai_system_candidate	PLATFORM-SECURITY	`MIRROR: Novelty-Constrained Memory-Guided MCTS Red-Teaming for Agentic RAG` 改变 `PLATFORM-SECURITY` 的长期 state/data/control 或 evaluation/security contract：MIRROR: Novelty-Constrained Memory-Guided MCTS Red-Teaming for Agentic RAG 的 exact-v1 机制为：We present MIRROR, a unified cross-surface framework that performs memory-guided Monte Carlo tree search while conditioning candidate generation on retrieved context under an explicit novelty constraint. 因此 把 attacker、policy、runtime data/control flow、proof boundary 与 fail-closed handoff 显式化。
SF-2026-ARXIV-2606-26794	2606.26794	core_daily_semantic_review_required	ReasonCLIP-58M: Visually Grounded Commonsense Reasoning Supervision for CLIP	CLIP and its variants are widely adopted visual backbones in multimodal systems, but their pretraining remains dominated by descriptive image-text alignment.	pre_denominator_closure	task_model_method_without_durable_owner	—	`ReasonCLIP-58M: Visually Grounded Commonsense Reasoning Supervision for CLIP`：CLIP and its variants are widely adopted visual backbones in multimodal systems, but their pretraining remains dominated by descriptive image-text alignment. 任务建模/精度增量仍被现有模型机制吸收，没有新的系统 ownership 或发布控制面。
